X,Y
0.00000,16103.711
0.13342,15710.124
0.26684,16886.492
0.40027,18655.635
0.53369,25151.381
0.66711,38429.953
0.80053,49007.414
0.93395,47798.438
1.06737,39947.992
1.20080,33634.723
1.33422,31285.010
1.46764,30399.916
1.60106,25713.910
1.73448,24359.439
1.86791,23729.035
2.00133,23486.830
2.13475,22411.041
2.26817,21043.053
2.40159,20709.961
2.53502,19492.977
2.66844,17755.811
2.80186,17802.734
2.93528,16526.979
3.06870,15252.905
3.20212,14909.426
3.33555,14605.844
3.46897,14535.486
3.60239,13997.781
