X,Y
0.00000,34359.164
0.13342,35686.480
0.26684,35599.777
0.40027,36209.266
0.53369,35708.746
0.66711,34456.359
0.80053,35729.316
0.93395,36931.758
1.06737,35822.012
1.20080,35552.934
1.33422,35350.355
1.46764,35228.785
1.60106,34176.055
1.73448,33696.402
1.86791,34872.824
2.00133,35776.227
2.13475,36687.461
2.26817,36488.586
2.40159,38477.051
2.53502,42582.152
2.66844,47519.156
2.80186,48598.891
2.93528,42431.723
3.06870,44409.234
3.20212,45159.992
3.33555,43157.488
3.46897,39548.832
3.60239,37891.473
3.73581,36064.027
