X,Y
0.00000,11600.773
0.13342,12056.621
0.26684,13379.900
0.40027,15982.060
0.53369,17520.670
0.66711,16547.000
0.80053,16442.605
0.93395,15210.154
1.06737,14532.901
1.20080,14453.199
1.33422,13330.558
1.46764,13137.341
1.60106,13119.891
1.73448,12573.251
1.86791,12226.560
2.00133,12682.962
2.13475,13101.358
2.26817,13288.984
2.40159,11998.688
2.53502,12755.029
2.66844,13334.181
2.80186,13935.833
2.93528,14282.520
3.06870,14316.707
3.20212,13112.263
3.33555,12466.587
3.46897,11991.693
3.60239,11382.295
3.73581,11699.524
