X,Y
0.00000,37707.691
0.13342,37241.410
0.26684,36239.453
0.40027,35799.145
0.53369,36421.230
0.66711,37678.938
0.80053,35927.910
0.93395,34895.219
1.06737,35438.457
1.20080,35648.781
1.33422,35577.727
1.46764,35150.168
1.60106,35945.723
1.73448,35440.391
1.86791,34646.930
2.00133,33742.969
2.13475,35960.453
2.26817,35884.555
2.40159,35493.309
2.53502,35870.723
2.66844,36604.066
2.80186,39503.020
2.93528,44001.875
3.06870,54086.797
3.20212,77675.531
3.33555,95983.633
3.46897,79617.719
3.60239,56810.035
3.73581,45317.293
3.86923,40513.219
