X,Y
0.00000,10411.896
0.13342,10128.105
0.26684,10488.909
0.40027,12136.470
0.53369,14150.922
0.66711,18284.217
0.80053,17980.393
0.93395,17058.031
1.06737,15139.973
1.20080,13420.502
1.33422,12953.262
1.46764,13533.147
1.60106,13271.577
1.73448,13065.855
1.86791,14019.847
2.00133,12271.281
2.13475,11496.213
2.26817,11206.084
2.40159,10847.017
2.53502,10843.847
2.66844,11202.465
2.80186,11947.663
2.93528,11796.568
3.06870,12408.140
3.20212,13157.650
3.33555,12649.277
3.46897,12576.911
3.60239,13238.112
3.73581,12280.231
3.86923,12611.011
4.00266,12754.656
4.13608,13183.346
4.26950,12604.055
4.40292,12743.161
4.53634,12471.773
4.66976,11945.346
4.80319,13141.702
4.93661,13403.322
5.07003,12899.964
5.20345,12879.340
5.33687,12190.236
