X,Y
0.00000,41100.938
0.13342,38413.879
0.26684,38212.102
0.40027,38658.617
0.53369,39925.637
0.66711,40648.445
0.80053,42019.629
0.93395,40587.695
1.06737,42489.031
1.20080,41928.570
1.33422,42694.602
1.46764,42757.113
1.60106,43069.082
1.73448,41808.066
1.86791,42343.160
2.00133,42004.676
2.13475,42040.324
2.26817,43070.312
2.40159,44999.586
2.53502,43276.492
2.66844,44674.637
2.80186,49645.973
2.93528,62991.359
3.06870,89612.523
3.20212,127599.367
3.33555,128361.398
3.46897,90784.438
3.60239,62573.680
