X,Y
0.00000,13059.681
0.13342,13404.405
0.26684,14052.599
0.40027,16029.796
0.53369,19559.027
0.66711,25588.361
0.80053,31395.260
0.93395,29839.502
1.06737,25476.389
1.20080,21600.492
1.33422,20087.693
1.46764,20466.664
1.60106,21320.244
1.73448,20341.352
1.86791,19420.379
2.00133,19299.031
2.13475,19107.568
2.26817,16764.621
2.40159,15373.187
2.53502,15073.893
2.66844,14807.724
2.80186,15202.255
2.93528,14264.001
3.06870,13716.146
3.20212,13660.653
3.33555,13028.577
3.46897,12333.523
3.60239,12796.163
3.73581,14209.412
3.86923,15299.991
4.00266,16154.201
4.13608,16281.962
4.26950,14846.593
4.40292,15382.877
