X,Y
0.00000,37359.523
0.13342,39628.090
0.26684,38372.734
0.40027,37313.738
0.53369,38527.164
0.66711,38535.270
0.80053,39886.844
0.93395,38194.898
1.06737,37178.207
1.20080,37192.934
1.33422,36866.293
1.46764,37681.762
1.60106,36319.305
1.73448,36568.672
1.86791,36502.023
2.00133,37118.750
2.13475,38351.293
2.26817,37586.863
2.40159,37589.340
2.53502,36992.551
2.66844,39807.785
2.80186,45248.562
2.93528,62859.023
3.06870,93985.594
3.20212,108717.047
3.33555,82832.523
3.46897,57493.285
3.60239,43955.508
3.73581,39432.605
3.86923,36314.000
