X,Y
0.00000,39168.789
0.13342,38022.867
0.26684,36580.684
0.40027,37403.125
0.53369,37744.930
0.66711,37616.023
0.80053,39755.305
0.93395,40130.582
1.06737,41046.359
1.20080,40061.676
1.33422,40657.570
1.46764,38473.145
1.60106,41163.031
1.73448,41648.984
1.86791,40525.160
2.00133,39645.129
2.13475,40399.262
2.26817,41272.484
2.40159,39426.594
2.53502,38460.215
2.66844,39063.871
2.80186,39962.398
2.93528,38099.875
3.06870,38362.500
3.20212,39138.914
3.33555,37740.539
3.46897,38253.574
3.60239,38847.750
3.73581,39063.215
3.86923,38794.336
4.00266,38587.992
4.13608,38891.168
4.26950,36867.812
4.40292,39202.020
4.53634,40077.168
4.66976,41470.457
4.80319,39958.469
4.93661,42455.227
5.07003,47756.656
5.20345,58951.293
5.33687,78431.148
5.47030,79508.953
5.60372,61239.070
5.73714,47365.754
5.87056,41706.664
6.00398,40936.945
6.13741,39972.258
