X,Y
0.00000,39036.277
0.13342,38046.262
0.26684,38388.797
0.40027,39309.426
0.53369,38543.750
0.66711,39389.098
0.80053,39756.586
0.93395,39798.508
1.06737,40819.543
1.20080,40425.480
1.33422,40249.574
1.46764,41124.480
1.60106,40801.844
1.73448,40736.301
1.86791,40480.875
2.00133,40026.113
2.13475,39750.098
2.26817,39449.836
2.40159,38899.301
2.53502,39954.395
2.66844,38191.422
2.80186,39609.199
2.93528,39611.137
3.06870,39206.117
3.20212,39500.047
3.33555,41178.598
3.46897,43021.789
3.60239,47177.578
3.73581,60256.602
3.86923,83026.164
4.00266,93509.141
4.13608,76394.656
4.26950,56222.895
4.40292,44718.070
