X,Y
0.00000,18554.820
0.13342,20260.074
0.26684,21999.941
0.40027,28157.828
0.53369,45583.371
0.66711,66138.555
0.80053,66499.539
0.93395,51535.867
1.06737,36346.379
1.20080,29759.996
1.33422,25610.281
1.46764,24486.895
1.60106,25619.637
1.73448,28511.320
1.86791,28122.805
2.00133,25367.592
2.13475,24188.242
2.26817,24044.227
2.40159,24173.311
2.53502,24861.438
2.66844,24243.754
2.80186,25684.582
2.93528,25800.691
3.06870,29727.086
3.20212,37504.781
3.33555,42134.391
3.46897,36916.102
3.60239,28753.234
3.73581,22987.266
3.86923,20724.146
4.00266,19378.264
4.13608,18654.855
4.26950,18129.301
4.40292,18497.301
