X,Y
0.00000,18241.043
0.13342,21391.957
0.26684,27012.318
0.40027,40636.523
0.53369,48269.293
0.66711,46298.930
0.80053,41558.414
0.93395,36672.148
1.06737,30984.686
1.20080,29251.828
1.33422,27022.275
1.46764,25981.393
1.60106,24050.383
1.73448,22816.928
1.86791,24154.213
2.00133,23943.959
2.13475,22742.553
2.26817,22835.623
2.40159,22951.826
2.53502,21245.453
2.66844,20532.174
2.80186,19712.914
2.93528,19162.084
3.06870,18885.930
3.20212,18361.047
3.33555,17377.061
3.46897,16896.230
3.60239,17142.180
3.73581,16532.264
3.86923,16649.000
4.00266,16791.234
4.13608,16670.668
4.26950,16162.936
4.40292,15989.022
