X,Y
0.00000,39704.031
0.13342,38742.430
0.26684,40539.082
0.40027,39566.367
0.53369,38381.453
0.66711,37712.840
0.80053,38899.574
0.93395,39710.305
1.06737,38612.227
1.20080,38801.898
1.33422,39159.402
1.46764,37935.562
1.60106,36408.723
1.73448,35511.410
1.86791,37130.934
2.00133,37820.203
2.13475,37998.660
2.26817,38292.031
2.40159,37577.594
2.53502,39576.684
2.66844,39451.914
2.80186,40210.719
2.93528,39959.887
3.06870,40933.590
3.20212,41331.883
3.33555,45356.980
3.46897,55079.430
3.60239,70339.461
3.73581,77678.133
3.86923,67598.867
4.00266,53614.285
4.13608,44331.078
4.26950,41574.750
4.40292,41854.023
