X,Y
0.00000,14045.710
0.13342,15171.095
0.26684,18127.449
0.40027,20033.600
0.53369,17707.148
0.66711,18563.867
0.80053,18989.613
0.93395,18745.004
1.06737,18482.693
1.20080,18772.492
1.33422,18015.428
1.46764,16924.363
1.60106,16936.074
1.73448,18754.383
1.86791,17869.859
2.00133,17935.217
2.13475,18754.797
2.26817,19915.586
2.40159,19838.561
2.53502,20138.033
2.66844,19950.211
2.80186,22645.152
2.93528,29201.791
3.06870,35131.062
3.20212,39803.906
