X,Y
0.00000,36416.141
0.13342,35742.816
0.26684,35869.051
0.40027,35634.129
0.53369,36828.961
0.66711,37338.656
0.80053,38383.457
0.93395,36686.285
1.06737,37665.605
1.20080,38816.414
1.33422,37506.812
1.46764,36572.645
1.60106,37455.703
1.73448,36484.082
1.86791,36678.191
2.00133,35109.961
2.13475,37649.605
2.26817,36261.707
2.40159,36822.730
2.53502,36990.812
2.66844,38368.867
2.80186,40535.691
2.93528,46515.645
3.06870,65860.508
3.20212,91143.000
3.33555,96287.500
3.46897,71550.195
3.60239,51581.953
3.73581,42331.578
