X,Y
0.00000,38046.680
0.13342,38992.090
0.26684,37750.895
0.40027,39509.258
0.53369,38574.969
0.66711,40547.832
0.80053,39821.273
0.93395,40564.922
1.06737,38841.109
1.20080,37607.355
1.33422,37816.430
1.46764,38280.875
1.60106,40183.043
1.73448,39287.566
1.86791,40803.395
2.00133,37812.184
2.13475,36948.875
2.26817,35839.488
2.40159,37948.301
2.53502,39774.480
2.66844,41446.531
2.80186,42364.484
2.93528,49931.270
3.06870,68925.445
3.20212,93201.406
3.33555,89106.922
3.46897,65711.758
3.60239,48826.168
3.73581,41660.242
3.86923,39184.062
