X,Y
0.00000,37192.418
0.13342,37334.602
0.26684,39850.430
0.40027,39034.246
0.53369,37716.047
0.66711,38031.961
0.80053,37084.285
0.93395,35105.387
1.06737,37421.863
1.20080,37375.777
1.33422,36769.836
1.46764,38318.172
1.60106,36635.102
1.73448,37003.516
1.86791,37866.270
2.00133,38276.672
2.13475,40414.730
2.26817,41776.051
2.40159,41707.207
2.53502,41013.695
2.66844,43403.238
2.80186,46069.680
2.93528,53780.598
3.06870,75905.906
3.20212,103889.047
3.33555,105088.719
3.46897,79535.219
3.60239,54679.992
