X,Y
0.00000,34450.566
0.13342,33823.297
0.26684,35311.613
0.40027,35192.625
0.53369,34134.320
0.66711,34131.805
0.80053,33248.035
0.93395,34968.738
1.06737,35089.316
1.20080,35644.766
1.33422,35984.742
1.46764,35262.844
1.60106,33460.168
1.73448,35352.074
1.86791,35370.117
2.00133,35007.262
2.13475,34511.828
2.26817,35112.465
2.40159,34510.660
2.53502,34221.008
2.66844,35846.637
2.80186,35978.422
2.93528,35466.312
3.06870,37289.383
3.20212,38358.480
3.33555,37943.012
3.46897,40861.621
3.60239,44727.664
3.73581,55732.770
3.86923,68804.008
4.00266,66098.789
4.13608,53937.016
4.26950,45585.672
