X,Y
0.00000,13085.619
0.13342,14444.580
0.26684,17320.010
0.40027,23638.955
0.53369,25303.947
0.66711,24292.818
0.80053,21307.734
0.93395,20011.459
1.06737,18207.350
1.20080,17447.445
1.33422,18975.123
1.46764,19425.307
1.60106,17591.920
1.73448,17553.010
1.86791,18135.367
2.00133,16899.201
2.13475,16166.527
2.26817,16050.745
2.40159,16528.732
2.53502,16803.891
2.66844,15380.809
2.80186,15047.747
2.93528,15397.240
3.06870,15537.603
3.20212,15297.272
3.33555,14901.750
3.46897,14086.588
3.60239,14429.839
