X,Y
0.00000,40561.445
0.13342,39424.109
0.26684,39155.801
0.40027,39261.098
0.53369,41100.047
0.66711,41139.598
0.80053,41041.465
0.93395,40694.816
1.06737,40505.098
1.20080,40175.121
1.33422,41230.629
1.46764,41094.426
1.60106,41420.777
1.73448,42190.887
1.86791,43053.957
2.00133,41907.941
2.13475,41707.168
2.26817,43614.730
2.40159,43343.609
2.53502,41221.633
2.66844,40406.973
2.80186,40395.434
2.93528,40075.246
3.06870,41235.305
3.20212,42309.258
3.33555,41333.105
3.46897,42263.855
3.60239,48563.738
3.73581,63978.207
3.86923,73134.750
4.00266,61214.961
4.13608,47040.469
