X,Y
0.00000,13694.644
0.13342,18603.893
0.26684,30070.104
0.40027,36170.582
0.53369,30689.031
0.66711,23831.502
0.80053,22021.357
0.93395,22241.064
1.06737,20967.861
1.20080,18794.174
1.33422,18650.928
1.46764,19226.236
1.60106,17282.805
1.73448,17149.287
1.86791,18121.621
2.00133,18252.678
2.13475,16683.379
2.26817,16535.518
2.40159,16568.973
2.53502,16740.283
2.66844,17628.145
2.80186,17981.926
2.93528,18432.086
3.06870,18976.236
3.20212,19759.611
3.33555,18398.217
3.46897,17601.213
3.60239,17171.010
3.73581,16353.840
3.86923,15513.007
4.00266,15352.880
4.13608,15800.566
4.26950,16075.231
4.40292,16996.604
4.53634,14728.038
4.66976,15476.424
4.80319,16202.288
4.93661,15979.545
5.07003,15719.401
5.20345,15810.105
5.33687,14878.503
5.47030,14246.883
5.60372,14818.333
5.73714,14583.515
5.87056,14242.961
