X,Y
0.00000,38605.492
0.13342,35522.453
0.26684,38948.430
0.40027,38155.586
0.53369,38011.777
0.66711,37796.082
0.80053,37804.133
0.93395,38147.617
1.06737,37204.719
1.20080,37508.934
1.33422,37853.320
1.46764,38203.109
1.60106,38938.812
1.73448,38207.180
1.86791,36942.086
2.00133,37497.914
2.13475,37965.855
2.26817,38876.879
2.40159,38275.320
2.53502,42538.016
2.66844,39113.301
2.80186,39974.812
2.93528,39855.254
3.06870,39844.879
3.20212,41884.258
3.33555,43872.297
3.46897,44050.375
3.60239,47569.215
3.73581,60165.887
3.86923,89987.539
4.00266,119076.258
4.13608,112533.242
4.26950,80206.938
4.40292,63221.867
