X,Y
0.00000,15934.694
0.13342,21885.762
0.26684,29233.287
0.40027,33501.109
0.53369,32968.008
0.66711,29270.311
0.80053,25777.082
0.93395,24258.498
1.06737,23990.652
1.20080,22524.273
1.33422,21671.605
1.46764,21637.473
1.60106,21305.180
1.73448,20892.113
1.86791,20852.479
2.00133,22372.775
2.13475,23958.223
2.26817,22985.211
2.40159,21222.195
2.53502,21261.914
2.66844,21138.395
2.80186,22471.717
2.93528,20169.680
3.06870,18850.191
3.20212,18186.316
3.33555,16678.053
3.46897,15584.964
3.60239,15336.726
3.73581,14968.482
3.86923,15916.053
4.00266,16534.207
4.13608,14400.581
4.26950,13726.201
4.40292,13493.164
