X,Y
0.00000,12816.243
0.13342,14786.585
0.26684,17790.205
0.40027,24172.250
0.53369,30755.713
0.66711,27676.277
0.80053,23437.945
0.93395,21567.512
1.06737,21133.711
1.20080,21347.705
1.33422,21953.578
1.46764,20641.773
1.60106,19701.273
1.73448,18332.508
1.86791,19760.150
2.00133,20492.396
2.13475,22507.451
2.26817,24066.709
2.40159,24082.293
2.53502,23358.635
2.66844,21706.850
2.80186,18819.639
2.93528,17456.756
3.06870,16460.111
3.20212,16229.087
3.33555,16412.082
3.46897,15988.352
3.60239,15854.237
3.73581,15983.859
3.86923,15684.200
