X,Y
0.00000,39508.086
0.13342,38454.621
0.26684,39564.316
0.40027,40875.434
0.53369,41099.906
0.66711,40539.707
0.80053,40163.891
0.93395,38604.453
1.06737,40394.324
1.20080,41396.875
1.33422,40745.199
1.46764,42953.285
1.60106,40290.758
1.73448,40736.180
1.86791,42563.281
2.00133,42530.824
2.13475,41556.008
2.26817,41348.184
2.40159,42288.043
2.53502,42106.785
2.66844,42801.516
2.80186,43127.590
2.93528,44902.484
3.06870,46316.934
3.20212,49293.566
3.33555,61494.766
3.46897,86280.531
3.60239,107503.820
3.73581,97263.648
3.86923,67855.031
4.00266,52011.766
4.13608,46545.301
4.26950,42845.375
4.40292,41030.383
