X,Y
0.00000,15313.265
0.13342,16368.222
0.26684,17949.736
0.40027,21524.387
0.53369,27589.664
0.66711,35478.805
0.80053,33465.676
0.93395,26106.990
1.06737,20969.982
1.20080,17710.947
1.33422,17651.490
1.46764,18697.758
1.60106,19922.131
1.73448,19971.506
1.86791,19854.693
2.00133,20645.002
2.13475,20507.539
2.26817,20849.879
2.40159,18598.289
2.53502,18776.213
2.66844,19831.123
2.80186,20503.254
2.93528,22050.680
3.06870,21398.822
3.20212,20659.475
3.33555,19422.104
3.46897,18373.316
3.60239,18836.613
3.73581,18474.324
3.86923,18384.264
4.00266,17258.672
4.13608,16536.520
4.26950,17358.838
4.40292,17174.586
