0.0000	10402.1641
0.1334	10307.5928
0.2668	10909.7031
0.4003	10812.0459
0.5337	11132.2979
0.6671	11311.5918
0.8005	11943.1836
0.9340	12846.9785
1.0674	14610.4902
1.2008	15643.5986
1.3342	15545.4248
1.4676	15285.2197
1.6011	14864.7891
1.7345	14311.8975
1.8679	14561.8213
2.0013	13720.6113
2.1347	13139.7705
2.2682	13251.7031
2.4016	15342.5244
2.5350	18037.9883
2.6684	17912.9199
2.8019	15540.5713
2.9353	12678.3350
3.0687	11200.8008
3.2021	11193.9111
3.3355	11030.5723
3.4690	10557.3379
3.6024	10432.8750
