X	Y_20181208_15693_1_11g	Y_20181208_15693_1_12g	Y_20181208_15693_1_1g	Y_20181208_15693_1_5g	Y_20181208_15693_10_10g	Y_20181208_15693_10_11g	Y_20181208_15693_10_14g	Y_20181208_15693_10_1g	Y_20181208_15693_10_2g	Y_20181208_15693_10_7g	Y_20181208_15693_10_8g	Y_20181208_15693_10_9g	Y_20181208_15693_11_14g	Y_20181208_15693_11_15g	Y_20181208_15693_11_1g	Y_20181208_15693_11_2g	Y_20181208_15693_11_3g	Y_20181208_15693_11_5g	Y_20181208_15693_11_7g	Y_20181208_15693_12_2g	Y_20181208_15693_12_4g	Y_20181208_15693_12_5g	Y_20181208_15693_12_6g	Y_20181208_15693_12_7g	Y_20181208_15693_12_8g	Y_20181208_15693_13_10g	Y_20181208_15693_13_11g	Y_20181208_15693_13_13g	Y_20181208_15693_13_14g	Y_20181208_15693_13_1g	Y_20181208_15693_13_4g	Y_20181208_15693_13_5g	Y_20181208_15693_13_7g	Y_20181208_15693_13_9g	Y_20181208_15693_14_10g	Y_20181208_15693_14_11g	Y_20181208_15693_14_1g	Y_20181208_15693_14_2g	Y_20181208_15693_14_4g	Y_20181208_15693_14_6g	Y_20181208_15693_14_8g	Y_20181208_15693_15_10g	Y_20181208_15693_15_1g	Y_20181208_15693_15_2g	Y_20181208_15693_15_3g	Y_20181208_15693_15_5g	Y_20181208_15693_15_9g	Y_20181208_15693_16_1g	Y_20181208_15693_16_3g	Y_20181208_15693_16_6g	Y_20181208_15693_17_10g	Y_20181208_15693_17_11g	Y_20181208_15693_17_2g	Y_20181208_15693_17_3g	Y_20181208_15693_17_5g	Y_20181208_15693_17_6g	Y_20181208_15693_17_7g	Y_20181208_15693_17_9g	Y_20181208_15693_18_10g	Y_20181208_15693_18_12g	Y_20181208_15693_18_1g	Y_20181208_15693_18_2g	Y_20181208_15693_18_6g	Y_20181208_15693_18_7g	Y_20181208_15693_18_8g	Y_20181208_15693_18_9g	Y_20181208_15693_19_2g	Y_20181208_15693_19_3g	Y_20181208_15693_19_5g	Y_20181208_15693_19_8g	Y_20181208_15693_2_10g	Y_20181208_15693_2_11g	Y_20181208_15693_2_1g	Y_20181208_15693_2_2g	Y_20181208_15693_2_3g	Y_20181208_15693_2_4g	Y_20181208_15693_2_6g	Y_20181208_15693_2_7g	Y_20181208_15693_2_8g	Y_20181208_15693_2_9g	Y_20181208_15693_20_2g	Y_20181208_15693_20_4g	Y_20181208_15693_20_5g	Y_20181208_15693_20_7g	Y_20181208_15693_4_10g	Y_20181208_15693_4_11g	Y_20181208_15693_4_1g	Y_20181208_15693_4_5g	Y_20181208_15693_4_6g	Y_20181208_15693_4_8g	Y_20181208_15693_4_9g	Y_20181208_15693_5_10g	Y_20181208_15693_5_11g	Y_20181208_15693_5_13g	Y_20181208_15693_5_15g	Y_20181208_15693_5_2g	Y_20181208_15693_5_3g	Y_20181208_15693_5_4g	Y_20181208_15693_5_5g	Y_20181208_15693_5_6g	Y_20181208_15693_5_8g	Y_20181208_15693_5_9g	Y_20181208_15693_6_11g	Y_20181208_15693_6_3g	Y_20181208_15693_6_4g	Y_20181208_15693_6_5g	Y_20181208_15693_6_6g	Y_20181208_15693_6_9g	Y_20181208_15693_7_3g	Y_20181208_15693_7_4g	Y_20181208_15693_7_6g	Y_20181208_15693_7_8g	Y_20181208_15693_7_9g	Y_20181208_15693_8_10g	Y_20181208_15693_8_2g	Y_20181208_15693_8_3g	Y_20181208_15693_8_6g	Y_20181208_15693_8_7g	Y_20181208_15693_9_12g	Y_20181208_15693_9_13g	Y_20181208_15693_9_14g	Y_20181208_15693_9_15g	Y_20181208_15693_9_4g	Y_20181208_15693_9_6g	Y_20181208_15693_9_8g	Y_20181208_15693b_1_11g	Y_20181208_15693b_1_13g	Y_20181208_15693b_1_1g	Y_20181208_15693b_1_5g	Y_20181208_15693b_1_6g	Y_20181208_15693b_1_8g	Y_20181208_15693b_10_12g	Y_20181208_15693b_10_14g	Y_20181208_15693b_10_15g	Y_20181208_15693b_10_1g	Y_20181208_15693b_10_2g	Y_20181208_15693b_10_3g	Y_20181208_15693b_10_4g	Y_20181208_15693b_10_5g	Y_20181208_15693b_10_7g	Y_20181208_15693b_10_8g	Y_20181208_15693b_11_11g	Y_20181208_15693b_11_12g	Y_20181208_15693b_11_13g	Y_20181208_15693b_11_15g	Y_20181208_15693b_11_16g	Y_20181208_15693b_11_1g	Y_20181208_15693b_11_5g	Y_20181208_15693b_11_6g	Y_20181208_15693b_11_8g	Y_20181208_15693b_11_9g	Y_20181208_15693b_12_10g	Y_20181208_15693b_12_12g	Y_20181208_15693b_12_13g	Y_20181208_15693b_12_14g	Y_20181208_15693b_12_1g	Y_20181208_15693b_12_6g	Y_20181208_15693b_13_10g	Y_20181208_15693b_13_12g	Y_20181208_15693b_13_13g	Y_20181208_15693b_13_16g	Y_20181208_15693b_13_17g	Y_20181208_15693b_13_19g	Y_20181208_15693b_13_2g	Y_20181208_15693b_13_7g	Y_20181208_15693b_13_8g	Y_20181208_15693b_2_11g	Y_20181208_15693b_2_12g	Y_20181208_15693b_2_13g	Y_20181208_15693b_2_14g	Y_20181208_15693b_2_16g	Y_20181208_15693b_2_2g	Y_20181208_15693b_2_5g	Y_20181208_15693b_2_7g	Y_20181208_15693b_2_8g	Y_20181208_15693b_2_9g	Y_20181208_15693b_3_14g	Y_20181208_15693b_3_15g	Y_20181208_15693b_3_16g	Y_20181208_15693b_3_17g	Y_20181208_15693b_3_19g	Y_20181208_15693b_3_1g	Y_20181208_15693b_3_3g	Y_20181208_15693b_3_4g	Y_20181208_15693b_3_5g	Y_20181208_15693b_3_6g	Y_20181208_15693b_3_7g	Y_20181208_15693b_3_8g	Y_20181208_15693b_4_10g	Y_20181208_15693b_4_11g	Y_20181208_15693b_4_13g	Y_20181208_15693b_4_14g	Y_20181208_15693b_4_17g	Y_20181208_15693b_4_3g	Y_20181208_15693b_4_4g	Y_20181208_15693b_4_5g	Y_20181208_15693b_4_7g	Y_20181208_15693b_4_8g	Y_20181208_15693b_5_11g	Y_20181208_15693b_5_12g	Y_20181208_15693b_5_15g	Y_20181208_15693b_5_17g	Y_20181208_15693b_5_18g	Y_20181208_15693b_5_19g	Y_20181208_15693b_5_1g	Y_20181208_15693b_5_21g	Y_20181208_15693b_5_4g	Y_20181208_15693b_5_7g	Y_20181208_15693b_5_9g	Y_20181208_15693b_6_11g	Y_20181208_15693b_6_12g	Y_20181208_15693b_6_15g	Y_20181208_15693b_6_17g	Y_20181208_15693b_6_4g	Y_20181208_15693b_6_6g	Y_20181208_15693b_6_7g	Y_20181208_15693b_7_11g	Y_20181208_15693b_7_14g	Y_20181208_15693b_7_15g	Y_20181208_15693b_7_17g	Y_20181208_15693b_7_1g	Y_20181208_15693b_7_3g	Y_20181208_15693b_7_5g	Y_20181208_15693b_7_6g	Y_20181208_15693b_7_7g	Y_20181208_15693b_7_8g	Y_20181208_15693b_7_9g	Y_20181208_15693b_8_10g	Y_20181208_15693b_8_11g	Y_20181208_15693b_8_13g	Y_20181208_15693b_8_16g	Y_20181208_15693b_8_17g	Y_20181208_15693b_8_19g	Y_20181208_15693b_8_21g	Y_20181208_15693b_8_22g	Y_20181208_15693b_8_3g	Y_20181208_15693b_8_4g	Y_20181208_15693b_8_5g	Y_20181208_15693b_8_6g	Y_20181208_15693b_8_8g	Y_20181208_15693b_9_10g	Y_20181208_15693b_9_13g	Y_20181208_15693b_9_14g	Y_20181208_15693b_9_19g	Y_20181208_15693b_9_1g	Y_20181208_15693b_9_2g	Y_20181208_15693b_9_3g	Y_20181208_15693b_9_4g	Y_20181208_15693b_9_5g	Y_20181208_15693b_9_8g
0	34073.2969	35843.1758	29405.9629	34942.1797	34990.5	33454.0352	33085.5625	31924.1191	30698.5879	30565.998	32879.2188	30983.1406	45987.8867	37200.7578	31086	27868.3828	27515.6348	35835.9219	34906.3164	28986.1914	31825.334	32582.3203	31829.6895	29180.5	38767.2773	36703.5703	31095.4648	31831.7852	34947.9766	28191.002	32205.543	30247.7715	35990.4688	30746.0215	30739.5	29866.2246	29079.7852	29291.459	29728.0957	30722.2305	88979.7734	34642.4648	28850.9668	39361.9375	30430.7031	39288.2812	32953.8828	34343.4453	34409.1797	36884.1211	29111.4531	31916.3379	31861.7793	32078.7793	33715.2695	31533.1738	30231.7773	34855.9727	35502.2734	43726.7344	35320.3984	29276.166	34159.6094	40619.8477	34005.3438	31190.0195	36531.3008	39981.9922	35251.2031	32917	30615.1816	43361.625	37972.3516	31859.0645	43229.793	27454.8379	35502.1406	31856.1699	30762.4688	32976.543	35889.8555	32689.6895	32951.332	32577.2852	33717.668	42134.582	29454.4473	30254.6836	27288.1387	36034.8555	30715.002	40181.0547	34404.0508	33190.3008	31241.3672	33999.8945	27637.6777	38015.9375	56686.7031	32792.625	31670.2656	34593.2227	31661.2012	31168.1738	46376.7617	34101.8867	33142.7461	35036.3203	32786.543	31072.084	29130.1973	28735.9102	32729.5117	29114.0312	28309.1797	34609.5117	32983.1328	31605.9102	30723.0625	35356.4297	29219.7969	38840.1836	29618.707	33239.125	32577.1816	89993.4766	50851.5664	26700.3574	37695.9648	40856.8047	34749.3555	38667.0703	35072.4453	32439.3809	31412.0195	34894.4297	29960.834	29271.5977	46192.2812	28240.707	32940.875	37004.3711	31844.3613	40930.1602	36724.5547	29683.1484	28868.0645	39640.3164	34093.8945	30076.9961	33326.8359	31775.2637	30913.8516	35255.9336	27448.127	31838.8828	28319.3008	26711.418	32065.2031	32341.4902	31675.3066	39049.2188	47761.6836	29051.9238	30196.7207	27534.4453	43184.4297	31480.875	35563.957	35826.5469	50700.5	33291.0117	48741.3984	33303.5703	28015.7402	30411.7773	31606.6406	38872.7852	37137.0117	32912.4219	67306.1797	36926.9727	55358.3242	35668.2969	32822.0938	35803.4961	34145.8438	39863.6367	31070.3359	38694.332	33655.7734	32783.3008	30083.7832	32419.7285	31498.7949	31276.2637	31428.8809	31205.7832	29900.1855	38249.4766	29976.0938	33717.1016	31727.8379	30993.1172	32557.7012	32480.0254	33520.2188	32787.3008	32520.7812	34155.1094	32326.2012	32378.9141	34800.1992	31378.9473	31909.9805	34943.3203	26816.6484	33139.7031	38370.25	33844.2383	29715.0801	27560.8984	35449.3984	33867.7617	29099.9531	30137.375	32836.1016	33487.5781	32139	36978.4219	34280.1172	35097.9492	34002.2227	25116.8477	28052.8242	28631.6699	29620.4668	52483.1758	32320.4355	48478.4805	34076.5234	35752.2383	31773.7266	34402.9141	34253.9375	32548.0762	31757.457	32204.2441	30226.3887	34533.3672
0.1334	32754.2051	36533.875	30111.7539	33097.2891	35938.9844	33199.9844	33808.1406	31572.7715	30749.1895	31460.332	33678.4844	31686.4883	67681.3047	40978.3828	32655.6602	28415.377	29000.0527	32966.8594	34934.7539	30086.6504	33975.2617	34762.8672	32599.1523	29944.0391	38569.0664	35549.6367	30988.8223	33257.8008	37154.6602	28510.9141	31291.7129	31578.1738	35113.8711	34097.3867	34728.6914	29261.998	34273.3203	32311.8066	30910.5645	30816.6191	108031.1641	33397.1367	29059.2461	37751.625	30103.5996	35524.2227	32724.3125	37520.707	35779.8828	39439.9414	28573.125	33559.4219	31785.9922	31367.7422	35028.4961	31664.5996	31235.3164	35007.7695	37929.043	45763.25	34737.9609	31606.8926	34069.0312	43719.0312	32095.4551	32576.5156	38631.5859	40625.4883	37046.9336	34100.8125	30781.6836	44753.3945	42379.6602	34311.9297	46438.7461	28836.709	35651.0508	33848.0078	31439.8008	33541.2656	40011.7344	34169.1367	30613.1719	32653.0449	36223.9922	36590.3242	32070.8535	31789.7734	29394.8223	38245.5586	31651.6152	39493.1367	35367.2812	32433.0273	31984.0254	38562.375	28516.0469	40620.375	71917.875	35730.7188	31807.8691	34303.4258	33924.6875	34353.1641	40680.9297	33928.7422	35599.7617	35827.4062	35275.8438	33859.5547	29032.375	29467.5625	33374.6016	31932.2871	27427.6426	36253.3828	35062.75	33791.6914	31881.2207	33748.1641	29625.4648	39007.1172	29737.2656	34927.8828	33260.8516	66596.0391	70766.8594	27043.5762	36059.8281	45310.6133	36558.1133	37302.5898	34272.0078	31999.1328	35157.2188	32102.3008	30068.3066	29454.8184	39165.3438	29518.8145	33156.1523	37387.5117	32209.9023	49322.457	38536.2773	29475.4375	32317.9902	37664.9023	33531.9727	31890.9902	35042.1797	31397.4492	31810.457	33793.5977	31647.6504	33071.5039	31770.6152	27031.9395	32258.2031	32720.0996	31789.1191	37807.3672	50302.3984	30884.7539	31152.623	28649.0215	40880.832	32670.0957	37301.3359	35858.5234	46318.0781	33033.0625	48501.9648	34668.0664	27802.6777	31771.291	33469.3867	36524.7695	37619.3359	35364.5469	53515.4688	34348.25	46538.8164	39802.3086	33372.2227	38015.7734	36094.7539	39602.2188	32597.6621	37041.0156	35305.7148	33657.5039	32661.1797	33126.7891	33153.0352	34628.5625	32844.2656	32695.9688	31478.293	38092.25	34325.8398	32985.1875	32675.4746	30505.0684	36753.9961	31479.2012	39103.5273	36073.7305	33379.2344	32773.793	34364.5234	33613.2148	37512.875	32744.4727	37960.9766	35398.9609	29229.8438	33015.7734	37584.9805	34451.5078	29323.0879	27745.2734	33811.8672	32727.9902	30245.9551	30324.5527	32189.6035	33403.0352	33599.4375	36414.9219	40229.0352	34489.2539	32841.6875	24490.5684	28445.3574	28052.1094	30442.9277	56432.4453	34124.207	48118.4844	37952.3242	35118.3555	33677.1055	36263.9141	40845.3555	31473.6035	34947.875	31062.1328	30229.8594	37321.4883
0.2668	32931.4102	39077.2617	31708.9785	37522.1094	38943.1758	35942.6328	34661.3984	29978.2598	32832.2305	32598.6035	34148.4141	32985.5195	106310.0312	50032.6133	34439.4336	28735.0371	34176.7188	36125.6445	35801.7734	30723.502	35563.5039	35476.0859	33543.5039	30569.0312	43684.1094	38979.0508	32179.1934	36707.8438	39695.1055	31560.4512	33596.5703	31922.1074	37241.2812	42802.2773	36066.125	32306.6133	39258.8438	33545.9688	32594.6992	30186.502	85618.2109	33428.3867	31117.8301	46632.8086	32085.8379	39703.0859	32310.582	48624.3281	38440.1367	41272.8203	30203.3555	34115.6289	33728.7852	32253.334	35786.7656	33643.2734	32390.1016	34732.1836	44257.2539	47280.5898	35679.957	32809.1953	34268.8984	51923.6914	34544.7188	34524.1289	45600.1328	47631.0703	36761.3281	33812.4375	32784.4062	55309.7383	61715.3945	40506.8672	60452.1094	33552.3438	39200.2891	38311.6289	31518.4297	33129.0859	52663.4531	35817.8672	31047.2812	32602.5273	43428.793	36254.0898	37074.7969	35152.8125	39061.3359	38066.8125	31805.8359	42177.582	38331.3242	32366.2266	34646.1406	50318.8711	30538.0234	43613.6758	92265.4219	39317.9844	34225.6406	37029.1758	35816.0039	43942.75	40667.1797	33337.8633	39917.9609	38401.0234	44949.1953	38312.8203	31596.8477	29413.2949	33720.8945	37407.6914	28321.4648	39837.918	37339.1172	38482.3438	32667.9258	38384.8125	31727.4297	42894.4414	31428.0996	40284.6523	33409.7148	56139.457	103496.6875	30360.1309	35628.6328	56122.2422	37251.2461	43676.3281	34481.5938	33120.7891	44056.8398	33129.1641	34101.0469	30794.9199	36168.8203	34522.7305	36395.9336	44715.9141	33513.1484	77474.2031	51455.2812	29934.0176	37741.3672	39409.2148	36794.6992	33567.6562	36797.8281	35167.9531	34055.1289	34497.418	39148.8945	37429.6641	32430.4004	26301.1211	32229.4531	35924.332	34278.375	37396.7812	65657.0156	31459.6094	31603.5215	27035.6836	49985.9492	37403.457	41142.4648	36773.375	52104.457	37741.6719	61110.2891	39313.6953	29065.5312	33851.9141	36087.3008	38115.1367	39596.7695	34928.8555	56453.0898	34740.7734	52563.6367	48936.0352	34401.9922	49971.1289	39243.2227	43729.9492	37964.6875	46759.8359	37336.7812	37258.2461	34832.0859	33699.1836	34169.8438	46397.3477	35399.3633	35892.5	32434.7871	41435.9141	43598.0859	33800.3555	31746.293	30623.0742	45646.9531	34120.2227	48930.4062	39274.1484	36218.6953	34221.0039	34852.3281	34777.2305	38854.2109	36559.3477	50937.9688	38809.0508	29627.123	32546.416	38603.0938	37264.6641	29156.791	28268.3438	36237.8438	32151.7422	31805.0547	30549.0645	33858.7148	36863.9805	35278.5117	37098.0742	45599.3594	34783.2383	34378.5703	25112.1641	29724.332	31049.9785	31635.5176	62158.5234	35626.2773	42901.1406	50186.6992	40708.4766	39695.2578	38221.9141	48167.9023	32435.4395	34448.3125	33033.1602	30599.3418	43871.6719
0.4003	34941.4961	43176.1758	39512.7461	42747.1914	45088.4258	38019.9844	35941.5391	32254.3535	38023.7383	36873.8398	40066.6641	34278.9727	130972.9141	69414.5781	38145.9258	32187.8301	39363.2617	42606.4648	40801.3516	34558.7109	42317.4062	37168.1133	41235.8984	33996.6602	46057.8281	47263.168	36760.5195	35864.4883	47356.2773	34170.8828	36793.1289	31566.3691	41451.5508	49794.9609	43376.6406	34913.5977	37114.3867	36918.9805	35623.6328	31582.2148	64144.2422	39037.5508	32627.4258	51236.3438	38656.4727	49119.1758	33450.625	65894.0703	43215.9922	43990.5195	32895.6445	39131.875	40848.1875	32196.1289	35906.9922	34485.4688	34360.2148	39338.2656	60146.7461	42299.0898	39663.4258	35101.3828	36943.8438	63815.1562	37699.8086	35019.6992	41985.2109	64514.5742	39661.5234	40230.5859	33399.8828	75155.3984	82598.3594	57585.668	72763.8984	42389.7852	46017.7656	47652.8242	32051.9629	34034.4062	70921.3359	38737.6328	32426.7188	35558.9844	58155.9375	39338.9375	45369.7891	43073.5625	48627.6914	43043.6641	37845.0078	51943.7773	42691.5625	34219.3516	39311.3984	63247.7188	34329.1211	40129.2812	80119.6406	48878.0586	41172.7773	41421.3867	37440.4961	61225.9492	47737.3672	35441.6289	54512.1328	46049.9375	62939.0781	45376.457	36287.1602	31948.3203	34314.832	45145.668	30432.873	56916.7852	40764.8867	43995.5234	32313.2656	46955.2656	39809.3828	49420.2891	36601.6133	51567.5781	34148.2578	59308.9492	111152.7812	35504.2578	37385.1719	84989	42428.7539	57995.668	38150.0117	33284.1406	53109.9883	35443.582	42526.457	37570.3359	39887.7266	47227.8008	38920.9336	53151.9922	33599.7695	108271.1875	65773.0859	32857.4062	51708.875	52628.2344	42462.1953	44083.6523	43836.5625	44215.3203	35953.8516	38866.3945	57608.4023	47800.0156	36467.0156	29864.0898	36207.8477	39677.0078	37820.1797	46836.7266	100464.5781	34667.2539	35301.9297	31191.1758	67864.1875	44814.0039	39938.2695	39397.3516	52408.0547	48719.3047	73762.9297	50474.8867	32882.9258	40198.3828	42029.5273	41183.1914	43776.5781	37988.1367	55213.3008	43181.1172	52423.3477	61487.8008	38744.7617	69993.8438	52741.9219	52935.9414	45010	68985.9609	43759.1914	47120.4375	44712.7422	34710.7344	37360.1367	48559.457	38591.6836	43414.5	36604.3203	48338.125	53241.0234	39869.9258	35304.5781	33089.7734	67627.2969	38369.1211	70697.75	49958.1133	44900.3711	37096.1172	38202.9414	35986.8438	44511.9375	38445.2969	60705.0625	40862.6328	35315.4258	35012.1641	42989.2617	44467.8281	31621.8438	29241.4844	40668.1797	35064.7188	35521.793	31340.1074	34004.2148	41317.7148	36026.3672	38647.9453	61750.6562	39552.0312	41455.0781	28529.4609	33801.6328	35773.0469	35518.3125	65539.2031	40116.1289	43566.6914	64917.1562	48333.7812	52717.2617	47855.125	55986.3281	38489.1602	41471.8398	38471.2109	34294.1289	47562.7188
0.5337	39756.6875	57826.3945	58082.3633	45362.3594	59217.9258	44383.4453	45553.3828	33830.9609	47883.5039	45844.6641	48283.1211	35929.1523	104214.5547	76100.9531	47092.9336	33370.5156	39344.9844	54176.5703	55156.418	40659.5195	48647.4805	43483.5781	49775.8047	39957	39172.5664	68999.3984	46037.4219	31822.5195	66077.4531	44435.7109	42621.4375	34070.1172	53726.7266	44160.1836	50495.0391	43242.875	31800.4629	45450.5664	48224.6094	36185.3086	53726.918	43677.5352	40011.9336	44444.1992	53232.5312	70212.8672	37194.0156	71920.3828	56726.8633	52886.832	36212.3633	46643.6992	60038.5664	37488.5234	37134.3711	43785.3945	42648.4141	54482.582	89872.2344	38369.2695	49961.7227	45271.4805	40979.7383	71839.9219	44561.9961	37835.2422	33610.2578	75076.0156	49997.4648	51128.0938	41199.8242	69321.9531	74251.6406	83724.6016	67692.1172	47408.3086	57999.4844	63669.2188	34280.5273	34551.0312	63787.3945	45904.0547	37782.8477	39369.043	64017.0078	47124.7383	49327.7148	62671.3867	48719.9258	54919.8711	45232.7109	65661.9141	52341.9727	38241.4453	42357.9844	60821.1719	45790.4141	34824.043	56521.7305	65366.7188	55484.0039	42857.4414	49481.2656	87960.4453	69641.5078	41301.6133	66732.4375	64079.5547	72056.9375	56064.1094	42779.3594	36174.5508	35900.6016	50032.8711	32421.0508	84626.3516	44938.0312	44033.9766	32164.4453	61900.0469	56216.3203	55607.6328	47788.3477	50263.8008	36466.2188	81666.0078	83225.6953	50775.7695	40749.3438	140675.5938	49699.5	83922.0469	45270.9883	34636.7109	47761.8945	41224.3672	52031.6953	44213.1992	45618.3984	59528.0547	44008.6172	57096.9492	34711.1953	102982.4531	60278.1641	38612.043	71861	77409.2266	59034.8164	68250.1406	53748.7188	45711.0859	41226.4102	46173.2812	68598.9141	60659.6094	46244.75	37489.4102	43224.1797	45321.0898	48144.8789	62629.9336	107404.9375	39791.6289	38842.2656	36570.8906	80704.9609	55598.5938	35044.875	40559.1953	41523.1211	71079.0391	61179.6953	70446.125	38441.0039	53098.1523	51305	49391.6133	50552.8047	44563.2812	45411.9375	53107.1562	43358.0547	63343.043	45680.1875	75333.5625	73248.8906	66847.1797	52786.6211	87611.125	58069.7617	62368.5977	62471.3438	39537.5312	48123.7109	42882.8242	46729.2656	54093.8672	42523.1914	49203.3711	55301.0508	53672.3672	39936.5703	37075.0039	101394.3047	48497.7812	102840.4219	72823.3828	64384.9375	42819.4141	40665.7188	39047.1055	65728.2109	57521.4023	53063.1172	52770.5469	46475.75	37835.7266	53935.8125	59860.5352	38707.3672	30400.6562	52350.1055	42693.4609	42851.1992	34402.6016	37059.3008	38715.8789	38052.375	43767.457	81513.1484	40920.6602	43187.8125	33770.5938	47899.5	45298.6094	41490.7969	56694.0977	48640.0156	46126.0195	61392.7656	59310.75	80233.7266	68828.8359	59919.8672	46253.3477	42748.7656	50572.1719	40891.9609	43808.5508
0.6671	47978.8555	82603.0078	67619.4531	37638.8594	61263.7344	51088.6055	59497.3477	39156.1953	62320.2656	61618.4062	48348.1719	40230.7695	64941.4805	60752.418	61726.5898	41716.2422	34541.5625	55417.7109	84254.4297	49613.6055	43333.1758	58696.7109	49787.918	46780.0977	32416.9727	98021.2891	55951.9727	28236.0703	75947.3438	67987.8359	48881.5742	38888.4609	81035.2734	36813.3594	46218.6719	57323.582	30111.1504	47884.9766	55916.0195	46712.1289	44757.7461	49240.3672	43162.9219	35516.4961	60414.918	86516.5234	43249.6211	54922.8203	69543.3516	69350.4062	43881.2812	44687.2461	83959.5469	43483.9219	42699.5664	58457.4961	60260.8047	85973.6172	101325.7344	36575.6484	58375.4688	60398.1445	47935.8867	56042.2461	47090.6211	43066.7305	29999.7188	63098.4492	61842.9414	59918.8672	51144.7461	51252.1992	50403.5	85570.8438	46524.2148	44386.0352	60658.9727	58669.6016	37751.1719	35748.5742	45922.375	41775.1719	40417.7656	50759.5859	50548.2148	40942.1406	40554.8047	89787.875	38697.6523	77995.9453	48796.4023	61612.6758	53401.0508	48120.2891	37816.3984	41801.1719	68089.3906	32747.9004	43491.1523	73566.375	68166.7734	38987.332	56323.332	102271.7969	87110.9531	52414.2773	63052.7969	72069.0156	60892.3789	57109.7109	42795.8359	46937.875	41214.25	43141.0195	38754.6523	109196.9297	43632.4688	38686.5117	33802.3633	66292.875	71468.6797	49404.75	54090.3516	39025.2578	43439.2539	125996.3203	55766.3984	74093.8438	50194.5898	161649.9844	52011.3086	88817.1406	44428.418	36917.3516	37706.9141	39162.5352	50257.8945	46750.9336	48110.7031	50703.3438	42919.1406	49125.2734	38064.293	67042.5156	45603.8398	42044.9023	78570.1953	87430.3516	77541.8047	84523.6562	56931.5859	41641.7305	53522.5938	58809.5586	57154.4844	58284.3438	52980.9375	53807.6602	42170.6562	43318.6602	62576.1484	71833.7969	79209.6875	50309.6328	50951.6641	47099.3789	60605.168	56094.3086	34350.0391	40871.0977	37208.9141	94612.6016	43806.0859	76007	49290.1367	68014.7109	46955.4844	60343.0938	58858.7852	61771.3086	35667.1953	63071.4727	37074.4492	48525.9219	43163.3047	59606.0117	78660.2812	65486.3867	47907.9375	78591.1875	71048.6875	61729.1953	67808.0156	45093.8477	59977.7773	34288.7148	65338.9219	55032.3672	41600.5703	40469.6602	45866.0664	56805.3164	47533.9219	41999.5039	108444.8281	54043.793	103918.6797	88211.8672	91211.6094	53394.7695	52032.6094	47568.0625	91989.2656	78118.0781	39513.9023	81385.4688	50348.4961	39399.9844	69800.125	78911.4531	48846.918	35795.1641	73572.6641	55673.9922	51962.4492	39405.7695	41990.043	34632.0234	49074.5781	50319.543	84292.2656	33195.2344	37034.9141	43426.8867	74875.4375	49766.7031	43557.8711	44169.7617	75447.4688	39021.5039	46164.8828	63254.6289	112843.8594	84513.5312	56769.1523	47861.5508	34694.3594	56018.2539	50430.2578	37928.8047
