X	Y_20181208_15100_1_1g	Y_20181208_15100_1_3g	Y_20181208_15100_1_6g	Y_20181208_15100_10_1g	Y_20181208_15100_10_2g	Y_20181208_15100_10_3g	Y_20181208_15100_11_1g	Y_20181208_15100_11_2g	Y_20181208_15100_11_3g	Y_20181208_15100_12_1g	Y_20181208_15100_13_1g	Y_20181208_15100_13_3g	Y_20181208_15100_13_4g	Y_20181208_15100_13_5g	Y_20181208_15100_13_6g	Y_20181208_15100_13_8g	Y_20181208_15100_14_2g	Y_20181208_15100_14_3g	Y_20181208_15100_15_2g	Y_20181208_15100_15_4g	Y_20181208_15100_15_6g	Y_20181208_15100_15_7g	Y_20181208_15100_15_8g	Y_20181208_15100_16_2g	Y_20181208_15100_16_3g	Y_20181208_15100_16_4g	Y_20181208_15100_17_1g	Y_20181208_15100_17_5g	Y_20181208_15100_17_7g	Y_20181208_15100_18_1g	Y_20181208_15100_18_5g	Y_20181208_15100_18_7g	Y_20181208_15100_19_1g	Y_20181208_15100_19_2g	Y_20181208_15100_19_3g	Y_20181208_15100_19_5g	Y_20181208_15100_19_6g	Y_20181208_15100_2_1g	Y_20181208_15100_2_2g	Y_20181208_15100_2_3g	Y_20181208_15100_2_4g	Y_20181208_15100_21_2g	Y_20181208_15100_22_1g	Y_20181208_15100_24_1g	Y_20181208_15100_24_3g	Y_20181208_15100_25_1g	Y_20181208_15100_25_2g	Y_20181208_15100_27_1g	Y_20181208_15100_3_1g	Y_20181208_15100_3_2g	Y_20181208_15100_3_3g	Y_20181208_15100_3_4g	Y_20181208_15100_3_5g	Y_20181208_15100_5_10g	Y_20181208_15100_5_11g	Y_20181208_15100_5_12g	Y_20181208_15100_5_13g	Y_20181208_15100_5_2g	Y_20181208_15100_5_3g	Y_20181208_15100_5_5g	Y_20181208_15100_5_7g	Y_20181208_15100_5_9g	Y_20181208_15100_6_3g	Y_20181208_15100_6_4g	Y_20181208_15100_6_5g	Y_20181208_15100_6_7g	Y_20181208_15100_7_1g	Y_20181208_15100_7_2g	Y_20181208_15100_7_3g	Y_20181208_15100_7_5g	Y_20181208_15100_7_9g	Y_20181208_15100_8_1g	Y_20181208_15100_8_2g	Y_20181208_15100_8_3g	Y_20181208_15100_8_4g	Y_20181208_15100_8_6g	Y_20181208_15100_9_2g	Y_20181208_15100b_1_2g	Y_20181208_15100b_1_3g	Y_20181208_15100b_1_4g	Y_20181208_15100b_1_6g	Y_20181208_15100b_1_7g	Y_20181208_15100b_10_1g	Y_20181208_15100b_10_2g	Y_20181208_15100b_10_4g	Y_20181208_15100b_11_1g	Y_20181208_15100b_11_2g	Y_20181208_15100b_11_3g	Y_20181208_15100b_11_4g	Y_20181208_15100b_13_10g	Y_20181208_15100b_13_11g	Y_20181208_15100b_13_15g	Y_20181208_15100b_13_1g	Y_20181208_15100b_13_3g	Y_20181208_15100b_13_4g	Y_20181208_15100b_13_5g	Y_20181208_15100b_13_6g	Y_20181208_15100b_13_7g	Y_20181208_15100b_13_9g	Y_20181208_15100b_14_10g	Y_20181208_15100b_14_1g	Y_20181208_15100b_14_4g	Y_20181208_15100b_14_5g	Y_20181208_15100b_15_1g	Y_20181208_15100b_15_4g	Y_20181208_15100b_15_7g	Y_20181208_15100b_16_1g	Y_20181208_15100b_16_2g	Y_20181208_15100b_16_8g	Y_20181208_15100b_16_9g	Y_20181208_15100b_17_1g	Y_20181208_15100b_17_3g	Y_20181208_15100b_17_4g	Y_20181208_15100b_17_6g	Y_20181208_15100b_17_7g	Y_20181208_15100b_17_8g	Y_20181208_15100b_17_9g	Y_20181208_15100b_18_1g	Y_20181208_15100b_18_2g	Y_20181208_15100b_18_3g	Y_20181208_15100b_18_4g	Y_20181208_15100b_18_5g	Y_20181208_15100b_18_8g	Y_20181208_15100b_18_9g	Y_20181208_15100b_19_1g	Y_20181208_15100b_19_2g	Y_20181208_15100b_19_3g	Y_20181208_15100b_19_4g	Y_20181208_15100b_19_5g	Y_20181208_15100b_19_6g	Y_20181208_15100b_19_7g	Y_20181208_15100b_19_9g	Y_20181208_15100b_2_2g	Y_20181208_15100b_2_3g	Y_20181208_15100b_20_10g	Y_20181208_15100b_20_11g	Y_20181208_15100b_20_12g	Y_20181208_15100b_20_2g	Y_20181208_15100b_20_4g	Y_20181208_15100b_20_8g	Y_20181208_15100b_20_9g	Y_20181208_15100b_21_10g	Y_20181208_15100b_21_12g	Y_20181208_15100b_21_13g	Y_20181208_15100b_21_2g	Y_20181208_15100b_21_3g	Y_20181208_15100b_21_4g	Y_20181208_15100b_21_7g	Y_20181208_15100b_21_8g	Y_20181208_15100b_22_10g	Y_20181208_15100b_22_2g	Y_20181208_15100b_22_3g	Y_20181208_15100b_22_5g	Y_20181208_15100b_22_6g	Y_20181208_15100b_22_7g	Y_20181208_15100b_22_9g	Y_20181208_15100b_23_10g	Y_20181208_15100b_23_1g	Y_20181208_15100b_23_2g	Y_20181208_15100b_23_5g	Y_20181208_15100b_24_1g	Y_20181208_15100b_25_2g	Y_20181208_15100b_25_3g	Y_20181208_15100b_25_4g	Y_20181208_15100b_26_11g	Y_20181208_15100b_26_1g	Y_20181208_15100b_26_3g	Y_20181208_15100b_26_6g	Y_20181208_15100b_27_10g	Y_20181208_15100b_27_1g	Y_20181208_15100b_27_3g	Y_20181208_15100b_27_5g	Y_20181208_15100b_28_1g	Y_20181208_15100b_29_1g	Y_20181208_15100b_29_5g	Y_20181208_15100b_30_2g	Y_20181208_15100b_30_3g	Y_20181208_15100b_32_5g	Y_20181208_15100b_32_6g	Y_20181208_15100b_4_1g	Y_20181208_15100b_4_2g	Y_20181208_15100b_4_5g	Y_20181208_15100b_5_2g	Y_20181208_15100b_5_3g	Y_20181208_15100b_5_5g	Y_20181208_15100b_5_6g	Y_20181208_15100b_6_1g	Y_20181208_15100b_6_2g	Y_20181208_15100b_6_6g	Y_20181208_15100b_7_1g	Y_20181208_15100b_7_3g	Y_20181208_15100b_7_5g	Y_20181208_15100b_8_1g	Y_20181208_15100b_8_2g	Y_20181208_15100b_8_3g	Y_20181208_15100b_8_4g	Y_20181208_15100b_9_1g	Y_20181208_15100b_9_3g
0	34993.5742	33216.1602	41109.4375	31757.3125	29811.082	33341.957	32827.5859	34333.0469	33755.0391	34557.5273	25739.3125	31289.7773	32214.8945	43881.5	36043.2891	36528.7891	32089.7324	31744.2715	41346.7148	32621.3223	36359.3359	45455.4961	29849.9082	29244.8867	35380.1055	49051.4922	29258.6992	31925.7852	32801.8633	33003.8594	35662.7031	35931.0625	30313.8594	34116.1484	32774.75	27343.2715	34945.8906	32131.4941	38055.4922	32559.9414	33812.1719	33197.1445	33128.3281	28747.4375	36110.2891	44125.9727	36148.7109	33364.625	38653.1914	32963.6602	30831.0391	29758.1504	31487.3652	32657.793	35691.7188	37236.6016	36596.5	30021.709	27881.6777	32790.5078	26736.3828	32788.2461	32878.6719	29455.0137	29922.002	28204.4648	28820.9355	30709.9551	31727.3008	34933.6523	35977.1602	30524.6133	38477.6016	37606.3789	35505.9922	43851.9648	41584.5664	68322.6016	39739.9336	47728.9062	32959.5312	36835.3359	34563.0352	34617.625	35667.7227	26044.0176	37392.5039	31248.0762	32606.5137	44274.4531	36574.5664	30699.7637	33049.7773	31910.2168	31805.6719	41211.2578	32015.127	28769.4043	29026.5117	32728.8008	27320.4883	40655.9336	31008.0195	30788.8086	32530.0742	50761.3359	35078	33440.6992	38838.8477	33955.2617	33543.9805	32741.2773	33742.0898	49857.6836	32684.6074	28788.7383	28711.1719	29736.0703	26690.8809	39395.9805	32982.7148	36373.0508	34054.4336	33680.5312	38792.7109	29898.7734	27414.6641	29907.373	31615.0488	32052.5938	30287.3652	35198.7383	48374.082	34005.6367	42100.6094	35469.6445	29595.5996	29503.4414	41295.8984	34633.4922	38300.832	35539.7305	42215.2891	32145.1113	33599.1992	31086.5449	35564.6641	29327.084	34321.6562	34055.2773	35907.3828	28964.3613	35748.332	32025.457	30228.8926	31759.8633	35990.3984	32632.4004	33836.8438	33066.625	31642.3066	29205.2324	33254.7695	32661.1797	38451.3203	33825.6289	31140.8105	37085.1211	32716.5	28161.1797	39569.6328	39183.8789	25691.9961	39618.4453	29733.9375	32983.2656	33072.2578	31044.4805	36809.4648	28561.4062	32763.3477	35162.4336	41899.4766	33709.5781	31249.0762	33860.9258	31350.623	35864.7734	30115.752	35135.9336	43938.8008	31790.4199	30158.1699	31462.5	39222.7188	31683.709	31428.9355	32093.4668
0.1334	35780	33312.9336	36542.4805	31768.2715	29526.6152	34070.8086	33680.1016	33709.7109	38854.1211	35438.6875	26966.9336	32542.4219	33056.1133	47112.125	40174.0469	36608.4922	33782.9805	31738.0645	46445.1953	33456.8203	41383.8008	53609.5977	33373.4219	30622.627	37713.1875	48935.6523	29743.8203	35207.1445	41134.1484	33169.1172	39157.8086	40739.4414	31689.6367	35042.0664	32116.4746	29810.873	38143.043	32731.9414	39074.207	33262.6211	32137.7949	34636.5469	33388.8711	28361.3906	42038.4102	61695.3633	35239.9414	34043.3906	37940.0156	36174.7266	33414.3047	31386.5469	32586.6309	32827.1211	34131.6641	36019.4414	39446.1133	30775.4238	27605.75	32514.5898	29078.9941	33702.8008	33661.5859	29023.1816	33398.3164	29290.9121	31792.0605	32990.0391	33486.8008	35935.6367	46162.9805	31463.0352	38899.2188	38072.2539	35496.5117	61508.8789	52145.2383	58388.4609	43443.9727	42128.6289	34705.9414	42981.7422	35231.1797	34780.7422	39771.6758	28027.0879	37131.0391	32789.7227	34805.1367	45238.0742	38850.707	32273.0879	35170.9531	35554.957	31792.334	47428.1953	37874.0352	31694.375	29820.4121	33435.5195	28335.3555	49288.0586	33288.0742	33228.4297	34880.1406	69155.2344	42844.1016	34892.5	45403.5234	37628.1875	36349.5117	34430.2969	34639.9141	43551.9219	32285.084	29010.7812	29763.207	28738.3066	29555.9336	51639.5859	33331.4453	46802.0859	39635.8008	33423.1523	38887.9258	32658.6973	29593.8926	31021.9961	34132.9141	34418.3164	33642.0078	41553.4102	58929.082	34261.8086	40876.332	47606.3594	30078.9609	31127.0938	50210.7656	34545.6797	39194.1523	36260.8711	39855.1875	32337.3242	34843.1602	33005.3359	35317.1836	28590.2461	37301.1875	37522.9922	46508.6289	32687.627	36149.9219	30202.0801	31831.3379	33427.5742	39667.2461	38752.8516	42119.5078	34160.4531	31546.959	32651.582	33359.1172	33941.7188	51559.2773	39015.6016	32141.168	32870.625	33350.4102	30604.6367	47916.8867	43062.2148	25664.7344	47883.6992	29691.2773	31592.5391	33544.5273	31912.9199	35989.1836	29189.8477	31783.5801	36311.7344	48661.2031	34571.0859	33586.2422	34697.582	32339.6855	36244.6172	28641.0859	40790.5273	36910.3789	32298.7383	30320.375	34286.4609	39453.6602	32997.4922	35895.7266	31842.3359
0.2668	39249.3711	39337.8438	35235.2383	33933.5977	31525.3066	37102.1016	35278.0898	37311.8047	47602.5234	40462.6992	30610.4395	34389.2734	36741.7578	60834.8828	52629.5117	44078.8359	35225.3828	31353.3984	65533.293	35988.0977	49736.6211	64736.1523	38782.875	34804.6094	43935.3086	62117.9492	31017.0273	37254.6211	59868.2344	35179.7812	46949.4961	51889.9688	34492.5312	43433.5078	35100.4453	34197.3203	43969.625	35713.1797	42213.707	34308.1133	35154.6836	39659.1602	35796.0703	29891.2949	58233.9336	67211.7812	37650.0898	40588.7539	41978.2461	40100.9648	37299.7773	34127.2422	39660.5898	34312.9922	36589.9805	38441.3945	46007.1094	31555.3574	29187.0879	35906.1992	32038.9648	35897.7188	38263.0469	31942.4492	37217.9844	31863.2441	37315.0312	38035.7344	39801.1289	40258.4414	61820.8789	32572.0879	45585.3008	44054.8594	35602.793	72460.0391	69825.9688	63308.1406	47124.1484	45891.2422	41747.8672	47525.6055	40836.9766	38843.125	49891.6445	30237.9199	39448.2891	37527.3828	40764.8047	62165.1445	53413.7383	33761.1367	39726.1797	41538.2031	40141.6289	52892.2969	45970.6562	40471.8359	32840.8906	33815.8281	30414.9668	57278.25	40473.5898	41220.2812	42514.5664	84332.9062	65724	46019.3984	62590.1641	44400.6055	42170.9453	37370.375	35349.375	44215.6875	32895.2617	32953.2578	35963.8008	30355.9531	29797.6973	61538.8867	37801.8203	65517.125	53018.3203	37888.582	42796.6992	35557.8477	33906.7305	33809.4883	37626.2383	39483.2695	39379.0664	46658.3164	64514.4844	39568.2266	42906.4453	61855.7344	31548.1973	33091.6875	74441.6797	35502.082	43671.0117	37543.332	45033.6211	34453.5586	41649.2812	41664.7383	41640.2148	30594.2871	38305.9609	42137.8477	67377.0312	40376.4219	36947.3516	31836.1582	31638.3555	34820.6719	55860.5977	47478.7344	58390.2617	35464.3281	34682.1797	37279.4648	32903.1484	35525.168	71016.4219	50738.543	33404.3789	33897.7617	37420.1953	37295.7344	54636.5078	58179.5312	28513.0586	72216.6094	30836.1367	33048.9492	33378.9219	33170.2109	39539.3477	35406.3359	31427.373	41123.5859	65207.0195	39361.8008	36995.1289	36209.7734	35912.7969	39566.9258	32684.5684	50030.2109	38620.957	33751.5781	34146.1875	41230.2969	37786.9805	35413.0859	45419.3555	32681.1289
0.4003	46274.2852	55284.168	37311.6797	44360.0273	35849.9922	40639.0586	35460.5977	45303.6211	64870.3359	48980.9219	40236.8828	39092.0156	48854.2422	79648.6641	62297.5859	63158.9688	39442.4609	33536.5156	97470.6719	37093.3203	55208.1602	59664.375	50197.1836	43446.3516	56748.5742	76515.5234	35790.4141	46506.4453	83830.25	36297.75	59668.5898	68052.3125	46872.3906	60271.5234	40107.1406	40531.1836	55974.8906	39720.2305	54075.0977	38325.6445	37758.0273	51004.4805	43290.7148	30260.6484	76877.7266	53595.4609	39111.3633	55720.1016	52588.375	51595.2969	48252.2266	37033.5547	52144.6992	38736.4727	37168.8125	47379.6094	59709.0117	35166.3125	30676.75	42282.2383	37592.6562	40887.3477	45096.4531	36102.1445	41829.4375	39072.6445	48998.2031	44925.7734	49615.168	49836.1016	70319.5312	35410.4414	57506.3125	57877.6445	40790.7109	60821.9375	78970.2969	59676.8945	42107.5859	47512.5273	56270.8203	62338.418	52217.3633	45573.7539	61735.6133	35692.7852	42283.2305	49715.7969	47475.5234	83935.1719	77919.7031	39926.9297	46761.8281	63172.2578	58866.5234	58179.9453	47574.5625	54809.0469	38944.125	40408.7969	43714.9609	51349.1484	37818.7383	53431.2383	46102.6523	72487.8984	81836.6016	56460.1016	65104.293	55416.2305	64121.7969	45847.8281	39584.0078	49280.1836	35554.0312	41763.4375	45486.1719	31950.1758	33579.9219	54005.625	46107.5039	69586.2578	73717.2344	43536.8359	59027.1758	42269.9062	42373.9922	43331.1133	47271.8008	44078.6484	41730.043	43976.0156	57067.6172	51001.3281	45853.2773	60150.9961	37414.7266	40281.3359	78462.5859	39993.1016	53648.5508	43365.0078	49764.9922	37839.4414	58379.5312	63140.9414	48072.2578	35983.4883	45176.6641	53793.3789	81501.1641	55906.6797	38052.7188	36002.0547	34885.7188	38537.8789	69914.7578	57914.3828	71179.0156	43224.0312	42269.3125	52769.0391	37480.3867	41474.6211	69287.3359	52194.7773	37145.5273	36462.8789	39805.8359	50746.9375	53111.8203	75648.7422	34721.875	111756.3594	36215.9844	36019.9141	35185.9219	37460.793	48319.3672	40826.4961	31469.4863	47794.0977	62916.5703	48040.6016	45162.2695	40756.7773	43590.2344	49128.9336	38281.5352	62958.2539	40020.3867	34570.9102	43447.9492	48357.1953	38476.418	39041.4805	59387.3867	37469.3008
0.5337	68920.6094	74896.2578	47038.3242	55685.6992	47730.6406	51618.0547	35317.8008	55277.2969	79662.4297	69503.5469	55158.2969	52077.4414	68660.5547	69272.1953	54883.543	88448.5938	55807.1719	41925.293	101559.5469	42908.8086	48342.6484	47066.0898	64537.7109	56091.8516	61319.0234	70816.6641	45342.8984	66222.2578	77478	42577.5586	59235.6133	68595.8594	73439.7812	68794.6875	53004.0547	56910.3398	57145.1992	50994.8555	78909.0156	46865.2383	43123.7852	66145.4922	54460.0781	35221.5703	71859.9531	38758.3125	44467.9297	58233.3867	81597.2188	65614.0156	65579.625	50326.5	68737.3281	51066.082	43853.9219	68100.6094	85307.5312	41202.7852	34927.75	58319.4336	39771.3242	50213.1328	62711.2969	45679.75	40410.2773	51039.7891	69086.7734	44050.8203	69717.8828	75658.8359	55103.1875	42854.1758	73434.1484	83119.7188	51334.0195	43882.1289	59653.5117	46135.0781	35837.4805	41818.4141	60488.1992	75907.0156	75641.3125	48796.9531	59349.9141	41460.8633	38569.5156	65713.7812	60614.6289	75888.6328	88090.1562	56998.1289	44804.7305	79187.4844	64249.582	51509.9336	42339.4688	62512.2031	46077.6992	46721.4023	54497.2461	40621.4062	31149.5273	63697.043	41382.207	49600.0117	64789.1016	49819.3984	51007.7891	53153.5156	95871.2422	52151.5977	50100.418	57219.6211	42361.0156	52013.1562	58046.2461	36125.6484	38372.5859	39255.5234	46985.4531	52510.6484	75617.625	58132.6992	81361.6406	49697.6367	47036.7109	54757.6719	54766.793	38752.6758	37835.4375	38060.9727	44927.6719	65422.2266	43545.0938	44920.3086	40647.9883	50322.6367	56557.8945	46140.4492	80375.8281	57821.1172	45632.5117	49400.6836	80259.7344	75175.5078	42119.4609	38957.7031	59028.3906	70813.8906	70004.2656	76297.0312	46243.2031	47097.1172	37956.2031	48540.9141	58504	43227.1875	57319.5703	51619.9102	57683.8633	72863.2266	42827.1445	49921.5781	50284.8281	42708.3867	45785.2539	42487.0742	38735.3828	55161.2852	40459.8281	73300.3672	47188.8359	125609.6328	52524.1211	35878.3516	41526.2383	42759.4492	60968.0195	40849.0469	32625.2812	44668.9492	46724.4258	53004.6211	59720.1875	41871.75	46993.4531	70723.375	38424.0938	57243.6875	40611.4062	36565.2773	58061.5195	54827.3203	39949.168	47434.7734	59113.8555	43247.6172
0.6671	98139.8828	74417.2031	59900.7031	54752.0742	64960.3164	53685.4023	37598.6367	55923.5586	70294.4453	84484.7969	56353.2695	65321.9844	72042.4844	49142.9727	41276.418	89334.6953	79328.5156	57018.5977	75990	55254.6211	38573.5117	39629.4023	62419.2617	60474.5625	51987.8242	52485.8242	55378.7227	82971.0781	55933.2852	56443.1445	49130.4375	51284.0117	91650.4062	52845.582	65314.1992	76534.8281	46203.0977	48703.7344	89292.5781	58631.9531	56053.6562	69771.4219	74677.8672	36175.9492	53005.8281	31945.3457	53412.957	45280.5117	111206.0234	65033.9258	71024.9297	65006.0508	68208.4062	62173.0742	56969.3828	74765.6016	96277.3438	53872.4414	38919.5039	72437.5	31913.6211	65651.7656	78533.5625	51852.875	32334.7578	50358.9141	81583.6719	37614.8047	68288.2422	124189.2812	41868.2461	61921.7969	61667.5625	91105.1719	65351.6016	36510.543	43254.168	38075.7031	33744.2891	36304.4922	52746.6641	65899.4297	84948.7812	42470.168	45772.9062	47753.3516	34714.2695	68834.5703	65624.9219	54950.2031	69504.4609	76538.1641	34968.6797	68312.1328	53270.9336	40162.6133	35482.8281	51303.8828	40791.9531	47004.793	49855.0078	33608.0859	28229.6758	48687.3516	32636.1211	38460.0039	42736.6992	38012.3008	37852.6211	40989.8516	95643.3438	45201.1641	52091.2305	50577.8047	46975.8633	49093.5547	55726.082	38329.4141	43933.8672	33494.8164	41333.9297	38270.6758	54006.7812	69686.0156	87500.0469	44766.3203	37781.1758	52257.1055	50613.5898	32496.5605	33249.4336	32763.5449	38827.2617	57194.8203	38716.9453	33428.9922	36885.4258	50296.1094	36295.0742	49184.1953	120877.4609	67234.8438	36182.5664	59887.9062	80573.1094	58765.0078	32755.6855	38249.0273	91946.4219	65806.8203	47821.1797	68642.5078	57350.7383	59107.6484	38869.875	60224.7188	42444.9062	33045.0195	41619.9414	50298.1484	70076.3672	72628.1016	49016.1172	56861.5664	37335.2344	34800.0859	47095.6523	47740.457	33982.2344	48791.7773	31254.1406	56406.2539	53573.2852	90728.6719	75053.0078	31403.3828	49900.4023	38189.9844	59624.3828	35182.1211	38213.832	37834.957	39348.4922	46597.25	66242.1016	37172.6289	40703.332	79828.6953	33978.8945	42185.3359	34088.8945	42031.8242	57478.9648	43895.5312	36921.6719	53335.4727	42954.3555	50099.5859
0.8005	91694.2969	54320.1797	54450.6797	41107.0586	72388.5	47207.9141	45734.9141	45438.1133	52198.707	74214.8516	41189.3281	59872.2969	54422.9102	36413.4297	34250.168	60327.8359	82934.2266	93105.25	51302.4883	60214.8008	36035.8984	34866.9375	46687.5312	47253.9844	41734.082	40056.4297	50344.3164	74564.9688	38816.5938	74546.875	38654.6406	39466.0156	83350.2422	42113.4922	60161.0977	71867.6719	37359.9844	38821.7344	68644.7969	58625.625	79011.6719	53097.3359	86215.3203	34275.8164	39207.2344	30499.457	74579.6016	35482.8398	98324.3125	48964.6211	56321.4062	54755.7539	49586.1523	59127.25	63176.7617	59652.8945	72687.4453	60415.3594	37004.0117	62866.3125	27604.207	68272.9297	67259.1641	49103.5352	29882.293	41032.0625	65315.0703	33191.7812	47966.7188	146839.2031	36614.4141	94916.9609	50071.1211	66005.3906	63861.5195	32581.6738	36440.2656	35376.2031	31717.0684	34383.3242	40877.0977	46143.9688	69043.0156	37927.8203	37278.832	38960.2305	34051.1562	52350.7812	58106.7266	37492.1836	47583.7422	70196.4609	30006.8008	48569.582	38191.2695	35044.4961	32102.3223	39134.5625	33650.9141	38610.2188	35993.3789	30614.6328	27905.5898	34739.6094	29377.4102	33741.7031	34273	31935.6992	34011.0781	33976.4375	62762.0742	36497.0234	44642.9141	40546.7539	41111.1328	39444.543	43312.8984	36847.043	42144.7852	31812.1016	36696.8086	34180.4102	38152.5352	59885.6406	61607.2656	35759.8281	30194.7637	42831.2031	39158.4883	28687.3555	31682.3652	32467.8398	34946.918	41651.8086	35000.6836	30455.2676	30566.9082	39722.5938	31763.1055	45127.2656	119587.2891	62847.2266	31321.8789	57637.3125	58870.5781	43326.7773	29568.8047	35917.5703	131451.6719	50163.1797	36466.8984	47055.6523	54748.1016	62362.6055	35995.5664	55025.5625	34555.0234	31032.9531	33590.7109	41883.6875	57148.6719	50855.6367	46130.5195	51531.8164	31301.3652	31255.5508	41797.8086	46159.5039	34002.6094	38104.1602	27444.4785	43172.8906	45172.2812	54993.0625	75491.25	30428.0273	52987.1797	34619.4023	47985.8984	29541.7812	44539.207	34269.207	35966.0742	38385.0312	55315.4922	33955.375	34471.4414	62261.8086	31257.9102	34648.6562	32012.2793	43673.1641	43923.8555	39705.1094	33740.7539	47687.2656	33332.8164	46287.0195
0.934	60347.6523	38404.3086	41320.2969	34464.8008	60523.7969	37890.5195	58223.9609	37402.2539	41928.0391	50535.6055	32043.5332	44836.3164	41386.7227	32557.3184	32387.75	41481.9766	59189.8242	129216.7969	38683.7031	55310.9844	33278.4766	33761.9023	36556.6836	37518.2461	35541.6523	34253.8164	37061.2812	49042.7969	31608.1348	72834.4453	36553.793	35743.2969	55031.5312	35414.5156	44071.6523	49200.4219	33664.4727	33613.8867	46800.9492	47488.4336	80264.2891	41006.9375	72726.1406	31023.9629	33893.6406	29409.8047	91693.3438	31854.7891	62655.2305	40877.5547	43054.0703	40907.2617	36553.2227	44587.4922	52595.5234	43214.25	48750.5234	53489.4414	34466.0625	46462.9023	26450.2031	52515.2031	47120.8164	37810.668	30163.3145	33152.3594	44601.0391	31522.1973	38134.2109	105012.3516	32483.9004	101454.4609	40172.3086	48961.7539	49578.1328	32477.4004	33877.6406	34027.1602	31565.8418	33806.8477	35001.3555	35155.4648	50938.4219	34462.1406	33907.6367	30933.7246	32723.5977	39363.4492	43823.9883	31482.1289	36661.9844	51923.6875	29006.6523	38037.1719	32522.1387	31492.7285	30126.3184	32732.9844	32038.2539	32277.7109	29344.4531	29120.5781	27202.8027	29186.623	29778.1367	32023.8535	29794.8008	28999.6992	32677.0645	31899.6602	44102.293	32122.5137	36580.4375	35780.0391	34986.0547	32670.625	34006.3242	32206.5586	35284.5039	30467.2383	36515.4648	30616.6816	33792.6562	44489.4492	42119.7617	32636.6152	26881.5039	34850.75	32512.3516	27201.916	29399.1562	33353.6484	31770.0801	37771.4258	34234.4531	28809.6641	27095.8906	33135.4062	31080.2617	38618.7812	77600.3047	48987.0664	29116.2812	46100.0781	43649.168	35007.1562	27702.0078	31631.0254	127588.6328	40265.582	30294.6973	37152.8945	41680.2539	46223.7461	34014.543	42186.0273	31676.0508	29531.1934	30753.2949	36344.0312	39787.8203	36465.7969	39212.5195	40370.1445	29352.8418	30016.1543	35211.418	37156.625	32391.5703	33015.0234	28066.543	36123.2305	34565.9531	39912.8945	54427.8359	30163.6758	44778.7188	32243.252	39326.4844	27140.0449	44377.6953	32749.418	32115.0684	35523.6523	40420.2148	32787.7852	31644.8926	46637.668	30530.9199	32392.3438	29696.3535	38382.3281	35973.0234	33792.0352	31371.6699	39452.0859	30408.0234	38296.0781
1.0674	42031.7266	31638.3652	34003.0234	29575.625	42278.582	36142.8242	62593.5273	35180.2188	40876.8359	39596.668	29602.1934	36089.9023	33674.0156	32330.043	33186.3594	34862.7578	42675.9219	117145.5938	36778.1055	44091.8242	32232.709	32310.873	33926.5938	31649.6699	33407.3984	32672.8418	31525.0059	38629.6289	30435.7852	54417.5	33646.8398	34083.8047	40325.4531	32575.2734	37559.8945	36730.3438	32505.082	31844.9219	40582.9805	41042.9219	57615.5859	35461.207	49810.1914	31373.043	31895.4258	27856.1309	75712.4844	29992.0566	42314.3945	37701.9141	37147.9453	35788.5742	32435.4258	36855.3984	39739.9492	36189.7734	38546.9648	41489.8242	30424.0254	37574.0195	25220.9629	39729.3086	36933.7734	31675.0742	28054.7422	30178.6445	34693.2891	32475.9277	33296.9492	59235.1133	30053.75	73627	36149.2461	39096.5312	40587.5156	31299.0312	32573.7969	34274.1094	30695.3359	33067.6797	33140.0508	31379.3418	38504.2695	33434.8789	32938.6172	28286.7812	31684.3965	32409.7422	34653.0938	31385.8398	34155.5938	39444.6562	26936.7422	34131.9336	30079.6445	29788.7422	29984.6641	29787.0254	30526.1328	32564.5977	26124.0312	28509.2285	27672.6387	26644.0078	29076.0762	29970.7598	29215.3008	29747.9004	31961.9277	30024.1621	34686.7188	30001.8418	33902.1562	33574.2969	32899.5625	31804.5879	30121.5391	30060.8789	31076.4316	30334.1816	35228.4023	29494.9453	31911.4727	36734.5078	35899.9883	30849.0742	27131.3223	29877.0957	31979.5312	28033.8809	28745.3008	31557.3477	32415.7578	32859.4258	33586.3242	28938.3555	28665.4102	30230.9668	27857.8516	35041.5273	51292.5352	40892.4297	29315.3789	36398.1055	35171.6875	30237.832	27064.4297	28834.8066	87535.2344	35343.8711	29037.0332	32528.8262	35152.3789	36329.0195	32658.3359	35858.2656	30403.0078	29604.8398	29994.8398	35143.6992	34068.2773	29753.8711	33802.0391	34443.4102	28338.6621	29713.3125	30527.0645	32132.252	31537.0977	28621.0527	26526.291	33331.4414	28973.7285	34565.2266	40145.3359	28892.4395	38275.7383	31578.5059	35349.3398	26324.0566	36094.8125	32132.1562	32003.3809	33049.1406	35181.75	30440.0273	30045.5742	40387.3281	28506.6504	31948.0195	30385.4805	33959.1758	30831.959	31687.8828	30848.1484	35543.1289	26739.9336	31840.4941
