X,Y
0.00000,12236.648
0.13342,13604.074
0.26684,17825.145
0.40027,20601.988
0.53369,19565.871
0.66711,18083.275
0.80053,15479.486
0.93395,14116.363
1.06737,13862.974
1.20080,13366.192
1.33422,12609.470
1.46764,12585.001
1.60106,13339.155
1.73448,14836.762
1.86791,15265.987
2.00133,15483.393
2.13475,15878.376
2.26817,17354.639
2.40159,17803.934
2.53502,16867.389
2.66844,16679.395
2.80186,17038.891
2.93528,17534.391
3.06870,16721.516
3.20212,15464.100
3.33555,14249.308
3.46897,12867.094
3.60239,12123.898
3.73581,12110.646
3.86923,12544.395
