X,Y
0.00000,12711.158
0.13342,14864.700
0.26684,17972.732
0.40027,22297.756
0.53369,24670.686
0.66711,24314.166
0.80053,22396.537
0.93395,21431.961
1.06737,20286.344
1.20080,20918.125
1.33422,20992.391
1.46764,19718.684
1.60106,19604.646
1.73448,18129.041
1.86791,18642.666
2.00133,18677.453
2.13475,17192.635
2.26817,16980.041
2.40159,16026.027
2.53502,16167.455
2.66844,15631.231
2.80186,14253.603
2.93528,15037.950
3.06870,14256.681
3.20212,12878.342
3.33555,12379.533
3.46897,12205.403
3.60239,12422.451
