X,Y
0.00000,39157.859
0.13342,36844.125
0.26684,35355.797
0.40027,35530.246
0.53369,35070.398
0.66711,36507.762
0.80053,34928.125
0.93395,35333.418
1.06737,33887.164
1.20080,33963.645
1.33422,33997.371
1.46764,34496.660
1.60106,33828.094
1.73448,33986.215
1.86791,33854.578
2.00133,33612.492
2.13475,34366.145
2.26817,32775.680
2.40159,32492.811
2.53502,32939.664
2.66844,33324.691
2.80186,33583.453
2.93528,34061.863
3.06870,34928.602
3.20212,34043.648
3.33555,33933.855
3.46897,36482.191
3.60239,37932.148
3.73581,37443.629
3.86923,40221.496
4.00266,49362.465
4.13608,62927.496
4.26950,78541.500
4.40292,71609.359
4.53634,55487.363
4.66976,45529.379
4.80319,42047.477
