X,Y
0.00000,35642.863
0.13342,35959.590
0.26684,36474.047
0.40027,36540.902
0.53369,35694.750
0.66711,36885.895
0.80053,35936.484
0.93395,36249.934
1.06737,35430.078
1.20080,36219.680
1.33422,35157.766
1.46764,34636.578
1.60106,34947.414
1.73448,34955.867
1.86791,34618.469
2.00133,35236.625
2.13475,36052.480
2.26817,34803.625
2.40159,35070.051
2.53502,37155.094
2.66844,37696.012
2.80186,37091.113
2.93528,38711.492
3.06870,40617.688
3.20212,47497.734
3.33555,67039.680
3.46897,109031.234
3.60239,141504.359
3.73581,118853.375
3.86923,73548.430
4.00266,51660.688
4.13608,42150.238
4.26950,39913.684
