X,Y
0.00000,14519.302
0.13342,15883.709
0.26684,16995.230
0.40027,19070.826
0.53369,23808.557
0.66711,32847.430
0.80053,32793.039
0.93395,26649.438
1.06737,24381.893
1.20080,25215.893
1.33422,28439.738
1.46764,31862.947
1.60106,33559.258
1.73448,30280.117
1.86791,25049.820
2.00133,24789.566
2.13475,25476.000
2.26817,23809.814
2.40159,23133.590
2.53502,22615.365
2.66844,22667.816
2.80186,23850.916
2.93528,22345.740
3.06870,21265.832
3.20212,19281.379
3.33555,17085.365
3.46897,15970.798
3.60239,15552.732
3.73581,15675.785
3.86923,16114.245
