X,Y
0.00000,38697.367
0.13342,37206.426
0.26684,37119.680
0.40027,39514.801
0.53369,38944.027
0.66711,39560.547
0.80053,39607.512
0.93395,40653.605
1.06737,39418.496
1.20080,39792.055
1.33422,38995.684
1.46764,38416.559
1.60106,38106.469
1.73448,38067.664
1.86791,39379.691
2.00133,40011.660
2.13475,38562.234
2.26817,39199.379
2.40159,39257.312
2.53502,41494.691
2.66844,43608.410
2.80186,51365.133
2.93528,71175.734
3.06870,112944.852
3.20212,133036.859
3.33555,101973.492
3.46897,64424.824
3.60239,49873.320
3.73581,45654.574
3.86923,44382.723
