X,Y
0.00000,12495.321
0.13342,11865.737
0.26684,13316.860
0.40027,17223.643
0.53369,24358.525
0.66711,35232.641
0.80053,37827.734
0.93395,33759.203
1.06737,29639.047
1.20080,24457.330
1.33422,20190.160
1.46764,18452.965
1.60106,17657.125
1.73448,16570.836
1.86791,16505.795
2.00133,16110.471
2.13475,16641.574
2.26817,15981.278
2.40159,15279.907
2.53502,15565.510
2.66844,16086.364
2.80186,16818.764
2.93528,16610.432
3.06870,17511.109
3.20212,18137.334
3.33555,19858.424
3.46897,19580.449
3.60239,17524.949
3.73581,15642.307
3.86923,15255.746
4.00266,14382.372
4.13608,13719.381
4.26950,13810.818
