X	Y_20180130_15100_1_1g	Y_20180130_15100_1_2g	Y_20180130_15100_1_3g	Y_20180130_15100_1_4g	Y_20180130_15100_1_5g	Y_20180130_15100_1_6g	Y_20180130_15100_1_7g	Y_20180130_15100_1_8g	Y_20180130_15100_1_9g	Y_20180130_15100_2_10g	Y_20180130_15100_2_11g	Y_20180130_15100_2_12g	Y_20180130_15100_2_13g	Y_20180130_15100_2_14g	Y_20180130_15100_2_1g	Y_20180130_15100_2_2g	Y_20180130_15100_2_3g	Y_20180130_15100_2_4g	Y_20180130_15100_2_5g	Y_20180130_15100_2_6g	Y_20180130_15100_2_7g	Y_20180130_15100_2_8g	Y_20180130_15100_2_9g	Y_20180130_15100_3_10g	Y_20180130_15100_3_11g	Y_20180130_15100_3_12g	Y_20180130_15100_3_13g	Y_20180130_15100_3_14g	Y_20180130_15100_3_15g	Y_20180130_15100_3_16g	Y_20180130_15100_3_17g	Y_20180130_15100_3_18g	Y_20180130_15100_3_19g	Y_20180130_15100_3_1g	Y_20180130_15100_3_20g	Y_20180130_15100_3_21g	Y_20180130_15100_3_22g	Y_20180130_15100_3_2g	Y_20180130_15100_3_3g	Y_20180130_15100_3_4g	Y_20180130_15100_3_5g	Y_20180130_15100_3_6g	Y_20180130_15100_3_7g	Y_20180130_15100_3_8g	Y_20180130_15100_3_9g	Y_20180130_15100_4_10g	Y_20180130_15100_4_11g	Y_20180130_15100_4_12g	Y_20180130_15100_4_13g	Y_20180130_15100_4_14g	Y_20180130_15100_4_15g	Y_20180130_15100_4_16g	Y_20180130_15100_4_17g	Y_20180130_15100_4_1g	Y_20180130_15100_4_2g	Y_20180130_15100_4_3g	Y_20180130_15100_4_4g	Y_20180130_15100_4_5g	Y_20180130_15100_4_6g	Y_20180130_15100_4_7g	Y_20180130_15100_4_8g	Y_20180130_15100_4_9g	Y_20180130_15100_5_10_1g	Y_20180130_15100_5_10_2g	Y_20180130_15100_5_11g	Y_20180130_15100_5_12g	Y_20180130_15100_5_13g	Y_20180130_15100_5_14_1g	Y_20180130_15100_5_14_2g	Y_20180130_15100_5_15g	Y_20180130_15100_5_16_1g	Y_20180130_15100_5_16_2g	Y_20180130_15100_5_17g	Y_20180130_15100_5_18g	Y_20180130_15100_5_19g	Y_20180130_15100_5_1g	Y_20180130_15100_5_20g	Y_20180130_15100_5_21g	Y_20180130_15100_5_22g	Y_20180130_15100_5_23g	Y_20180130_15100_5_24g	Y_20180130_15100_5_25g	Y_20180130_15100_5_26g	Y_20180130_15100_5_2g	Y_20180130_15100_5_3g	Y_20180130_15100_5_4g	Y_20180130_15100_5_5g	Y_20180130_15100_5_6g	Y_20180130_15100_5_7g	Y_20180130_15100_5_8g	Y_20180130_15100_5_9_1g	Y_20180130_15100_5_9_2g	Y_20180130_15100_6_10g	Y_20180130_15100_6_11_1g	Y_20180130_15100_6_11_2g	Y_20180130_15100_6_12g	Y_20180130_15100_6_14g	Y_20180130_15100_6_15g	Y_20180130_15100_6_16g	Y_20180130_15100_6_17g	Y_20180130_15100_6_18g	Y_20180130_15100_6_19g	Y_20180130_15100_6_1g	Y_20180130_15100_6_2g	Y_20180130_15100_6_3g	Y_20180130_15100_6_4g	Y_20180130_15100_6_5g	Y_20180130_15100_6_6g	Y_20180130_15100_6_7g	Y_20180130_15100_6_8g	Y_20180130_15100_6_9g	Y_20180130_15100_7_10g	Y_20180130_15100_7_11g	Y_20180130_15100_7_12g	Y_20180130_15100_7_1g	Y_20180130_15100_7_2g	Y_20180130_15100_7_3g	Y_20180130_15100_7_4g	Y_20180130_15100_7_5g	Y_20180130_15100_7_6g	Y_20180130_15100_7_7g	Y_20180130_15100_7_8g	Y_20180130_15100_7_9g
1.3342	20450.975	15986	13693.53	15783.442	18461.539	12841.731	14029.864	13357.91	14135.167	14753.792	12249.698	15594.501	15548.743	13711.55	13047.776	16812.006	15734.617	14747.391	12280.75	12412.035	13766.792	14754.203	16008.271	18181.434	13511.017	15386.143	15078.524	17122.299	13377.448	14353.069	12476.601	13031.197	13343.672	14125.156	11664.345	12343.781	12069.27	12494.113	11824.751	11326.273	17170.129	15353.662	13706.753	18228.164	13462.892	14120.661	13983.327	15063.98	13614.085	16382.716	12731.571	12609.812	14594.696	15006.53	13961.069	19608.643	13945.994	13581.074	14386.401	12924.205	14944.515	14176.459	16396.828	14576.504	12570.173	13358.483	20304.863	12220.694	12589.431	13174.143	14048.395	12996.788	11455.8	12327.679	16864.203	13518.19	13865.469	13170.234	15265.666	16063.123	18174.746	16285.823	12932.662	12882.51	12313.299	16107.92	13428.761	14418.694	20100.314	14550.553	13182.462	16360.698	18006.453	12750.491	12230.974	11742.752	14579.129	13648.542	12416.221	16244.006	14454.406	15195.724	14699.041	14396.353	14178.577	12775.576	14194.321	17181.066	12682.152	15251.893	13614.541	11738.387	14863.04	17746.559	15333.075	13263.424	12960.589	14203.708	13160.72	12409.828	16580.1	14945.56	14469.224
1.4676	17378.076	15980.296	13215.549	15174.396	21305.404	13056.638	12873.56	14264.905	13341.545	14775.718	12836.072	13424.918	16134.685	12817.552	12704.552	18784.57	15057.168	15252.99	NaN	12210.432	13735.207	14373.09	15130.776	18150.84	13159.077	17372.648	15012.056	16572.936	13764.107	14523.124	12275.249	13723.312	12783.806	13630.235	12042.693	12292.033	11716.704	12791.09	11999.229	10954.158	17499.355	12979.082	15156.429	16478.727	12138.628	13597.009	11867.548	15221.948	13151.527	17240.609	13572.683	12911.424	14436.041	13313.486	13174.615	19554.68	13300.26	13645.513	13668.803	13386.61	14433.889	13250.34	15246.051	14494.323	11136.089	13554.922	19959.314	12209.3	12780.263	13023.46	13181.961	12704.73	11893.3	12518.784	16139.025	13590.87	14055.694	12912.573	15157.041	15079.278	17341.41	15232.655	12968.944	13143.511	12394.592	15639.984	12708.484	13405.279	19176.391	15600.263	12771.452	16350.097	17443.666	12831.918	11584.515	NaN	14187.653	13623.357	11930.029	14943.542	13080.978	16050.904	14215.216	13486.03	14015.02	12409.566	14269.616	16459.939	13998.12	13510.368	13702.621	10854.148	15541.712	17367.713	15080.294	14204.934	13085.843	13739.024	12981.587	NaN	16443.221	14040.28	14304.364
1.6011	14935.584	15652.699	13230.568	NaN	21567.809	12254.146	13083.117	13499.655	13103.702	13718.138	12578.084	12828.923	14477.977	12472.092	12834.055	18670.164	15859.746	14439.749	NaN	12600.73	12709.659	14525.356	14094.448	18348.576	12026.11	16841.209	15143.816	15493.802	14800.423	15397.713	11945.219	13128.975	12680.902	13260.641	10959.892	12522.429	11748.037	12082.73	13100.479	NaN	16322.538	12875.797	16391.541	15536.21	12243.948	13562.899	11593.385	16209.688	12693.68	18323.434	14403.413	12087.661	14421.945	13332.077	12561.502	16399.184	12431.725	13933.138	12450.115	12459.18	14380.781	13178.508	15010.622	13694.102	11725.057	14737.206	17310.672	NaN	13247.986	12178.654	13259.151	12527.942	11200	12718.836	15317.363	12838.406	15479.982	13726.175	14612.573	13906.28	14289.948	14072.388	13552.276	12837.029	12369.753	14808.373	12692.188	12665.329	17215.703	16917.555	12969.923	16145.362	17319.816	12817.759	12064.681	NaN	13595.04	13622.239	11683.127	15748.427	13489.503	16223.829	14488.551	12544.82	14204.433	12353.766	14528.078	15680	14731.344	12262.03	13671.102	10229.835	15328.238	15387.396	14320.275	13288.515	12535.281	13810.812	13820.577	NaN	16661.029	15121.091	15231.748
1.7345	13493.484	15347.349	12649.327	NaN	19527.262	12936.256	14229.226	15131.856	13425.896	12689.638	12813.062	12260.823	13652.176	12219.129	13337.044	17382.004	16110.994	14273.249	NaN	NaN	11994.994	14507.053	13013.708	22360.838	13220.385	14807.435	14592.081	15100.817	14267.472	15204.018	12143.951	13047.119	13253.165	NaN	11216.967	13276.965	13137.685	11442.119	12834.351	NaN	13966.978	12416.033	16791.58	18907.438	NaN	12931.558	10598.457	17091.152	12856.969	21634.111	14509.856	11592.726	14391.272	12948.311	12512.96	14909.272	13326.993	14880.653	12221.077	11877.253	15568.004	12564.466	13648.131	13620.552	NaN	14629.197	14828.728	NaN	14071.857	11866.946	12914.433	12367.735	NaN	13019.477	15176.28	12765.438	16191.447	14363.192	13532.024	14051.732	13200.609	12803.878	15474.383	12670.848	12101.495	14653.8	11983.232	12251.416	16191.434	17198.652	NaN	14225.563	18929.418	13173.806	NaN	NaN	14090.654	13014.335	11968.912	15351.281	13401.374	16336.278	13200.655	11444.791	13484.397	13081.239	14677.574	14077.666	14784.314	12729.756	13655.619	NaN	14626.186	13901.646	14451.257	14350.922	12053.022	14403.594	14088.154	NaN	15912.882	15707.146	13655.739
1.8679	12375.938	14697.719	NaN	NaN	19536.375	11840.675	15008.521	16129.485	13453.93	11951.27	NaN	11536.124	13194.197	11405.546	13546.286	16819.359	14514.617	13884.151	NaN	NaN	12082.44	15164.527	12978.718	22257.328	12879.212	14709.265	14637.227	14563.244	14126.443	14935.389	11783.033	11561.817	13427.601	NaN	11424.614	12653.963	12384.9	11785.704	12550.6	NaN	12533.508	11982.531	15164.118	19537.969	NaN	12705.539	NaN	17773.254	NaN	21339.412	15255.014	11597.701	14200.684	NaN	12713.558	13175.906	13708.473	15182.863	11787.045	12538.344	14577.304	12573.958	13679.587	14498.562	NaN	13931.352	13248.459	NaN	14910.287	NaN	12821.711	11679.24	NaN	NaN	14808.518	13108.908	16048.904	14114.522	13277.134	14642.507	12165.709	12108.332	16555.488	13169.744	11747.415	16185.473	12168.212	11673.843	15834.696	14907.604	NaN	14077.055	20507.348	12067.715	NaN	NaN	14477.014	13186.381	NaN	16827.703	12987.687	15765.161	11948.706	11743.071	13610.326	12265.695	13526.63	13112.707	13963.92	12080.261	NaN	NaN	14263.413	12902.271	13991.737	13329.567	12152.555	13770.176	13405.776	NaN	14415.749	14449.912	13576.318
2.0013	12331.786	14304.009	NaN	NaN	18922.842	11925.04	16209.213	16174.896	13189.283	13121.681	NaN	11660.83	NaN	12138.697	13738.966	16607.049	14091.492	13619.874	NaN	NaN	11635.431	14943.789	12845.991	20173.869	12646.165	14971.807	14502.883	13664.021	14379.966	13557.069	11548.367	11710.43	12468.629	NaN	NaN	13969.58	12304.072	11503.826	12661.991	NaN	12228.473	12426.443	14360.778	18269.652	NaN	NaN	NaN	15778.364	NaN	19487.416	15190.688	11387.522	13884.008	NaN	12483.505	12910.439	12730.075	13922.013	12228.063	11966.398	13734.39	11985.142	13705.698	14339.71	NaN	13330.255	12305.521	NaN	14539.74	NaN	13227.636	NaN	NaN	NaN	14329.681	12666.74	15356.096	13782.744	12691.807	14698.228	11872.495	12714.541	14248.374	13333.56	11891.321	16253.047	13164.979	11941.702	16860.529	13461.004	NaN	14122.39	19191.193	11992.861	NaN	NaN	15902.504	13336.839	NaN	16052.374	11482.335	15332.227	11207.751	12365.385	13729.282	11868.89	13073.485	12620.119	13792.185	NaN	NaN	NaN	14830.665	13898.449	14016.521	13131.987	11948.852	13944.861	12391.877	NaN	15092.165	13527.139	13358.319
2.1348	12155.324	14284.045	NaN	NaN	18374.438	11783.359	16099.552	15698.852	NaN	12188.114	NaN	11364.613	NaN	11942.23	12750.925	16419.342	13176.323	12962.617	NaN	NaN	12370.752	14663.875	12673.32	20824.836	NaN	14314.191	14016.35	12161.679	13796.135	13175.262	11262.385	12054.813	12158.628	NaN	NaN	12980.539	12003.82	10668.428	12761.951	NaN	NaN	NaN	13209.753	15054.021	NaN	NaN	NaN	14385.854	NaN	17249.367	15235.763	11433.672	15235.573	NaN	13451.032	NaN	12486.9	13155.602	12476.587	11964.95	14012.232	11472.051	12906.854	14960.368	NaN	12794.058	12852.019	NaN	14660.568	NaN	13774.145	NaN	NaN	NaN	14206.002	12201.49	13574.601	13434.047	11660.317	14937.583	12219.26	13231.273	12302.74	13603.846	12110.812	14969.403	12772.637	11853.594	15402.782	12666.902	NaN	13633.755	19144.873	11526.722	NaN	NaN	14701.169	13584.646	NaN	15995.913	11486.195	16310.561	11425.16	12156.973	13507.254	12886.135	12884.408	13137.152	13031.817	NaN	NaN	NaN	15254.457	13605.321	13277.609	12685.144	11968.209	13439.808	11433.579	NaN	13780.585	12463.97	13684.98
2.2682	NaN	13914.765	NaN	NaN	17388.354	11675.89	16191.068	14171.475	NaN	NaN	NaN	NaN	NaN	12014.595	NaN	16717.162	12092.129	13319.512	NaN	NaN	12781.974	13648.575	12564.721	18327.389	NaN	13323.952	14031.266	11938.932	12588.846	12808.017	12268.029	12956.147	11366.44	NaN	NaN	12375.213	11701.591	10975.872	12707.346	NaN	NaN	NaN	12964.861	14102.69	NaN	NaN	NaN	13179.823	NaN	16060.225	14766.825	11773.819	15752.879	NaN	13422.361	NaN	13122.698	12315.256	13018.834	11946.579	15659.719	11178.728	NaN	14006.729	NaN	12348.44	13144.104	NaN	14644.315	NaN	13537.642	NaN	NaN	NaN	12892.17	13022.612	13179.232	13371.947	11626.521	15940.942	NaN	13323.909	11997.008	14375.364	NaN	14186.075	NaN	12011.219	14662.512	12424.952	NaN	13565.555	18538.863	NaN	NaN	NaN	14936.305	13057.347	NaN	15629.619	10882.973	15907.183	10939.306	12268.945	14098.936	12356.478	11997.296	12234.099	12718.389	NaN	NaN	NaN	16602.428	13349.134	12686.121	12379.353	12426.958	12462.354	11586.857	NaN	12937.476	12408.19	15141.222
2.4016	NaN	12988.423	NaN	NaN	15680.024	NaN	15626.59	13507.809	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16561.297	11973.697	12459.926	NaN	NaN	12958.468	12639.446	NaN	17100.031	NaN	12917.119	12848.024	11767.122	12067.588	13830.744	12406.769	13972.625	11408.724	NaN	NaN	12206.491	11777.955	11769.66	12741.431	NaN	NaN	NaN	12665.646	13412.671	NaN	NaN	NaN	13062.492	NaN	14633.58	14962.246	11286.827	14785.333	NaN	13215.927	NaN	12890.567	12150.834	12635.516	11897.238	15101.556	10966.167	NaN	12895.899	NaN	12297.417	11994.257	NaN	13914.457	NaN	12650.518	NaN	NaN	NaN	12359.51	12593.149	12824.465	13007.515	12418.441	15525.444	NaN	13592.416	12253.62	16072.33	NaN	13150.574	NaN	11706.926	14138.72	NaN	NaN	14455.512	16917.781	NaN	NaN	NaN	16221.669	12745.106	NaN	14526.66	10841.438	15950.634	10802.856	13148.887	13649.288	11893.129	11928.979	NaN	12733.607	NaN	NaN	NaN	17565.629	NaN	NaN	12460.373	12295.938	11595.266	NaN	NaN	11653.039	12364.235	16347.243
2.535	NaN	12867.533	NaN	NaN	13724.26	NaN	14542.573	12345.805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15439.142	12616.496	NaN	NaN	NaN	NaN	12573.699	NaN	16169.311	NaN	13838.778	12377.418	11001.238	12744.892	12905.852	11728.037	13508.696	11488.829	NaN	NaN	12608.86	11668.986	NaN	13269.686	NaN	NaN	NaN	12566.692	13273.82	NaN	NaN	NaN	11063.417	NaN	13067.192	15179.032	11682.615	13531.731	NaN	13806.929	NaN	12928.091	12009.417	12622.354	NaN	14628.984	11063.838	NaN	12405.149	NaN	NaN	11471.055	NaN	12923.563	NaN	11795.229	NaN	NaN	NaN	12073.571	NaN	12387.043	13082.975	11981.899	14621.933	NaN	NaN	11906.707	15341.021	NaN	12735.432	NaN	NaN	NaN	NaN	NaN	13513.955	15603.707	NaN	NaN	NaN	15139.067	12490.645	NaN	14338.493	NaN	14777.029	11220.023	12897.269	14176.108	11338.963	11552.665	NaN	12720.066	NaN	NaN	NaN	17180.512	NaN	NaN	11910.882	12580.419	NaN	NaN	NaN	11912.721	11545.401	15217.509
2.6684	NaN	12728.732	NaN	NaN	13557.119	NaN	14570.666	12860.771	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13752.812	NaN	NaN	NaN	NaN	NaN	11800.681	NaN	15125.461	NaN	NaN	12243.084	NaN	12114.518	13650.099	11885.241	13058.983	11586.046	NaN	NaN	13236.74	12309.633	NaN	13423.287	NaN	NaN	NaN	11681.734	13106.879	NaN	NaN	NaN	10842.921	NaN	13425.006	14766.331	11621.641	13444.604	NaN	NaN	NaN	13165.83	11906.601	NaN	NaN	NaN	10943.997	NaN	12523.772	NaN	NaN	NaN	NaN	12413.196	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12481.075	12400.768	NaN	14655.438	NaN	NaN	NaN	13172.483	NaN	12308.086	NaN	NaN	NaN	NaN	NaN	NaN	15373.54	NaN	NaN	NaN	14502.892	12377.896	NaN	14420.572	NaN	14327.806	10345.039	13414.292	13894.034	11343.008	11639.558	NaN	12280.49	NaN	NaN	NaN	15331.34	NaN	NaN	12036.376	12743.136	NaN	NaN	NaN	12008.809	11833.64	15191.826
2.8019	NaN	12405.364	NaN	NaN	13061.91	NaN	13390.869	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13268.053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14704.96	NaN	NaN	12422.411	NaN	12209.488	NaN	12196.576	12763.013	NaN	NaN	NaN	NaN	NaN	NaN	12578.61	NaN	NaN	NaN	12006.763	13277.012	NaN	NaN	NaN	11245.681	NaN	12965.315	14116.719	NaN	13159.968	NaN	NaN	NaN	13131.63	11835.913	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12382.341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12128.905	NaN	14325.271	NaN	NaN	NaN	13055.241	NaN	12780.596	NaN	NaN	NaN	NaN	NaN	NaN	14115.735	NaN	NaN	NaN	13846.274	NaN	NaN	13631.991	NaN	13702.815	NaN	13755.179	14062.868	11815.33	11748.023	NaN	12599.98	NaN	NaN	NaN	15053.634	NaN	NaN	NaN	12902.725	NaN	NaN	NaN	12317.231	11591.109	13581.59
2.9353	NaN	12003.738	NaN	NaN	NaN	NaN	12659.949	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12405.926	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13690.556	NaN	NaN	12419.658	NaN	NaN	NaN	11823.902	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12645.308	NaN	NaN	NaN	NaN	13271.762	NaN	NaN	NaN	NaN	NaN	12607.587	13123.068	NaN	12853.288	NaN	NaN	NaN	12735.734	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11998.523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11887.772	NaN	13267.955	NaN	NaN	NaN	12110.202	NaN	12946.052	NaN	NaN	NaN	NaN	NaN	NaN	13423.352	NaN	NaN	NaN	13172.877	NaN	NaN	12513.858	NaN	13415.007	NaN	13083.826	14055.722	NaN	11503.911	NaN	NaN	NaN	NaN	NaN	14781.441	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12472.979
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	12248.589	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12881.115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13032.283	NaN	NaN	12171.829	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12894.974	NaN	NaN	NaN	NaN	12620.685	NaN	NaN	NaN	NaN	NaN	NaN	12173.266	NaN	12057.35	NaN	NaN	NaN	12726.114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12208.254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11948.341	NaN	12436.079	NaN	NaN	NaN	11815.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13663.123	NaN	NaN	NaN	12799.007	NaN	NaN	12759.496	NaN	12650.395	NaN	12114.356	14695.398	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14016.55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12414.257
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12671.15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12985.438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11965.401	NaN	NaN	NaN	NaN	12421.688	NaN	NaN	NaN	NaN	NaN	NaN	12713.579	NaN	NaN	NaN	NaN	NaN	13090.85	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11745.09	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11242.556	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14018.132	NaN	NaN	NaN	13017.153	NaN	NaN	12077.653	NaN	13252.099	NaN	13442.101	14690.918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13621.262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12696.183
3.3356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13025.922	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12193.923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11775.652	NaN	NaN	NaN	NaN	12192.422	NaN	NaN	NaN	NaN	NaN	NaN	13016.63	NaN	NaN	NaN	NaN	NaN	12865.704	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11172.962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11885.407	NaN	13162.325	NaN	12493.949	15201.508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13554.498	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12519.599	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11941.987	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11371.476	NaN	NaN	NaN	NaN	12851.778	NaN	NaN	NaN	NaN	NaN	NaN	12870.218	NaN	NaN	NaN	NaN	NaN	12710.682	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11443.781	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12267.88	NaN	13039.413	NaN	12013.054	15954.368	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11368.226	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12398.398	NaN	NaN	NaN	NaN	NaN	12680.582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11244.813	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17474.92	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11412.365	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13424.186	NaN	NaN	NaN	NaN	NaN	13081.959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11379.542	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16651.207	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11501.137	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13267.557	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15185.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13814.407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13137.334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14562.82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11836.67	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
