X	Y_20181208_15692b_1_1g	Y_20181208_15692b_10_1g	Y_20181208_15692b_10_3g	Y_20181208_15692b_10_4g	Y_20181208_15692b_10_6g	Y_20181208_15692b_11_10g	Y_20181208_15692b_11_11g	Y_20181208_15692b_11_12g	Y_20181208_15692b_11_13g	Y_20181208_15692b_11_14g	Y_20181208_15692b_11_15g	Y_20181208_15692b_11_17g	Y_20181208_15692b_11_18g	Y_20181208_15692b_11_20g	Y_20181208_15692b_11_21g	Y_20181208_15692b_11_22g	Y_20181208_15692b_11_23g	Y_20181208_15692b_11_2g	Y_20181208_15692b_11_3g	Y_20181208_15692b_11_4g	Y_20181208_15692b_11_6g	Y_20181208_15692b_11_7g	Y_20181208_15692b_11_9g	Y_20181208_15692b_12_11g	Y_20181208_15692b_12_13g	Y_20181208_15692b_12_15g	Y_20181208_15692b_12_16g	Y_20181208_15692b_12_17g	Y_20181208_15692b_12_2g	Y_20181208_15692b_12_7g	Y_20181208_15692b_12_8g	Y_20181208_15692b_13_1g	Y_20181208_15692b_13_4g	Y_20181208_15692b_13_5g	Y_20181208_15692b_14_1g	Y_20181208_15692b_14_3g	Y_20181208_15692b_14_5g	Y_20181208_15692b_15_1g	Y_20181208_15692b_15_4g	Y_20181208_15692b_16_10g	Y_20181208_15692b_16_3g	Y_20181208_15692b_16_4g	Y_20181208_15692b_16_5g	Y_20181208_15692b_16_8g	Y_20181208_15692b_17_1g	Y_20181208_15692b_17_2g	Y_20181208_15692b_17_4g	Y_20181208_15692b_17_5g	Y_20181208_15692b_2_4g	Y_20181208_15692b_2_5g	Y_20181208_15692b_2_6g	Y_20181208_15692b_3_1g	Y_20181208_15692b_3_2g	Y_20181208_15692b_3_3g	Y_20181208_15692b_3_4g	Y_20181208_15692b_3_5g	Y_20181208_15692b_3_6g	Y_20181208_15692b_3_7g	Y_20181208_15692b_5_1g	Y_20181208_15692b_5_3g	Y_20181208_15692b_5_4g	Y_20181208_15692b_6_1g	Y_20181208_15692b_6_2g	Y_20181208_15692b_6_4g	Y_20181208_15692b_7_1g	Y_20181208_15692b_7_5g	Y_20181208_15692b_7_7g	Y_20181208_15692b_8_1g	Y_20181208_15692b_8_6g	Y_20181208_15692b_8_7g	Y_20181208_15692b_8_8g	Y_20181208_15692b_8_9g	Y_20181208_15692b_9_1g	Y_20181208_15692b_9_4g	Y_20181208_15692b_9_5g	Y_20181208_15692b_9_6g
3.2021	9671.6592	12333.7695	NaN	NaN	NaN	NaN	NaN	NaN	16164.291	NaN	NaN	NaN	NaN	NaN	11281.3945	10073.8271	12544.5166	NaN	NaN	9453.8877	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12200.5693	NaN	NaN	NaN	13904.8008	NaN	15838.9814	NaN	20644.1934	NaN	NaN	NaN	NaN	NaN	16154.3516	NaN	NaN	18152.8105	NaN	NaN	NaN	NaN	NaN	17162.1191	14140.2666	NaN	NaN	9334.8711	13766.4629	NaN	NaN	NaN	13368.5674	NaN	NaN	NaN	15717.3125	NaN	17917.0137	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	9461.5898	10492.1533	NaN	NaN	NaN	NaN	NaN	NaN	17832.3262	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11202.3213	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11065.1807	NaN	NaN	NaN	11912.791	NaN	15365.8379	NaN	17837.2832	NaN	NaN	NaN	NaN	NaN	16055.9902	NaN	NaN	18616.293	NaN	NaN	NaN	NaN	NaN	15972.0723	14035.9844	NaN	NaN	NaN	13173.2393	NaN	NaN	NaN	13492.6582	NaN	NaN	NaN	14116.9287	NaN	16056.2822	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	9483.5537	NaN	NaN	NaN	NaN	NaN	NaN	18155.1895	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10260.4619	NaN	13505.6172	NaN	15275.3486	NaN	NaN	NaN	NaN	NaN	14464.0781	NaN	NaN	16022.1582	NaN	NaN	NaN	NaN	NaN	13058.8613	13824.6133	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13846.8828	NaN	NaN	NaN	12035.8896	NaN	13076.1436	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	9262.4375	NaN	NaN	NaN	NaN	NaN	NaN	16324.71	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9444.4229	NaN	12742.2646	NaN	11786.9189	NaN	NaN	NaN	NaN	NaN	12662.3066	NaN	NaN	13961.3057	NaN	NaN	NaN	NaN	NaN	11490.6064	14726.1699	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13897.3105	NaN	NaN	NaN	10589.3467	NaN	12095.6807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	9130.8809	NaN	NaN	NaN	NaN	NaN	NaN	12373.7627	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11960.915	NaN	10416.7344	NaN	NaN	NaN	NaN	NaN	10705.6914	NaN	NaN	11135.4258	NaN	NaN	NaN	NaN	NaN	NaN	13304.6621	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14222.0732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11045.6045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11893.917	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10569.7451	NaN	NaN	10460.9678	NaN	NaN	NaN	NaN	NaN	NaN	11417.8701	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13765.8838	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11306.0645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10111.9395	NaN	NaN	NaN	NaN	NaN	NaN	10554.7695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13501.4688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9523.9873	NaN	NaN	NaN	NaN	NaN	NaN	10080.46	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12806.1553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9949.5898	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12818.0234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11920.7012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11149.2158	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
