X	Y_20181208_15693b_1_10g	Y_20181208_15693b_1_11g	Y_20181208_15693b_1_12g	Y_20181208_15693b_1_13g	Y_20181208_15693b_1_1g	Y_20181208_15693b_1_2g	Y_20181208_15693b_1_3g	Y_20181208_15693b_1_4g	Y_20181208_15693b_1_5g	Y_20181208_15693b_1_6g	Y_20181208_15693b_1_7g	Y_20181208_15693b_1_8g	Y_20181208_15693b_1_9g	Y_20181208_15693b_10_10g	Y_20181208_15693b_10_11g	Y_20181208_15693b_10_12g	Y_20181208_15693b_10_13g	Y_20181208_15693b_10_14g	Y_20181208_15693b_10_15g	Y_20181208_15693b_10_16g	Y_20181208_15693b_10_18g	Y_20181208_15693b_10_19g	Y_20181208_15693b_10_1g	Y_20181208_15693b_10_2g	Y_20181208_15693b_10_3g	Y_20181208_15693b_10_4g	Y_20181208_15693b_10_5g	Y_20181208_15693b_10_6g	Y_20181208_15693b_10_7g	Y_20181208_15693b_10_8g	Y_20181208_15693b_10_9g	Y_20181208_15693b_11_10g	Y_20181208_15693b_11_11g	Y_20181208_15693b_11_12g	Y_20181208_15693b_11_13g	Y_20181208_15693b_11_14g	Y_20181208_15693b_11_15g	Y_20181208_15693b_11_16g	Y_20181208_15693b_11_17g	Y_20181208_15693b_11_18g	Y_20181208_15693b_11_1g	Y_20181208_15693b_11_2g	Y_20181208_15693b_11_3g	Y_20181208_15693b_11_4g	Y_20181208_15693b_11_5g	Y_20181208_15693b_11_7g	Y_20181208_15693b_11_8g	Y_20181208_15693b_11_9g	Y_20181208_15693b_12_10g	Y_20181208_15693b_12_11g	Y_20181208_15693b_12_12g	Y_20181208_15693b_12_13g	Y_20181208_15693b_12_14g	Y_20181208_15693b_12_1g	Y_20181208_15693b_12_2g	Y_20181208_15693b_12_3g	Y_20181208_15693b_12_4g	Y_20181208_15693b_12_5g	Y_20181208_15693b_12_6g	Y_20181208_15693b_12_8g	Y_20181208_15693b_12_9g	Y_20181208_15693b_13_10g	Y_20181208_15693b_13_11g	Y_20181208_15693b_13_12g	Y_20181208_15693b_13_14g	Y_20181208_15693b_13_15g	Y_20181208_15693b_13_16g	Y_20181208_15693b_13_17g	Y_20181208_15693b_13_18g	Y_20181208_15693b_13_19g	Y_20181208_15693b_13_1g	Y_20181208_15693b_13_20g	Y_20181208_15693b_13_2g	Y_20181208_15693b_13_3g	Y_20181208_15693b_13_4g	Y_20181208_15693b_13_5g	Y_20181208_15693b_13_6g	Y_20181208_15693b_13_7g	Y_20181208_15693b_13_8g	Y_20181208_15693b_13_9g	Y_20181208_15693b_2_10g	Y_20181208_15693b_2_11g	Y_20181208_15693b_2_12g	Y_20181208_15693b_2_13g	Y_20181208_15693b_2_14g	Y_20181208_15693b_2_15g	Y_20181208_15693b_2_1g	Y_20181208_15693b_2_2g	Y_20181208_15693b_2_3g	Y_20181208_15693b_2_4g	Y_20181208_15693b_2_5g	Y_20181208_15693b_2_6g	Y_20181208_15693b_2_7g	Y_20181208_15693b_2_8g	Y_20181208_15693b_2_9g	Y_20181208_15693b_3_10g	Y_20181208_15693b_3_11g	Y_20181208_15693b_3_12g	Y_20181208_15693b_3_13g	Y_20181208_15693b_3_14g	Y_20181208_15693b_3_15g	Y_20181208_15693b_3_16g	Y_20181208_15693b_3_17g	Y_20181208_15693b_3_18g	Y_20181208_15693b_3_19g	Y_20181208_15693b_3_20g	Y_20181208_15693b_3_2g	Y_20181208_15693b_3_3g	Y_20181208_15693b_3_5g	Y_20181208_15693b_3_6g	Y_20181208_15693b_3_7g	Y_20181208_15693b_3_9g	Y_20181208_15693b_4_10g	Y_20181208_15693b_4_11g	Y_20181208_15693b_4_12g	Y_20181208_15693b_4_13g	Y_20181208_15693b_4_14g	Y_20181208_15693b_4_15g	Y_20181208_15693b_4_16g	Y_20181208_15693b_4_17g	Y_20181208_15693b_4_18g	Y_20181208_15693b_4_1g	Y_20181208_15693b_4_2g	Y_20181208_15693b_4_30g	Y_20181208_15693b_4_3g	Y_20181208_15693b_4_4g	Y_20181208_15693b_4_5g	Y_20181208_15693b_4_6g	Y_20181208_15693b_4_7g	Y_20181208_15693b_4_8g	Y_20181208_15693b_4_9g	Y_20181208_15693b_5_10g	Y_20181208_15693b_5_12g	Y_20181208_15693b_5_13g	Y_20181208_15693b_5_14g	Y_20181208_15693b_5_15g	Y_20181208_15693b_5_16g	Y_20181208_15693b_5_17g	Y_20181208_15693b_5_18g	Y_20181208_15693b_5_19g	Y_20181208_15693b_5_1g	Y_20181208_15693b_5_20g	Y_20181208_15693b_5_21g	Y_20181208_15693b_5_22g	Y_20181208_15693b_5_23g	Y_20181208_15693b_5_24g	Y_20181208_15693b_5_25g	Y_20181208_15693b_5_26g	Y_20181208_15693b_5_2g	Y_20181208_15693b_5_3g	Y_20181208_15693b_5_4g	Y_20181208_15693b_5_5g	Y_20181208_15693b_5_6g	Y_20181208_15693b_5_7g	Y_20181208_15693b_5_8g	Y_20181208_15693b_5_9g	Y_20181208_15693b_6_10g	Y_20181208_15693b_6_11g	Y_20181208_15693b_6_12g	Y_20181208_15693b_6_13g	Y_20181208_15693b_6_14g	Y_20181208_15693b_6_15g	Y_20181208_15693b_6_16g	Y_20181208_15693b_6_17g	Y_20181208_15693b_6_18g	Y_20181208_15693b_6_1g	Y_20181208_15693b_6_2g	Y_20181208_15693b_6_3g	Y_20181208_15693b_6_4g	Y_20181208_15693b_6_5g	Y_20181208_15693b_6_6g	Y_20181208_15693b_6_7g	Y_20181208_15693b_6_8g	Y_20181208_15693b_6_9g	Y_20181208_15693b_7_10g	Y_20181208_15693b_7_11g	Y_20181208_15693b_7_12g	Y_20181208_15693b_7_13g	Y_20181208_15693b_7_14g	Y_20181208_15693b_7_15g	Y_20181208_15693b_7_16g	Y_20181208_15693b_7_17g	Y_20181208_15693b_7_1g	Y_20181208_15693b_7_2g	Y_20181208_15693b_7_3g	Y_20181208_15693b_7_4g	Y_20181208_15693b_7_5g	Y_20181208_15693b_7_6g	Y_20181208_15693b_7_7g	Y_20181208_15693b_7_8g	Y_20181208_15693b_7_9g	Y_20181208_15693b_8_10g	Y_20181208_15693b_8_11g	Y_20181208_15693b_8_12g	Y_20181208_15693b_8_13g	Y_20181208_15693b_8_14g	Y_20181208_15693b_8_15g	Y_20181208_15693b_8_16g	Y_20181208_15693b_8_17g	Y_20181208_15693b_8_18g	Y_20181208_15693b_8_19g	Y_20181208_15693b_8_1g	Y_20181208_15693b_8_20g	Y_20181208_15693b_8_21g	Y_20181208_15693b_8_2g	Y_20181208_15693b_8_30g	Y_20181208_15693b_8_3g	Y_20181208_15693b_8_4g	Y_20181208_15693b_8_5g	Y_20181208_15693b_8_7g	Y_20181208_15693b_8_8g	Y_20181208_15693b_8_9g	Y_20181208_15693b_9_10g	Y_20181208_15693b_9_11g	Y_20181208_15693b_9_12g	Y_20181208_15693b_9_13g	Y_20181208_15693b_9_14g	Y_20181208_15693b_9_15g	Y_20181208_15693b_9_1g	Y_20181208_15693b_9_2g	Y_20181208_15693b_9_3g	Y_20181208_15693b_9_4g	Y_20181208_15693b_9_5g	Y_20181208_15693b_9_6g	Y_20181208_15693b_9_7g	Y_20181208_15693b_9_8g	Y_20181208_15693b_9_9g
0	36610.0117	32906.3789	36648.0078	60697.7266	28931.123	32299.4863	36809.6797	32295.8984	34861.0039	34273.5625	30163.0547	34651.0664	32060.2598	35033.1211	32739.5762	39072.7305	40006.3398	37725.3828	36075.7148	32957.9258	32954.8359	32121.7402	39090.0859	29008.3066	29314.6777	31019.3105	32154.2012	45884.875	32441.5	35658.7422	32246.5293	32316.7949	32315.4336	35921.3047	37254.418	28882.1914	33037.4766	30739.2617	34570.3281	33799.4688	26032.9766	28088.9238	32747.793	27014.0215	31280.0996	34447.5938	34414.2383	30736.2344	29407.459	30682.1172	34176.6484	36817.8281	27813.8047	34844.8555	37051.8438	35198.7148	34887.1406	31522.0312	54441.8008	33318.6094	32473.9766	27560.7734	30486.1953	31827.8008	36741.2695	37940.9297	46209	44015.6289	30836.7734	39073.7383	29659.0254	42380.1328	49776.4922	25948.5723	27819.207	32374.8008	30386.5391	31044.1543	29324.0801	28681.9141	46604.793	31451.8438	30579.1484	30238.7129	33551.3828	31734.2871	29031.9727	30920.9844	33826.3008	30785.0625	50041.9609	27365.334	31416.793	30504.6445	33366.5859	36971.2617	31609.6484	34015.7617	33056.6719	33258.4414	34493.2539	34191.4805	45054.3672	30203.084	32653.1543	36676.5859	33163.2422	30456.6875	37874.7305	35982.4883	32660.8145	35165.418	35239.8984	39818.4297	31237.123	34104.3008	33816.4961	35447.5469	42159.9844	30391.1699	33265.2656	30800.7031	30775.6152	31067.8535	33325.6562	32099.873	29749.0117	47722.4102	37236.2109	31677.3867	32807.0234	28801.5938	34079.5781	32685.1914	48136.6367	36332.1641	34670.0547	34261.9297	31737.4941	32759.9277	31608.6738	37103.3477	32802.4297	31891.6309	42395	30539.9805	28447.5	30903.3223	27420.1309	27934.7871	29610.6523	29834.916	28158.5215	32542.6191	32584.9043	34987.332	49286.9102	32685.6328	34949.5664	35117.7266	31483.0625	33397.8125	38017.332	36398.3086	38547.9492	26209.8691	42146.9844	33907.332	33927.6211	28225.8164	29787.7324	37493.3164	43150.7891	58987.5625	36779.2578	29479.9902	30495.5996	28928.8242	32174.3066	32483.9609	35474.3594	33257.043	34503.2031	29855.8633	26806.5996	28791.1562	34074.9609	29416.2285	30623.3516	30405.9863	33694.4141	33061.625	35437.8906	32945.9336	41531.8633	33713.668	35462.543	33925.6641	27032.0723	30925.2598	29791.6914	26014.8828	36012.2969	27668.4531	32360.8281	27998.252	28552.5918	30637	32860.4062	26449.1152	29659.6719	31759.7773	30862.8965	35007.2109	39569.5508	33037.9258	32229.1602	33187.1992	27886.2754	33128.8867	28298.4023	31765.4609	31557.5391	29679.6621	32210.332	33827.2969	32088.9297
0.1334	40113.375	34904.793	36391.7422	48923.6562	30302.8887	31813.6328	40694.1445	37597.2695	36812.207	34885.7578	29555.1719	35314.9883	32495.1426	36680.8398	33629.5391	47869.168	41965.2539	52744.3789	38916.4141	33353.625	32808.8555	33140.0703	40628.6328	29723.7676	32111.9863	30416.1055	32852.6055	46772.1328	33477.1484	39306.5352	34282.7812	34352.4141	32608.1777	36998.7734	37177.7148	28572.2637	32103.0703	32461.3535	35749.4414	32562.2871	26228.9961	29705.4355	33134.2383	26954.6172	33818.293	37073.2188	33615.7227	32334.791	30309.7188	31971.9082	34499.6094	34335.7266	29022.2148	37294.1875	35160.1953	35743.5352	35731.4727	33004.4336	50104.8906	33528.3555	32143.541	27990.0801	31785.4473	32918.8906	36745.4648	41259.4648	47367.0078	36858.4805	31128.3926	43595.9648	29548.0273	44345.0234	40831.1992	28295.9023	28502.2031	31693.3848	29697.9668	31966.084	30084.2461	30938.8926	42837.1406	31646.5645	32670.4824	31746.1484	34103.5234	33213.3125	31742.248	31791.0371	33045.4062	29408.3359	69782.1406	27028.5801	33264.8359	30155.0332	34542.8203	39637.8477	33701.1094	39729.207	32362.0742	36727.4062	34536.082	35581.5039	40865.1055	32347.5117	33938.5938	39609.5781	32843.3438	34700.5508	33419.1211	38072.4375	32505.625	35709.7578	38681.2539	37643.2695	32222.4766	36609.1133	36521.7461	35437.9883	32769.3711	30558.4199	33378.5	30402.4023	31257.6914	34301.8984	33504.8945	32575.0137	30906.2871	43932.8477	36700.0195	33391.2656	33492.4688	27025.084	36257.4531	33537.8906	39931.332	37995.0547	34853.7227	33187.1016	32890.3984	33803.5195	31382.3984	36217.1602	32452.0938	33153.9453	39028.5898	29627.7598	26661.252	30546.9492	29232.1641	29257.5605	30326.5	30206.1426	28375.8945	31639.875	32622.7402	33270.6953	47535.7734	33651.4766	35190.0859	34385.3008	31759.6074	32675.0566	35911.0547	37134.9961	38431.2266	27063.207	41625.0938	36758.2422	32886.1406	28907.6211	31413.0469	36101.8789	43209.3867	69718.9922	38085.0547	30900.4414	31538.9902	29489.2598	33992.293	32738.666	37708.7852	33581.2305	34759.9062	31527.0664	28696.0762	30694.0703	34350.8984	32415.2188	30948.6367	30958.8008	35000.3047	34241.7344	34307.5	36807.3906	39020.1016	36821.3555	36783.9766	35758.1211	29738.1484	30074.5293	30150.0723	26525.4961	41049.7852	27746.8574	32914.9102	28933.6582	29366.6426	31192.0137	33730.3711	28774.6875	30365.6309	36844.9922	29981.0293	35893.9805	39748.9453	33620.4375	33174.2773	37735.4648	29809.4746	31021.0664	30616.2988	33188.6445	32140.6543	29196.8262	33191.6328	34503.0859	32781.8945
0.2668	40519.7695	35671.0859	43235.1602	48775.2656	33498.4141	32643.8066	50778.6953	41715	35755.4648	35608.832	33501.3633	34275.8086	33502.6758	37729.3086	33897.543	69854	45470.6133	77931.0703	44670.3867	34862.8711	32940.5195	35076.1719	36389.5742	31248.8613	35268.9297	34510.3242	33472.2227	63002.0977	39065.3477	48530.2344	35694.6562	36045.6758	35496.6836	36845.9648	38054.9531	28615.1172	32023.6504	36406.9531	37167.2891	35059.8555	28829.4551	35129.793	32543.7734	28465.5273	39956.2344	46542.7617	36374.8242	33165.1523	31392.1973	32137.2188	36561.0352	34125.6328	30763.0176	45233.5586	35522.2734	36744.668	34876.2852	33406.0391	61115.9062	35493.2383	33529.0898	29736.6875	32045.3477	33726.2773	36188.5977	52717.1953	55092.2891	36989.7266	32704.0605	47436.4453	32671.0605	64778.375	36605.6328	28986.6562	27904.9785	31061.4512	30546.1816	32184.9648	29867.3281	39333.5508	45866.1953	30443.6289	34658.3008	32075.5098	32995.5547	35192.4844	33761.0039	33063.0273	32855.3516	31122.3789	96989.8438	29919.0449	36978.2812	34085.375	36154.4727	42115.3086	35902.918	53450.2461	32179.2988	46029.0508	37297.8281	39448.0312	39495.6836	33760.7461	35258.8945	46266.0898	33794.1289	37322.7656	34798.2031	50211.4922	32835.6484	34653.2383	45815.5781	42652.1055	33638.7656	37047.5742	37912.1289	35626.668	34526.2617	30679.1895	35489.1172	30545.2617	38979.875	40759.3945	34303.9492	34905.4531	34908.4883	47449.0703	37283.8477	35338.7891	36306.5664	26731.707	39094.0469	34264.8398	39907.2461	44135.8594	36688.2656	34463.5039	34303.3594	36542.2344	32934.8906	42949.3398	32708.8047	34687.9414	40369.3984	31796.7461	29474.5469	31764.1172	32705.2344	31602.8867	32707.9961	31860.418	31722.5352	33699.7305	32658.6113	32077.6328	63192.7773	35181.7305	37534.5391	38403.4062	33520.5781	35085.0625	37805.7109	38811.9297	42635.8711	28194.1055	41682.0117	40319.1875	33140.2344	30877.1406	42161.8945	37420.1562	51783.0234	72378.8125	38946.3867	32955.1172	32934.2344	31147.5254	36895.5234	34247.707	38832.8984	34894.0742	34049.4023	33471.5	28419.2441	34160.918	37769.6094	34190.4375	32048.1387	30525.3145	39311.9883	37986.6367	35861.3867	34363.1172	40413.2305	38565.7734	37961	39041.6719	33437.3516	30174.2617	30836.4844	27188.3145	44539.207	32113.2031	34423.2891	29888.6777	32291.627	30508.2168	34055.2266	31858.6035	30549.7344	45440.5	30566.8086	37353.8125	48406.8125	34458.0703	37521.0078	47348.6914	30527.3281	31035.3145	38424.0898	36220.3594	38115.0039	30822.7988	32699.6641	35242.1367	35023.1641
0.4003	38971.3633	40095.6992	55470.5391	53697.9961	38076.5273	33203.8047	78755.7656	55135.875	37548.8867	38351.3242	34145.5859	33994.5703	35135.2734	38464.1406	38614.3789	86452.7344	50299.3477	87748.5391	60930.0078	35676.8398	34132.9219	43542.9922	40643.1484	40183.1484	47429.0938	39742.668	36580.8203	89406.5391	53734.8594	69937.5781	39882.5234	38767.8984	34990.918	38806.4492	36875.3672	30197.1758	32447.1562	48542.3438	39748.4648	39829.3398	35537.5781	42929.168	37485.9297	28027.6191	55588.7578	61601.3164	37930.2812	32784.3633	31378.1191	31799.2695	36304.8594	34788.4688	36710.2812	64483.0391	37523.1211	41182.4805	38486.3672	37186.6562	85755.0078	39839.5234	36452.9961	38525.793	34306.2734	39885.1797	40730.4336	73239.3281	56010.0391	37817.7305	35474.4883	47270.1328	34727.7969	90907.7031	41181.0781	34613.8516	31236.3281	32559.2695	32221.6035	35114.125	32194.8086	53232.8164	60495.2461	33916.6211	37427.4141	40387.1602	34320.1523	43513.5352	40983.2461	37337.5312	33864.6953	34565.9062	94804.1406	31699.8066	43810.2656	41817.0586	40029.4375	49865.4648	38884.8359	89856.1719	33078.9844	62229.043	42089.4141	47992.3672	39435.9766	39050.4492	40575.1641	67088.5469	34386.7852	46354.2969	38946.4844	70614.1875	36288.1953	37630.3867	62650.2578	55263.9375	34234.6719	39983.8867	41132.1094	37155.3945	45270.1641	31921.7812	39062.0078	32759.3613	51969.8516	54062.5273	36654.0859	36154.3711	41288.0352	62306.7422	38491.9023	38121.4531	40576.4492	27018.0371	42501.1797	36577.1016	46334.9844	60802.0039	39084.8242	33532.1133	35365.3047	44818.5391	35569.9297	59203.1133	36213.6484	39157.4102	44987.9375	33448.582	28831.6328	33708.8867	34663.6914	35264.1211	33292.2969	36173.3828	36269.3008	34994.418	34053.582	38568.9297	86435.7891	41139.4961	44099.9648	41669.9727	39768.5977	35466.0156	42363.957	42417	42176.0742	28619.6133	45723.8164	52000.1875	37753.3086	32255.9727	63986.4609	41595.0273	77244.8281	58419.2617	36869.5	39256.8711	38537.7344	32968.3477	46212.8164	38498.3203	43148.7305	35218.9727	40447.7656	33712.0859	29851.6074	42513.5312	45894.6055	43130.1836	35924.5312	31044.6582	54855.3164	46371.3477	38956.75	39465.8477	41281.0703	49063.3867	46197.7578	48282.5586	42884.8477	32004.2188	31480.9062	29357.1543	56046.5195	41189.9531	40246.8594	32093.4434	38946.8086	32946.9805	37593.5391	46890.3789	34698.9805	70780.5859	33431.3125	43452.3359	67129.9453	39018.5	46985.5742	61296.8555	30830.918	34633.332	50746.3789	43918.8516	46735.5547	35824.0234	36848.5039	39817.9219	36801.3398
0.5337	41190.9766	50243.6016	78121.2891	62710.6992	46619.6992	36658.1719	115323.9297	63506.9375	38441.3789	43281.4492	40969.6133	35499.8672	42870.0117	43141.3867	44279.2891	74267.7344	54807.4531	70606.2578	80656.5	42228.832	34391.7578	57338.6914	55211.0195	54735.2344	66528.3906	45950.4219	47663.9883	88803.6641	73307.75	76900.9531	50573.8203	48423.793	40016.1445	44168.2852	41842.0469	30847.6484	35401.4609	68920.8594	44477.4492	45130.6875	49042.3984	58243.0234	51269.5938	28505.9453	85203.2109	61921.4336	44787.0547	34208.0234	34725.0664	34048.1562	41729.6289	39660.9883	45013.4883	85788.0234	44597.8164	49339.543	44291.7344	43050.2695	81783.1016	46371.0508	41122.9922	49115.2109	41485.0156	52611.8984	48922.5117	70942.9844	49889.6211	44078.4766	39996.2031	47638.6484	46273.918	92473.7656	57883.9883	48520.5234	40165.9844	31477.6309	35295.5586	37037.3555	34872.5547	57886.5156	66264.3359	37046.7695	48760.4688	60351.4023	35773.2109	58367.4219	58792.2695	51368.4844	44707.7617	40946.3281	65265.3594	35304.2227	45092.4258	56477.3359	50589.1953	68625.3984	49644.8555	113355.2578	35281.5742	62556.9609	55738.1289	65156.1328	46670.5	54128.8203	46481.7891	109622.5312	37766.2188	58539.5938	50192.9922	77239.8594	44534.6133	43133.5312	75766.3203	72341.9141	38220.5078	51166.7031	52052.3672	44285.5703	68460.0312	35260.9023	42576.832	36838.2852	62666.5156	77198.9219	42362.2578	46772.1602	54040.1641	63889.7734	51855.6406	45983.9766	56416.3867	27472.1914	47190.0391	40589.3672	63504.8477	72560.75	46855.918	35605.7305	38217.9727	58336.3164	45403.4492	67513.3203	40280.8398	48602.2812	65407.8633	35719.0117	28066.8457	38406.832	47725.875	45267.668	39271.6719	49160.8281	44184.3359	38321.582	37272.5	51559.9883	81891.1094	50008.2344	57345.4062	47207.6328	54695.7617	41629.8633	61557.3203	50826.5	46941.5391	32911.9609	59976.6172	74194.9844	46148.5977	37815.1211	81333.9141	51120.375	103427.5547	42891.3906	39594.9922	50488.2188	40467.6914	36111.3438	65333.7578	45415.8398	53804	35427.75	58844.8555	34792.7734	35962.9648	55792.7812	62715.8555	64872.0156	42620.2148	33332.2812	69204.9766	69803.8594	49605.0078	43971.0664	49212.8008	66563.5469	59566.6836	71456.5547	65327.0742	35080.4922	35221	35326.832	83198.4062	58901.0156	57174.8477	36762.9062	53061.9609	33139.6445	43733.1953	70953.3203	39740.7422	92699.5234	36499.7109	60325.7461	76831.4531	49506.5117	66448.9922	62812.7188	37491.3438	41498.4648	63761.043	58498.8477	62587.4609	44671.6953	48431.1094	49526.9102	38950.9609
0.6671	54108.6484	74037.7109	87503.2031	76768.9844	52707.6172	47164.332	122403.2344	76738.7578	43415.3164	62855.9023	50643.6406	45432.332	60118.668	49771.6484	59431.6445	50061.9141	76204.2578	48280.2227	75713.7109	55229.2812	38243.4336	68866.3984	81907.7344	70580.1719	72611.5391	49580.3203	62591.8867	64555.3438	65035.0938	61259.6914	69757.7969	62004.2148	50924.5391	56134.7773	54831.1758	32591.6094	41886.8672	72650.5312	63771.4062	47070.1445	56736.1328	64753.9414	70371.8516	30007.6562	91724.4844	47253.2695	52560.1016	40370.6523	43622.0703	39580.7031	51088.4766	47232.7891	47802.5352	98997.1484	67377.1328	62239.2383	56868.1758	60005.1016	55457.7734	68352.5938	52110.1211	49238.0742	57893.7109	64652.4062	73371.1484	49408.8008	41548.2695	60378.3711	43529.2227	52991.1602	62016.8438	66938.1484	86350.3906	70352.7344	54852.6016	32396.9668	43868.8438	47669.4727	49899.8438	44345.4883	52204.6367	44240.6367	70785.3516	82687.8359	39074.9883	67794.7188	76277.4609	73153.3516	68318.6016	54857.625	44271.1992	46309.3906	39640.7109	69248.5703	50693.9648	78594.7266	64872.6953	96423.6562	38426.1523	48844.2266	80950.8828	73107.625	61079.5039	65288.9727	47717.6016	155593.2344	50047.0195	62211.9102	59792.9062	61679.0156	57373.2031	56103.8164	69222.8984	73621.2734	48008.1836	73575.2344	73502.1953	60214.6016	108846.9609	44308.6719	53441.5391	49056.1172	54823.9531	75420.6641	47926.7734	59384.1406	68308.2578	49791.2461	83842.5625	62013.6914	86516.4141	30008.3496	60269.6445	51177.1953	77546.4375	54442.7578	71282.125	44858.9648	45029.8008	59492.1445	68598.4453	57296.375	48243.6133	65506.3125	95724.7109	42848.8164	33287.8945	50703.4492	69832.9062	64871.8711	45944.5703	77495.9922	54189.4688	47521.75	44514.9258	66993.9922	58726.3633	71842.2188	85821.8984	58126.7227	77613.1484	54075.9609	91837.0469	75300.2422	57114.125	42959.6289	89148.4688	86521.3672	60167.4375	53831.6836	68044.3828	67656.9453	92059.7656	35574.6289	43859.9102	60708.3906	36363.1328	43121.6523	78138.2812	62880.1445	84551.9531	37529.2266	84523.4922	40222.1602	44091.6914	59806.4414	73692.5625	87210.7812	57764.6406	40583.9922	64982.6914	89465.3906	70486.2344	63874.9688	69854.5156	85893.4297	63254.0039	109873.6953	87820.0469	44137.0273	52420.9688	50304.4062	98184.7656	63344.4297	89125.6094	56136.5977	76753.0781	41458.9922	63809.8086	74868.6328	55703.5586	79898.7422	48579.6641	88376.7891	65681.5156	72266.5312	101282.1719	46832.9766	50780.2266	58881.75	54796.3867	82743.0859	82815.7578	55177.6133	71849.7266	70420.3125	45980.7305
0.8005	82319.0312	100182.8281	68311.2812	74518.4297	47962.418	66671.4375	82341.75	102746.7188	57762.5781	88217.6797	60168.6875	67434.25	88324.5	71859.7891	87852.8594	36123.7695	106349.6328	35522.7695	57092.0234	75972.7031	47665.5391	60903.4805	94830.8828	63870.0234	56254.3594	39195.1562	63160.9609	43126.2891	45537.6445	43042.6445	112132.4844	74294.6719	72894.0234	77977.3281	74617.7344	37646.0625	50036.8867	51592.5195	98817.5078	40977.293	47183.9609	51621.1055	67380.0625	32992.1328	64157.5195	36019.6055	54175.7773	53728.375	62494.6172	46859.7695	64488.1445	67903.1562	41547.6914	85505.4375	94257.9219	65901.1797	81402.9297	88575.1016	40749.4023	119463.1484	57774.3672	37377.6602	76110.7812	61227.6016	108953.1406	36493.8203	33308.5859	90301	39110.7891	53285.1758	59279.3555	47040.8516	91001.8125	77960.1094	74579.3828	37304.957	58934.8867	69101.2969	68989.6797	33143.1367	37898.0352	61418.7344	93046.3672	73678.6719	48226.6953	57535.0469	64153.6953	72024.6328	90971.9062	72558.4609	36260.5898	77257.3438	32140.4609	59688.7266	40837.7695	65168.0859	57587.7031	67756.6719	47215.8125	38512.9766	92503.7266	60453.5859	89443.7266	60197.793	38853.6055	163941.9062	74426.7031	50147.9414	53227.4336	43002.3711	63610.6289	76805.7422	50063.4883	53071.7109	67420.6484	85073.1484	81272.3438	90536.5078	110307.6172	54370.918	79259.5078	63167.5508	43717.8828	50925.7109	49961.4102	59889.9375	64368.2227	37004.3828	102359.3828	76220.8984	101900.875	33841.0625	83536.1719	62615.8086	65716.6719	40123.9375	118071.6641	61603.1758	65010.0977	46948.1367	89344.7891	41248.1328	68666.2422	80731.7969	88905.9062	58310.7109	42643.9453	66944.75	93467.7734	71145.4844	51725.6094	100168.4766	51120.3281	63733.7695	47928.332	61957.1289	42366.7891	100324.6953	100966.375	82790.4453	81879.1406	84064.3047	96518.4453	96235.8359	89780.3828	50822.457	105224.2188	68283.7031	70341.3203	86872.6016	46444.8633	97888.6875	61402.9453	34620.6953	63792.0352	51529.043	32277.3359	60195.3125	64456.7227	102788.5078	107290.7891	40976.6172	86595.0703	57183.4688	47118.0547	47437.0391	60427.5703	89148.5391	75707.9766	56139.293	48636.9453	80957.625	78918.75	91373.5703	100120.8828	74885.8125	53668.4102	123854.1016	72651.7422	64278.0977	74764.2422	61803.0469	79951.2031	48519.5703	116958.7656	77354.6562	76883.5	60348.5781	82520.375	56751.1641	79157.2344	47082.2109	73265.7969	116529.2969	47365.7148	93382.3203	116138.7344	36362.5039	75711.7188	71727.2109	40061.5312	82793.3516	81601.6016	52732.6445	95432.8359	89267.4531	52721.5039
