X	Y_20181208_15100_1_1g	Y_20181208_15100_1_2g	Y_20181208_15100_1_3g	Y_20181208_15100_1_4g	Y_20181208_15100_1_5g	Y_20181208_15100_1_6g	Y_20181208_15100_1_7g	Y_20181208_15100_10_1g	Y_20181208_15100_10_2g	Y_20181208_15100_10_3g	Y_20181208_15100_11_1g	Y_20181208_15100_11_2g	Y_20181208_15100_11_3g	Y_20181208_15100_11_4g	Y_20181208_15100_12_1g	Y_20181208_15100_13_10g	Y_20181208_15100_13_1g	Y_20181208_15100_13_2g	Y_20181208_15100_13_3g	Y_20181208_15100_13_4g	Y_20181208_15100_13_5g	Y_20181208_15100_13_6g	Y_20181208_15100_13_7g	Y_20181208_15100_13_8g	Y_20181208_15100_14_1g	Y_20181208_15100_14_2g	Y_20181208_15100_14_3g	Y_20181208_15100_14_4g	Y_20181208_15100_15_1g	Y_20181208_15100_15_2g	Y_20181208_15100_15_3g	Y_20181208_15100_15_4g	Y_20181208_15100_15_5g	Y_20181208_15100_15_6g	Y_20181208_15100_15_7g	Y_20181208_15100_15_8g	Y_20181208_15100_16_1g	Y_20181208_15100_16_2g	Y_20181208_15100_16_3g	Y_20181208_15100_16_4g	Y_20181208_15100_17_1g	Y_20181208_15100_17_2g	Y_20181208_15100_17_3g	Y_20181208_15100_17_4g	Y_20181208_15100_17_5g	Y_20181208_15100_17_6g	Y_20181208_15100_17_7g	Y_20181208_15100_18_1g	Y_20181208_15100_18_2g	Y_20181208_15100_18_3g	Y_20181208_15100_18_4g	Y_20181208_15100_18_5g	Y_20181208_15100_18_6g	Y_20181208_15100_18_7g	Y_20181208_15100_19_1g	Y_20181208_15100_19_2g	Y_20181208_15100_19_3g	Y_20181208_15100_19_4g	Y_20181208_15100_19_5g	Y_20181208_15100_19_6g	Y_20181208_15100_2_1g	Y_20181208_15100_2_2g	Y_20181208_15100_2_3g	Y_20181208_15100_2_4g	Y_20181208_15100_21_1g	Y_20181208_15100_21_2g	Y_20181208_15100_21_3g	Y_20181208_15100_22_1g	Y_20181208_15100_23_1g	Y_20181208_15100_23_2g	Y_20181208_15100_23_3g	Y_20181208_15100_24_1g	Y_20181208_15100_24_3g	Y_20181208_15100_25_1g	Y_20181208_15100_25_2g	Y_20181208_15100_26_1g	Y_20181208_15100_27_1g	Y_20181208_15100_27_2g	Y_20181208_15100_3_1g	Y_20181208_15100_3_2g	Y_20181208_15100_3_3g	Y_20181208_15100_3_4g	Y_20181208_15100_3_5g	Y_20181208_15100_3_6g	Y_20181208_15100_4_1g	Y_20181208_15100_4_2g	Y_20181208_15100_5_10g	Y_20181208_15100_5_11g	Y_20181208_15100_5_12g	Y_20181208_15100_5_13g	Y_20181208_15100_5_14g	Y_20181208_15100_5_1g	Y_20181208_15100_5_2g	Y_20181208_15100_5_3g	Y_20181208_15100_5_4g	Y_20181208_15100_5_5g	Y_20181208_15100_5_6g	Y_20181208_15100_5_7g	Y_20181208_15100_5_8g	Y_20181208_15100_5_9g	Y_20181208_15100_6_10g	Y_20181208_15100_6_11g	Y_20181208_15100_6_1g	Y_20181208_15100_6_2g	Y_20181208_15100_6_3g	Y_20181208_15100_6_4g	Y_20181208_15100_6_5g	Y_20181208_15100_6_6g	Y_20181208_15100_6_7g	Y_20181208_15100_6_8g	Y_20181208_15100_6_9g	Y_20181208_15100_7_1g	Y_20181208_15100_7_2g	Y_20181208_15100_7_3g	Y_20181208_15100_7_4g	Y_20181208_15100_7_5g	Y_20181208_15100_7_6g	Y_20181208_15100_7_7g	Y_20181208_15100_7_8g	Y_20181208_15100_7_9g	Y_20181208_15100_8_1g	Y_20181208_15100_8_2g	Y_20181208_15100_8_3g	Y_20181208_15100_8_4g	Y_20181208_15100_8_5g	Y_20181208_15100_8_6g	Y_20181208_15100_9_1g	Y_20181208_15100_9_2g
1.3342	31337.9824	33188.043	39705.6719	31906.8047	42769.9375	35233.5625	29251.9023	31640.0879	43454.3906	47151.5625	40896.7266	35458.5625	35934.7266	36665.9961	33310.6953	36561.2227	29019.8887	47379.7031	29004.377	33436.1328	31917.1973	54442.9297	33242.043	36436.3125	36043.043	49744.4102	33152.832	30528.7754	40644.3867	38983.9414	35274.4727	35365.6523	48317.4492	32255.8711	32293.6875	55329.1875	27886.6387	30361.4297	36759.25	34100.9766	28861.7109	26536.0918	49690.6914	27361.7012	29868.1328	37176.9961	51244.0703	42023.8906	52722.875	34541.5117	32169.1953	45863.1484	33845.9492	41260.0234	29218.9004	37085.2812	34712.3711	41926.6406	28140.877	33335.7461	44917.2461	34422.2266	32811.6836	92025.5156	30944.8379	57078.2539	33516.2188	49996.1562	34794.6992	36138.6797	51146.207	25429.2715	34797.3945	28729.0664	34368.7344	40717.8711	37635.7773	87348.0547	28515.0664	41588.332	30593.875	35437.8789	30135.1133	33208.8477	45415.8789	38630.0039	66586	34929.2656	36599.4648	39119.4023	41032.0781	36575.7461	48373.0664	28872.4395	36202.3359	33506.0977	43139.7188	34995.8516	29833.4805	31428.8887	56233.4102	41213.3516	37565.0898	40012.7266	49085.4688	29635.1621	36800.375	34074.5078	27628.9414	43986.0234	35099.2773	28582.0215	31247.0176	33070.7734	38593.5391	34225.457	29913.3887	30932.791	33041.4805	31305.9785	31859.041	34164.1328	33587.2461	41790.9727	30902.2832	32058.3633	29743.8574	39368.5781
1.4676	31623.4219	31527.9863	34531.4805	32322.4961	35350.6953	30440.3418	28060.1875	28730.7598	33920.4297	36690.9219	36580.9062	34004.3203	33061.6523	34262.5938	32613.752	32752.8027	28089.5	37770.4258	29279.334	32426.6074	30620.4355	40551.8164	30943.9883	32777.4844	36918.9141	40353.4219	30885.6934	27409.543	35205.1914	34114.6172	33189.9961	34630.3516	40143.7266	31357.5039	30937.8867	38799.3281	28545.4922	29158.5449	35767.5742	31865.0156	28295.4766	25133.6973	35067.2227	27385.7109	29676.832	32508.2461	36699.2617	36347.4922	39776.5195	32023.1074	33419.1523	37946.1328	33613.5117	36693.3984	29617.6055	31954.4316	33006.5977	36484.0859	25832.5742	30472.709	35173.0352	32238.8477	32597.752	53880.2383	30013.9102	42119.793	33528.6328	41316.5312	32067.6348	32672.791	42169.6055	26171.8008	35102.1992	28287.5996	32177.1504	35817.7852	33693.5352	57687.7539	29021.0996	36952.957	29651.1367	33783.5195	29015.9023	33961.4609	35531.7188	35029.7617	43989.8984	33123.3516	35020.7656	35818.1172	33967.1484	32627.8809	38437.0859	28627.4512	33392.9492	32139.998	35758.082	29467.1055	29438.5547	31389.877	41466.6328	35110.7031	33442.9922	35732.0469	41449.8672	28456.6309	31625.3164	32649.6328	28352.6699	37416.3594	36005.3281	29130.7676	29954.3027	30969.8828	33993.5391	31734.6133	28684.4297	29127.0312	32690.6289	29771.4844	30583.2539	34651.75	33498.7109	36349.8555	28578.7383	30665.1758	27408.293	34536.7422
1.6011	30481.2031	32770.5234	32054.166	33018.5469	32704.7188	30236.0508	27367.0352	28902.0273	30985.9492	33111.2891	32449.5137	32392.8945	32982.3008	33272.9336	31774.8555	31641.9395	27163.3438	33326.0156	27297.0254	30917.084	29547.8633	33781.0625	32282.3281	31898.4551	32351.8242	35454.0781	29658.1035	26261.0137	31644.0938	32569.3145	32741.291	35763.4062	36770.6602	31970.6855	30188.0801	33442.625	26988.3398	29679.248	33731.4844	33122.7969	27517.5254	25341.084	31217.7773	26730.2285	30249.5176	27822.957	31748.5234	34683.6992	35777.7344	32612.4688	32098.8691	33330.9258	33943.5469	33540.4922	28387.1562	31545.5332	30189.5234	33851.2031	26828.6406	30145.9121	33414.9258	32370.2598	32050.5742	40002.1211	30490.2812	36953.5586	32786.7773	37618.9609	29628.8457	33455.5078	37502.4336	25402.1738	32394.2852	28601.5898	32638.8652	33838.8906	31963.8555	43617.5625	29644.793	32745.166	29560.1582	33574.1211	27740.8418	32162.002	34057.5234	35208.9648	36791.6484	31918.3398	29827.8555	32230.7227	32169.0898	33265.1133	33531.3359	28399.7871	31067.6445	31652.9238	32619.9199	27218.2266	27745.3711	32376.584	36110.7734	33729.418	31044.9922	35183.3164	38215.1445	27595.8125	29778.2715	33200.0703	26367.2246	35384.0195	33328.2305	27507.2461	28761.1387	29509.0156	33240.5703	32128.082	26411.7891	29509.6094	31935.6719	29569.5742	30059.9648	32951.2188	32956.4648	34232.1953	26976.2109	29235.832	28876.8574	32837.9609
1.7345	31797.9492	31342.6309	28970.0762	33622.6914	32676.1816	29667.9512	27129.9805	27571.0234	28618.2109	30526.834	31332.5137	31547.1055	32463.8281	32075.1133	30192.4102	31644.623	26231.707	32844.4492	28860.4277	31396.9629	29418.918	32190.0801	31564.5312	31440.0625	30994.9043	33211.6562	27711.8027	24964.8262	31376.918	32352.3633	32440.4043	34704.6094	35487.4414	30912.4492	31467.9863	32704.416	26872.7539	28361.209	32230.2324	32778.8828	28835.4961	25714.0664	28672.4648	26247.1836	28298.1992	28912.2871	28996.4414	32538.7188	33432.332	33164.1016	30858.4961	31245.6172	33036.7344	31978.0996	28705.6855	29155.1758	30457.0371	32454.752	26285	29813.8359	31559.6348	31282.6582	33350.8047	34141.7227	30858.8281	34184.1562	33841.9648	34971.1133	30135.5977	32679.002	35008.1094	25255.0625	30638.4395	28466.3086	31687.2598	33422.9648	31275.959	37053.0742	27928.9336	32325.7578	30961.8887	33364.5859	26953.748	32297.3105	30866.9473	35837.7891	33808.2188	32686.4238	29096.8945	33603.5938	31354.4961	29283.9473	32145.4219	27138.5625	28995.0723	31069.3945	31575.9629	26007.9121	27783.8066	30264.0078	33845.0547	33328.9609	31615.4727	32199.623	34777.7891	27612.1309	29657.1211	30484.4121	26993.0449	34142.6211	35896.6797	27201.3027	28348.9668	29928.3594	32450.668	31723.0938	27559.5801	27989.75	32093.5156	29219.9277	29873.5391	32239.0176	31595.7129	32641.5352	25989.5547	29897.0234	28086.582	31724.0664
1.8679	30530.877	31548.1992	28724.0137	31046.002	32524.9609	30763.9746	25940.541	27695.0371	27720.4551	30711.0801	30869.9922	31745.3926	32010.5176	32676.6094	30973.668	30682.5781	26662.8223	31001.1699	28900.5391	30185.9297	28393.7285	32234.2422	31036.8535	31007.9785	28937.0098	32540.0586	NaN	25236.3145	30591.6973	31888.8984	31388.0938	33883.7578	33336.0703	31223.3789	31187.4453	31735.9473	27270.0059	27492.7539	30653.6719	30772.9531	29311.7969	27052.3438	27625.7188	27017.9004	29650.9062	28546.3203	28814.4414	33046.8438	32552.9219	31777.1426	31202.25	30420.0527	34361.6641	31995.7344	28407.5156	29399.9785	30543.584	32067.0117	26324.7266	31385.7715	30606.8652	32443.5254	32709.1328	31291.6113	29690.3984	32736.5332	33675.8672	35260.7773	30143.25	31613.3066	33630.2734	27010.7246	30586.0449	27374.5762	31853.6836	33085.1055	31317.1582	36490.2109	27628.5352	31386.8965	33490.1484	33438.8359	27868.1074	31151.4023	28150.377	34413.5547	30622.7207	31673.9863	30567.1719	34165.125	30384.5664	29423	31670.2559	27098.334	28991.2344	33089.3008	30958.2441	24692.7461	28790.2539	31076.8457	33256.9648	32871.7383	30050.0098	32276.1875	33656.2969	26158.584	30584.3281	31313.9043	26874.9395	35232.5312	34037.3203	26822.3828	29209.0781	28252.6172	32377.4883	31115.1289	25280.75	28082.207	32296.166	29051.498	30534.2012	31162.5801	31429.7441	32258.5547	25448.752	29457.1758	28759.3438	32225.8066
2.0013	29694.5195	29966.0938	28027.5801	31400	31191.0625	30839.0234	26800.5762	27150.0449	29070.0137	31054.9727	29030.4004	31110.6172	31002.1895	32060.541	NaN	31126.3301	26431.1035	30299.9004	28769.3711	30474.7363	28082.7266	30138.2773	NaN	31162.1758	28534.2715	30893.043	NaN	25638.0156	29430.4844	31588.8809	29762.4199	34425.4023	33540.8672	31817.1328	31811.625	30762.8027	27604.2754	27516.8438	31160.5879	30496.5371	28365.4004	28793.1152	26380.5957	26945.1074	27522.8789	28929.7461	27799.8945	32290.9141	32868.3359	30811.7637	30512.9141	31478.6641	34528.8594	32965.2578	28404.8418	30088.293	NaN	32450.4082	26614.002	30766.6562	31800.4727	NaN	33046.9297	31900.4707	30257.6523	32500.1855	32759.2363	34563.2422	30333.3926	30900.9746	32853.9375	28005.6445	31357.7832	27861.8809	33670.25	34139.1367	30175.5391	35320.168	28818.4141	31466.1719	30825.9121	32030.3652	26875.332	29406.5664	27859.4199	34053.1094	31378.3809	31203.502	30322.0898	31104.6172	29763.2969	29780.8438	30987.7246	27837.0527	29148.0898	33281.7266	31671.4141	25730.2949	28273.584	30835.6035	30963	31529.4727	28879.752	31380.0039	32589.5371	25978.7207	27883.5273	31631.4707	27157.7285	34557.3242	34446.2617	NaN	27246.6113	29429.7422	31687.1816	30641.1504	26253.5527	26709.9258	32088.1094	29579.4492	29326.8145	31138.9766	32688.7285	32529.8672	26261.6543	30815.5508	29225.7266	31063.9316
2.1347	29460.2031	30931.582	27251.4453	32252.6543	30592.0938	29677.7656	26260.2168	NaN	28310.9316	31127.668	29606.2422	31247.9688	31384.8184	32040.4336	NaN	31121.3828	26985.6387	30302.5195	28269.7637	29624.0703	28288.5879	30312.5703	NaN	30069.4395	30398.2383	30578.5176	NaN	NaN	30250.2656	32306.1035	30988.0801	31964.3945	33887.9062	31896.7285	31362.6035	30209.6133	27574.1621	27925.5039	30231.2773	30882.4375	28835.1289	27117.4434	27667.2441	26579.7012	28880.6914	29325.4414	28149.3125	32784.668	32050.2012	30753.5488	31549.4746	31079.9844	34405.6562	30703.3359	28325.2891	30424.1641	NaN	30544.6816	27434.1484	31418.3125	32723.4707	NaN	32432.1875	30984.1875	31791.1973	31705.1914	33709.9375	NaN	30663.8477	31281.5566	31815.0293	27475.7441	30356.0859	26716.4199	NaN	32641.832	30775.1934	33999.5898	29685.4805	31704.457	31776.998	31864.5527	26753.0098	30477.6855	27301.2812	34264.0938	32815.4062	31366.7578	33035.5664	32600.1523	28836.3594	30108.5508	29086.7168	28132.0527	29870.1035	31835.4551	31206.8691	25670.6934	NaN	30990.291	31668.0059	31523.6309	30325.0664	31102.2637	31806.9473	26766.4609	28654.8984	30234.8086	26339.5	33295.3516	34376.4922	NaN	29178.3867	29713.4316	31425.4688	30844.4004	25708.7871	27409.2617	31633.2363	30448.9238	29951.3398	31341.8184	33355.0117	31587.4316	24998.1465	29875.2617	28227.4512	31405.6289
2.2682	29384.4824	31487.6992	27363.5215	31968.1973	31415.6309	29637.6152	26355.959	NaN	28491.2188	30763.9785	31156.4316	NaN	31581.4238	33811.0938	NaN	32226.3203	25964.7227	32462.5371	28782.6211	29035.6992	29307.5801	31688.1934	NaN	30208.582	31219.1328	30370.2539	NaN	NaN	30098.4688	31795.2539	31138.3398	33791.6094	33701.2578	32272.8398	31354.5215	28601.7617	26239.5781	28414.3145	29960.4824	30246.0352	30106.6172	25062.5566	26743.6992	26906.2832	29485.5996	28908.8633	28246.5957	31784.8184	31590.0254	30741.2852	31438.2285	30500.0605	33742.0977	30524.3633	27622.9102	30944.5859	NaN	30105.6758	27187.9434	31012.6309	30110.6211	NaN	33743.3164	30436.1074	32374.9629	32096.9785	33432.9062	NaN	30520.0059	30586.8926	32218.9277	27172.5977	29917.0469	27505.1113	NaN	32466.1973	28710.0234	33787.0977	30900.1016	30873.6602	29882.2227	31525.2715	27090.959	30987.5391	27372.3867	34544.1836	30397.1328	NaN	32496.1895	34262.1445	29928.0098	30314.2676	31260.6484	28530.2168	NaN	32750.3535	30239.0625	26346.8574	NaN	31327.3359	32904.8828	32011.5078	31121.4824	31034.8164	32197.5371	26503.4531	NaN	31839.2598	24569.8867	NaN	33827.5273	NaN	28727.8379	29405.1055	31744.2461	30849.9707	26978.5488	27618.668	31695.4824	31384.8555	29650.1328	31797.8457	NaN	33461.3438	26087.4824	30316.1406	27643.9473	29860.0078
2.4016	28975.0508	31747.8809	28745.1289	30572.2051	32101.4316	29138.9004	27668.0039	NaN	28593.2207	28665.9941	31461.4473	NaN	31618.5801	33774.125	NaN	32320.1426	26383.5059	NaN	NaN	29649.373	28998.4844	30855.0508	NaN	29842.9238	28006.3848	31154.9277	NaN	NaN	30608.6523	30694.0273	31919.6309	34240.8789	32027.7871	31750.7949	31342.0215	28177.5762	26460.3691	28640.8809	29650.6484	29644.5742	28885.7559	25391.2832	25410.9961	27294.1699	28725.1348	27955.8535	27336.7461	32595.4492	31814.9902	30969.3984	30220.8184	31904.1016	33771.1758	31542.4277	28216.0762	30416.1152	NaN	30410.5098	26116.3926	29957.3477	30206	NaN	32488.8066	31116.666	30947.2363	33512.457	33406.5547	NaN	NaN	32153.0684	31002.1934	NaN	29733.1523	26326.7656	NaN	32890.0664	29848.0879	33306.6836	31008.4121	31794.3027	30480.3047	31330.4902	28939.3672	29451.1484	27345.5098	35489.5898	29975.1738	NaN	31318.5781	31667.4609	31106.3477	29494.6699	31481.1328	28963.4082	NaN	32625.8184	31232.9961	24638.7402	NaN	31138.168	32038.8887	32031.6094	31863.5508	30849.9336	31858.4492	26587.7031	NaN	30935.2383	27748.7559	NaN	35071.7031	NaN	29025.0664	29424.5195	31124.3301	29353.4473	26453.2422	26506.6172	31554.0938	31108.9609	28767.6562	32531.6348	NaN	32092.9316	25186.8672	29802.293	27693.6562	30824.0234
2.535	28595.248	30877.834	28832.7832	30163.4297	31472.3652	28175.0293	26970.4043	NaN	27705.5273	30279.793	31106.5957	NaN	30436.623	34152.9766	NaN	31959.4043	26042.3574	NaN	NaN	30566.2207	30140.0117	30062.1719	NaN	28631.3906	30572.9375	30143.2344	NaN	NaN	30606.0703	29720.7852	31944.6211	33490.8125	33819.0781	NaN	30871.4531	28317.6934	27525.2656	NaN	30296.5449	31353.125	28736.3945	24330.2832	26621.5938	26517.6973	27677.6289	27556.9629	27431.4375	31635.2832	31202.7852	30638.0547	31405.8789	32410.3125	33786.5664	30508.2773	28762.9512	30747.5273	NaN	30572.6016	25852.7324	30996.2031	29899.5332	NaN	31593.8203	29939.4121	30549.334	32693.3867	32880.6055	NaN	NaN	31777.6445	30737.5332	NaN	30692.4648	26617.1289	NaN	32236.3691	28371.1992	33289.4922	29246.3691	32424.6133	30197.5938	31379.6191	27344.3359	NaN	28576.3828	35113.6797	30614.0586	NaN	30813.0195	31694.5137	29323.8945	30519.6074	32219.4062	29610	NaN	32460.5488	30468.2324	25737.5391	NaN	31157.5254	31998.7676	32699.1387	30203.291	31336.7305	31270.7324	27528.457	NaN	30706.0098	26762.0449	NaN	33666.1953	NaN	30588.1387	29431.2832	30398.9766	30051.4395	25986.3281	26624.9941	29406.377	31784.4492	28888.9531	32092.1367	NaN	33499.6562	26283.0742	30041.2617	27835.957	31339.3086
2.6684	29763.6406	30913.1309	28299.2441	30960.8125	30648.7324	NaN	27323.9414	NaN	28393.6113	29801.9512	31029.4785	NaN	30928.6953	33290.2969	NaN	31704.4941	27376.0898	NaN	NaN	30790.2969	29405.9824	30982.8418	NaN	29022.1719	28843.7852	30790.7305	NaN	NaN	30855.8613	31236.0645	30942.6133	NaN	33177.7695	NaN	30887.6445	28277.8828	27635.4922	NaN	28454.8555	31225.959	NaN	24627.7832	26580.0254	24092.2598	28771.9062	28781.9688	28689.9375	32503.6348	31183.3457	30369.9551	32614.1074	30438.0879	33587.7734	32149.125	27849.3008	29598.2402	NaN	30845.6992	26259.8594	31619.6797	30253.875	NaN	NaN	31595.377	32476.4668	32431.3828	32648.2949	NaN	NaN	32641.2656	29909.0078	NaN	31006.4121	26869.4219	NaN	30504.2969	NaN	32478.6465	29998.7227	31617.4961	29132.5137	30682.0859	28105.3027	NaN	28545.6113	34419.1094	31774.5352	NaN	31256.207	32553.5664	32072.8145	NaN	31792.8105	28096.1738	NaN	32170.5117	30053.7324	26897.5742	NaN	31401.1562	31500.9395	32316.457	NaN	31536.2207	31553.1562	27828.4727	NaN	30845.4863	27100.3477	NaN	32733.8984	NaN	30199.1621	28911.3184	32179.6211	31225	25861.0938	NaN	29232.3047	31872.9648	29515.9395	31768.9102	NaN	31134.707	25687.8945	30353.8906	28531.3594	30907.4863
2.8019	28747.4219	30448.2305	28670.8242	29907.2871	29801.6582	NaN	27558.2324	NaN	29120.4746	30665.8184	30245.7246	NaN	32758.1328	32354.9277	NaN	NaN	27442.6289	NaN	NaN	30650.4766	NaN	30462.002	NaN	29606.377	29336.6523	30727.0996	NaN	NaN	31498.1211	32302.2363	32727.7637	NaN	33176.2344	NaN	NaN	28913.1387	27491.2969	NaN	NaN	31930.0312	NaN	24450.6465	27107.7441	24369.1152	28053.2305	27545.9668	28764.2852	32725.7402	31130.332	30015.1211	30436.2168	30651.0156	32938.6016	32694.7402	28450.7246	30579.4688	NaN	30373.4102	25455.4082	31254.9453	31716.293	NaN	NaN	32990.3281	NaN	33022.0352	33216.293	NaN	NaN	NaN	28831.543	NaN	30300.6445	NaN	NaN	NaN	NaN	30958.9375	31062.9648	30858.2344	30072.2109	32106.6211	NaN	NaN	28154.0762	34268.5391	31022.2324	NaN	31284.4551	30554.127	30159.8574	NaN	31695.207	27093.9824	NaN	32932.1641	30151.4434	24793.0254	NaN	33244.7227	31763.3379	32282.502	NaN	31200.9336	30957.1328	26376.2109	NaN	31319.0078	26084.0625	NaN	33768.9297	NaN	29322.2773	28853.5332	32435.1504	30542.5703	26288.4316	NaN	31386.3027	31598.4688	NaN	31127.6895	NaN	NaN	NaN	29989.7246	28800.8516	31505.0605
2.9353	28640.1523	29050.5723	NaN	30624.4238	31968.0098	NaN	27567.8945	NaN	NaN	31290.334	NaN	NaN	NaN	32661.5566	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30129.1777	NaN	28247.4766	29533.127	30050.4727	NaN	NaN	32519.9531	30942.2266	NaN	NaN	33349.0078	NaN	NaN	NaN	27366.4336	NaN	NaN	29872.3848	NaN	24808.4668	27775.9668	25365.834	27397.1113	27753.0586	28242.1211	33694.332	32003.2012	29333.9023	31377.2812	29832.4434	32517.9062	30603.6309	28319.3262	28945.7949	NaN	29863.2832	25227.9375	30815.4766	31034.543	NaN	NaN	32432.1426	NaN	31745.1191	NaN	NaN	NaN	NaN	29895.2031	NaN	30727.7227	NaN	NaN	NaN	NaN	31862.748	NaN	30322.4316	31523.9863	31248.5781	NaN	NaN	28690.8262	33271.6641	31129.4961	NaN	31619.5977	NaN	31236.4336	NaN	32664.4961	NaN	NaN	32821.0273	30415.0254	25703.2031	NaN	32282.7324	32161.8984	34243.7109	NaN	33083.5508	31579.1367	NaN	NaN	29578.8145	27402.8906	NaN	33606.0508	NaN	29961.0781	28673.7402	31378.0957	30392.3926	26110.5215	NaN	NaN	31472.8672	NaN	32774.0859	NaN	NaN	NaN	30551.5332	NaN	30926.918
3.0687	30006.9316	NaN	NaN	30289.8828	30999.6445	NaN	26881.6973	NaN	NaN	NaN	NaN	NaN	NaN	31807.293	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28574.2305	29266.1602	NaN	NaN	NaN	NaN	30544.0215	NaN	NaN	32701.6797	NaN	NaN	NaN	28150.6035	NaN	NaN	30903.6074	NaN	24544.9727	27199.4121	24429.4043	28565.8359	28228.7148	30151.8418	NaN	31583.2773	28740.0977	29922.1758	30025.6426	32269.5703	31593.9062	NaN	NaN	NaN	30978.7734	26252.7734	31717.043	31557.9062	NaN	NaN	30988.875	NaN	31770.7539	NaN	NaN	NaN	NaN	32113.752	NaN	NaN	NaN	NaN	NaN	NaN	30752.3984	NaN	31157.7402	NaN	NaN	NaN	NaN	26278.1875	31354.2773	31583.7754	NaN	32748.5	NaN	31169.2402	NaN	32951.1914	NaN	NaN	30962.1973	30221.707	26019.0391	NaN	32859.7227	33409.3984	32805.7109	NaN	31851.5449	30124.6523	NaN	NaN	30201.5664	NaN	NaN	NaN	NaN	28994.0215	29522.6875	30883.0371	30646.2109	26909.1758	NaN	NaN	NaN	NaN	31883.0352	NaN	NaN	NaN	NaN	NaN	30300.0234
3.2021	NaN	NaN	NaN	31284.0703	29346.4668	NaN	25943.7441	NaN	NaN	NaN	NaN	NaN	NaN	31558.3105	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30860.1133	31087.2148	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33010.9375	NaN	NaN	NaN	27618.9277	NaN	NaN	NaN	NaN	24814.4355	26155.7285	NaN	28190.7852	27233.4941	NaN	NaN	31672.4375	29030.0625	31750.6504	NaN	NaN	32239.5605	NaN	NaN	NaN	32009.3008	27287.9492	NaN	31620.0645	NaN	NaN	32881.0312	NaN	32092.8809	NaN	NaN	NaN	NaN	31712.4238	NaN	NaN	NaN	NaN	NaN	NaN	31752.752	NaN	31961.2617	NaN	NaN	NaN	NaN	27741.3516	33591.3633	32057.1523	NaN	31966.6523	NaN	30896.5215	NaN	NaN	NaN	NaN	NaN	31723.8906	NaN	NaN	31846.5352	33245.4688	31982.4551	NaN	31566.4902	29229.3789	NaN	NaN	32078.0996	NaN	NaN	NaN	NaN	28255.0391	29280.2832	32668.5254	NaN	27299.2832	NaN	NaN	NaN	NaN	31417.7129	NaN	NaN	NaN	NaN	NaN	30849.7559
3.3355	NaN	NaN	NaN	31934.1309	30876.4395	NaN	25602.6934	NaN	NaN	NaN	NaN	NaN	NaN	31618.168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28875.3867	35144.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31994.0195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24245.4531	25634.4863	NaN	NaN	NaN	NaN	NaN	32140.3984	30259.6035	30526.8477	NaN	NaN	31994.7188	NaN	NaN	NaN	32716.377	26295.377	NaN	33731.3242	NaN	NaN	31725.0918	NaN	31636.5059	NaN	NaN	NaN	NaN	29955.2422	NaN	NaN	NaN	NaN	NaN	NaN	31921.9043	NaN	NaN	NaN	NaN	NaN	NaN	27828.791	32649.252	32859.3008	NaN	31253.1309	NaN	31451.1797	NaN	NaN	NaN	NaN	NaN	31339.75	NaN	NaN	31441.293	33315.6562	31910.5645	NaN	NaN	28950.123	NaN	NaN	31579.3984	NaN	NaN	NaN	NaN	29618.6816	30269.3145	30119.0273	NaN	NaN	NaN	NaN	NaN	NaN	30716.7656	NaN	NaN	NaN	NaN	NaN	30149.9707
3.469	NaN	NaN	NaN	30769.9961	31695.3652	NaN	27171.4707	NaN	NaN	NaN	NaN	NaN	NaN	31402.2617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33101.7852	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23510.4375	25238.8691	NaN	NaN	NaN	NaN	NaN	31547.5098	29798.6543	30261.0566	NaN	NaN	32234.0078	NaN	NaN	NaN	32665.6348	25584.6465	NaN	32926.4453	NaN	NaN	30289.9824	NaN	30450.8105	NaN	NaN	NaN	NaN	30752.6895	NaN	NaN	NaN	NaN	NaN	NaN	32640.4941	NaN	NaN	NaN	NaN	NaN	NaN	26902.8242	30754.9219	32731.7402	NaN	31892.0684	NaN	30983.3301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31379.1504	31631.1309	32018.207	NaN	NaN	29562.1562	NaN	NaN	30913.6387	NaN	NaN	NaN	NaN	29547.0117	29217.8926	30850.2832	NaN	NaN	NaN	NaN	NaN	NaN	31895.4375	NaN	NaN	NaN	NaN	NaN	30907.9609
