X	Y_20180224_15102_10_11_s_g	Y_20180224_15102_10_1g	Y_20180224_15102_10_2g	Y_20180224_15102_10_4g	Y_20180224_15102_10_5g	Y_20180224_15102_10_6g	Y_20180224_15102_11_11g	Y_20180224_15102_11_1_s_g	Y_20180224_15102_11_3g	Y_20180224_15102_11_6g	Y_20180224_15102_11_8g	Y_20180224_15102_11_9g	Y_20180224_15102_12_10g	Y_20180224_15102_12_11g	Y_20180224_15102_12_12g	Y_20180224_15102_12_16g	Y_20180224_15102_12_1g	Y_20180224_15102_12_2g	Y_20180224_15102_12_5g	Y_20180224_15102_12_6g	Y_20180224_15102_12_7g	Y_20180224_15102_13_14g	Y_20180224_15102_13_1g	Y_20180224_15102_13_3g	Y_20180224_15102_13_5g	Y_20180224_15102_13_6g	Y_20180224_15102_13_7g	Y_20180224_15102_13_8g	Y_20180224_15102_14_1g	Y_20180224_15102_14_2g	Y_20180224_15102_14_3g	Y_20180224_15102_14_4g	Y_20180224_15102_14_6g	Y_20180224_15102_14_7_s_g	Y_20180224_15102_15_11g	Y_20180224_15102_15_12g	Y_20180224_15102_15_13g	Y_20180224_15102_15_14g	Y_20180224_15102_15_15g	Y_20180224_15102_15_2_S_g	Y_20180224_15102_15_4g	Y_20180224_15102_15_5g	Y_20180224_15102_15_6g	Y_20180224_15102_15_7g	Y_20180224_15102_15_8_S_g	Y_20180224_15102_15_9g	Y_20180224_15102_16_1g	Y_20180224_15102_16_3g	Y_20180224_15102_16_4g	Y_20180224_15102_16_5g	Y_20180224_15102_16_6g	Y_20180224_15102_16_7g	Y_20180224_15102_16_8g	Y_20180224_15102_17_6g	Y_20180224_15102_18_4g	Y_20180224_15102_18_6g	Y_20180224_15102_19_1g	Y_20180224_15102_19_2g	Y_20180224_15102_19_3g	Y_20180224_15102_19_4g	Y_20180224_15102_19_5g	Y_20180224_15102_19_6g	Y_20180224_15102_19_7g	Y_20180224_15102_19_8g	Y_20180224_15102_19_9g	Y_20180224_15102_1_1g	Y_20180224_15102_1_2g	Y_20180224_15102_1_3_s_g	Y_20180224_15102_1_4g	Y_20180224_15102_20_10g	Y_20180224_15102_20_12g	Y_20180224_15102_20_3g	Y_20180224_15102_20_4_S_g	Y_20180224_15102_20_5g	Y_20180224_15102_20_6g	Y_20180224_15102_20_8g	Y_20180224_15102_21_3g	Y_20180224_15102_21_4g	Y_20180224_15102_21_5g	Y_20180224_15102_21_8g	Y_20180224_15102_22_1g	Y_20180224_15102_22_2g	Y_20180224_15102_22_3g	Y_20180224_15102_22_4_S_g	Y_20180224_15102_22_5g	Y_20180224_15102_23_1g	Y_20180224_15102_23_4g	Y_20180224_15102_23_5g	Y_20180224_15102_23_6g	Y_20180224_15102_23_7g	Y_20180224_15102_23_9g	Y_20180224_15102_24_1g	Y_20180224_15102_24_3g	Y_20180224_15102_24_4g	Y_20180224_15102_24_5g	Y_20180224_15102_24_6g	Y_20180224_15102_25_10g	Y_20180224_15102_25_11g	Y_20180224_15102_25_12g	Y_20180224_15102_25_13g	Y_20180224_15102_25_14g	Y_20180224_15102_25_15g	Y_20180224_15102_25_3g	Y_20180224_15102_25_4g	Y_20180224_15102_25_7g	Y_20180224_15102_25_8g	Y_20180224_15102_25_9g	Y_20180224_15102_26_10g	Y_20180224_15102_26_2g	Y_20180224_15102_26_3g	Y_20180224_15102_26_5g	Y_20180224_15102_26_6g	Y_20180224_15102_26_7g	Y_20180224_15102_27_10g	Y_20180224_15102_27_11g	Y_20180224_15102_27_12g	Y_20180224_15102_27_1g	Y_20180224_15102_27_3g	Y_20180224_15102_27_6g	Y_20180224_15102_27_9g	Y_20180224_15102_28_11_S_g	Y_20180224_15102_28_12g	Y_20180224_15102_28_13g	Y_20180224_15102_28_14g	Y_20180224_15102_28_15g	Y_20180224_15102_28_5g	Y_20180224_15102_28_6g	Y_20180224_15102_28_7g	Y_20180224_15102_28_8g	Y_20180224_15102_29_1g	Y_20180224_15102_29_5g	Y_20180224_15102_2_2g	Y_20180224_15102_2_3g	Y_20180224_15102_2_4g	Y_20180224_15102_2_5_s_g	Y_20180224_15102_2_6g	Y_20180224_15102_2_7g	Y_20180224_15102_3_1g	Y_20180224_15102_3_3g	Y_20180224_15102_3_4g	Y_20180224_15102_3_5g	Y_20180224_15102_3_6g	Y_20180224_15102_4_10g	Y_20180224_15102_4_11g	Y_20180224_15102_4_1g	Y_20180224_15102_4_3g	Y_20180224_15102_4_5g	Y_20180224_15102_4_7g	Y_20180224_15102_4_8g	Y_20180224_15102_4_9_s_g	Y_20180224_15102_5_1g	Y_20180224_15102_5_2g	Y_20180224_15102_5_3g	Y_20180224_15102_5_5g	Y_20180224_15102_6_1g	Y_20180224_15102_6_2g	Y_20180224_15102_6_5g	Y_20180224_15102_6_6g	Y_20180224_15102_6_7g	Y_20180224_15102_7_1g	Y_20180224_15102_7_2g	Y_20180224_15102_7_3_s_g	Y_20180224_15102_7_4g	Y_20180224_15102_7_5g	Y_20180224_15102_7_6g	Y_20180224_15102_7_8g	Y_20180224_15102_8_10g	Y_20180224_15102_8_1g	Y_20180224_15102_8_2g	Y_20180224_15102_8_3g	Y_20180224_15102_8_5g	Y_20180224_15102_8_6_s_g	Y_20180224_15102_8_7g	Y_20180224_15102_8_8g	Y_20180224_15102_9_2g	Y_20180224_15102_9_3g	Y_20180224_15102_9_4g	Y_20180224_15102_9_5g	Y_20180224_15102_9_6_s_g	Y_20180224_15102_9_7g
0	39664.277	32694.488	35214.543	34214.785	34315.781	32717.139	37442.691	40435.699	33775.617	36978.656	40331.828	39425.402	34366.883	37379.406	36292.961	38074.902	31934.91	29736.629	39106.297	36969.082	35709.188	38415.949	34810.859	36889.027	46492.25	36208.5	41362.305	38679.816	33563.977	34006.758	39100.734	40043.254	35987.957	36474.043	43458.145	36351.703	39091.637	35301.516	37260.109	34741.328	38227.035	33435.18	36992.871	36547.867	37190.762	33332.684	34404.918	32962.113	37790.68	33177.902	34818.301	29044.148	29104.35	37837.723	31998.668	39842.352	37153.566	37085.359	36796.57	31679.969	38150.836	32625.594	36066.766	39983.922	39123.473	39064.199	35774.371	36236.48	32148.992	36994.828	34589.531	39573.32	37994.73	39198.27	36874.984	40376.637	38459.809	39384.184	35559.422	34803.152	39807.441	39046.129	35223.875	40663.586	33138.41	36713.082	35081.148	34119.969	35764.523	36988.699	32202.598	36755.137	38460.125	38691.773	31935.674	34635.422	33366.164	36614.707	37444.242	39840.992	35692.25	34746.961	33451.051	35823.238	35010.066	37203.699	35102.027	35785.039	37811.492	33987.637	36215.879	38951.566	38611.5	39097.625	41508.859	34930.375	37926.711	37486.082	34688.688	39631.66	37594.18	34484.801	36850.113	38356.539	39472	40561.445	35879.703	36907.82	40330.398	31838.287	35567.418	34980.289	37360.059	37624.25	33734.031	79207.758	39170.477	38409.887	34181.789	30054.389	36004.566	39503.602	37074.043	34817.742	37255.934	32931.523	36956.562	33186.281	35205.332	38418.273	36735.332	36657.508	36380.301	36741.805	35388.508	33302.27	36662.945	39968.465	38302.961	36285.215	32131.09	38011.023	32133.641	39610.586	37158.172	36651.859	38298.133	28295.879	37409.676	39476.602	37104.262	34529.801	37364.129	36591.738	38718.57	34876.453	40558.766	40598.867	38728.254	32195.318
0.1334	40386.988	35190.016	35208.707	35852.035	35054.215	32936.633	39141.508	39412.988	33103.035	37605.672	39536.461	40370.645	34499.254	37796.387	37570.199	39189.078	31961.404	30464.992	39218.934	39609.301	35586.746	37371.133	34597.422	38217.102	42705.641	36003.543	42232.699	38910.652	34546.625	34338.32	37831.863	40806.945	35184.582	36188.27	44942.195	35361.301	38020.672	34618.781	37740.934	35184.77	36898.984	32150.494	37155.773	36069.031	37447.746	33790.336	34744.445	34101.371	37875.715	34351.504	36135.457	30116.523	30032.943	37177.074	32994.09	40192.164	38526.93	38165.828	39091.754	31582.006	39081.539	31685.893	36464.289	38378.199	39114.59	39864.16	37290.164	35599.977	33079.52	37863.695	33438.617	40936.16	38478.383	39709.227	38300.797	40092.75	38241.059	40068.773	35989.469	37220.477	37913.762	39545.871	35781.742	41131.344	32278.422	35578.793	34523.102	34308.297	36738.023	38643.332	31492.928	36750.012	37016.336	38159.91	32259.303	34001.824	33876.371	36610.992	40194.25	39783.305	34618.375	35334.895	32887.383	36967.051	36525.844	37746.336	34083.594	38129.141	36541.527	33027.332	36378.703	38499.84	38143.496	39632.57	40211.715	33702.648	36504.402	37908.074	34590.102	38719.125	37939.809	35057.484	35540.184	39468.652	37953.277	39424.109	38081.762	37812.961	38003.453	31534.441	36984.195	36091.098	37247.938	36981.426	33436.141	86588.945	39841.719	39446.785	33919.957	28932.131	38063.215	39714.914	36711.605	34321.176	36979.48	32653.154	36572.594	33838.352	34295.688	39324.449	35545.43	39533.121	37983.309	36717.75	36909.371	35605.859	36828.945	39817.66	38772.215	36726.43	31873.361	38485.141	32009.605	38316.617	37150.828	35927.547	37357.797	28126.418	35787.613	40358.879	36234.633	34762.965	38122.977	37601.844	40780.941	34414.922	41172.562	41147.027	38971.312	32815.387
0.2668	39309.469	34889.594	35695.938	34358.559	35281.734	33669.109	37312.445	37890.613	33134.141	36694.629	39619.273	40030.262	34672.355	37853.262	36956.359	38037.934	32991.348	30192.848	39394.633	38794.875	35189.578	37807.164	34963.852	38013.52	40814.625	36271.336	40231.824	37939.324	32741.291	33259.551	38296.781	38835.52	35585.156	36289.098	43568.383	35231.672	37726.695	35306.809	36460.477	33004.176	38114.383	32623.4	38051.344	36106.895	35624.832	33849.879	35825.328	33913.227	37108.598	33971.934	34503.562	30818.535	29712.982	37957.023	33085.414	40380.387	36909.234	37859.785	39002.949	31198.371	39586.207	33526.16	37356.867	39607.559	40893.246	41414.992	35980.379	36631.246	32329.006	36500.531	33640.211	39926.719	38239.969	40205.398	38353.277	38869.512	39423.016	40441.477	36716.609	35867.59	37982.711	39625.176	34390.336	40328.672	31550.678	37924.16	32664.344	33919.559	36606.855	39190.617	30301.904	36263.309	36626.219	38203.977	33261.875	35306.879	34651.613	37757.152	39081.992	40053.145	34171.922	35395.035	33390.992	35534.051	34392.59	37851.109	33348.809	40270.93	37117.922	33773.09	36887.594	36909.945	37576.09	37658.801	39800.539	32915.633	37571.586	37198.379	34334.418	41791.051	39132.594	36277.238	35905.379	39910.223	36174.191	39155.801	36663.105	37637.23	40018.137	31923.162	35797.805	35327.469	35581.375	35555.262	33268.234	76524.57	40651.758	38936.523	35051.703	30732.416	39135.578	40253.633	37502.672	33581.781	38042.902	33497.492	36211.598	34699.332	33631.234	39734.211	35305.875	41381.082	35630.918	38035.012	33812.496	35508.344	36929.008	40537.867	37009.523	36269.539	32891.133	37065.121	31996.115	38639.121	37126.105	34346.254	39350.844	28559.551	35182.094	38522.555	36759.457	35055.703	39316.812	36691.359	40850.273	34825.168	40602.168	38389.391	37944.008	33468.645
0.4003	36427.602	33858.555	34654.176	33224.641	33549.852	33633.816	38455.426	38067.055	33744.852	37881.617	39984.922	40534.055	35493.539	40233.934	36750.676	36910.75	32454.656	31613.824	40226.688	40498.129	35320.828	38117.102	35539.535	37389.453	39753.219	36683.773	41402.934	37967.762	33541.172	35668.438	40275.246	37764.035	34585.918	36480.293	44334.949	34220.684	38974.609	35415.297	35725.852	34975.191	36976.414	33818.199	35739.301	36755.895	36432.676	33934.457	34609.617	33413.59	38426.695	33212.066	34770.922	32167.375	29824.627	36990.461	32214.277	37195.848	38423.008	37622.043	37731.762	32119.793	39628.52	33261.367	37380.332	40928.484	40413.898	40025.082	36176.551	36913.652	32138.408	37119.184	33811.953	38902.809	37700.785	38981.602	37965.527	39329.598	39561.051	39382.867	34390.777	35841.809	37760.391	39808.199	35719.961	40743.066	32649.818	38133.605	33452.48	36014.844	35532.195	39764.586	30609.912	35317.371	38543.676	39761.875	33413.055	35932.312	34332.84	38433.609	40022.281	40085.105	36027.719	35142.895	33356.531	36157.031	34347.105	36761.441	33547.953	41720.586	36888.965	34289.902	37477.629	36743.945	37202.074	37718.703	37942.766	35201.234	39125.977	38284.164	34494.652	42142.965	37610.355	34938.918	36308.883	40730.598	35981.98	39261.098	36460.793	36661.027	39136.539	32767.488	37462.188	36264.027	36599.867	37048.164	35003.137	58590.848	40645.34	39525.074	35031.668	30539.676	38409.016	38896.355	37525.484	32701.736	38201.16	34776.008	36079.547	35193.457	34171.047	40223.301	33831.246	41226.797	35342.293	37649.977	37398.625	36395.312	37560.574	39324.645	38553.41	36878.379	32934.309	37853.875	31591.299	37829.668	36539.93	34868.566	38928.641	28748.785	37240.379	37677.797	36779.648	34242.941	40147.484	37871.086	38811.68	35526.746	41430.449	39351.676	38953.34	34167.188
0.5337	37342.516	36011.164	35683.555	34567.855	35528.266	31680.336	37756.633	39045.582	33612.859	37644.09	40403.309	40179.418	35807.434	39743.742	37262.402	38704.383	32529.363	32898.035	39340.203	39297.465	36339.836	37368.035	36305.484	39110.672	38361.477	36419.941	41211.238	38770.164	33990.359	36546.996	38603.172	38645.598	36123.344	36865.691	44908.25	35583.848	38762.023	36047.656	36135.691	35268.727	38352.812	35003.402	36140.719	37904.812	35454.582	34961.461	33776.094	33621.906	40155.449	32808.82	34977.758	32942.875	28488.676	36541.281	33881.652	38332.047	37633.918	35983.445	38116.754	31455.285	39853.668	34352.855	37001.574	42360.941	39015.707	39099.984	36782.758	36217.348	32334.604	35458.148	33806.234	39304.129	38348.41	38994.973	38814.809	40643.516	39582.215	37742.145	36036.395	36741.434	38597.277	40817.43	36275.57	39257.027	33136.434	38458.68	32556.658	37168.598	37190.469	38487.504	31632.145	36420.121	38844.098	39104.98	33382.383	34683.914	34730.715	37962.242	40102.914	40810.805	35150.859	35155.918	33634.809	36211.664	34164.949	36158.711	35148.863	49446.367	37937.516	34051.355	38132.871	38070.883	39066.246	37014.711	38924.121	34736.988	39537.355	37392.02	34081.059	41766.664	37438.082	35175.715	35405.039	39259.723	36817.527	41100.047	36289.273	37235.73	39283.535	33103.191	38170.676	37281.562	36208.508	38016.977	33620.25	48222.238	41166.891	40124.082	34909.441	30298.641	38681.797	40579.16	37952.223	33953.02	37855.605	34422.336	35300.879	35920.004	34783.762	40123.141	33543.871	42889.734	36870.684	37212.281	37057.242	36237.02	37032.621	39175.727	39821.641	37752.742	33741.918	37721.879	31483.096	38565.938	36544.914	37426.422	39317.395	29153.152	37041.363	37296.664	36371.84	34003.422	43301.414	38615.73	37287.441	34884.547	40934.102	38988.363	38544.402	33840.746
0.6671	37664.254	35025.375	36033.25	35094.551	35148.609	32698.717	38290.434	40082.645	34764.434	37766.363	42019.012	39277.043	37006.129	38730.098	38481.273	40023.422	34414.027	31183.898	40942.531	41033.672	37605.438	37823.145	35962.613	39697.816	39195.406	36840.883	41816.164	39003.848	34698.523	37556.637	39085.312	38358.621	36366.773	36511.68	44599.918	36209.695	38483.391	36752	35577.887	35291.684	41643.164	33722.859	38119.914	37135.895	34845.758	34601.344	34934.523	33964.141	38051.918	32640.881	34877.258	30495.068	29873.623	38331.16	33462.852	38319.242	38266.922	38185.363	38292.34	32609.385	42916.949	35038.504	37117.906	45870.375	39167.859	40829.879	37603.465	38738.418	32435.707	36996.238	31707.719	38873.723	37103.742	39479.012	38340.117	41064.984	40124.035	38164.445	35015.73	36633.961	39256.07	40881.258	37023.059	40141.961	32601.912	38241.434	33754.98	35866.742	35948.961	40608.984	31885.473	38903.539	37728.621	39962.762	33552.867	36655.172	35604.941	38892.984	38926.922	44273.52	36455.586	36294.766	33603.238	38092.441	34932.312	37470.082	35078.699	64948.188	38196.535	34983.098	38557.816	40082.738	37745.52	36947.363	40610.488	34638.746	39417.785	37952.113	34756.801	40677.785	39039.129	35172.16	35309.773	40321.621	37164.164	41139.598	35873.555	37035.523	39421.105	32593.211	39074.535	36188.621	36210.367	38590.781	34545.328	43822.125	41890.984	40491.633	36296.809	30358.967	40250.242	41462.469	38322.062	35067.266	37818.039	34601.012	34689.301	38524.188	33978.613	39679.43	34393.688	42825.242	36359.672	37972.574	37873.566	36595.816	37746.785	40037.387	38180.164	37388.715	32116.408	37017.863	32108.086	36478.809	35795.129	38822.645	40851.195	29944.984	38714.699	37101.426	35556.789	34505.016	42871.297	37409.109	38563.961	35587.824	41774.586	38858.238	40480.082	33425.754
0.8005	38254.602	35204.523	36119.707	35727.047	34736.203	33625.891	39397.758	38226.961	35473.844	37393.789	40507.426	40926.203	36518.02	39624.715	39414.465	41005.527	34850.91	32075.848	39282.621	39632.629	36423.738	38017.176	37016.344	40608.512	37622.895	36704.293	43416.715	37951.121	35447.211	37729.191	40481.652	38428.273	35266.789	35572.758	44353.789	36452.371	37864.141	36406.828	35336.848	34374.93	47881.105	34193.133	39482.922	38608.309	35778.512	33959.883	35750.254	35050.559	37785.102	32950.688	33482.625	31535.4	29492.395	38037.16	32617.516	37709.16	38349.941	37185.586	39914.801	34335.547	42534.43	34959.223	37921.453	53926.398	40469.613	39408.23	37351.652	37884.559	33343.75	37075.945	32399.268	39915.074	38066.309	39234.137	39318.051	40049.703	40657.441	38112.82	35439.293	37310.125	39046.082	40851.879	36625.754	41011.934	32679.98	39159.68	36384.656	34768.398	35167.914	40363.992	32317.191	37099.172	39636.266	38655.086	33458.465	35015.461	36347.484	38498.848	40221.973	52704.969	36347.711	37389.137	36178.129	36895.23	36067.527	36882.32	35321.062	107594.219	37030.008	34626.117	37632.559	41165.812	38371.055	36554.59	41462.352	34680.465	39207.926	37447.941	35510.652	42044.133	39451.906	34576.262	36979.922	41957.711	36475.164	41041.465	37323.078	36483.445	38533.965	33666.531	37706.273	38574.422	37361.555	39314.703	35083.121	41662.586	40651.207	40417.609	35496.434	30247.721	41196.59	39180.68	38848.203	34063.82	39383.68	34785.184	36720.195	38476.305	34819.926	39785.332	36321.68	43529.117	36883.797	37828.488	36190.121	35417.086	38111.492	39855.629	38212.621	36316.914	34540.316	36180.164	33526.594	35078.402	36522.715	39600.453	41860.203	30524.996	37529.086	37856.082	35448.84	35475.227	42440.617	37838.023	37781.656	35665.52	42986.672	37883.594	38594.73	35090.898
0.934	40191.621	34733.367	34960.527	36897.34	34321.789	33996.742	38253.445	39341.539	35792.738	38677.141	41308.543	41462.938	36154.949	39952.93	39332.234	41528.312	34946.906	30510.629	40113.641	39255.363	38418.555	37761.555	36635.902	40034.758	37952.719	38266.406	40283.75	39180.602	34988.914	37379.387	39042.727	38038.691	36787.355	35561.301	45754.93	37767.742	40892.383	38090.41	34139.488	35064.234	53953.484	33614.375	38101.238	38335.137	37752.066	36026.207	36117.863	36065.914	37314.266	33906.246	35366.605	30970.15	29701.959	36981.852	33256.898	38328.832	38006.898	38132.875	41076.297	34851.617	41962.699	34928.008	37513.477	60121.531	40822.195	38634.703	38142.797	39648.238	34825.758	38610.988	32352.385	39084.969	40449.512	40896.098	38966.164	39050.363	39858.164	37855.863	36679.914	37716.734	38477.246	42583.637	36385.109	40439.73	33397.156	39986.645	35447.117	34891.984	36978.859	41604.527	31403.098	37379.461	38190.797	38894.715	34894.133	35843.914	35481.684	39466.301	39584.238	62503.812	34439.16	37397.199	35832.402	38498.809	35715.289	38026.746	35589.152	171916.75	37068.27	35455.613	39209.043	40554.094	38894.688	38139.492	41869.715	34831.523	39120.977	39026.363	36201.984	42276.766	39616.184	35343.527	35615.77	39582.336	35415.613	40694.816	36649.301	38297.656	40246.57	34225.336	38429.766	37589.496	35484.051	38345.16	34542.289	41409.953	41012.707	40918.395	36921.039	30669.459	41437.469	39358.609	39093.367	33777.18	39557.852	36126.219	36895.242	38380.859	36064.156	40070.625	36380.664	41503.055	37854.801	37467.922	35736.484	36458.984	38121.613	41475.715	38855.488	39321.891	35377.672	37894.312	32329.131	36561.555	36552.332	39097.891	41531.742	30371.195	39854.48	38734.031	35683.258	35723.82	41330.914	37372.145	38450.996	36462.254	43518.664	39410.637	38154.016	34804.422
1.0674	40529.602	34720.523	36077.891	36428.738	35970.844	33874.199	39092.402	38860.684	36093.785	37603.422	43918.844	41519.246	36585.957	41242.043	38147.895	41618.371	35062.449	31904.855	40349.879	39694.953	38187.914	37957.848	37144.301	40252.094	37547.938	39349.117	40753.207	39312.867	34956.148	38561.684	38624.191	37655.141	35789.234	35028.082	44385.363	39379.852	42107.777	36987.746	32870.793	35349.41	52932.438	33579.133	39657.148	38606.414	37650.777	36080.414	35417.93	36290.32	38062.605	33338.348	36297.379	30974.598	30643.672	37581.734	32581.67	39329.082	38008.129	37832.07	40325.32	34229.211	42317.555	34485.93	37338.223	52992.668	40478.496	39668.781	37897.07	37603.02	34273.836	36387.031	32195.742	40103.676	40545.973	37759.809	38043.902	40123.812	41433.711	39970.492	37247.883	37732.523	38020.16	42973.109	36906.102	39206.566	34648.781	40239.09	35923.691	35443.988	36930.102	40548.395	32638.814	38482.531	39717.039	39384.238	33293.336	36293.922	36386.051	39740.848	39936.371	63108.949	34771.766	36520.914	35090.418	39004.348	36389.984	37721.215	36815.57	188007.125	37346.414	35255.133	40507.52	40365.328	39913.102	38380.559	44826.941	34776.855	38629.051	38964.805	35156.57	41818.547	38078.055	36712.305	34995.586	40484.266	36646.914	40505.098	37597.918	37266.637	38889.227	33600.84	37030.078	38966.84	35668.438	37146.238	35738.875	40023.496	41556.426	41296.07	37125.254	30548.16	43020.863	40633.812	40978.199	32888.309	37704.219	35465.355	36410.844	37899.277	37774.457	40338.246	34755.684	42031.672	38634.523	38055.832	36584.676	34638.961	39149.379	42859.492	38888.039	39430.016	34335.883	38846.953	33638.199	36148.137	36473.297	39158.18	39876.008	29736.924	43321.422	38047.031	36163.621	37972.992	42418.402	38080.582	41396.211	35821.766	42725.59	39861.227	36808.215	34163.883
1.2008	39555.613	35366.398	35893.965	35776.496	34771.68	33777.895	39102.801	40745.137	35919.32	38692.59	49979.484	40975.695	37048.492	42098.734	39392.742	41871.195	35714.809	32116.584	39541.629	40610.973	37419.977	39463.203	38980.695	39713.031	38027.531	39427.637	41154.172	38895.867	34905.352	38375.277	38483.781	38203.812	35900	34194.754	45263.594	40051.441	44323.605	38751.633	33295.492	36251.258	45392.395	34486.18	40381.18	38132.629	39044.375	36199.555	35854.953	36260.008	38021.035	33529.777	34590.34	30091.691	31063.785	39466.281	34855.344	39719.688	38837.758	38318.641	38558.516	34378.934	42327.172	34371.777	38497.059	47153.727	41091.828	39994.922	38337.625	37865.086	34518.926	38209.188	31151.959	40806.598	40634.566	39206.645	40290.656	42026.152	43775.371	41018.93	35713.055	38058.074	39101.984	44114.539	36116.227	40042.16	34440.844	40850.355	37134.137	35492.168	35961.242	40485.949	35843.207	40450.586	40427.812	40450.148	32897.594	37130.02	36185.605	38502.484	41258.516	52091.617	35597.031	36212.246	33737.414	40259.238	36701.621	37364.777	35413.758	130596.539	38889.094	35216.602	41330.02	39952.785	40500.527	37924.391	50844.82	34360.957	36935.57	38778.594	35886.531	42343.066	37950.668	35161.316	37063.133	41311.75	36391.617	40175.121	36375.07	37386.48	38882.199	34145.254	36302.039	39810.363	36134.652	40206.234	36122.344	41661.824	43432.742	40965.543	37138.383	30363.271	42870.805	40269.676	42909.516	34472.594	39564.262	36177.906	38308.77	38275.527	37163.676	40255.102	35442.367	40754.879	38132.227	38243.238	38023.137	33897.504	39168.418	46928.164	38644.098	39596.828	33283.453	38058.562	32075.822	35759.227	38417.68	38695.898	41520.844	29537.34	53858.203	38052.176	37500.27	38206.844	42035.383	39206.348	41112.789	35811.84	43629.383	39390.48	38759.801	34503.52
