X	Y_20180224_15102_10_11_s_g	Y_20180224_15102_10_1g	Y_20180224_15102_10_2g	Y_20180224_15102_10_4g	Y_20180224_15102_10_5g	Y_20180224_15102_10_6g	Y_20180224_15102_11_11g	Y_20180224_15102_11_1_s_g	Y_20180224_15102_11_3g	Y_20180224_15102_11_6g	Y_20180224_15102_11_8g	Y_20180224_15102_11_9g	Y_20180224_15102_12_10g	Y_20180224_15102_12_11g	Y_20180224_15102_12_12g	Y_20180224_15102_12_16g	Y_20180224_15102_12_1g	Y_20180224_15102_12_2g	Y_20180224_15102_12_5g	Y_20180224_15102_12_6g	Y_20180224_15102_12_7g	Y_20180224_15102_13_14g	Y_20180224_15102_13_1g	Y_20180224_15102_13_3g	Y_20180224_15102_13_5g	Y_20180224_15102_13_6g	Y_20180224_15102_13_7g	Y_20180224_15102_13_8g	Y_20180224_15102_14_1g	Y_20180224_15102_14_2g	Y_20180224_15102_14_3g	Y_20180224_15102_14_4g	Y_20180224_15102_14_6g	Y_20180224_15102_14_7_s_g	Y_20180224_15102_15_11g	Y_20180224_15102_15_12g	Y_20180224_15102_15_13g	Y_20180224_15102_15_14g	Y_20180224_15102_15_15g	Y_20180224_15102_15_2_S_g	Y_20180224_15102_15_4g	Y_20180224_15102_15_5g	Y_20180224_15102_15_6g	Y_20180224_15102_15_7g	Y_20180224_15102_15_8_S_g	Y_20180224_15102_15_9g	Y_20180224_15102_16_1g	Y_20180224_15102_16_3g	Y_20180224_15102_16_4g	Y_20180224_15102_16_5g	Y_20180224_15102_16_6g	Y_20180224_15102_16_7g	Y_20180224_15102_16_8g	Y_20180224_15102_17_6g	Y_20180224_15102_18_4g	Y_20180224_15102_18_6g	Y_20180224_15102_19_1g	Y_20180224_15102_19_2g	Y_20180224_15102_19_3g	Y_20180224_15102_19_4g	Y_20180224_15102_19_5g	Y_20180224_15102_19_6g	Y_20180224_15102_19_7g	Y_20180224_15102_19_8g	Y_20180224_15102_19_9g	Y_20180224_15102_1_1g	Y_20180224_15102_1_2g	Y_20180224_15102_1_3_s_g	Y_20180224_15102_1_4g	Y_20180224_15102_20_10g	Y_20180224_15102_20_12g	Y_20180224_15102_20_3g	Y_20180224_15102_20_4_S_g	Y_20180224_15102_20_5g	Y_20180224_15102_20_6g	Y_20180224_15102_20_8g	Y_20180224_15102_21_3g	Y_20180224_15102_21_4g	Y_20180224_15102_21_5g	Y_20180224_15102_21_8g	Y_20180224_15102_22_1g	Y_20180224_15102_22_2g	Y_20180224_15102_22_3g	Y_20180224_15102_22_4_S_g	Y_20180224_15102_22_5g	Y_20180224_15102_23_1g	Y_20180224_15102_23_4g	Y_20180224_15102_23_5g	Y_20180224_15102_23_6g	Y_20180224_15102_23_7g	Y_20180224_15102_23_9g	Y_20180224_15102_24_1g	Y_20180224_15102_24_3g	Y_20180224_15102_24_4g	Y_20180224_15102_24_5g	Y_20180224_15102_24_6g	Y_20180224_15102_25_10g	Y_20180224_15102_25_11g	Y_20180224_15102_25_12g	Y_20180224_15102_25_13g	Y_20180224_15102_25_14g	Y_20180224_15102_25_15g	Y_20180224_15102_25_3g	Y_20180224_15102_25_4g	Y_20180224_15102_25_7g	Y_20180224_15102_25_8g	Y_20180224_15102_25_9g	Y_20180224_15102_26_10g	Y_20180224_15102_26_2g	Y_20180224_15102_26_3g	Y_20180224_15102_26_5g	Y_20180224_15102_26_6g	Y_20180224_15102_26_7g	Y_20180224_15102_27_10g	Y_20180224_15102_27_11g	Y_20180224_15102_27_12g	Y_20180224_15102_27_1g	Y_20180224_15102_27_3g	Y_20180224_15102_27_6g	Y_20180224_15102_27_9g	Y_20180224_15102_28_11_S_g	Y_20180224_15102_28_12g	Y_20180224_15102_28_13g	Y_20180224_15102_28_14g	Y_20180224_15102_28_15g	Y_20180224_15102_28_5g	Y_20180224_15102_28_6g	Y_20180224_15102_28_7g	Y_20180224_15102_28_8g	Y_20180224_15102_29_1g	Y_20180224_15102_29_5g	Y_20180224_15102_2_2g	Y_20180224_15102_2_3g	Y_20180224_15102_2_4g	Y_20180224_15102_2_5_s_g	Y_20180224_15102_2_6g	Y_20180224_15102_2_7g	Y_20180224_15102_3_1g	Y_20180224_15102_3_3g	Y_20180224_15102_3_4g	Y_20180224_15102_3_5g	Y_20180224_15102_3_6g	Y_20180224_15102_4_10g	Y_20180224_15102_4_11g	Y_20180224_15102_4_1g	Y_20180224_15102_4_3g	Y_20180224_15102_4_5g	Y_20180224_15102_4_7g	Y_20180224_15102_4_8g	Y_20180224_15102_4_9_s_g	Y_20180224_15102_5_1g	Y_20180224_15102_5_2g	Y_20180224_15102_5_3g	Y_20180224_15102_5_5g	Y_20180224_15102_6_1g	Y_20180224_15102_6_2g	Y_20180224_15102_6_5g	Y_20180224_15102_6_6g	Y_20180224_15102_6_7g	Y_20180224_15102_7_1g	Y_20180224_15102_7_2g	Y_20180224_15102_7_3_s_g	Y_20180224_15102_7_4g	Y_20180224_15102_7_5g	Y_20180224_15102_7_6g	Y_20180224_15102_7_8g	Y_20180224_15102_8_10g	Y_20180224_15102_8_1g	Y_20180224_15102_8_2g	Y_20180224_15102_8_3g	Y_20180224_15102_8_5g	Y_20180224_15102_8_6_s_g	Y_20180224_15102_8_7g	Y_20180224_15102_8_8g	Y_20180224_15102_9_2g	Y_20180224_15102_9_3g	Y_20180224_15102_9_4g	Y_20180224_15102_9_5g	Y_20180224_15102_9_6_s_g	Y_20180224_15102_9_7g
1.3342	41081.742	35733.645	36317.84	35718.316	35235.859	34873.176	39868.102	39259.68	36132.535	38045.094	61552.625	40927.48	37309.238	44470.168	39240.828	41349.82	35980.867	30914.051	39233.688	39608.926	39015.723	40700.648	39348.918	40956.02	38463.859	41991.773	41738.227	38572.562	33458.766	36368.074	40640.73	37795.934	35684.066	35512.68	45011.383	44638.559	49483.531	37862.754	33852.125	36648.547	NaN	34105.371	39128.336	39459.363	37584.316	35884.098	37630.688	35291.309	38304.84	33309.504	35818.414	30024.438	31343.023	39929.852	33090.203	38845.863	38070.672	38599.188	38114.293	34992.383	43021.465	33762.34	39453.676	NaN	39623.051	41219.934	37830.793	38765.254	33990.211	38399.957	31584.008	41021.844	40192.012	38658.434	39323.422	44574.449	43049.531	41333.242	36590.324	38801.738	42191.785	51163.871	35643.777	40702.555	35074.77	41252.871	35823.637	35192.496	36976.723	38564.184	42524.172	41180.281	38668.008	39907.91	33446.281	36162.488	36831.309	37659.551	46634.18	43553.297	35522.965	37204.527	35877.082	39760.895	36687.129	37139.332	35593.633	70687.531	38644.805	35593.324	39915.227	41702.645	41749.922	37292.125	53164.121	35814.094	38511.402	39106.562	36777.441	44035.016	39983.098	35958.641	36536.293	40852.227	34868.059	41230.629	37970.07	37015.961	40513.445	33005.188	36634.723	39471.746	36798.57	41346.074	35156.32	40063.035	41953.559	43809.695	37175.871	31064.289	42836.012	40705.074	41955.426	36485.527	39181.125	36004.34	38232.156	36603.992	38410.957	39344.422	35871.641	40952.707	37687.867	40886.738	36702.078	33283.578	39522.352	56761.945	38028.465	40760.367	35288.184	38889.234	32200.449	34991.859	38882.777	37472.461	42029.918	29390.689	72668.281	37768.164	38373.859	38497.387	40475.926	38737.32	39219.504	34563.84	43256.34	38933.93	37954.469	33775.051
1.4676	40758.422	35720.918	38900.566	35565.453	34159.594	33952.266	40545.625	38056.555	36568.234	36998.492	92653.398	40107.191	38102.008	48228.727	37337.895	42308.855	37226.484	30550.777	39830.664	38503.219	38445.066	39604.535	38602.453	41658.781	37972.938	48078.359	43381.973	39685.352	34281.617	37220.453	38649.891	39413.406	36396.07	34228.688	48308.637	46209.25	58809.727	38504.793	34303.145	35117.496	NaN	33400.422	40428.922	39651.875	36422.152	36527.152	36239.078	34571.965	39136.32	35266.957	38412.715	29926.182	30875.145	41494.57	33272.871	38775.527	39600.422	39112.039	37246.355	35605.957	44482.203	35077.258	41575.281	NaN	40095.492	43026.441	38580.324	38657.754	33042.039	38748.617	33798.648	40695.031	39247.215	38754.078	41140.402	49971.387	43384.371	42994.352	38050.516	39238.566	43992.871	66618.812	35109.477	40650.199	33873.125	40524.801	36141.754	35201.617	36814.852	39235.043	42996.273	41374	41587.039	39715.129	33853.871	35722.445	37008.535	37629.215	50740.543	40971.176	34291.602	37918.059	36531.051	40641.008	35523.254	35706.281	36145.07	51388.445	38506.266	36416.578	38818.375	41512.406	41044.309	36517.199	47663.324	36464.688	39788.953	40510.637	36413.867	42174.668	38833.367	35987.418	35053.555	41951.547	35513.461	41094.426	37489.703	37828.469	41945.715	33578.07	37703.039	40157.453	35663.902	40016.484	36261.023	39102.055	40881.395	44579.73	37571.355	31004.506	43733.055	40520.262	41996.781	35583.059	38443.172	35876.996	37967.258	36946.375	37551.066	37726.074	34583.383	40273.461	37125.027	44098.395	37458.582	35114.723	39216.992	62698.785	36069.301	43224.301	34396.117	39998.07	31445.58	35694.5	38397.129	38637.617	42482.445	31222.584	72946.445	40044.418	39480.508	37419.812	39990.23	40294.031	39153.242	36291.07	43319.246	40811.879	38688.637	33583.34
1.6011	40852.668	35839.574	37926.809	35912.555	34385.043	32099.361	38917.242	37742.652	35578.188	38423.836	132334.578	40789.293	37007.703	61402.941	39146.586	43011.57	37729.199	31101.426	43240.07	40883.73	37786.707	39153.332	37843.125	43483.254	38929.594	62899.977	52506.371	38848.43	33463.121	36990.57	39286.902	38691.168	37476.863	35873.129	54736.895	55270.68	68296.078	38439	33759.98	36844.516	NaN	33874.215	39971.777	39186.949	37598.594	38377.754	34732.16	34031.355	39089.441	35388.371	41537.98	30030.971	31260.703	40490.996	33528	38899.203	39503.906	40488.855	38750.387	36359.402	47743.395	33975.879	39715.703	NaN	40863.422	41056.297	38127.125	38002.672	33402.711	36566.617	35224.543	42223.793	39565.547	36302.281	41007.863	60604.523	45005.82	47196.09	36896.336	38485.648	51565.402	78713.719	36401.672	39014.652	32511.492	39266.625	37513.277	35742.176	36270.07	39310.148	40368.617	42265.941	41864.062	41582.527	34494.051	38021.625	38440.391	38261.875	52875.473	NaN	34494.402	37714.25	36604.984	41202.582	35014.902	35293.293	35554.824	NaN	38730.113	35358.766	38784.043	41464.859	42198.594	35990.027	42834.559	37648.828	40507.121	41529.328	36640.043	40719.613	39560.387	36729.609	35831.91	40449.582	36756.051	41420.777	37999.77	36520.363	42816.539	34510.309	39201.855	38722.113	35459.172	38309.023	36950.168	41748.008	43214.32	48709.168	37185.652	30216.512	42468.855	40073.883	41923.117	35559.039	38729.762	36263.617	38397.156	36932.32	36297.727	39386.43	36043.93	39623.777	36056.867	50605.52	39302.566	34389.758	38555.391	57823.148	39679.5	56513.027	33207.391	39814.473	34468.219	37731.633	38550.344	37810.035	42366.645	31871.24	55140.492	39021.109	38517.73	39494.227	39579.863	40203.695	40847.703	36858.004	43121.117	40723.148	39122.625	34606.062
1.7345	42642.113	35567.258	39869.789	35950.516	34404.562	33008.113	39366.543	39262.492	34610.594	36747.273	128541.742	40424.02	36438.297	70650.516	39820.082	42824.254	34966.582	32123.928	43080.582	41310.691	38414.551	40819.496	37599.555	53415.457	38150.492	69388.766	69929.648	39311.477	32355.357	36594.496	39542.324	39997.133	36138.148	35204.18	66546.523	79167.648	62759.742	37709.438	34151.742	36170.996	NaN	34600.406	39706.496	37739.895	41424.16	37483.777	33808.344	35458.133	38557.535	35620.207	51293.254	30746.68	31432.211	38769.383	34236.59	41287.91	39164.441	40977.215	39355.578	34072.555	53326.461	32990.195	41913.809	NaN	41622.352	41478.496	36921.871	37770.422	32408.342	36867.34	38627.41	41318.238	39594.812	38132.816	42030.535	71589.219	53961.867	62192.184	35682.211	39667	65755.32	75234.891	36323.121	39455.707	33636.082	39388.824	37785.648	34751.266	36103.941	42268.07	38066.258	38805.133	42621.297	40715.422	34426.898	37096.766	42637.352	38441.137	47761.84	NaN	34418.383	36969.043	35554.844	40462.809	35116.371	35907.832	36053.445	NaN	37805.113	37188.203	38733.211	39739.5	40959.426	36639.68	41212.742	37191.68	38312.238	39976.469	34030.719	41430.074	41267.801	38895.195	36975.785	42209.496	38263.352	42190.887	37186.18	36410.797	41988.445	32439.254	38351.629	40483.359	35425.262	36784.93	38422.121	43355.086	42321.516	59069.363	36783.746	31602.158	41562.562	40861.383	42117.363	34731.168	38897.039	35851.93	37119.496	36115.531	35713.5	40138.551	35554.668	39781.621	36201.02	57457.672	39953.742	33566.77	39672.453	47686.457	41101.02	86038.258	34204.047	37929.098	40618.766	40110.594	38349.27	38321.203	45202.938	32419.742	NaN	38469.211	37564.574	38232.137	41411.863	38899.516	40246.258	37036.625	43601.59	42121.715	40176.578	33358.141
1.8679	42104.164	35337.121	37651.395	35250.816	34419.996	33282.551	40262.379	38532.402	35223.801	37842.102	88340.773	40562.332	37904.012	66291.719	39317.777	41443.645	34397.844	33113.141	44865.398	39568.398	36785.293	41994.859	37936.836	79696.438	38939.914	58328.262	86032.359	41124.398	34518.355	35880.934	39676.426	40772.441	35881.953	36637.363	90473.273	137559.047	53049.125	41015.48	32654.422	35391.227	NaN	35228.746	39784.004	39723.742	51659.734	36328.594	35275.578	34951.84	38575.363	35568.496	65959.938	30943.742	30483.102	39553.219	33583.004	42163.336	38575.859	43740.543	38399.027	35149.656	52912.188	34309.191	47241.238	NaN	41269.742	43966.445	38963.773	38895.652	32222.566	36820.973	46316.363	41190.832	40587.676	38746.637	40842.941	66737.062	69349.047	74495.312	37352.457	39392.383	94593.102	60282.27	34356.359	41165.277	35046.031	40031.652	36458.492	34428.047	36833.168	43084.836	NaN	37036.547	42799.516	40308.012	33671.473	35451.879	43742.949	38320.395	44608.012	NaN	35698.527	36291.945	35774.574	41309.496	35841.914	38779.766	34789.492	NaN	37719.672	35803.367	39633.617	40330.188	42271.086	36969.258	NaN	44188.676	38395.613	39045.059	36360.812	41703.555	41999.25	40249.918	38785.707	41569.91	41604.836	43053.957	37690.328	36160.23	43020.578	32657.514	37840.953	41759.113	34172.656	36245.77	37913.188	43737.062	42117.359	73259.086	39336.316	31879.221	41700.906	40643.434	40946.816	35688.363	39647.965	36020.488	38109.605	36138.418	37334.09	39499.734	37331.645	41884.195	36224.109	57173.676	36359.875	34765.973	41221.762	41491.793	42032.746	134650.797	32247.57	38964.547	46438.984	46357.281	38136.352	38926.996	46325.043	31892.025	NaN	38556.68	37411.062	39675.602	43692.754	39006.469	39639.641	37105.352	41884.922	40920.562	39582.66	34031.461
2.0013	43653.492	36165.141	37062.977	35207.379	34818.469	32512.189	39422.512	39763.164	35782.961	39895.465	60134.262	43301.293	38079.84	53296.684	38378.172	43174.449	35279.934	32596.975	55682.492	38380.973	37245.738	43481.973	38829.246	120244.391	38292.09	46778.266	79885.008	39657.598	32896.348	36231.094	38948.082	39796.055	36993.031	35978.836	99035.859	187133.766	45086.852	45546.191	33778.48	35573.234	NaN	35300.742	39781.656	39804.68	74658.688	35974.715	36278.711	35696.902	37453.863	34304.996	69359.422	31617.449	30909.553	40480.453	32976.891	40705.707	38941.406	51121.523	38838.828	35064.055	47552.309	35119.422	55809.621	NaN	41120.953	51522.859	38713.871	38830.316	32773.016	40584.918	60828.281	42602.492	41299.262	37359.398	41403.582	52891.027	101957.461	70222.203	37757.727	41204.07	98865.312	51294.992	35817.566	42011.52	34057.242	40718.008	36980.465	34394.359	35938.695	52338.648	NaN	35826.387	43786.969	40807.934	34526.188	36189.203	41129.406	37116.262	NaN	NaN	36225.336	37556.195	33505.164	42240.789	36914.969	43348.926	36512.641	NaN	37759.602	36756.492	40482.172	40660.039	42105.645	37016.438	NaN	57791.219	39548.754	39605.414	35722.129	40989.027	43088.926	44781.172	41711.32	42325.805	47054.656	41907.941	36914.855	36603.633	42885.281	33307.102	38528.348	38656.34	35201.863	37764.477	37389.59	43530.875	43805.48	85351.906	38469.969	30956.992	41730.984	43032.848	38759.078	35941.57	41482.539	36675.492	38812.703	36722.066	37957.812	39495.555	37672.293	42101.406	37177.684	49235.758	36706.062	35160.98	40407.469	NaN	40845.883	134035.734	33053.387	38515.555	43805.125	45680.828	40870.984	38976.844	46595.852	32888.957	NaN	38439.668	39863.461	38536.309	46335.719	37149.18	40814.699	37813.137	42058.25	38721.66	40974.363	34587.879
2.1348	44733.348	34953.605	37580.617	37791.832	34636.23	34444.523	41482.191	40271.207	35216.98	39174.77	48591.387	41806.902	36941.426	44440.801	38953.305	43805.367	35964.875	31566.043	69219.461	37481.66	36346.785	45472.223	37841.246	123721.758	38458.949	39553.012	61044.344	38582.441	32627.021	36768.438	39902.715	41125.527	37080.266	37351.207	77769.602	166274.578	NaN	56741.777	34187.395	35478.152	NaN	33892.211	40931.07	39446.465	101640.547	35717.18	34601.008	36555.176	39628.418	34468.562	68483.75	32610.648	30757.479	41668.883	34148.441	40435.602	38629.316	69095.242	40572.66	34390.391	44862.414	33990.676	54373.121	NaN	40925.051	67202.648	37511.527	38903.125	35418.223	40020.055	62560.461	42312.129	45748.398	37896.027	41695.059	44020.914	119428.766	55733.648	36261.668	40653.445	71374.445	48532.047	36427.434	43632.359	35757.734	39835.086	36967.223	34800.805	35691.363	72413.875	NaN	36466.352	43686.945	40972.035	34989.469	37140.688	38023.027	37809.531	NaN	NaN	34923.367	37198.879	32793.211	40590.719	35619.023	43253.688	34934.703	NaN	38749.777	38372.848	39375.949	40146.266	40295.438	36649.961	NaN	58229.609	38455.047	40399.031	36421.891	40922.758	46778.91	47923.121	47473.195	45687.648	55318.922	41707.168	37634.359	37653.73	41323.699	33228.25	37363.574	39317.188	35816.152	39352.488	37154.359	42853.32	43961.352	83664.086	39087.121	31377.613	40885.984	41535.59	39694.992	34288.402	40667.535	37167.414	37695.473	37117.402	38710.52	40049.223	38348.371	38797.906	37431.793	43344.074	37483.246	33484.93	39782.082	NaN	41947.746	89122.938	33531.633	37099.109	38935.328	38496.004	42539.832	37250.82	53975.02	34315.316	NaN	39084.586	39360.645	36568.262	57443.371	37310.168	40624.492	38451.094	44859.844	40314.645	41640.246	32938.52
2.2682	44283.199	36453.98	38791.633	40704.434	34020.066	33983.758	41127.746	40719.445	34400.297	39504.328	NaN	42348.27	36408.188	43558.062	39778.344	43729.867	36671.355	31085.502	74922.555	37343.148	37838.887	56029.492	38125.09	80846.086	41199.52	NaN	48627.242	39712.543	33938.27	37679.918	39898.723	40440.434	37769.914	35813.93	55465.855	101737.547	NaN	88451.148	37064.633	35064.719	NaN	34861.438	42207.605	39724.168	94778.492	36256.191	35331.34	36309.844	38580.668	33986.562	NaN	31855.41	30602.699	41134.949	34471.031	43477.051	40193.184	95281.773	47047.613	35784.469	43218.652	35467	48028.16	NaN	41673.52	95631.555	39349.91	38920.703	33365.969	39249.898	50937.383	42900.781	57020.633	37769.629	43029.758	NaN	87336.961	49139.148	37578.09	41309.945	52331.043	NaN	35505.152	42621.824	35900.043	38703.426	37180.816	35314.246	35901.535	85188.367	NaN	36935.887	44486.027	41736.973	35620.547	36839.211	39486.762	37393.988	NaN	NaN	35199.891	36461.223	35388.535	38645.727	34620.453	42648.059	35029.637	NaN	37530.82	37673.012	39334.961	40690.242	40574.465	38006.617	NaN	48176.234	37610.117	41545.562	35720.934	41703.352	64048.449	53835.195	58082.352	51124.082	59592.484	43614.73	42269.262	39194.57	39948.691	34925.5	37997.816	38268.359	35811.754	36847.27	37786.375	45042.559	42511.242	63042.711	38542.965	30460.246	40785.57	41606.336	39545.039	34531.668	40235.223	37254.32	39698.219	36479.129	37542.246	42599.617	36687.504	40475.109	38067.098	40036.488	41060.605	33545.824	40485.688	NaN	47066.648	58689.07	35063.504	37470.746	34635.809	36207.109	45867.527	37251.473	67383.734	34304.691	NaN	38391.273	42569.707	35964.824	72341.75	35538.176	45322.715	39720.047	43829.266	42409.496	41638.512	32370.545
2.4016	44458.906	37492.41	40465.91	43416.961	33993.871	33899.945	44522.895	41576.496	34857.66	39557.492	NaN	41719.945	36171.074	NaN	39269.824	42732.848	35927.852	31772.947	57867.105	37795.336	36976.465	70591.141	37422.359	57434.848	45461.344	NaN	NaN	40324.996	37496.848	37062.988	41046.621	41473.973	37586.629	36705.613	47873.562	70324.273	NaN	128808.047	44684.926	36084.934	NaN	35337.879	45141.805	39004.195	62750.816	35789.336	36018.234	40067.133	38854.938	34524.629	NaN	32156.627	31811.244	39846.07	34934.992	41291.668	40610.316	98751.836	59674.086	39783.203	NaN	35681.148	40775.316	NaN	44355.73	108084.25	39499.875	39648.145	33677.219	40008.121	40976.086	41423.945	82159.297	37025.352	42513.156	NaN	59288.781	NaN	41013.828	41138.102	42527.891	NaN	36015.32	43808.434	35787.82	39469.672	35728.105	34532.824	37234.531	76189.891	NaN	35906.238	44744.695	41670.812	34502.762	38917.297	NaN	38840.895	NaN	NaN	38325.777	36277.297	33901.141	39193.723	36613.77	41652.77	33376.316	NaN	37656.328	36826.816	39808.762	39493.324	39269.363	39356.781	NaN	40862.688	37920.066	40968.473	34491.918	43500.387	106883.953	53717.508	64772.27	48983.293	52551.98	43343.609	49426.832	46285.062	38839.625	34493	38058.27	38406.383	35722.66	38882.777	37145.66	55239.188	42715.555	48575.762	38784.07	29183.447	41360.254	40825.246	38050.773	34417.625	39857.699	37097.234	41004.637	35380.199	35276.547	47421.5	37684.223	42359.844	40590.168	NaN	50210.18	35560.289	40702.867	NaN	58783.145	46659.391	36201.211	36878.027	NaN	36457.711	55881.211	37161	76464.547	34816.148	NaN	38732.027	50767.816	36576.578	70467.586	36190.336	55412.77	41200.969	40991.012	42429.418	41491.781	33596.672
2.535	46296.277	38158.695	40796.113	48516.547	33716.453	34395.617	51222.848	41148.91	34745.098	39210.922	NaN	40758.887	35751.918	NaN	39324.238	42317.352	37147.84	30800.146	47120.074	37627.449	36691.148	73989.359	38290.227	45830.246	55419.621	NaN	NaN	39834.129	42682.668	37103.77	42203.082	41910.172	35145.336	35867.98	NaN	54585.402	NaN	128151.398	54370.902	36629.047	NaN	34086.699	50898.148	39964.707	46454.562	36726.949	37898.27	51035.16	39879.426	34711.203	NaN	32540.092	30607.244	42642.777	35069.258	41283.551	38781.492	74624.094	63964.191	50399.984	NaN	35155.336	38502.613	NaN	46369.055	86617.055	41968.074	40645.801	33311.41	39052.145	36190.648	40823.203	106471.719	38493.926	41337.176	NaN	49573.398	NaN	42137.25	41039.121	NaN	NaN	37162.027	40847.629	35720.043	38317.547	36037.84	33879.117	36841.695	58728.734	NaN	36602.238	46584.211	41282.973	35862.648	37877.121	NaN	40139.988	NaN	NaN	38529.125	36192.125	33846.422	38449.926	37478.148	41416.254	33401.582	NaN	38966.469	37671.238	39951.215	38332.035	40267.961	49131.441	NaN	39159.258	39982.227	39828.867	36057.582	45168.883	161963.312	47867.727	57219.801	46312.438	43627.668	41221.633	54054.508	53933.727	38269.469	35024.07	38592.215	37305.645	35957.055	40192.598	37366.348	75521.273	42720.453	NaN	37897.113	30218.471	40510.977	42912.574	38226.895	33443.391	39035.605	36913.684	41193.172	35056.758	36319.992	59346.219	35676.543	46564.828	42044.473	NaN	69883.406	34156.902	44161.906	NaN	80529.641	NaN	42187.477	37919.684	NaN	NaN	64921.305	36866.117	68167.82	33605.906	NaN	37487.301	73483.961	36526.703	55283.734	36148.461	74587.164	48517.555	40297.582	42857.031	38790.887	34446.004
2.6684	47199.383	36780.645	43305.734	51181.008	33059.043	33076.707	66839.586	40287.535	34618.066	42376.184	NaN	42008.477	36131.789	NaN	39889.82	43077.785	36725.852	29690.201	42471.789	38975.07	37160.258	62323.441	38976.633	NaN	63391.863	NaN	NaN	38633.109	56996.129	36946.543	53226.586	39589.949	36840.742	35767.703	NaN	NaN	NaN	86237.734	56440.383	37759.629	NaN	33892.645	66411.422	43171.57	39000.797	37446.488	39167.535	62913.219	42714.473	34702.578	NaN	31427.746	31361.67	44604.34	36881.535	41061.262	38899.715	55063.652	51844.684	67771.188	NaN	37771.113	NaN	NaN	54115.859	59348.875	44528.336	40703.055	32928.367	38136.355	NaN	41020.754	88445.602	37233.891	42436.523	NaN	NaN	NaN	47361.781	42024.289	NaN	NaN	43305.43	39216.656	36787.082	41409.664	36999.684	34860.762	36257.859	47959.34	NaN	37199.715	50903.848	41389.738	33721.258	36705.281	NaN	42137.344	NaN	NaN	41545.02	35259.062	34956.09	38445.125	38009.949	NaN	33745.133	NaN	38499.484	35588.777	38823.121	37542.914	39515.039	56434.742	NaN	NaN	37877.902	39260.02	34116.695	48132.273	172086.328	39091.293	46121.531	46548.152	38484.551	40406.973	49216.734	59272.996	40628.273	33950.227	38861.137	39468.695	35952.676	42126.312	38178.578	82067.797	43062.047	NaN	36985.465	29126.42	41192.973	45024.184	39482.77	33986.02	38020.645	36422.234	45370.203	35919.781	36117.754	77777.375	35439.555	55050.113	52800.113	NaN	77833	35306.199	49767.289	NaN	81044.766	NaN	43868.828	37471.688	NaN	NaN	57053.422	37379.086	54172.641	32845.734	NaN	38000.914	118583.859	36122.637	48297.922	36242.715	78649.266	62093.797	41896.945	41987.152	39789.805	34992.281
2.8019	48368.332	36620.445	49139.449	46314.938	35185.328	33050.055	75222.172	41179.555	35691.684	54285.539	NaN	41751.824	37354.617	NaN	39245.805	41838.699	36265.863	32148.777	NaN	37619.293	37904.117	NaN	38293.062	NaN	56357.434	NaN	NaN	38240.746	65541.625	39085.488	75852.359	41073.797	38306.406	35474.488	NaN	NaN	NaN	55818.926	50402.07	43529.281	NaN	35333.871	73347.719	48779.082	35709.699	38450.188	42101.758	64003.27	50269.043	33693.133	NaN	33099.484	35962.051	48649.828	36170.805	40368.582	40638.84	45109.766	45559.293	63192.465	NaN	37977.863	NaN	NaN	83095.906	47711.668	49797.887	40017.836	31109.24	38300.812	NaN	43430.203	65025.637	38829.789	41793.109	NaN	NaN	NaN	62778.832	43820.145	NaN	NaN	56603.215	41867.051	40459.398	44798.496	36014.438	35046.148	36316.473	NaN	NaN	36485.727	65970.734	41835.172	33009.836	37692.594	NaN	48906.676	NaN	NaN	54640.285	35512.652	35653.109	38445.473	41794.844	NaN	37018.566	NaN	40254.723	35884.074	39504.07	38816.727	38797.641	61586.523	NaN	NaN	37432.5	39447.352	34359.684	56180.652	119870.688	36731.363	40496.766	NaN	NaN	40395.434	42258.527	51708.617	39694.984	34847.164	38884.465	40254.191	37609.086	50549.664	38618.801	66024.766	42122.977	NaN	38329.641	31700.555	42986.281	44568.57	38944.777	36129.684	37681.363	37650.965	55002.832	36823.43	36698.578	72987.406	37195.559	60501.918	68160.445	NaN	61076.898	35246.48	64032.074	NaN	59549.531	NaN	41346.711	37680.793	NaN	NaN	48755.473	37734.73	46914.77	32596.602	NaN	36174.402	160630.828	35962.262	NaN	36100.859	63831.715	64724.727	42184.25	40210.59	41284.793	38403.98
