X	Y_20180224_15102_10_11_s_g	Y_20180224_15102_10_1g	Y_20180224_15102_10_2g	Y_20180224_15102_10_4g	Y_20180224_15102_10_5g	Y_20180224_15102_10_6g	Y_20180224_15102_11_11g	Y_20180224_15102_11_1_s_g	Y_20180224_15102_11_3g	Y_20180224_15102_11_6g	Y_20180224_15102_11_8g	Y_20180224_15102_11_9g	Y_20180224_15102_12_10g	Y_20180224_15102_12_11g	Y_20180224_15102_12_12g	Y_20180224_15102_12_16g	Y_20180224_15102_12_1g	Y_20180224_15102_12_2g	Y_20180224_15102_12_5g	Y_20180224_15102_12_6g	Y_20180224_15102_12_7g	Y_20180224_15102_13_14g	Y_20180224_15102_13_1g	Y_20180224_15102_13_3g	Y_20180224_15102_13_5g	Y_20180224_15102_13_6g	Y_20180224_15102_13_7g	Y_20180224_15102_13_8g	Y_20180224_15102_14_1g	Y_20180224_15102_14_2g	Y_20180224_15102_14_3g	Y_20180224_15102_14_4g	Y_20180224_15102_14_6g	Y_20180224_15102_14_7_s_g	Y_20180224_15102_15_11g	Y_20180224_15102_15_12g	Y_20180224_15102_15_13g	Y_20180224_15102_15_14g	Y_20180224_15102_15_15g	Y_20180224_15102_15_2_S_g	Y_20180224_15102_15_4g	Y_20180224_15102_15_5g	Y_20180224_15102_15_6g	Y_20180224_15102_15_7g	Y_20180224_15102_15_8_S_g	Y_20180224_15102_15_9g	Y_20180224_15102_16_1g	Y_20180224_15102_16_3g	Y_20180224_15102_16_4g	Y_20180224_15102_16_5g	Y_20180224_15102_16_6g	Y_20180224_15102_16_7g	Y_20180224_15102_16_8g	Y_20180224_15102_17_6g	Y_20180224_15102_18_4g	Y_20180224_15102_18_6g	Y_20180224_15102_19_1g	Y_20180224_15102_19_2g	Y_20180224_15102_19_3g	Y_20180224_15102_19_4g	Y_20180224_15102_19_5g	Y_20180224_15102_19_6g	Y_20180224_15102_19_7g	Y_20180224_15102_19_8g	Y_20180224_15102_19_9g	Y_20180224_15102_1_1g	Y_20180224_15102_1_2g	Y_20180224_15102_1_3_s_g	Y_20180224_15102_1_4g	Y_20180224_15102_20_10g	Y_20180224_15102_20_12g	Y_20180224_15102_20_3g	Y_20180224_15102_20_4_S_g	Y_20180224_15102_20_5g	Y_20180224_15102_20_6g	Y_20180224_15102_20_8g	Y_20180224_15102_21_3g	Y_20180224_15102_21_4g	Y_20180224_15102_21_5g	Y_20180224_15102_21_8g	Y_20180224_15102_22_1g	Y_20180224_15102_22_2g	Y_20180224_15102_22_3g	Y_20180224_15102_22_4_S_g	Y_20180224_15102_22_5g	Y_20180224_15102_23_1g	Y_20180224_15102_23_4g	Y_20180224_15102_23_5g	Y_20180224_15102_23_6g	Y_20180224_15102_23_7g	Y_20180224_15102_23_9g	Y_20180224_15102_24_1g	Y_20180224_15102_24_3g	Y_20180224_15102_24_4g	Y_20180224_15102_24_5g	Y_20180224_15102_24_6g	Y_20180224_15102_25_10g	Y_20180224_15102_25_11g	Y_20180224_15102_25_12g	Y_20180224_15102_25_13g	Y_20180224_15102_25_14g	Y_20180224_15102_25_15g	Y_20180224_15102_25_3g	Y_20180224_15102_25_4g	Y_20180224_15102_25_7g	Y_20180224_15102_25_8g	Y_20180224_15102_25_9g	Y_20180224_15102_26_10g	Y_20180224_15102_26_2g	Y_20180224_15102_26_3g	Y_20180224_15102_26_5g	Y_20180224_15102_26_6g	Y_20180224_15102_26_7g	Y_20180224_15102_27_10g	Y_20180224_15102_27_11g	Y_20180224_15102_27_12g	Y_20180224_15102_27_1g	Y_20180224_15102_27_3g	Y_20180224_15102_27_6g	Y_20180224_15102_27_9g	Y_20180224_15102_28_11_S_g	Y_20180224_15102_28_12g	Y_20180224_15102_28_13g	Y_20180224_15102_28_14g	Y_20180224_15102_28_15g	Y_20180224_15102_28_5g	Y_20180224_15102_28_6g	Y_20180224_15102_28_7g	Y_20180224_15102_28_8g	Y_20180224_15102_29_1g	Y_20180224_15102_29_5g	Y_20180224_15102_2_2g	Y_20180224_15102_2_3g	Y_20180224_15102_2_4g	Y_20180224_15102_2_5_s_g	Y_20180224_15102_2_6g	Y_20180224_15102_2_7g	Y_20180224_15102_3_1g	Y_20180224_15102_3_3g	Y_20180224_15102_3_4g	Y_20180224_15102_3_5g	Y_20180224_15102_3_6g	Y_20180224_15102_4_10g	Y_20180224_15102_4_11g	Y_20180224_15102_4_1g	Y_20180224_15102_4_3g	Y_20180224_15102_4_5g	Y_20180224_15102_4_7g	Y_20180224_15102_4_8g	Y_20180224_15102_4_9_s_g	Y_20180224_15102_5_1g	Y_20180224_15102_5_2g	Y_20180224_15102_5_3g	Y_20180224_15102_5_5g	Y_20180224_15102_6_1g	Y_20180224_15102_6_2g	Y_20180224_15102_6_5g	Y_20180224_15102_6_6g	Y_20180224_15102_6_7g	Y_20180224_15102_7_1g	Y_20180224_15102_7_2g	Y_20180224_15102_7_3_s_g	Y_20180224_15102_7_4g	Y_20180224_15102_7_5g	Y_20180224_15102_7_6g	Y_20180224_15102_7_8g	Y_20180224_15102_8_10g	Y_20180224_15102_8_1g	Y_20180224_15102_8_2g	Y_20180224_15102_8_3g	Y_20180224_15102_8_5g	Y_20180224_15102_8_6_s_g	Y_20180224_15102_8_7g	Y_20180224_15102_8_8g	Y_20180224_15102_9_2g	Y_20180224_15102_9_3g	Y_20180224_15102_9_4g	Y_20180224_15102_9_5g	Y_20180224_15102_9_6_s_g	Y_20180224_15102_9_7g
2.9353	21306.098	17681.838	20744.502	13765.778	15440.435	21897.516	15925.051	15190.034	19448.168	18461.703	NaN	18371.119	19659.074	NaN	17229.395	18433.568	17778.932	14311.14	NaN	14692.475	16740.797	NaN	19035.6	NaN	13790.755	NaN	NaN	18883.947	13303.971	16835.148	16611.506	18568.949	14507.312	14366.715	NaN	NaN	NaN	13242.355	14159.181	16043.34	NaN	14486.324	15093.806	14568.148	NaN	15397.24	14625.598	15046.961	17219.793	19007.262	NaN	17063.65	15052.286	15092.409	14233.397	15508.691	19049.5	NaN	13082.186	13276.983	NaN	17208.076	NaN	NaN	21514.594	NaN	21256.441	21498.205	18992.814	24482.389	NaN	21568.328	15197.573	16047.555	24346.654	NaN	NaN	NaN	14838.357	18030.277	NaN	NaN	13272.526	20538.043	14871.295	16595.236	17304.158	17282.734	17887.529	NaN	NaN	17201.629	17981.584	19940.5	15196.988	16275.655	NaN	18577.945	NaN	NaN	14948.754	16490.521	16186.112	16139.603	14391.729	NaN	15363.552	NaN	14490.529	16883.094	16291.007	22193.107	18889.98	15753.957	NaN	NaN	17026.174	18036.156	16081.601	15613.399	17861.447	NaN	NaN	NaN	NaN	15686.545	15379.396	15909.398	25163.189	17744.84	19313.555	16964.361	22086.504	14582.076	18376.908	13430.847	22775.684	NaN	16212.068	15312.579	14773.495	25493.225	18365.951	16988.014	17340.861	16104.188	15830.065	16055.659	17876.043	14625.436	16404.602	15274.201	14646.387	NaN	15699.99	15037.95	18725.793	NaN	18354.391	NaN	14667.399	20530.164	NaN	NaN	17839.32	15941.72	14364.607	20396.367	NaN	20194.07	18038.662	16992.301	NaN	17259.6	16248.372	19676.951	17727.443	22003.076	18232.832	16275.285
3.0687	22157.504	17458.566	18825.41	13223.188	15948.656	23798.188	15105.968	14893.413	18300.799	18343.969	NaN	18896.496	19198.434	NaN	17466.725	18732.607	17650.258	15074.646	NaN	15567.729	16637.494	NaN	17597.24	NaN	NaN	NaN	NaN	19213.4	12724.505	16241.967	15246.882	19496.217	14270.787	13425.596	NaN	NaN	NaN	13148.846	14439.199	15518.209	NaN	14090.809	16978.855	14669.966	NaN	15537.603	13695.825	13969.467	16977.66	18037.867	NaN	16363.87	14661.652	15792.692	14631.233	15912.257	18659.842	NaN	NaN	13440.456	NaN	17809.479	NaN	NaN	19741.846	NaN	19874.779	19978.842	19252.418	22645.75	NaN	23768.807	NaN	16416.678	23544.121	NaN	NaN	NaN	15230.412	16177.393	NaN	NaN	14566.177	20514.992	13258.756	16986.26	18034.896	16316.311	16827.916	NaN	NaN	15428.507	17386.209	18534.635	16768.945	14799.621	NaN	16718.102	NaN	NaN	14924.525	16088.694	15147.252	15906.059	14229.825	NaN	14885.654	NaN	14877.532	17925.492	16726.969	23012.375	18616.807	NaN	NaN	NaN	18362.344	17239.863	16880.555	15032.532	16631.283	NaN	NaN	NaN	NaN	17483.746	NaN	NaN	25913.775	17377.354	18603.529	16494.863	19341.975	14332.584	18007.674	13021.364	22492.465	NaN	15871.335	13815.07	14175.242	31672.246	17882.283	17137.805	16651.426	16298.369	15673.418	16161.19	18292.148	13367.715	15440.506	15319.357	13727.276	NaN	15889.783	14256.681	18058.043	NaN	NaN	NaN	14982.408	20182.387	NaN	NaN	NaN	16019.637	NaN	19736.85	NaN	20321.92	16733.025	16444.676	NaN	18173.311	NaN	18100.896	18809.83	20655.885	19011.029	17021.092
3.2021	23280.68	17038.82	NaN	NaN	15440.41	30751.932	14649.669	15080.458	18131.143	18910.018	NaN	19393.928	17844.592	NaN	18192.629	17928.291	18177.172	14945.805	NaN	15532.318	16263.482	NaN	17967.562	NaN	NaN	NaN	NaN	17706.879	12912.623	16257.311	14910.266	18505.766	14212.483	13644.899	NaN	NaN	NaN	NaN	NaN	15377.987	NaN	13959.68	18992.842	13761.012	NaN	15297.272	13898.61	NaN	16998.877	17753.506	NaN	16834.285	14783.712	14986.343	14120.666	14182.133	17761.004	NaN	NaN	NaN	NaN	16910.158	NaN	NaN	15466.203	NaN	17852.131	19082.07	19305.137	21903.648	NaN	23027.143	NaN	17079.738	21232.662	NaN	NaN	NaN	14880.785	16346.668	NaN	NaN	13738.238	20153.299	13370.309	16764.004	19598.043	14853.554	15811.223	NaN	NaN	15180.275	16525.121	18307.088	17013.078	14551.99	NaN	16152.06	NaN	NaN	14438.166	16144.138	15042.115	16006.039	12495.167	NaN	14632.863	NaN	13831.483	18210.039	16496.711	21542.871	17538.924	NaN	NaN	NaN	18222.35	16467.996	17506.799	16129.857	NaN	NaN	NaN	NaN	NaN	17765.445	NaN	NaN	25202.533	15582.33	17744.699	15337.131	18878.131	14992.939	17355.18	NaN	22610.006	NaN	15526.07	13077.252	13592.787	35031.766	17088.754	16982.586	16584.258	15817.286	15166.085	16002.968	16492.201	NaN	15070.706	15095.992	13940.748	NaN	NaN	12878.342	16369.154	NaN	NaN	NaN	NaN	20376.67	NaN	NaN	NaN	16810.641	NaN	19032.654	NaN	20245.348	15926.721	17972.559	NaN	17240.455	NaN	NaN	19807.25	19776.812	18058.42	17669.965
3.3356	24612.91	17599.242	NaN	NaN	14624.374	38727.566	NaN	16012.445	19252.328	18932.893	NaN	19455.732	16531.648	NaN	18571.361	16029.339	18996.615	14786.908	NaN	15278.143	15956.427	NaN	17919.246	NaN	NaN	NaN	NaN	18257.631	NaN	15800.186	NaN	18194.467	13558.623	14086.816	NaN	NaN	NaN	NaN	NaN	16037.821	NaN	14943.856	NaN	12633.363	NaN	14901.75	14027.551	NaN	16295.142	16568.236	NaN	18438.992	14794.387	15870.98	15743.944	15458.54	17739.291	NaN	NaN	NaN	NaN	17167.352	NaN	NaN	13671.258	NaN	16090.26	17923.531	19500.867	19735.664	NaN	20180.389	NaN	15914.461	21834.855	NaN	NaN	NaN	14384.002	NaN	NaN	NaN	14417.794	19926.773	12866.408	18231.803	20598.072	13289.583	15342.97	NaN	NaN	15387.208	16842.678	17319.492	16389.092	14833.921	NaN	15627.531	NaN	NaN	14423.154	15795.923	15953.558	16487.963	13180.175	NaN	14405.438	NaN	14561.859	18828.146	16859.195	20388.996	17903.488	NaN	NaN	NaN	17323.064	16614.078	16504.176	16885.953	NaN	NaN	NaN	NaN	NaN	17430.645	NaN	NaN	24965.326	16020.987	16289.411	13619.604	18775.539	14718.658	16878.271	NaN	22439.416	NaN	16336.328	13381.349	13827.109	27485.092	16250.26	17704.18	16695.035	15741.153	14665.804	14518.099	14970.6	NaN	15139.209	14578.527	14110.152	NaN	NaN	12379.533	14880.281	NaN	NaN	NaN	NaN	19718.32	NaN	NaN	NaN	15857.993	NaN	19418.434	NaN	20587.27	15277.922	16752.166	NaN	16314.136	NaN	NaN	18936.797	18955.832	19851.131	17707.654
3.469	20925.977	17919.145	NaN	NaN	15486.411	37725.898	NaN	15462.722	18661.719	NaN	NaN	18897.029	15790.205	NaN	20395.125	16482.543	18168.648	13603.763	NaN	15330.979	15043.611	NaN	16895.326	NaN	NaN	NaN	NaN	18922.121	NaN	17029.811	NaN	18394.467	14475.319	13986.259	NaN	NaN	NaN	NaN	NaN	16082.005	NaN	15191.912	NaN	12301.712	NaN	14086.588	13517.201	NaN	14909.593	16573.799	NaN	20391.281	14175.575	NaN	15119.511	15292.419	17242.684	NaN	NaN	NaN	NaN	16865.682	NaN	NaN	13182.613	NaN	15517.807	17476.664	19610.686	19885.246	NaN	17908.805	NaN	15630.347	20842.605	NaN	NaN	NaN	14199.905	NaN	NaN	NaN	13447.371	19664.342	12952.19	18956.135	20295.059	13108.649	15228.598	NaN	NaN	14607.714	15120.936	18827.873	15843.764	14729.844	NaN	14533.829	NaN	NaN	13496.002	15400.066	15358.114	16350.393	13850.172	NaN	14787.838	NaN	14932.406	18231.529	16145.856	20139.912	16777.068	NaN	NaN	NaN	17293.816	16754.799	15274.938	16734.816	NaN	NaN	NaN	NaN	NaN	15476.365	NaN	NaN	23402.178	16259.065	17103.451	13771.976	17976.326	NaN	16324.712	NaN	21360.666	NaN	15932.223	13124.841	14190.188	22682.072	15750.828	17104.475	16244.343	15586.474	NaN	14006.463	14578.995	NaN	15127.641	NaN	NaN	NaN	NaN	12205.403	NaN	NaN	NaN	NaN	NaN	18591.904	NaN	NaN	NaN	15223.452	NaN	18205.561	NaN	19832.018	15022.286	15481.401	NaN	15526.444	NaN	NaN	18485.828	18396.465	19823.4	15806.252
3.6024	18758.145	16459.141	NaN	NaN	16337.051	30274.359	NaN	15965.944	16996.514	NaN	NaN	18340.967	15017.732	NaN	21241.076	15198.279	16874.609	12917.507	NaN	14973.066	15315.618	NaN	16019.745	NaN	NaN	NaN	NaN	19549.555	NaN	17901.867	NaN	17492.016	14647.604	13902.334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14429.839	NaN	NaN	NaN	15877.208	NaN	26482.42	NaN	NaN	14781.56	15483.916	16377.862	NaN	NaN	NaN	NaN	16695.227	NaN	NaN	NaN	NaN	15201.965	17492.238	18887.043	19188.389	NaN	15862.065	NaN	14647.151	20451.104	NaN	NaN	NaN	14229.21	NaN	NaN	NaN	NaN	18902.4	NaN	17767.207	17347.283	12709.102	15288.064	NaN	NaN	15461.082	14965.343	19254.85	15210.655	14082.54	NaN	NaN	NaN	NaN	NaN	16028.592	15246.614	16291.48	13914.371	NaN	14615.048	NaN	14106.736	17409.012	15553.588	19259.574	15827.225	NaN	NaN	NaN	16469.088	16464.529	14743.305	NaN	NaN	NaN	NaN	NaN	NaN	14797.796	NaN	NaN	21857.705	14937.633	17452.344	NaN	17871.133	NaN	16601.938	NaN	19871.727	NaN	15990.176	13274.938	NaN	18763.195	15086.825	17341.387	16266.567	15190.077	NaN	13541.566	14501.779	NaN	14833.688	NaN	NaN	NaN	NaN	12422.451	NaN	NaN	NaN	NaN	NaN	18548.336	NaN	NaN	NaN	15011.188	NaN	17776.654	NaN	20234.195	NaN	15317.072	NaN	15281.201	NaN	NaN	16980.436	17576.057	20619.139	14677.846
3.7358	18308.27	15107.519	NaN	NaN	18472.086	24452.746	NaN	16213.838	14943.707	NaN	NaN	16580.15	15153.002	NaN	20536.119	15713.119	18482.48	13452.418	NaN	13816.074	15068.401	NaN	15753.103	NaN	NaN	NaN	NaN	18455.684	NaN	17851.18	NaN	16754.23	14568.67	13662.602	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15728.193	NaN	27167.344	NaN	NaN	15377.621	15442.065	15866.274	NaN	NaN	NaN	NaN	15562.669	NaN	NaN	NaN	NaN	NaN	18493.756	17647.916	20189.426	NaN	13971.779	NaN	13656.655	20381.445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16825.504	NaN	NaN	15426.447	11841.812	16146.902	NaN	NaN	15328.532	NaN	18417.842	14488.14	13605.712	NaN	NaN	NaN	NaN	NaN	16819.408	15532.306	14987.874	NaN	NaN	14156.78	NaN	NaN	15078.851	15488.667	18402.293	15586.792	NaN	NaN	NaN	15753.121	15854.77	14411.435	NaN	NaN	NaN	NaN	NaN	NaN	14267.09	NaN	NaN	21254.693	15233.118	20968.92	NaN	17500.15	NaN	15397.867	NaN	18734.727	NaN	15277.12	12725.308	NaN	15853.814	14553.026	15808.159	15299.188	15475.646	NaN	12818.929	14451.446	NaN	14455.783	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18000.576	NaN	NaN	NaN	13054.243	NaN	18833.854	NaN	19950.934	NaN	16112.466	NaN	14535.438	NaN	NaN	16537.965	17979.471	18198.619	14013.176
3.8692	17274.855	14379.175	NaN	NaN	19830.928	22054.836	NaN	17773.273	15209.355	NaN	NaN	17052.555	15121.124	NaN	19641.217	16537.457	NaN	12785.003	NaN	12791.315	13845.34	NaN	15049.155	NaN	NaN	NaN	NaN	17492.018	NaN	NaN	NaN	16449.9	14788.945	14052.533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16067.975	NaN	21656.031	NaN	NaN	14562.494	15610.8	16493.244	NaN	NaN	NaN	NaN	15600.335	NaN	NaN	NaN	NaN	NaN	19654.971	17080.344	19599.529	NaN	13514.707	NaN	NaN	19911.738	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16527.951	NaN	NaN	14822.428	NaN	17191.662	NaN	NaN	14362.312	NaN	16781.061	13652.249	13325.095	NaN	NaN	NaN	NaN	NaN	17594.201	16352.894	14738.138	NaN	NaN	14188.533	NaN	NaN	14541.09	15568.419	17829.6	16452.531	NaN	NaN	NaN	15666.509	15680.019	14704.779	NaN	NaN	NaN	NaN	NaN	NaN	15072.124	NaN	NaN	20593.209	14273.783	NaN	NaN	NaN	NaN	15672.396	NaN	17702.867	NaN	NaN	NaN	NaN	14714.388	14021.06	15210.176	15239.081	15245.438	NaN	12508.367	13798.181	NaN	13996.003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16950.695	NaN	NaN	NaN	13517.498	NaN	18439.77	NaN	20855.133	NaN	15569.668	NaN	13686.135	NaN	NaN	15977.806	17557.938	16812.016	13657.972
4.0027	17495.334	14089.471	NaN	NaN	17681.334	21089.41	NaN	NaN	14848.983	NaN	NaN	16368.632	15050.9	NaN	19885.381	18056.814	NaN	12725.918	NaN	12919.006	13599.369	NaN	NaN	NaN	NaN	NaN	NaN	16742.438	NaN	NaN	NaN	16857.031	NaN	14346.478	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15421.322	NaN	17589.186	NaN	NaN	14350.061	NaN	17741.039	NaN	NaN	NaN	NaN	14499.348	NaN	NaN	NaN	NaN	NaN	18371.672	14998.691	18137.324	NaN	NaN	NaN	NaN	19326.529	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15875.337	NaN	NaN	14461.709	NaN	17123.502	NaN	NaN	14706.445	NaN	15760.177	12736.725	12447.447	NaN	NaN	NaN	NaN	NaN	16382.57	17726.938	14144.173	NaN	NaN	15151.147	NaN	NaN	14102.814	14289.263	17497.5	15945.138	NaN	NaN	NaN	14526.504	15442.419	13431.055	NaN	NaN	NaN	NaN	NaN	NaN	14820.21	NaN	NaN	18901.404	14257.586	NaN	NaN	NaN	NaN	NaN	NaN	16417.535	NaN	NaN	NaN	NaN	NaN	14398.085	15773.992	14326.021	14390.732	NaN	NaN	14007.113	NaN	13480.441	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17004.027	NaN	NaN	NaN	NaN	NaN	16437.562	NaN	20219.559	NaN	17130.855	NaN	13246.844	NaN	NaN	15331.942	17659.77	15086.687	NaN
4.1361	17404.162	NaN	NaN	NaN	15370.726	18447.439	NaN	NaN	14367.039	NaN	NaN	16758	NaN	NaN	19886.389	19633.695	NaN	NaN	NaN	12529.351	14261.233	NaN	NaN	NaN	NaN	NaN	NaN	15431.874	NaN	NaN	NaN	17168.676	NaN	13804.388	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16971.6	NaN	15485.499	NaN	NaN	NaN	NaN	17760.398	NaN	NaN	NaN	NaN	14045.03	NaN	NaN	NaN	NaN	NaN	16359.915	14361.657	16619.318	NaN	NaN	NaN	NaN	17033.676	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14495.731	NaN	15452.361	NaN	NaN	13752.589	NaN	15204.305	12226.413	NaN	NaN	NaN	NaN	NaN	NaN	14484.333	18435.613	13096.051	NaN	NaN	14136.429	NaN	NaN	13071.893	13464.338	16579.506	15341.033	NaN	NaN	NaN	13886.718	NaN	13213.003	NaN	NaN	NaN	NaN	NaN	NaN	14700.61	NaN	NaN	17387.291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15597.153	NaN	NaN	NaN	NaN	NaN	13471.972	14928.034	14341.168	14628.124	NaN	NaN	NaN	NaN	13778.09	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15695.845	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20417.902	NaN	16634.021	NaN	12997.454	NaN	NaN	14855.041	16157.505	14223.52	NaN
4.2695	18362	NaN	NaN	NaN	NaN	16870.803	NaN	NaN	NaN	NaN	NaN	16459.576	NaN	NaN	19126.262	18402.34	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13864.216	NaN	NaN	NaN	18048.262	NaN	13145.438	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16633.381	NaN	14263.833	NaN	NaN	NaN	NaN	16883.816	NaN	NaN	NaN	NaN	13562.939	NaN	NaN	NaN	NaN	NaN	15588.152	13615.138	17658.154	NaN	NaN	NaN	NaN	16292.238	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13461.811	NaN	NaN	13316.498	NaN	13750.66	11160.684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17034.559	12451.563	NaN	NaN	13432.427	NaN	NaN	NaN	12640.882	NaN	14681.062	NaN	NaN	NaN	13304.097	NaN	13079.565	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15929.353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14517.29	NaN	NaN	NaN	NaN	NaN	13394.284	13326.586	13782.837	14217.072	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15331.116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21015.352	NaN	15599.552	NaN	13444.429	NaN	NaN	15591.271	NaN	15362.938	NaN
4.4029	18761.09	NaN	NaN	NaN	NaN	15422.229	NaN	NaN	NaN	NaN	NaN	15763.804	NaN	NaN	17554.848	17440.188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13952.948	NaN	NaN	NaN	17060.92	NaN	13864.274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13100.799	NaN	NaN	NaN	NaN	17168.541	NaN	NaN	NaN	NaN	13664.121	NaN	NaN	NaN	NaN	NaN	15048.196	13097.305	18502.492	NaN	NaN	NaN	NaN	15434.583	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11636.798	NaN	NaN	13339.597	NaN	NaN	11674.372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12290.664	NaN	NaN	13069.771	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15622.287	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14306.324	NaN	NaN	NaN	NaN	NaN	NaN	12466.146	13665.572	13727.474	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15211.754	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20305.15	NaN	13656.765	NaN	NaN	NaN	NaN	14055.671	NaN	14130.738	NaN
4.5363	19177.965	NaN	NaN	NaN	NaN	14756.532	NaN	NaN	NaN	NaN	NaN	15947.001	NaN	NaN	16123.025	15518.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12873.595	NaN	NaN	NaN	NaN	NaN	13505.318	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13247.775	NaN	NaN	NaN	NaN	15360.121	NaN	NaN	NaN	NaN	12877.07	NaN	NaN	NaN	NaN	NaN	13850.306	NaN	17742.428	NaN	NaN	NaN	NaN	14775.947	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13057.57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12270.156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13147.853	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14841.942	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18667.031	NaN	11797.967	NaN	NaN	NaN	NaN	13970.919	NaN	NaN	NaN
4.6698	21581.43	NaN	NaN	NaN	NaN	14583.259	NaN	NaN	NaN	NaN	NaN	15057.536	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13432.74	NaN	NaN	NaN	NaN	NaN	13926.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15234.829	NaN	NaN	NaN	NaN	12695.268	NaN	NaN	NaN	NaN	NaN	12755.292	NaN	16982.135	NaN	NaN	NaN	NaN	14008.742	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13652.751	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12196.441	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14212.815	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17437.135	NaN	NaN	NaN	NaN	NaN	NaN	13908.607	NaN	NaN	NaN
