X	Y_20180224_15100_10_1g	Y_20180224_15100_10_2g	Y_20180224_15100_10_3g	Y_20180224_15100_10_4g	Y_20180224_15100_10_5g	Y_20180224_15100_10_6g	Y_20180224_15100_10_7g	Y_20180224_15100_10_8g	Y_20180224_15100_10_9g	Y_20180224_15100_11_1g	Y_20180224_15100_11_2g	Y_20180224_15100_11_3g	Y_20180224_15100_11_4g	Y_20180224_15100_11_5g	Y_20180224_15100_11_6g	Y_20180224_15100_11_7g	Y_20180224_15100_12_10g	Y_20180224_15100_12_11g	Y_20180224_15100_12_12g	Y_20180224_15100_12_1g	Y_20180224_15100_12_2g	Y_20180224_15100_12_3g	Y_20180224_15100_12_4g	Y_20180224_15100_12_5g	Y_20180224_15100_12_6g	Y_20180224_15100_12_7g	Y_20180224_15100_12_8g	Y_20180224_15100_12_9g	Y_20180224_15100_13_10g	Y_20180224_15100_13_11g	Y_20180224_15100_13_1g	Y_20180224_15100_13_2g	Y_20180224_15100_13_3g	Y_20180224_15100_13_4g	Y_20180224_15100_13_5g	Y_20180224_15100_13_6g	Y_20180224_15100_13_7g	Y_20180224_15100_13_8g	Y_20180224_15100_13_9g	Y_20180224_15100_14_1g	Y_20180224_15100_14_2g	Y_20180224_15100_14_3g	Y_20180224_15100_14_4g	Y_20180224_15100_15_1g	Y_20180224_15100_15_2g	Y_20180224_15100_15_3g	Y_20180224_15100_15_4g	Y_20180224_15100_15_5g	Y_20180224_15100_15_6g	Y_20180224_15100_15_7g	Y_20180224_15100_16_1g	Y_20180224_15100_16_2g	Y_20180224_15100_16_3g	Y_20180224_15100_16_4g	Y_20180224_15100_16_5g	Y_20180224_15100_16_6g	Y_20180224_15100_16_7g	Y_20180224_15100_17_10g	Y_20180224_15100_17_1g	Y_20180224_15100_17_2g	Y_20180224_15100_17_3g	Y_20180224_15100_17_4g	Y_20180224_15100_17_5g	Y_20180224_15100_17_6g	Y_20180224_15100_17_8g	Y_20180224_15100_17_9g	Y_20180224_15100_18_1g	Y_20180224_15100_18_2g	Y_20180224_15100_18_3g	Y_20180224_15100_18_4_1g	Y_20180224_15100_18_4_2g	Y_20180224_15100_18_5g	Y_20180224_15100_18_6g	Y_20180224_15100_18_7g	Y_20180224_15100_18_8g	Y_20180224_15100_18_9g	Y_20180224_15100_19_10g	Y_20180224_15100_19_11_1g	Y_20180224_15100_19_11_2g	Y_20180224_15100_19_12g	Y_20180224_15100_19_13g	Y_20180224_15100_19_14g	Y_20180224_15100_19_15g	Y_20180224_15100_19_16g	Y_20180224_15100_19_17g	Y_20180224_15100_19_1g	Y_20180224_15100_19_2g	Y_20180224_15100_19_3g	Y_20180224_15100_19_4g	Y_20180224_15100_19_5_1g	Y_20180224_15100_19_5_2g	Y_20180224_15100_19_6g	Y_20180224_15100_19_7_1g	Y_20180224_15100_19_7_2g	Y_20180224_15100_19_8g	Y_20180224_15100_19_9g	Y_20180224_15100_2_10g	Y_20180224_15100_2_11g	Y_20180224_15100_2_12g	Y_20180224_15100_2_1g	Y_20180224_15100_2_2g	Y_20180224_15100_2_3g	Y_20180224_15100_2_4g	Y_20180224_15100_2_5g	Y_20180224_15100_2_6g	Y_20180224_15100_2_7g	Y_20180224_15100_2_8g	Y_20180224_15100_2_9g	Y_20180224_15100_20_10g	Y_20180224_15100_20_11g	Y_20180224_15100_20_1g	Y_20180224_15100_20_2g	Y_20180224_15100_20_3g	Y_20180224_15100_20_4g	Y_20180224_15100_20_5g	Y_20180224_15100_20_6g	Y_20180224_15100_20_7g	Y_20180224_15100_20_8g	Y_20180224_15100_20_9g	Y_20180224_15100_21_10g	Y_20180224_15100_21_1g	Y_20180224_15100_21_2g	Y_20180224_15100_21_3g	Y_20180224_15100_21_4g	Y_20180224_15100_21_5g	Y_20180224_15100_21_6g	Y_20180224_15100_21_7g	Y_20180224_15100_21_8g	Y_20180224_15100_21_9g	Y_20180224_15100_22_1g	Y_20180224_15100_22_2g	Y_20180224_15100_22_3g	Y_20180224_15100_22_4g	Y_20180224_15100_22_5_1g	Y_20180224_15100_22_5_2g	Y_20180224_15100_22_6_1g	Y_20180224_15100_22_6_2g	Y_20180224_15100_22_7g	Y_20180224_15100_23_1g	Y_20180224_15100_23_2g	Y_20180224_15100_23_3g	Y_20180224_15100_23_4g	Y_20180224_15100_23_5g	Y_20180224_15100_24_1g	Y_20180224_15100_24_2g	Y_20180224_15100_24_3g	Y_20180224_15100_24_4g	Y_20180224_15100_24_5g	Y_20180224_15100_24_6g	Y_20180224_15100_24_7g	Y_20180224_15100_25_1g	Y_20180224_15100_25_2g	Y_20180224_15100_25_3g	Y_20180224_15100_25_4g	Y_20180224_15100_25_5g	Y_20180224_15100_26_1g	Y_20180224_15100_26_2g	Y_20180224_15100_26_3g	Y_20180224_15100_26_4g	Y_20180224_15100_26_5g	Y_20180224_15100_26_6g	Y_20180224_15100_27_1g	Y_20180224_15100_27_2g	Y_20180224_15100_27_3g	Y_20180224_15100_27_4g	Y_20180224_15100_28_10g	Y_20180224_15100_28_11g	Y_20180224_15100_28_1g	Y_20180224_15100_28_2g	Y_20180224_15100_28_3g	Y_20180224_15100_28_4g	Y_20180224_15100_28_5g	Y_20180224_15100_28_6g	Y_20180224_15100_28_7g	Y_20180224_15100_28_8g	Y_20180224_15100_28_9g	Y_20180224_15100_29_1g	Y_20180224_15100_29_2_1g	Y_20180224_15100_29_2_2g	Y_20180224_15100_29_3g	Y_20180224_15100_29_4g	Y_20180224_15100_29_5g	Y_20180224_15100_29_6g	Y_20180224_15100_29_7g	Y_20180224_15100_29_8g	Y_20180224_15100_30_1g	Y_20180224_15100_30_2g	Y_20180224_15100_30_3g	Y_20180224_15100_30_4g	Y_20180224_15100_30_5g	Y_20180224_15100_30_6g	Y_20180224_15100_30_7g	Y_20180224_15100_31_1g	Y_20180224_15100_31_2g	Y_20180224_15100_31_3g	Y_20180224_15100_31_4g	Y_20180224_15100_32_1g	Y_20180224_15100_33_1g	Y_20180224_15100_33_2g	Y_20180224_15100_33_3_1g	Y_20180224_15100_33_3_2g	Y_20180224_15100_33_4g	Y_20180224_15100_33_5g	Y_20180224_15100_33_6g	Y_20180224_15100_33_7g	Y_20180224_15100_4_10g	Y_20180224_15100_4_11_1g	Y_20180224_15100_4_11_2g	Y_20180224_15100_4_1_1g	Y_20180224_15100_4_1_2g	Y_20180224_15100_4_2g	Y_20180224_15100_4_3g	Y_20180224_15100_4_4g	Y_20180224_15100_4_5g	Y_20180224_15100_4_6g	Y_20180224_15100_4_7g	Y_20180224_15100_4_8g	Y_20180224_15100_4_9g	Y_20180224_15100_6_1g	Y_20180224_15100_6_2g	Y_20180224_15100_6_3g	Y_20180224_15100_6_4g	Y_20180224_15100_6_5g	Y_20180224_15100_6_6g	Y_20180224_15100_6_7g	Y_20180224_15100_6_8g	Y_20180224_15100_6_9g	Y_20180224_15100_7_10g	Y_20180224_15100_7_11g	Y_20180224_15100_7_12g	Y_20180224_15100_7_13g	Y_20180224_15100_7_1_1g	Y_20180224_15100_7_1_2g	Y_20180224_15100_7_2g	Y_20180224_15100_7_3g	Y_20180224_15100_7_4g	Y_20180224_15100_7_5g	Y_20180224_15100_7_6g	Y_20180224_15100_7_7g	Y_20180224_15100_7_8g	Y_20180224_15100_7_9g	Y_20180224_15100_8_1g	Y_20180224_15100_8_2g	Y_20180224_15100_8_3g	Y_20180224_15100_8_4g	Y_20180224_15100_8_5g	Y_20180224_15100_8_6g	Y_20180224_15100_8_7g	Y_20180224_15100_8_8g	Y_20180224_15100_9_10g	Y_20180224_15100_9_1g	Y_20180224_15100_9_2g	Y_20180224_15100_9_3g	Y_20180224_15100_9_4g	Y_20180224_15100_9_5g	Y_20180224_15100_9_6g	Y_20180224_15100_9_7g	Y_20180224_15100_9_8g	Y_20180224_15100_9_9g
0	38662.613	37624.883	40739.531	40107.184	41147.816	37657.637	39440.637	35995.633	37132.457	35454.871	36593.781	34399.145	32947.531	35840.977	36553.887	33800.836	38847.633	38891.926	34398.461	34957.996	38311.086	40180.219	39508.086	37932.902	38602.352	41568.215	40500.785	34282.777	31900.969	37196.094	39408.07	40304.949	39419.664	41376.102	39308.254	39499.758	39487.91	38545.676	35726.223	39164.359	40857.988	38435.199	39105.363	32118.984	36682.379	32361.9	39307.359	41631.738	40004.191	33599.57	49162.984	39251.164	39751.418	36934.598	35788.836	40941.016	39823.984	34564.176	32852.301	41206.094	39412.312	37436.445	39305.801	39912.098	32375.65	33115.52	35946.508	40980.898	41891.773	39450.414	41087.199	41828.273	39919.75	43198.727	35774.23	40506.652	43861.211	39873.602	40088.551	39339.262	36693.648	37830.379	37918.438	39098.555	35993.527	35959.574	37642.918	37483	41510.242	35164.805	36670.945	34728.426	34207.352	34385.168	37125.668	37492.402	36319.727	39448.191	36975.566	38110.465	36697.613	39942.477	38525.512	41579.898	37216.199	37198.062	41396.496	35515.023	33605.266	41908.344	37211.527	37529.359	34093.398	41185	40286.812	40354.594	39585.562	37642.699	36982.809	41671.934	37724.273	35474.805	34717.656	40214.559	41917.809	39261.73	37331.668	40601.82	40913.586	37329.945	39026.59	40668.055	39174.016	41420.48	39745.02	43444.797	39771.262	36848.133	37233.414	37632.336	34445.5	37630.055	39303.891	38451.805	36749.59	38176.008	34408.602	35441.559	34481.156	31664.836	39626.926	40726.621	38854.426	40335.379	39667.543	37932.508	36812.137	40879.066	38868.328	39002.695	37084.312	36803.547	41473.594	39689.648	39113.957	40743.703	40532.707	32961.273	34714.605	37497.961	42157.695	41241.844	39908.773	35250.945	39731.812	39313.164	41881.508	38334.625	39098.312	38590.922	40936.801	39244.078	37888.344	35012.07	38252.07	40183.629	37374.977	38421.422	40308.906	40229.777	39109.016	36542.762	35526.363	35738.398	36627.836	40277.07	39849.465	39764.938	35961.133	38260.891	36881.375	37113.305	35944.312	36632.645	37488.875	34713.566	36716.297	34822.602	37364.719	37329	41036.422	37015.977	45118.609	38523.102	36272.012	35498.578	37020.652	35720.348	37179.52	38076.445	40035.887	35830.773	38029.793	35280.184	38473.695	38911.047	33246.504	40328.426	39700.902	36726.898	37636.145	37066.648	35920.977	38460.965	36840.098	39323.094	40564.625	39915.566	39652.273	38910.406	39200.949	38697.367	39562.125	35642.863	37186.691	39332.047	36788.754	36843.418	36764.238	40049.688	36868.105	37436.832	35012.285	39024.938	39250.238	39244.051	34835.648	39397.375	38251.359
0.1334	37847.023	39230.918	41222.344	39921.477	40940.688	37003.246	41370.145	36917.512	37739.797	35890.055	36837.184	34032.891	33439.785	34969.77	35936.293	33749.648	39507.375	38621.578	35679.191	33548.586	39293.941	40563.406	38454.621	38732.258	39401.121	42836.348	38772.055	34836.188	30975.721	37027.16	37801.992	40006.34	41391.582	42499.84	40473.441	39549.195	40157.977	37886.156	35052.004	39584.344	42201.66	37543.801	39122.551	31082.236	36068.586	34878.312	38710.645	40927.742	40963.562	34758.453	47923.066	39841.492	40236.355	37273.09	37589.258	39746.719	39244.254	36596.742	32660.475	37959.699	40825.289	38909.383	41209.957	38761.07	33455.953	33207.555	36325.309	39820.312	39753.762	40150.336	40352.359	39647.535	38019.953	40893.645	36843.184	39762.914	42598.527	38862.301	39971.629	39387.926	38515.406	38604.496	37502.551	39241.039	34900.73	38187.539	38555.008	38144.828	42208.734	35192.797	35475.473	33192.957	33304.801	36001.449	39161.582	36054.961	35720.812	39291.602	35171.031	37037.859	40699.879	38809.676	37765.945	39358.047	37102.449	37886.195	40523.227	36446.777	34077.047	40303.062	38468.852	38156.93	33907.715	41661.742	39036.996	41868.902	38724.387	39403.777	37534.504	40926.824	37666.762	36103.301	35404.246	42248.68	42370.133	40130.355	36541.926	39825.5	39841.508	37494.699	39647.949	40638.711	39731.145	41120.16	40124.562	42437.848	41930.328	36564.637	37864.828	38061.895	32971.617	36104.402	37935.945	39133.508	38228.008	38625.488	34346.816	34677.137	35014.219	32062.043	39527.488	39666.172	39999.203	39443.191	39105.836	37998.535	35990.23	39479.27	38803.18	37917.125	38077.582	36893.797	41195.812	40453.078	38869.281	39321.234	40066.383	32892.125	33722.82	36273.062	40979.664	40222.383	39158.18	35385.383	41176.203	38400.957	42699.949	37727.629	37510.992	38350.07	43264.715	37855.906	38186.594	33636.863	38724.113	38283.406	37644.902	38982.379	42042.465	39756.184	40570.637	36889.988	34282.566	36164	35861.418	38857.703	39931.316	39224.938	37372.355	38212.074	37545.441	35958.273	35862.082	36040.977	37528.691	35879.84	36185.242	36132.621	36209	35323.613	39392.465	36850.941	44261.195	40557.234	36241.836	35335.469	37165.719	36639.781	36837.348	39459.453	39023.098	36028.367	37756.594	33998.66	38972.406	37902.684	32775.254	39152.879	39061.859	37649.773	36820.219	35764.754	35883.488	38995.871	35708.703	39392.418	38908.066	40306.688	39876.234	40575.008	39665.109	37206.426	39346.371	35959.59	37665.164	39589.312	38432.363	37185.793	37158.395	40735.523	36810.312	37203.207	36488.988	39081.332	37161.914	37535.949	35364.391	40880.363	37382.824
0.2668	38700.234	40240.145	42794.992	39896.191	41549.629	38131.887	41726.008	35066.871	37649.535	36763.473	36708.66	34429.98	35201.98	36689.652	36261.824	34522.926	38376.77	38175.527	36805.398	33530.98	37766.262	41026.961	39564.316	37842.438	37566.285	42318.375	39686.59	33511.133	32526.432	36642.266	37760.965	39133.816	39788.422	42174.582	42355.602	40467.391	39303.879	38616.172	33790.297	40620.281	44256.82	38553.352	38003.875	33234.141	35974.906	33387.484	38183.871	41375.422	39626.789	33868.797	47562.812	40525.23	38213.434	37523.73	36294.113	40110.973	37710.602	36089.137	32837.496	38043.355	40235.883	39606.375	39519.863	38612.914	33303.117	34372.457	36936.188	43030.867	40018.203	40977.906	40459.223	39904.137	38086.422	41432.363	35487.523	41406.504	43344.289	39785.918	39480.289	41165.16	37990.688	38479.965	37905.305	37688.934	34687.414	39521.352	40091.172	40359.914	44092.82	35485.051	36331.238	34434.668	33426.238	33129.855	37633.465	38032.629	38178.766	41097.473	35851.156	38386.945	37080.938	38855.09	39030.074	41821.949	37456.945	38086.527	40844.91	37997.738	34425.977	39171.328	38050.074	38319.613	33611.191	38199.039	39534.988	39984.789	39637.219	39251.445	36616.727	45160.344	36932.227	34403.855	33872.77	39697.703	41323.223	40197.836	34567.676	38446.316	40295.121	36445.867	40747.684	42012.852	38964.414	43889.988	40366.762	42157.637	43177.129	35288.836	38017.746	36565.324	33747.656	35727.934	37837.617	39989.246	37373.402	38766.109	34989.656	35488.969	34141.727	31447.732	39230.871	40816.723	39756.262	43135.613	40049.164	37618.086	35918.285	38290.566	37533.695	39533.57	36624.027	37240.02	41589.082	38971.375	38314.586	38460.629	40889.234	31606.951	33670.621	35867.598	41618.27	39514.328	38552.422	33485.957	40966.121	40409.98	42592.363	38342.824	38149.414	38587.375	43381.711	38591.973	37036.488	34829.074	37105.727	38758.656	37903.402	38109.176	41480.367	39264.699	41305.34	38020.848	35687.797	36596.668	34709.207	40684.547	40745.602	38556.312	36667.91	38212.32	39198.707	37043.848	34471.312	39788.344	37962.133	35555.059	36078.664	36789.02	35575.555	37073.234	40237.043	38618.613	44029.746	41165.055	37018.242	35612.879	36066	34891.672	37186.148	36991.629	38895.219	35873.562	38427.152	33011.824	38564.656	38665.555	34405.457	36764.285	37957.691	38058.773	40122.625	36939.016	35450.617	39542.355	38369.797	38929.656	37644.512	39066	39271.902	40032.477	37582.773	37119.68	39156.379	36474.047	37440.578	39089.016	39056.633	35634.184	37120.461	40551.547	37541.344	36734.691	37730.305	38822.598	37807.547	36469.914	35619.914	42053.656	36764.09
0.4003	38891.508	40887.836	44241.402	38896.906	41434.664	40258.301	40055.824	36124.262	41019.09	36392.043	37446.926	34812.914	34703.914	35864.711	37220.234	35229.09	39100.445	35795.816	40097.988	33694.18	36668.277	41566.926	40875.434	37423.926	38816.75	42304.977	38451.391	32047.84	33104.211	39082.082	39263.332	41168.539	40511.383	41840.227	40205.059	41645.457	40354.965	39215.023	36323.195	41348.996	43993.203	38166.453	38489.699	33238.031	35553.336	34498.211	38342.965	40894.078	41952.934	33076.133	46206.395	40421.641	36340.02	36830.598	38131.559	42317.168	38528.016	36662.496	34454.121	38858.293	38620.141	40666.48	40062.543	39964.082	34899.953	32916.066	37325.695	41411.32	39372.266	39345.043	39574.637	41116.758	39906.215	39084.77	37678.477	39171.34	42558.109	39860.32	39531.051	40013.801	39868.586	38186.113	37205.633	37489.77	34972.137	39231.188	37895.867	39097.938	42995.848	35978.875	37697.387	35458.305	31742.965	33293.137	38865.133	39116.867	36027.496	41511.086	38704.391	36933.539	39092.363	38719.648	38675.824	40681.117	36690.289	37423.449	39839.746	36457.414	33602.453	38382.031	37237.898	38490.539	35855.094	38159.184	39697.512	38971.93	40626.855	41403.34	37162.906	56998.723	39137.516	36931.664	34248.484	41380.281	41863.961	39412.812	34966.953	38334.539	38075.844	37659.316	41014.238	39942.961	40978.18	47769.973	40200.699	41637.957	41437.109	34818.629	37547.258	35815.805	34742.891	36308.301	39037.453	41019.969	37369.258	37756.066	34580.602	34097.828	34426.438	31734.393	39866.746	41265.699	39787.238	42102.84	39364.172	39090.473	35610.25	38518.906	38148.609	38161.719	38260.805	37707.77	41640.883	39068.855	38960.836	39519.832	42381.461	31114.039	35066.309	38571.121	41574.219	39537.715	38592.328	32470.322	39533.793	38866.422	40350.184	39926.121	39014.867	38712.496	42897.129	40272.805	37332.707	32598.977	37978.129	38189.031	39059.164	38454.469	41126.48	39774.93	40819.656	38227.613	36350.512	36176.836	37008.996	40713.82	39683.609	37437.074	36461.09	39537.672	39449.395	35500.785	34191.355	41438.355	35645.777	34214.73	37842.375	37074.32	37250.273	38359.102	40838.641	39747.098	43790.598	39105.555	37744.523	37619.242	34799.715	35584.695	38057.441	39081.488	38708.078	37489.703	39158.699	34720.211	38746.598	35887.203	35992.074	39925.723	38582.098	38413.059	40549.992	36281	35506.172	40270.672	35956.543	38087.832	37143.402	38836.355	38816.594	39335.027	38441.113	39514.801	38281.918	36540.902	38815.219	40413.777	38878.695	36162.57	37357.594	40063.402	38929.984	35807.309	41600.27	38939.625	39200.652	37915.633	34590.938	40404.957	37662.098
0.5337	38808.691	42986.07	46113.711	39107.875	41415.762	41168.453	39949.75	37470.254	46178.855	36463.828	37819.047	33279.07	33194.582	35895.82	36119.691	33513.395	37301.254	36199.812	42579.762	34133.773	36111.191	38862.121	41099.906	38059.332	37873.719	42858.617	37941.801	32234.586	32838.414	35967.832	39143.855	40431.652	41065.473	41988.031	39521.891	40705.793	40787.602	37673.637	34969.41	40786.918	42364.992	39281.543	39146.812	34240.02	35421.422	35099.48	36901.098	42170.398	43139.324	34370.883	44713.668	40146.484	37310.82	36607.613	37689.641	40713.93	37826.109	36201.141	33266.625	40169.848	39813.777	39128.023	40122.324	39374.379	34422.594	34222.496	39387.914	39270.379	38521.172	39917.668	40828.109	40970.266	40927.93	38682.621	37775.969	40266.008	41873.301	40730.773	41044.539	40395.91	39351.594	37871.086	37482.488	37085.02	33662.02	39243.594	38431.371	38838.195	40658.223	37211.309	37268.402	38644.438	33391.395	33625.832	38973.27	38033.723	36450.66	42201.43	40360.527	38018.09	38791.066	41346.105	39293.668	40440.027	37339.922	37889.723	40976.258	37210.203	33234.07	37180.656	38638.172	38823.273	34320.32	40607.051	42038.371	40798.043	40115.094	44446.484	36616.316	90538.203	38523.742	37251.637	33363.898	41060.902	38954.547	41816.879	36737.625	38623.48	38869.309	38922.598	42175.586	38853.965	40902.754	56457.41	39169.488	41510.008	40647.277	35310.684	37209.828	35211.52	35963.363	36326.957	38952.246	41710.027	37231.715	36401.156	33918.668	36193.723	34398.117	30727.51	38795.754	44948.668	39219.387	44880.539	37497.051	38150.488	36632.074	39288.43	38771.293	38860.539	36833.703	39433.855	40741.918	38035.953	39105.938	38625.547	41835.75	31413.725	35399.531	35760.406	39836.402	38723.098	37916.234	32638.016	40853.289	38515.176	40944.766	39531.496	39686.516	39208.996	42054.586	46040.086	38763.73	36093.551	38000.914	38873.395	37905.828	40082.391	38063.422	42021.777	40587.145	37486.352	34722.379	35669.012	39264.574	39381.898	38621.801	38201.5	37155.559	40151.41	40842.598	36060.02	33171.441	44016.828	34948.547	33378.086	38636.184	35423.172	36251.766	37033.988	39750.117	44680.262	43548.094	40600.137	38335.348	36144.93	35879.359	36137.16	38587.922	39052.582	41234.496	37163.039	40721.957	35439.641	37973.438	37251.676	33992.984	39223.375	38924.941	38450.105	40146.109	36135.801	38221.988	40339.488	37132.273	38722.875	35453.109	40441.137	38702.77	38264.188	39626.465	38944.027	38142.004	35694.75	38146.047	40860.406	38447.848	36679.328	37448.895	41043.113	39190.215	38494.988	48406.051	39263.676	38501.043	37276.184	36445.332	40416.711	37340.734
0.6671	37625.816	41823.273	49019.492	38209.582	40562.207	40683.102	40953.188	36906.113	61299.945	37034.004	38372.363	34076.801	33873.336	36079.863	36967.844	34308.668	37629.035	37737.461	48132.699	34590.863	36038.805	40483.773	40539.707	40342.176	38221.902	41667.621	37855.688	34308.43	31526.373	37266.434	39985.559	39823.535	41332.926	39696.289	39983.977	39715.762	40077.789	36435.316	33937.141	40352.777	42216.504	39635.719	39388.73	34372.512	34482.633	33495.367	38917.773	40490.691	46168.719	33152.691	45321.238	38348.133	37714.672	36127.75	37827.254	39558.504	37587.574	36929.113	33288.363	38226.07	41588.82	41766.586	39969.426	40093.324	34036.637	34709.473	40078.633	38456.699	40870.66	39947.129	43115.352	41310.746	42178.379	39604.484	37583.309	41150.945	41156	39549.719	40830.582	40020.184	38755.777	39422.906	38107.395	37361.375	34643.324	42062.328	39168.113	36270.242	40527.641	37173.281	38751.922	41760.652	34842.23	34343.715	37626.664	37804.051	36863.488	42132.281	43586.91	37080.938	39247.82	41417.262	39637.621	40897.871	38160.199	38775.746	41831.711	35701.59	35080.125	35694.781	41051.523	37941.539	32438.539	40379.707	41990.402	40626.695	38772.902	53662.875	37465.398	122659.797	37450.305	37373.512	34613.875	39551.297	39119.457	42211.336	37119.32	39457.27	39849.953	37557.23	44234.855	38552.699	42143.332	74981.562	40144.555	40676.871	40313.098	34854.84	36340.609	36143.527	35454.848	35065.641	37480.395	41757.934	39651.008	36952.953	34254.105	36507.137	35802.422	31577.523	39106.125	55964.25	38474.109	49011.273	38267.574	38294.469	37092.633	41156.449	41286.48	38280.164	38118.715	39828.844	41467.887	38361.844	38352.188	40408.355	41618.086	30703.932	35902.527	38074.445	41059.438	39670.91	38125.887	31736.451	42267.527	38518.68	40330.246	38344.266	40443.559	40731.07	42077.949	61976.367	39270.023	38894.324	40342.617	38584.617	39535.586	40194.184	40295.645	47940.477	40828.324	38603.484	35087.859	36236.371	42475.207	40579.539	38395.719	38010.004	38562.055	42694.812	40092.176	36468.332	33947.215	51747	36010.801	32962.867	39044.906	37395.797	37031.465	37353.031	41214.945	58384.586	42756.094	40175.336	36307.648	35966.477	36559.668	37951.504	36304.871	42272.383	42157.789	37065.328	50209.559	36563.184	37878.637	37265.852	34388.801	40755.703	39228.07	42202.285	40849.93	35151.258	38647.656	39767.32	36558.375	38793.086	34749.059	39179.191	38501.254	38705.301	39028.711	39560.547	37031.375	36885.895	38022.305	46704.57	37860.348	36696.848	37043.516	40870.352	39519.281	40611.121	69066.219	41579.277	37572.781	38832.797	38183.254	40265.453	37120.816
0.8005	38090.145	40749.855	66999.008	39422.938	39599.891	39923.625	42964.617	38377.941	94362.602	36446.633	37982.363	34335.254	34337.301	36929.539	35502.242	32621.477	38638.031	37179.336	67774.648	35588.41	38190.34	42698.875	40163.891	39717.047	39524.836	41726.668	38422.629	34102.121	33815.047	40772.523	43179.359	38924.805	41639.531	40908.047	40700.441	38553.355	40385.953	36324.484	33827	40961.492	44259.246	39713.531	41310.531	34871.707	35215.402	35605.445	39201.582	43270.922	55431.809	33580.988	42765.414	38405.539	37250.895	37963.594	37826.734	38356.453	38602.797	40009.852	33197.949	36970.391	41087.152	42155.598	38269.277	38791.629	32764.229	37333.234	42925.203	39207.832	41312.027	40869.809	43764.195	41515.75	48828.926	38431.977	36703.957	41080.891	41802.977	42233.883	43634.848	40252.047	38651.055	39343.488	37618.582	38158.348	34400.625	46210.148	40575.367	38723.762	38807.598	37349.121	40216.207	51315.852	35465.613	35649.977	37285.352	40050.84	37086.73	43449.164	58402.289	37822.828	39670.797	43573.441	38733.414	40775.5	39325.008	37753.414	43316.711	35789.391	34566.492	36795.984	45365.539	38831.41	32503.904	39368.73	43399.465	39593.055	38932.777	75463.75	38993.793	110264.688	37876.496	36536.871	35871.508	40937.57	40619.164	44150.863	35400.375	42146.18	41724.871	36841.16	45821.648	39595.789	45857.609	102852.023	43283.406	42246.191	41515.609	37039.668	38546.465	36230.176	36128.738	36140.219	39001.121	46938.418	41467.152	37553.285	35242.164	34443.801	34864.828	32352.729	39798.027	81241.883	40316.168	57601.828	37061.465	36631.297	38138.062	41585.414	42768.859	38168.465	38799.027	41609.062	41586.699	40228.355	39434.914	38861.16	40461.695	31125.812	37698.359	37937.723	42706.246	40853.324	37462.742	31087.557	43443.926	37759.523	40036.684	42539.52	42736.391	43034.809	40866.18	101494.109	39382.766	38120.547	39613.094	39365.965	40551.738	39769.387	40800.293	59210.836	42714.461	39179.332	35178.453	37382.855	53741.09	41123.266	38570.066	38993.285	38509.418	47138.914	41478.492	36551.711	33387.656	78429.969	36542.965	33493.574	43185.301	37074.695	37962.25	36445.023	40141.902	78545.422	42567.848	40289.969	34492.91	37362.957	37700.859	39124.555	38034.07	46433.293	46408.078	37971.316	70631.344	35984.168	39723.043	40282.73	35985.156	44726.074	39719.062	47762.59	42394.742	36367.184	44727.891	38812.059	37423.117	39532.473	34410.234	37382.109	39184.633	38028.184	40044.445	39607.512	37398.852	35936.484	39445.949	59286.035	36673.598	37034.805	37770.762	38971.102	39172.121	41982.398	104972.055	38373.492	39568.977	38057.848	39771.055	39688.078	38876.172
