X	Y_20181208_15100_1_1g	Y_20181208_15100_1_2g	Y_20181208_15100_1_3g	Y_20181208_15100_1_4g	Y_20181208_15100_1_5g	Y_20181208_15100_1_6g	Y_20181208_15100_1_7g	Y_20181208_15100_10_1g	Y_20181208_15100_10_2g	Y_20181208_15100_10_3g	Y_20181208_15100_11_1g	Y_20181208_15100_11_2g	Y_20181208_15100_11_3g	Y_20181208_15100_11_4g	Y_20181208_15100_12_1g	Y_20181208_15100_13_10g	Y_20181208_15100_13_1g	Y_20181208_15100_13_2g	Y_20181208_15100_13_3g	Y_20181208_15100_13_4g	Y_20181208_15100_13_5g	Y_20181208_15100_13_6g	Y_20181208_15100_13_7g	Y_20181208_15100_13_8g	Y_20181208_15100_14_1g	Y_20181208_15100_14_2g	Y_20181208_15100_14_3g	Y_20181208_15100_14_4g	Y_20181208_15100_15_1g	Y_20181208_15100_15_2g	Y_20181208_15100_15_3g	Y_20181208_15100_15_4g	Y_20181208_15100_15_5g	Y_20181208_15100_15_6g	Y_20181208_15100_15_7g	Y_20181208_15100_15_8g	Y_20181208_15100_16_1g	Y_20181208_15100_16_2g	Y_20181208_15100_16_3g	Y_20181208_15100_16_4g	Y_20181208_15100_17_1g	Y_20181208_15100_17_2g	Y_20181208_15100_17_3g	Y_20181208_15100_17_4g	Y_20181208_15100_17_5g	Y_20181208_15100_17_6g	Y_20181208_15100_17_7g	Y_20181208_15100_18_1g	Y_20181208_15100_18_2g	Y_20181208_15100_18_3g	Y_20181208_15100_18_4g	Y_20181208_15100_18_5g	Y_20181208_15100_18_6g	Y_20181208_15100_18_7g	Y_20181208_15100_19_1g	Y_20181208_15100_19_2g	Y_20181208_15100_19_3g	Y_20181208_15100_19_4g	Y_20181208_15100_19_5g	Y_20181208_15100_19_6g	Y_20181208_15100_2_1g	Y_20181208_15100_2_2g	Y_20181208_15100_2_3g	Y_20181208_15100_2_4g	Y_20181208_15100_21_1g	Y_20181208_15100_21_2g	Y_20181208_15100_21_3g	Y_20181208_15100_22_1g	Y_20181208_15100_23_1g	Y_20181208_15100_23_2g	Y_20181208_15100_23_3g	Y_20181208_15100_24_1g	Y_20181208_15100_24_3g	Y_20181208_15100_25_1g	Y_20181208_15100_25_2g	Y_20181208_15100_26_1g	Y_20181208_15100_27_1g	Y_20181208_15100_27_2g	Y_20181208_15100_3_1g	Y_20181208_15100_3_2g	Y_20181208_15100_3_3g	Y_20181208_15100_3_4g	Y_20181208_15100_3_5g	Y_20181208_15100_3_6g	Y_20181208_15100_4_1g	Y_20181208_15100_4_2g	Y_20181208_15100_5_10g	Y_20181208_15100_5_11g	Y_20181208_15100_5_12g	Y_20181208_15100_5_13g	Y_20181208_15100_5_14g	Y_20181208_15100_5_1g	Y_20181208_15100_5_2g	Y_20181208_15100_5_3g	Y_20181208_15100_5_4g	Y_20181208_15100_5_5g	Y_20181208_15100_5_6g	Y_20181208_15100_5_7g	Y_20181208_15100_5_8g	Y_20181208_15100_5_9g	Y_20181208_15100_6_10g	Y_20181208_15100_6_11g	Y_20181208_15100_6_1g	Y_20181208_15100_6_2g	Y_20181208_15100_6_3g	Y_20181208_15100_6_4g	Y_20181208_15100_6_5g	Y_20181208_15100_6_6g	Y_20181208_15100_6_7g	Y_20181208_15100_6_8g	Y_20181208_15100_6_9g	Y_20181208_15100_7_1g	Y_20181208_15100_7_2g	Y_20181208_15100_7_3g	Y_20181208_15100_7_4g	Y_20181208_15100_7_5g	Y_20181208_15100_7_6g	Y_20181208_15100_7_7g	Y_20181208_15100_7_8g	Y_20181208_15100_7_9g	Y_20181208_15100_8_1g	Y_20181208_15100_8_2g	Y_20181208_15100_8_3g	Y_20181208_15100_8_4g	Y_20181208_15100_8_5g	Y_20181208_15100_8_6g	Y_20181208_15100_9_1g	Y_20181208_15100_9_2g
1.3342	17451.9688	14705.1709	13348.0449	15173.3564	17433.1562	15535.0566	19789.5625	21515.5293	16518.3848	17052.1113	14898.2754	15631.1006	14476.2363	14714.7568	18790.2266	16797.2441	14918.5098	18228.7344	14540.2305	16294.2588	13170.8779	18727.5801	17179.0137	13668.2471	17294.2598	18382.2305	16562.5957	15458.4746	18558.6445	16924.8867	15359.3125	15227.3115	14198.377	14690.6211	14707.7158	15028.5371	14286.4736	16627.709	15798.127	12814.8613	15454.9902	13579.2012	11378.0059	11817.8926	12801.3389	17747.7773	14283.4424	14208.0537	15977.0811	13193.9102	15170.9199	15235.373	15606.1084	18739.1875	13467.7578	15537.5625	22466.873	15514.957	10723.9922	14431.6836	17537.6641	21113.9238	16695.2305	14936.0967	17166.4043	16838.6719	15642.249	18591.5801	17011.4629	17295.209	16739.6367	18495.3535	13199.832	14232.5713	16784.0254	21880.252	16991.4023	14794.1006	14448.3213	13880.7021	13563.4238	16601.4082	15705.707	27560.8613	14481.0771	18485.2227	14788.0957	16004.1133	16968.5879	17002.0996	15494.2881	15839.2168	17188.8926	19735.7559	17036.6895	17882.2637	15829.7529	15065.2764	15450.9521	13421.8916	13952.1846	14993.8867	15571.0254	17837.8242	14750.6406	14055.8477	18742.4629	13266.9395	13793.7979	18502.7207	17190.2793	17084.9473	17202.2129	13186.7158	15196.0244	13817.9951	14313.5166	13046.4971	13659.8555	14680.0723	13546.2764	15777.8818	25229.7344	17960.4336	11405.167	12360.8242	17077.9121	13704.1846
1.4676	16490.9316	15081.4463	13502.2617	16394.6406	17220.9785	15374.2598	19368.4199	17898.6973	16642.2949	18336.5312	14455.5225	15930.3008	13554.5215	16179.9746	16994.7793	17223.6055	14229.2129	20099.1523	17983.3164	16105.4014	12999.0107	18051.668	13363.1396	13108.7471	14627.1191	17336.4199	17063.5371	16741.6621	20138.6035	17792.9551	15990.0771	16971.9688	15907.6611	14753.9033	15410.8936	14408.5107	14026.168	16964.5566	15745.1855	14213.5449	16826.5078	13592.0928	11695.2559	11951.0811	13172.6445	16436.7617	14257.5635	15945.0332	17497.4531	12050.8291	15961.5312	14774.4854	17732.3984	20506.7617	14644.6064	15891.1846	20589.4688	16171.127	11072.5361	14274.915	19797.8828	19540.4609	17033.7109	15699.248	17098.4629	15945.2031	18078.7051	18633.5957	18903.5645	18420.5273	16069.8311	21949.0879	14104.1475	14541.1348	13734.6104	19658.0059	17477.459	14576.2539	14317.6436	12950.9102	14083.543	18759.4258	16233.0225	26214.3867	15020.9551	18874.6035	16616.2246	18373.7578	16925.8047	16611.8574	13673.8613	16634.293	15327.0986	19890.7852	19112.3828	18340.2539	17193.4863	14725.1895	12347.7871	12967.6357	14161.6309	14912.5117	15947.7754	16891.2305	14568.3643	13487.3398	22866.7598	13072.0869	13880.2549	20259.9316	17958.4805	14605.7949	16107.416	13430.9473	14621.7012	12625.5977	13210.625	13043.3945	13335.7559	14997.7969	13742.75	14379.4004	24991.4355	16264.6631	11114.9199	13553.3281	15673.0264	13819.833
1.6011	16273.0293	15099.7568	13631.1611	16625.9297	17572.9609	15230.9883	17040.2832	14332.4434	16756.5898	17737.4375	15428.3301	17709.1719	13742.7529	16329.8486	14491.585	19564.2422	14316.8389	23908.3008	20533.2539	15471.707	13524.4189	16619.5078	12472.0225	13799.2295	14148.7021	15227.1299	15499.2275	17036.0195	19136.0625	16650.9961	16410.9727	17296.541	17097.8496	15322.1846	15918.1826	13620.3848	14084.0127	19023.5527	16145.2373	14027.8604	16403.6074	12595.9707	11539.0107	12900.9668	13700.5586	15388.1973	14256.2754	17641.6289	20230.5605	12515.7803	14693.4053	14379.9385	17126.0312	18533.209	15230.4111	17310.1621	16290.8828	17286.1875	11512.6338	13663.54	20401.9141	16174.4482	17938.4199	14973.0225	17452	15083.5098	19251.4961	17139.7422	20311.7812	17613.291	15549.1104	23106.9805	14169.2852	14562.665	12689.2832	16637.4023	16838.7871	14410.7842	15267.5986	12548.0996	14168.9268	19216.334	16415.3047	19556.418	13721.8262	16420.7168	18655.4688	18764.8594	16105.834	18422.8184	13887.9102	18568.668	14465.7725	17731.6582	17101.2305	20375.7422	16561.6621	13757.333	11354.4229	13251.333	13986.1367	14674.0557	15575.7266	15573.3652	14038.4229	14344.6787	24119.0625	12558.4541	13308.3477	20590.8242	16756.1836	11747.2842	14213.8057	13246.2715	13866.6475	12463.957	11875.3789	13825.6807	14296.1611	14434.334	14735.9902	13436.2822	21247.5742	16003.96	11867.8311	14660.1221	14697.8916	14050.4287
1.7345	15221.0186	15461.2754	13980.9287	15806.9873	16654.3945	16524.4688	15522.2969	12488.0322	16322.3232	16804.0625	17424.4316	18571.2539	14562.0137	16446.0859	13552.5029	23754.9902	14388.0488	22499.25	20163.8281	17947.4434	12661.459	14862.4648	12549.8584	14484.042	14262.3711	14206.7549	13995.251	15901.1494	18772.8613	15062.9697	14397.8018	17544.2578	17720.207	18392.1875	16202.2031	13577.1377	14384.7334	20397.9199	16469.3359	13780.8564	17646.6211	14141.3262	11748.7393	14031.2871	13869.9453	15806.7178	14060.4395	18639.1172	18194.6426	13344.8828	14006.8447	14447.2168	17747.707	16085.708	15919.832	17222.0352	14334.9727	17941.2559	11626.3125	15494.3154	19854.332	13250.6621	21145.1152	15412.8438	18061.8398	13795.9688	20507.5879	15644.5225	23424.8105	19876.541	16214.71	18850.6016	15221.5586	14357.959	12711.6924	17091.1855	17780.7383	14348.543	14667.6064	13277.3672	13716.1123	19638.6504	16578.6582	16923.3711	12610.4756	14504.4824	19217.3008	15548.9727	16524.6211	20982.0996	13737.8828	19045.8984	14025.5439	15329.708	13423.4033	20656.3223	16347.4424	13828.165	11278.2432	14424.748	13526.6084	14675.6162	14566.3691	15114.6016	13939.9443	18311.3301	19826.5918	12047.9492	13227.2051	17954.8613	16479.2949	11374.5742	13632.7041	13492.7148	14214.4404	11861.1924	12459.9951	14797.1318	14471.1426	14741.3701	15822.624	12636.5947	17670.3848	15646.1855	12907.4775	15800.3877	15129.2539	14243.2041
1.8679	14236.6143	16480.8477	14467.3037	15013.9902	16675.7188	17647.0938	14877.375	11896.8193	15425.5029	17226.8633	18932.0449	16678.209	14502.3682	16723.5078	13726.4697	29116.4824	15302.3574	17015.4199	15856.4531	17934.1582	13176.2939	14697.3926	13954.498	14303.4424	14927.5312	13956.6406	NaN	13047.1934	19238.5957	14740.168	16636.2949	17123.6055	19620.7012	19006.6406	17907.9727	14228.4473	14609.4922	17473.793	16502.9043	14960.877	21865.6074	14607.8037	11816.0801	14178.5146	13776.0107	15400.498	13446.7803	19566.3027	17844.123	13806.2383	13297.8301	16110.4365	18040.8574	13976.5566	17901.2207	16605.584	13679.918	18300.3848	12506.0986	16383.1953	18006.1484	12757.7715	23792.5273	14141.5527	22202.1875	13501.5068	19963.8926	14468.0928	22641.5137	21027.3633	14615.6875	15823.3994	16370.6006	14177.5918	12566.1074	19069.8438	20533.1934	14791.1689	15692.0391	12822.7432	13946.1152	17739.7305	18202.3574	15157.6309	12664.9502	14490.4346	17220.4883	13070.7734	17327.082	22653.293	12862.6797	18739.1055	13712.7275	15131.0625	11989.7666	18692.5488	15896.3652	13996.9209	11800.3174	16647.5391	12947.7305	15542.3721	17606.7148	15316.3369	14220.6514	21274.6484	15408.3818	12591.7568	13447.665	13895.2598	16775.2031	10922.0557	14098.9043	12948.8359	15346.4648	11398.9531	12453.2129	16075.0762	13966.6416	17270.1836	16427.8555	13780.9395	16075.5938	15563.2285	14285.4863	17566.5742	17409.4863	14579.7783
2.0013	14045.3398	17267.2734	14397.5977	14161.9697	16953.2676	15774.3896	14494.1768	11606.9121	16382.6416	19220.2109	20213.5352	14052.9971	14428.7383	15956.1084	NaN	32679.7383	15732.7432	14148.3076	14228.251	18201.0352	15010.4941	15505.4639	NaN	14716.1299	14773.6406	14596.0586	NaN	10777.5098	23573.9707	14862.623	16618.8789	18621.9766	18894.7539	17063.8496	18499.668	15050.249	14873.3252	14703.1123	16272.4609	14700.5449	23111.2012	15124.9326	12737.6758	15363.1094	14375.0859	15395.6006	13982.3193	19672.9766	17196.7793	14373.2129	13855.0918	15589.6699	19116.4629	12921.5117	19440.8574	17674.8203	NaN	16163.1162	14526.6709	18782.6797	17386.3711	NaN	24786.8633	14360.2207	22615.6328	14988.3896	19385.5195	14028.3975	18148.8633	21825.0723	14420.5146	13683	16948.9023	15757.1445	12607.6074	21554.8887	24336.9258	13928.998	16823.2383	12407.9971	16197.9541	18034.4414	22568.0488	14962.6279	11886.0547	13606.9453	14969.2861	11615.6172	17402.2129	23521.6426	14101.5713	16807.6992	15301.9141	16345.0635	11642.0996	19173.127	14323.6406	13649.2461	11684.0898	18858.1035	12903.3066	15917.8828	18702.1309	15284.1621	14391.1426	20347.1406	14252.6533	12394.9707	14499.8545	12772.0029	17384.0527	NaN	15246.5312	13311.7295	16904.0098	12126.5576	12838.2422	17524.4316	14935.4248	21910.1875	16287.0146	14776.2266	15483.1055	18208.6133	14756.5342	19611.8438	16059.2646	14966.9746
2.1347	13755.2148	18805.5273	16601.3633	13606.4883	17010.9375	12422.1719	14241.5586	NaN	17513.1992	23186.043	21520.3125	14257.9834	13891.7441	18002.8281	NaN	26608.1426	17580.9355	13222.2197	13419.5898	17107.3418	17225.1387	16187.1621	NaN	14565.2891	15103.1045	15117.3438	NaN	NaN	26829.2305	17124.5078	15778.8643	16033.8193	17568.8848	14640.5664	18782.7461	15810.2344	15007.7822	13904.5635	17023.8105	15085.6797	20053.1973	14619.9951	13538.5098	15526.9062	13577.8848	15342.0908	14796.2148	21884.1523	15199.5576	15073.9131	14498.9209	16661.6582	20786.4395	12975.8271	21124.2031	16208.9072	NaN	13943.3359	15532.1572	23075.9727	18490.6152	NaN	20472.2656	14389.5273	19818.7559	16241.9619	17967.7148	NaN	14848.5234	20594.7539	16260.6797	13378.8896	17281.2344	17877.8008	NaN	22133.5273	21333.8945	14134.7139	17655.041	12450.5947	17213.459	19003.3984	21699.043	14041.3887	11917.4434	13486.459	14886.5635	11720.9482	18456.6426	19957.3164	16806.6309	14554.3145	18075.8203	18264.7383	11715.8428	21290.4277	13636.4893	13291.4434	NaN	20139.8457	11876.1143	15506.1836	17815.2363	16396.7988	14053.7754	16528.5938	13897.5146	13308.2646	17318.9277	13161.9951	18407.2871	NaN	15591.9414	13698.6904	18336.0898	12191.6348	12750.916	16533.707	16401.5449	24916.6953	15977.459	15696.8184	14228.2939	19278.2617	16558.5566	23611.5996	14432.3408	16334.6523
2.2682	14999.0283	19371.7012	17257.7754	13302.6523	17285.6016	11321.1338	13601.5605	NaN	17916.332	26553.5449	18786.623	NaN	12302.3496	19845.3301	NaN	19774.3809	20591.9707	12978.3477	13388.9834	14013.0088	18337.4062	18586.5234	NaN	14978.1982	14067.1143	18188.8652	NaN	NaN	26249.0352	20465.1816	13959.5244	13847.8203	16604.1523	12647.4346	17239.2168	15298.2627	17374.2598	13369.0479	14049.6758	15347.4072	15308.2012	14335.0439	14158.1348	16515.1035	14447.2441	15087.3623	15197.8105	22546.0488	15325.7432	14384.9375	14084.2969	17659.9492	21353.9199	12901.0645	20916.4707	20318.5762	NaN	12790.6543	15585.3662	26103.166	18734.5801	NaN	16223.3428	14675.9375	16620.9316	17418.3398	15649.0664	NaN	13576.1377	18021.2969	16528.4395	13392.5225	18900.3691	16464.5352	NaN	19675.6465	16946.6543	14268.7734	18955.3887	13530.0205	16989.5508	19536.3672	18144.209	14413.9102	12632.0127	13125.1094	16697.8789	NaN	20859.8555	17157.2754	16484.377	13303.5859	19728.8984	18753.5625	NaN	25607.0645	13690.0049	14738.2832	NaN	18173.7559	10894.0566	16267.7529	16721.6426	16843.5195	15055.4678	14215.6738	NaN	14753.6992	19751.9316	NaN	18525.375	NaN	15858.6201	15059.3672	18482.0879	12887.2822	13494.8164	14831.5674	18282.6562	21959.9316	14433.335	15328.7617	NaN	17802.0254	18078.9355	24976.7988	12451.1064	15764.5195
2.4016	15998.1992	21690.9434	15272.5918	14497.335	17898.2461	11632.958	13700.4736	NaN	18690.9316	24054.1211	15735.8535	NaN	11500.1357	21801.9414	NaN	16078.3887	19796.4512	NaN	NaN	12359.1592	15678.9238	20143.4688	NaN	17090.9473	14367.8564	22464.1797	NaN	NaN	20677.2656	20929.5957	13211.0879	11609.3467	17109.375	12703.2471	14433.4404	12555.9668	18409.8359	13071.1016	11943.2412	16140.2998	13783.7588	14268.0781	15394.6133	18062.1699	15923.1299	16109.0293	18337.8926	23677.6562	16029.5127	14694.5576	15766.1572	18913.748	22299.2188	12980.0859	20908.7129	19682.7207	NaN	12345.7188	15151.6523	22395.7207	19122.8145	NaN	13989.7637	15641.5166	14207.5107	17282.0234	13624.7812	NaN	NaN	15764.8848	16602.2871	NaN	20463.4609	13253.0869	NaN	15527.8184	15211.6885	13797.4844	17698.7988	14218.7969	18005.3633	16432.332	14750.8779	14410.7598	12923.3867	13936.5615	19164.4805	NaN	21540.0391	13037.0557	14878.2461	12672.9453	20785.6191	15953.9141	NaN	24100.4727	14534.6963	16562.8926	NaN	16535.8418	10931.1924	16285.3467	15768.7549	17495.1504	14453.1299	13856.5469	NaN	15971.207	17404.0098	NaN	14893.709	NaN	16460.9961	14374.084	18051.1172	13380.0684	15120.8398	12710.6865	20573.4297	16990.377	12936.7041	16127.1279	NaN	14855.3779	18779.9238	20966.5391	12550.1641	15242.7891
2.535	19269.6113	23295.4375	14884.7119	15963.3789	22656.541	10944.8496	14628.7314	NaN	17515.5762	19846.375	14870.4287	NaN	11227.3584	24446.8457	NaN	14665.1191	17879.5723	NaN	NaN	11922.5176	14308.501	18981.7852	NaN	18817.7305	16050.5195	21760.8555	NaN	NaN	16492.748	17987.4316	13095.0664	11525.2441	18503.5449	NaN	12943.3789	11527.8125	18570.166	NaN	10528.042	16405.332	12889.9023	14085.7598	15226.9375	17004.7305	15830.0215	17355.4902	20074.9629	21505.9297	15456.2197	16143.9551	16287.3037	17207.9648	20053.3379	13542.7598	20834.4121	16393.5195	NaN	12347.7393	15380.1006	17894.0059	20526.5918	NaN	13192.4062	15099.8027	12981.8574	18128.7344	13261.4951	NaN	NaN	14082.6982	16322.377	NaN	22881.9727	11823.4453	NaN	13109.6299	14307.8643	13532.5898	14810.0742	16337.0557	20153.5742	13208.6113	13125.751	NaN	14403.918	14277.6631	21634.1602	NaN	24087.5938	12974.2266	14144.3174	12898.6475	21798.9688	13662.877	NaN	18995.5469	15332.0986	17293.5391	NaN	14546.7227	11758.6602	16769.5	15163.2197	18822.2129	14945.6318	13609.668	NaN	18104.4238	15377.2998	NaN	12411.0742	NaN	15647.2646	14318.3125	17124.748	15910.2842	17436.4512	12296.2197	21366.3438	14135.665	12008.0771	17423.3574	NaN	13516.3604	16400.8828	16672.9883	12740.0674	14603.8047
2.6684	21991.8066	24631.5645	13451.8027	17087.0488	26382.5215	NaN	16225.5332	NaN	15047.5703	16679.3359	13745.125	NaN	11853.8779	26932.5918	NaN	13802.5762	15615.2373	NaN	NaN	11859.3184	12971.4893	16764.207	NaN	20257.7539	19141.1426	19556.7168	NaN	NaN	14694.3174	15479.8818	12699.7627	NaN	16179.6162	NaN	13152.9688	11256.6338	18523.2012	NaN	10053.0107	14474.5391	NaN	13571.4971	15598.9414	14538.127	16013.5879	17771.4023	17346.6328	16238.6279	16598.9922	18228.2539	17712.0898	15447.2598	17125.627	14738.6299	16571.9863	14170.1973	NaN	12500.0078	16331.7861	14579.1729	24235.3105	NaN	NaN	15369.9199	12059.3848	19071.3672	13060.0762	NaN	NaN	13531.3223	17794.4844	NaN	21211.8594	11573.2871	NaN	11703.2256	NaN	13579.8262	13344.5293	17351.7441	16463.9277	11440.3369	12652.6133	NaN	13198.4248	14829.4717	21454.4707	NaN	26604.4062	11950.2158	14264.7402	NaN	24327.9824	13367.1689	NaN	15276.3936	16892.4199	17539.916	NaN	14834.917	12201.0361	16571.9609	NaN	21052.2402	15673.2686	13338.9385	NaN	21462.7871	13301.2422	NaN	11792.5781	NaN	15109.6445	14251.9316	16249.6543	16754.2031	17212.1621	NaN	15988.4668	14126.3799	10893.8037	18643.5742	NaN	11808.8994	13425.6152	14089.8213	11815.5605	13557.1162
2.8019	21904.7109	19110.123	13042.3926	18476.8105	24185.8984	NaN	19470.252	NaN	12970.3633	15030.834	13293.6006	NaN	11324.3496	32572.75	NaN	NaN	13617.6318	NaN	NaN	12193.7305	NaN	14395.042	NaN	20508.793	23069.5645	15169.9805	NaN	NaN	13964.9082	14508.75	11959.6846	NaN	15110.748	NaN	NaN	10708.5977	16943.8457	NaN	NaN	13276	NaN	13811.6729	15260.4912	12959.8223	18608.7461	13989.0684	14181.9014	13835.9746	17795.9531	18286.7832	17312.2812	14225.0713	15577.958	15674.6855	14743.4453	12475.8818	NaN	12661.0264	16313.3721	14319.8408	30748.5996	NaN	NaN	15617.0664	NaN	19007.9883	13342.3633	NaN	NaN	NaN	18545.1992	NaN	16338.3838	NaN	NaN	NaN	NaN	13690.2188	12452.7812	15983.9639	13606.7402	10669.3008	NaN	NaN	14001.29	14967.3066	21878.0273	NaN	27665.5391	12040.8438	14043.6084	NaN	26001.9355	13579.3662	NaN	14353.2168	20482.3418	16791.2812	NaN	14395.0586	12937.4355	16710.6543	NaN	23831.9805	16513.1289	13417.5938	NaN	25995.3008	12703.6787	NaN	11458.7578	NaN	14934.4756	14447.1621	16096.1104	14483.9473	14257.6318	NaN	12764.752	13178.8408	NaN	19455.5273	NaN	NaN	NaN	13410.1094	11524.1406	13916.7461
2.9353	18168.3066	15275.7129	NaN	16684.5605	20027.7031	NaN	21512.2871	NaN	NaN	13731.7861	NaN	NaN	NaN	37155.668	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13428.8467	NaN	19393.8828	24186.4492	14532.4844	NaN	NaN	13638.5713	13442.4834	NaN	NaN	16419.373	NaN	NaN	NaN	15223.8125	NaN	NaN	12066.957	NaN	15137.0762	14399.9541	12999.7207	17698.8594	12918.168	11588.167	13127.8398	19087.709	18220.6211	18026.8223	13716.2227	14965.5723	16944.5859	13750.6338	11921.5176	NaN	13208.8184	16763.0684	14030.7734	30611.9902	NaN	NaN	15863.3379	NaN	19952.832	NaN	NaN	NaN	NaN	19013.4336	NaN	14481.4453	NaN	NaN	NaN	NaN	14440.084	NaN	14267.8613	12091.0693	10213.8545	NaN	NaN	13467.5049	14870.6357	21479.5879	NaN	26751.7988	NaN	14451.8154	NaN	21501.1484	NaN	NaN	12895.5801	21522.6035	14914.2197	NaN	14137.0195	14486.8652	17284.2832	NaN	23327.0391	18378.3711	NaN	NaN	25194.3066	12371.4443	NaN	12102.4102	NaN	15859.6504	15365.8545	17168.3223	13016.1211	11598.1084	NaN	NaN	12992.1152	NaN	19951.2559	NaN	NaN	NaN	13627.5596	NaN	14006.4033
3.0687	15469.0332	NaN	NaN	15045.6348	17014.9395	NaN	17702.1289	NaN	NaN	NaN	NaN	NaN	NaN	34883.8477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15923.2725	19705.4473	NaN	NaN	NaN	NaN	13537.0254	NaN	NaN	18728.4629	NaN	NaN	NaN	12448.6689	NaN	NaN	12235.834	NaN	16308.8398	13939.3223	11528.4902	14537.7832	12395.874	11954.1309	NaN	20529.0723	16705.1582	19181.2578	12532.9697	13996.7881	17910.9414	NaN	NaN	NaN	14583.0303	18440.2266	14575.2021	24412.2285	NaN	NaN	15636.1777	NaN	18461.0195	NaN	NaN	NaN	NaN	20859.4824	NaN	NaN	NaN	NaN	NaN	NaN	14093.9844	NaN	12905.5352	NaN	NaN	NaN	NaN	13753.8232	15212.5625	17278.2188	NaN	25217.207	NaN	15082.2686	NaN	16109.8311	NaN	NaN	13809.9111	17992.0215	13588.9717	NaN	16904.6074	17387.0684	17803.0996	NaN	19487.8086	19057.4727	NaN	NaN	19533.4531	NaN	NaN	NaN	NaN	17270.2148	17844.4141	17160.8594	12047.9199	10434.041	NaN	NaN	NaN	NaN	21351.6445	NaN	NaN	NaN	NaN	NaN	14020.6689
3.2021	NaN	NaN	NaN	14785.3086	14280.9561	NaN	13730.543	NaN	NaN	NaN	NaN	NaN	NaN	26014.3418	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14700.7852	14705.9053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17896.2773	NaN	NaN	NaN	12144.915	NaN	NaN	NaN	NaN	17594.5684	14004.1494	NaN	12876.9062	12055.0127	NaN	NaN	22206.541	14675.0156	21685.5977	NaN	NaN	16701.9102	NaN	NaN	NaN	16820.6992	16846.5215	NaN	18327.6953	NaN	NaN	16523.5918	NaN	17658.082	NaN	NaN	NaN	NaN	22772.041	NaN	NaN	NaN	NaN	NaN	NaN	14451.083	NaN	12773.4834	NaN	NaN	NaN	NaN	14987.5938	16703.5098	15085.2549	NaN	18369.2793	NaN	14932.0703	NaN	NaN	NaN	NaN	NaN	14317.3906	NaN	NaN	18992.3086	18943.2324	20176.1465	NaN	15764.9375	16567.1953	NaN	NaN	15107.7803	NaN	NaN	NaN	NaN	19018.5938	22658.8008	20149.3867	NaN	10603.6348	NaN	NaN	NaN	NaN	21704.0117	NaN	NaN	NaN	NaN	NaN	14379.7139
3.3355	NaN	NaN	NaN	14230.332	12532.1816	NaN	12101.2012	NaN	NaN	NaN	NaN	NaN	NaN	16798.9004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14037.7168	12361.5508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14759.4219	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16232.9004	14371.124	NaN	NaN	NaN	NaN	NaN	21864.6152	11645.6758	23869.668	NaN	NaN	18283.6426	NaN	NaN	NaN	17711.7852	13877.5381	NaN	16256.0635	NaN	NaN	17848.2246	NaN	19907.7598	NaN	NaN	NaN	NaN	21603.9062	NaN	NaN	NaN	NaN	NaN	NaN	14384.3984	NaN	NaN	NaN	NaN	NaN	NaN	17169.1328	18880.7734	13816.6162	NaN	14927.6084	NaN	15721.5527	NaN	NaN	NaN	NaN	NaN	12229.8613	NaN	NaN	17725.6191	18716.8984	20325.498	NaN	NaN	12886.6523	NaN	NaN	14768.0273	NaN	NaN	NaN	NaN	22827.123	24176.1875	25499.1582	NaN	NaN	NaN	NaN	NaN	NaN	19873.3027	NaN	NaN	NaN	NaN	NaN	14787.292
3.469	NaN	NaN	NaN	15529.2285	11809.5439	NaN	11719.542	NaN	NaN	NaN	NaN	NaN	NaN	13540.8682	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13666.1201	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13050.5195	15090.2275	NaN	NaN	NaN	NaN	NaN	19681.3711	10428.2412	21528.5488	NaN	NaN	19234.1797	NaN	NaN	NaN	17985.707	12351.6084	NaN	14223.3223	NaN	NaN	18468.4141	NaN	24136.7637	NaN	NaN	NaN	NaN	22447.5059	NaN	NaN	NaN	NaN	NaN	NaN	14919.6963	NaN	NaN	NaN	NaN	NaN	NaN	18777.6602	24678.5625	13544.1367	NaN	13575.4219	NaN	15981.6562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15589.3428	14839.5469	17032.1035	NaN	NaN	11174.5332	NaN	NaN	12867.7734	NaN	NaN	NaN	NaN	21156.2539	22794.5625	24526.3594	NaN	NaN	NaN	NaN	NaN	NaN	16158.6328	NaN	NaN	NaN	NaN	NaN	16941.3242
