X	Y_20181208_15693_1_10g	Y_20181208_15693_1_11g	Y_20181208_15693_1_13g	Y_20181208_15693_1_14g	Y_20181208_15693_1_15g	Y_20181208_15693_1_1g	Y_20181208_15693_1_2g	Y_20181208_15693_1_3g	Y_20181208_15693_1_4g	Y_20181208_15693_1_5g	Y_20181208_15693_1_6g	Y_20181208_15693_1_8g	Y_20181208_15693_1_9g	Y_20181208_15693_10_10g	Y_20181208_15693_10_11g	Y_20181208_15693_10_12g	Y_20181208_15693_10_13g	Y_20181208_15693_10_14g	Y_20181208_15693_10_1g	Y_20181208_15693_10_20g	Y_20181208_15693_10_2g	Y_20181208_15693_10_3g	Y_20181208_15693_10_4g	Y_20181208_15693_10_5g	Y_20181208_15693_10_6g	Y_20181208_15693_10_7g	Y_20181208_15693_10_8g	Y_20181208_15693_10_9g	Y_20181208_15693_11_10g	Y_20181208_15693_11_11g	Y_20181208_15693_11_12g	Y_20181208_15693_11_13g	Y_20181208_15693_11_14g	Y_20181208_15693_11_15g	Y_20181208_15693_11_1g	Y_20181208_15693_11_2g	Y_20181208_15693_11_3g	Y_20181208_15693_11_4g	Y_20181208_15693_11_5g	Y_20181208_15693_11_6g	Y_20181208_15693_11_7g	Y_20181208_15693_11_8g	Y_20181208_15693_11_9g	Y_20181208_15693_12_1g	Y_20181208_15693_12_2g	Y_20181208_15693_12_3g	Y_20181208_15693_12_4g	Y_20181208_15693_12_5g	Y_20181208_15693_12_6g	Y_20181208_15693_12_7g	Y_20181208_15693_12_8g	Y_20181208_15693_13_10g	Y_20181208_15693_13_11g	Y_20181208_15693_13_12g	Y_20181208_15693_13_13g	Y_20181208_15693_13_14g	Y_20181208_15693_13_15g	Y_20181208_15693_13_1g	Y_20181208_15693_13_2g	Y_20181208_15693_13_3g	Y_20181208_15693_13_4g	Y_20181208_15693_13_5g	Y_20181208_15693_13_6g	Y_20181208_15693_13_7g	Y_20181208_15693_13_8g	Y_20181208_15693_13_9g	Y_20181208_15693_14_10g	Y_20181208_15693_14_11g	Y_20181208_15693_14_12g	Y_20181208_15693_14_13g	Y_20181208_15693_14_14g	Y_20181208_15693_14_1g	Y_20181208_15693_14_2g	Y_20181208_15693_14_3g	Y_20181208_15693_14_4g	Y_20181208_15693_14_5g	Y_20181208_15693_14_6g	Y_20181208_15693_14_7g	Y_20181208_15693_14_8g	Y_20181208_15693_14_9g	Y_20181208_15693_15_10g	Y_20181208_15693_15_11g	Y_20181208_15693_15_12g	Y_20181208_15693_15_13g	Y_20181208_15693_15_14g	Y_20181208_15693_15_1g	Y_20181208_15693_15_2g	Y_20181208_15693_15_3g	Y_20181208_15693_15_4g	Y_20181208_15693_15_5g	Y_20181208_15693_15_7g	Y_20181208_15693_15_8g	Y_20181208_15693_15_9g	Y_20181208_15693_16_1g	Y_20181208_15693_16_2g	Y_20181208_15693_16_3g	Y_20181208_15693_16_4g	Y_20181208_15693_16_5g	Y_20181208_15693_16_6g	Y_20181208_15693_17_10g	Y_20181208_15693_17_11g	Y_20181208_15693_17_13g	Y_20181208_15693_17_1g	Y_20181208_15693_17_2g	Y_20181208_15693_17_3g	Y_20181208_15693_17_4g	Y_20181208_15693_17_5g	Y_20181208_15693_17_6g	Y_20181208_15693_17_7g	Y_20181208_15693_17_8g	Y_20181208_15693_17_9g	Y_20181208_15693_18_10g	Y_20181208_15693_18_11g	Y_20181208_15693_18_12g	Y_20181208_15693_18_1g	Y_20181208_15693_18_2g	Y_20181208_15693_18_3g	Y_20181208_15693_18_4g	Y_20181208_15693_18_5g	Y_20181208_15693_18_6g	Y_20181208_15693_18_9g	Y_20181208_15693_19_1g	Y_20181208_15693_19_2g	Y_20181208_15693_19_3g	Y_20181208_15693_19_4g	Y_20181208_15693_19_5g	Y_20181208_15693_19_6g	Y_20181208_15693_19_7g	Y_20181208_15693_19_8g	Y_20181208_15693_2_10g	Y_20181208_15693_2_1g	Y_20181208_15693_2_2g	Y_20181208_15693_2_3g	Y_20181208_15693_2_4g	Y_20181208_15693_2_5g	Y_20181208_15693_2_6g	Y_20181208_15693_2_7g	Y_20181208_15693_2_8g	Y_20181208_15693_2_9g	Y_20181208_15693_20_1g	Y_20181208_15693_20_2g	Y_20181208_15693_20_3g	Y_20181208_15693_20_4g	Y_20181208_15693_20_5g	Y_20181208_15693_20_6g	Y_20181208_15693_3_10g	Y_20181208_15693_3_11g	Y_20181208_15693_3_1g	Y_20181208_15693_3_2g	Y_20181208_15693_3_3g	Y_20181208_15693_3_4g	Y_20181208_15693_3_5g	Y_20181208_15693_3_6g	Y_20181208_15693_3_7g	Y_20181208_15693_3_8g	Y_20181208_15693_3_9g	Y_20181208_15693_4_10g	Y_20181208_15693_4_2g	Y_20181208_15693_4_3g	Y_20181208_15693_4_4g	Y_20181208_15693_4_5g	Y_20181208_15693_4_6g	Y_20181208_15693_4_7g	Y_20181208_15693_4_8g	Y_20181208_15693_4_9g	Y_20181208_15693_5_10g	Y_20181208_15693_5_12g	Y_20181208_15693_5_13g	Y_20181208_15693_5_15g	Y_20181208_15693_5_1g	Y_20181208_15693_5_2g	Y_20181208_15693_5_3g	Y_20181208_15693_5_4g	Y_20181208_15693_5_5g	Y_20181208_15693_5_6g	Y_20181208_15693_5_7g	Y_20181208_15693_5_9g	Y_20181208_15693_6_10g	Y_20181208_15693_6_11g	Y_20181208_15693_6_13g	Y_20181208_15693_6_1g	Y_20181208_15693_6_2g	Y_20181208_15693_6_3g	Y_20181208_15693_6_4g	Y_20181208_15693_6_5g	Y_20181208_15693_6_6g	Y_20181208_15693_6_7g	Y_20181208_15693_6_8g	Y_20181208_15693_6_9g	Y_20181208_15693_7_10g	Y_20181208_15693_7_11g	Y_20181208_15693_7_1g	Y_20181208_15693_7_2g	Y_20181208_15693_7_3g	Y_20181208_15693_7_4g	Y_20181208_15693_7_5g	Y_20181208_15693_7_6g	Y_20181208_15693_7_7g	Y_20181208_15693_7_8g	Y_20181208_15693_7_9g	Y_20181208_15693_8_10g	Y_20181208_15693_8_11g	Y_20181208_15693_8_12g	Y_20181208_15693_8_1g	Y_20181208_15693_8_2g	Y_20181208_15693_8_3g	Y_20181208_15693_8_4g	Y_20181208_15693_8_5g	Y_20181208_15693_8_6g	Y_20181208_15693_8_7g	Y_20181208_15693_8_9g	Y_20181208_15693_9_11g	Y_20181208_15693_9_12g	Y_20181208_15693_9_13g	Y_20181208_15693_9_14g	Y_20181208_15693_9_15g	Y_20181208_15693_9_1g	Y_20181208_15693_9_2g	Y_20181208_15693_9_3g	Y_20181208_15693_9_4g	Y_20181208_15693_9_5g	Y_20181208_15693_9_6g	Y_20181208_15693_9_7g	Y_20181208_15693_9_8g	Y_20181208_15693_9_9g
0	39635.6094	35096.4375	36276.5469	35758.9062	35030.918	28093.6621	28158.2402	35649.6445	32358	27984.4668	29820.5977	32021.3008	28400.084	35185.7422	33962.7266	36560.5938	26771.9355	35356.4453	28083.0059	29690.2734	55695.7695	27294.2734	37424.7344	31499.4434	30726.4648	33703.3125	31316.2305	34887.0234	27242.1328	34333.7344	34521.0977	39107.4258	31031.0215	34300.0547	31309.7363	28574.9805	27059.4375	29183.2461	35283.3398	47528.6602	31878.6484	40517.0234	32301.8809	30467.6582	28229.9629	54827.0625	29471.0293	30999.7734	31488.3516	34481.418	37592.5859	35679.7891	34631.8164	36274.7227	27345.1855	30579.9043	33326.9531	29696.6523	31051.9883	33188.6797	32915.4922	32768.6406	28915.7891	36099.9336	28366.0625	27962.082	30962.9043	33326.9453	30635.75	52322.8828	28890.5938	26350.7207	29732.3984	35646.6641	30899.5117	67358.2812	33584.4922	31091.959	35718.9062	33203.4648	34382.8398	36431.3125	33632.1055	33540.0898	34790.332	30943.8848	29235.4121	35792.0352	32661.2695	32097.3027	30494.2793	33838.5156	32107.9492	34718.3984	37354.1172	33256.2695	37834.7422	31413.1445	33111.0703	29812.582	31639.418	33324.9023	32842.9648	34839.8828	32584.0645	34109.0977	40745.8633	38252.3086	32954.5469	32139.3945	31290.8066	32132.3008	32871.418	32708.9414	31837.7969	29809.1953	48900.8047	34133.9102	36512.0547	33572.3203	32130.4355	27405.6523	30624.291	32797.7852	31792.2891	38200.0742	35612.2422	37662.8203	54310.0391	33556.9297	28917.1641	34985.2812	35062.1055	31883.918	33626.625	31357.4688	33986.1016	28502.9883	31667.2285	32194.6699	37879.9922	37371.4922	34979.4023	31390.3066	33140.0508	31213.2461	34114.1641	29130.1113	32727.2363	35419.4727	27922.1602	33796.0703	31493.9004	32801.2617	31792.9062	40035.3008	34381.5977	51766.8203	26876.7754	33792.8438	32958.5703	25347.9004	32876.7266	36132.4297	31099.3516	34528.3008	52616.9531	45334.3594	31508.8672	30825.0996	39209.2227	29585.9082	32381.1992	37734.0352	32100.4727	37526.7695	33641.4375	29497.2539	32747.9102	32222.418	31013.0488	29427.166	57402.0195	38197.1836	32138.623	30826.2617	34746.1016	41819.2773	39067.2461	31802.7129	36906.7422	29910.3223	30071	29750.7715	31813.1836	31690.8398	29534.4727	33959.7383	27053.5488	26319.5488	27853.916	29177.0996	25789.4375	26546.418	27517.3379	33748.0352	33740.6406	31292.2832	30166.2656	29578.0605	31805.1016	31891.832	37033.1562	30869.4785	30354.3613	31638.793	42396.6055	29609.2129	33763.0742	27652.3711	31687.1641	32488.1406	32954.0664	34738.7852	35559.3203
0.1334	37128.0742	33639.3594	37019.5312	36833.0781	37719.2617	28337.8105	29744.7441	34693.3203	34215.5	28993.4746	30162.8066	35317.8516	30886.7734	35083.9141	35975.1016	35458.9297	27144.9121	35632.1016	30308.9688	29442.1133	42498.8633	28573.1816	40907.5195	30909.6621	32259.1445	37637.8867	34459.4336	36890.3164	28152.6914	33230.9102	34214.7656	47399.1016	32597.502	34328.2148	32486.4043	28860.0645	28497.3105	28746.9609	36113.5273	43814.7773	32357.8477	35949.0273	33806.9141	36275.4102	28566.6484	66866.8828	30427.3555	31809.9395	32411.4121	39418	38580.2891	34989.4062	32972.2852	37688.7266	30974.2188	31034.0996	36225.5547	29351.8398	34354.2344	32476.5762	33383.7422	31706.4941	32268.2148	35930.6172	30392.1465	28481.8262	31551.0273	35101.8594	31508.0059	47341.8555	30796.8555	27158.293	31529.1992	37912.6602	29628.9941	57143.0117	33299.2109	30879.4746	41324.0312	33873.3477	32207.3145	40053.8008	33823.8125	31792.5469	36173.1797	31866.998	31729.877	35744.6953	33076.9766	32230.5957	32941.4336	34135.8086	32482.873	36947.0352	38272.7812	33820.2891	36557.5078	34034.3516	32610.6934	28536.8867	32383.4941	35025.9805	34236.9141	35749.9414	32955.2461	33794.8672	41457.8633	38866.1211	33455.0234	32608.1738	32969.8203	32944.7305	34504.5898	32688.832	31329.3477	31268.0645	57226.7852	36052.4492	37591.7266	36028.832	30515.1094	29545.5547	32039.8242	35033.8477	33714.332	40064.5703	36910.2578	37132.7656	45363.3203	35111.8086	30132.1367	35093.0977	35302.6445	32257.3398	34191.4297	31372.791	33644.6172	29502.9492	32807.7852	34460.918	37773.6367	36716.5039	35487.1836	32659.5977	32583.127	30294.9258	35447.8633	32073.7969	35498.3555	36164.6641	30281.9922	35139.1406	31275.8105	33827.2969	32235.166	38167.5273	36506.1406	70826.7109	27498.8203	36390.9648	34956.7656	27431.0391	34434.9336	36626	32290.1582	35789.6328	47658.7461	54565.4219	31275.2637	30737.4414	34234.2227	29631.0742	35022.6992	45142.4453	30625.7539	36018.4727	34888.1758	29410.5117	36104.2422	30216.9238	33792.9492	31150.5312	56582.7188	38376.2852	34342.875	31597.0527	35262.5	37062.1289	35024.0078	32037.3945	45481.2773	30318.6035	31194.6836	30808.1758	31508.4355	32595.2051	30219.1797	35874.4102	28685.0078	26989.5215	29714.5391	30635.9238	25432.0527	27050.7207	28342.8301	34494.7773	32606.8145	33265.4297	30827.4062	29990.2012	32149.9746	32742.4844	37957.207	30463.6914	32021.2715	32933.2227	44857.9961	30404.9043	34347.543	27620.7031	32968.75	34024.7734	33536.8047	36775.4883	36337.3906
0.2668	44249.832	33102.3086	40610.0352	37377.5547	43713.5156	28351.3555	31809.3867	34255.7422	37825.4258	28272.3066	32278.1562	38447.1484	33745.1875	35699.2344	39006.5703	37648.8477	28051.0742	37385	33276.6406	28305.9824	44018.8203	27892.0801	54515.2383	32651.5312	33754.1719	42787.543	37352.1797	36391.1016	30287.0156	35195.668	35372.3203	65750.3125	32639.2422	38332.9531	35599.2539	31084.2773	31196.2539	28467.5957	39130.5547	39584.707	32907.5117	36588.8086	33264.4922	42357.7656	33377.1484	91914.1953	34576.5664	32832.0547	34559.3945	39918.9297	42296.6719	34674.1523	33399.8398	42180.2109	34283.0547	31849.502	39998.3672	28900.0215	33611.5977	34331	37885.5117	32337.2246	40891.6211	36058.2773	35429.7656	29531.3711	35544.4297	37748.418	32136.2617	57035.8633	36831.5781	29329.0449	39915.5273	46818.7227	30610.1309	46555.0938	34117.2656	32823.5938	47171.2422	35594.6016	34968.7734	46185.7539	38079.2656	32851.6758	37710.7148	33257.5117	33829.4023	37630.5234	33688.4531	31351.3184	37490.457	37274.4883	31952.3691	43699.1914	49312.6094	36662.7148	36648.3984	33927.2422	33962.9453	29413.0332	33305.0312	36237.5859	38245.8672	35098.4492	34749.2227	37232.6055	48237.2266	45613.2695	34743.1172	34764.4102	37413.7656	33661.5273	36601.0312	33302.7188	31265.5664	33534.5078	48156.4141	42062.1172	40452.4883	38133.1484	32517.6348	35428.8164	35710.625	39080.1758	33633.4883	47405.1133	35724.8828	40314.7148	51344.0547	35118.8086	31545.084	36019.6758	38402.4609	33486.3867	33989.7266	32777.3086	36468.875	30575.0059	35206.7031	34559.3828	40325.2422	37577.2852	36921.1172	35005.582	32752.3398	30998.498	37269.5352	37457.9609	46218.918	38990.2031	30039.2031	36429.0156	32470.5879	35151.8359	35295.1914	42380.4141	37904.7422	92607.4453	27669.4551	44356.5859	34924.1055	29652.5156	36872.1484	39248.4961	34497.7578	37354.6445	46846.9766	61652.3516	35764.0312	31266.043	37839.2031	30679.7949	42978.1016	59523.2344	31737.8008	36280.6094	37281.8047	31076.8281	43814.5312	32751.6562	35748.3945	32052.332	58547.9492	41083.7656	35089.7031	34085.6055	33511.6484	42666.25	35085.6719	34702.1797	64926.4141	32369.6543	31469.9414	30949.0098	33961.8359	35773.3008	32323.7676	40533.5703	30132.6953	29249.6289	29669.4453	30213.5703	27052.5762	29705.3477	31431.6406	37134.9336	33175.7812	33765.9805	31096.5117	31406.0977	32873.5039	33472.7656	37723.4766	31168.793	34685.3711	33119.8711	63939.0312	30690.4102	34438.9766	29297.8105	34186.5742	34332.0625	33350.9727	39576.1406	37451.1406
0.4003	53039.0898	37656.9531	50650.0938	41031.9883	64960.6211	30516.7695	35849.8008	35160.0391	49360.2188	31930.3906	33506.2188	45298.1289	43402.4805	37345.0781	46364.9961	43286.8672	29125.9863	39020.1445	37968.4297	30309.752	51530.5781	31286.7363	73511.1406	35345.9688	37430.1797	59084.3281	42409.3164	38464.1094	31134.1699	39621.8945	36497.7109	95391.6172	34301.8867	45936.75	42251.2969	39449.1641	36045.8086	29440.2793	52745.3672	43300.5273	36033.7891	40503.0156	35441.9375	43836.7812	40910.418	94796.9922	46084.5742	35814.0586	40137.0508	42053.1445	57820.7734	36743.6992	35344.3125	58216.543	42517.4453	33587.8789	49668.7539	30547.3477	35403.168	35702.7617	48422.6289	36322.7539	54832.9219	35991.2148	41581.7109	33209.4258	41350.5469	47213.6133	33348.5977	89747.7109	48087.3555	29637.2852	52509.8516	70957.3672	32352.0996	49941.8008	37691.5977	33410.875	63915.7812	43017.9023	38278.4688	57022.0742	48740.1797	34457.9844	43013.9414	38303.4766	44229.793	46216.1406	38792.5898	33455.7734	46540.707	46515.8594	35973.5664	57791.9531	59578.9492	35247.1992	41831.3203	35855.0391	33802.3203	30567.5039	34262.3789	39657.2305	44267.9375	40342.1328	37211.1094	47539.1016	67028.5156	60197.6875	36625.8945	38772.4102	48834.5938	37540.0586	38459.375	34770.5859	33851.2578	36912.0273	41701.3281	52930.6328	44490.8984	43150.9141	34933.1914	41360.668	44121.0703	49639.6875	38645.7383	68194.0078	35907.9688	49116.9531	72966.0547	35769.0898	35385.5	42182.7656	36758.3086	35792.8867	35172.8828	34311.4844	41588.2891	32033.0566	43604.9102	40341.4023	48179.6797	40262.3906	42367.7617	37048.918	34855.5977	33818.0938	41231.0508	48653.8125	55879.4219	45450.5039	30691.9258	44695.3711	35837.7305	36717.8359	39943.9727	47794.375	44145.2031	99843.8906	28203.6094	62168.5273	38153.8984	37688.1797	38663.7969	38199.3438	36359.5117	40160.6719	59755.2266	73674.4922	45060.8672	35042.8633	46260.0469	34336.4531	59650.3984	82450.6875	38192.3828	36027.418	42182.3633	32202.2949	60004.6562	34008.4688	41737.7617	31147.6387	45334.8633	45872.6523	35039.8398	38862.2695	34277.0352	49194.1055	39726.4453	40349.1797	92359.4141	34407.5117	34100.4844	33345.2305	40235.6641	41364.918	34826.4961	49539.0469	33691.0664	36837.125	33058.3398	33238.8555	34417.2227	41301.7305	37777.9062	40483.8242	35682.6992	33836.2148	30431.168	33502.1914	35321.1836	35449.207	43523.9648	33174.4102	41422.168	35723.4453	77666.0312	35107.9297	34910.0391	29756.0781	38848.2109	38958.9219	34042.8281	45967.4688	39855.6523
0.5337	58097.6484	41276.1211	66861.5312	49896.8711	91761.1094	32851.5625	49993.6875	35266.8359	48068.9453	34175.6406	36364.6719	70185.1094	60700.4336	40748.375	70757.3672	61056.4688	31893.6406	49686.8672	50905.7344	32076.0156	49342.4453	37003.5859	83475.6797	37366.7227	47007.2539	73146.75	52993.9492	45425.8242	33441.4062	49538.1523	42608.7812	101545.7891	37858.0352	46188.7852	61121.332	50150.5234	49258.9336	30355.8418	74265.5078	57753.1914	44607.1328	45819.2148	39438.75	47739.6289	59225.6406	68636.7734	60866.3281	44277.5547	51033.5703	52504.4531	88956.7969	42289.3633	38616.3281	78842.0938	55270.5508	37400.2539	72737	33355.7852	44193.8516	41065.6016	64456.5508	43078.3633	62068.7852	41222.1484	40304.125	36246.0859	55316.3789	67671.2734	40471.4102	125723.375	55447.0352	39928.7344	59220.293	103325.1875	37327.9492	51848.957	44001.9922	36781.7188	86858.7656	58161.8789	49997.918	70654.375	77903.5469	39688.043	56717.582	46147.1523	60572.9648	65074.918	52399.3047	35212.4219	55085.2539	64595.3398	47738.5234	60594.1289	55166.8281	40765.5508	54118.9805	39092.5781	39411.1875	34019.3086	39517.9883	49418.7812	62072.0547	53642.0781	41172.6758	63351.7109	88504.9922	88395.1953	41281.5508	47600.3242	71969.5078	46551.1836	46681.7422	36657.0547	35572.4102	49365.5781	37101.9766	70200.8984	59877.707	57516.4609	40947.6953	43025.1328	60018.8242	69228.6953	48726.1914	103744.1719	42173.8242	58305.3242	102851.0938	35329.3164	42325.0859	50771.3477	43657.5547	41858.6562	42056.9102	41416.1523	59892.582	37314.5469	54401.0117	52531.5117	48044.3359	42121.0156	59048.6797	43310.9219	35099.8008	37002.4414	54119.6445	65052.0391	53151.9805	64725.4023	34754.9336	53058.6914	39840.8906	45154.418	51748.1992	49034.5352	64747.0312	73336.4375	27426.2715	70432.6484	45026.0586	43495.4141	42922.4531	39971.8359	45123.9844	46033.1719	91178.2734	95004.0781	59698.3242	42535.3828	51252.3438	43071.1758	70155.2031	87263.3906	42677.1797	40701.6367	52720.8711	37048.707	70518.8984	37302.4961	53316.3945	34930.9062	34526.8906	63178.9727	38510.6758	51737.8438	33463.8984	48558.9258	54067.7617	52924.6211	94887.8359	46491.7734	41801.375	36598.7852	53913.6953	57217.207	43538.5703	61716.3594	39939.5352	53714.3984	41698.3594	40064.75	43828.8438	58201.4883	50547.6211	47973.7031	38944.375	38703.2305	30882.4004	38429.9648	40908.3438	43254.2539	60137.2148	36748.3477	49618.9102	39796.5781	63989.6914	38879.5117	38286.8164	30915.7871	45993.9492	51361.082	35942.9844	64285.2031	45995.7344
0.6671	47456.5703	53747.2148	69082.1094	76580.3594	87873.5	40894.9648	84961.5781	36425.2109	43252.4258	38285.7383	42987.4844	101083.9922	69113.6172	54930.4531	89468.6562	80057.4922	39428.9336	77335.8359	66462.5	34262.6484	40238.6484	51630.293	64804.4453	46201.8047	69550.8672	61917.8594	66071.9844	62038.6992	38736.8164	67607.2812	56533.0586	71739.9453	49607.8633	40407.3711	84124.2578	52280.8164	65994.6406	32983.7266	70499.0078	69828.6641	66369.4766	47692.1523	48648.2227	53034.457	78373.6328	44619.4219	63521.9297	47990.8555	74880.9219	68872.25	98758.7188	55200.0352	48961.6133	83345.8594	54739.7148	45589.0156	95502.9609	43564.3242	61980.6719	56529.3828	67709.7344	59288.8984	46418.0273	52043.6719	34321.3242	37067.3438	75007.5938	86579.1875	53697.2461	115843.0625	45438.6172	55709.0039	49549.4883	92424.0781	49972.75	40562.0391	55686.2422	40758.3633	81754.4922	67070.3203	70789.6641	85558.2812	105790.7344	50710.8711	87437.1094	65152.6641	74500.625	77199.0547	68145.8906	38129.418	47587.8633	83750.0312	66176.8047	45893.2227	40820.3281	54910.3633	75997.3125	42002.6172	51828.5273	37358.7148	54723.6641	75410.9609	80898.6406	76709.2031	52940.7695	68390.0312	77605.8516	90151.0938	46670.1445	66323.8672	80700.1328	56316.7422	54031.6172	41152.1602	40937.7422	61289.832	36882.8164	79637.4453	94718.6484	69916.9531	57740.5781	36858.0156	79663	72106.5234	69619.3672	110911.0625	51440.2773	55061.3867	97029.9609	40581.8359	55020.0391	74280.9219	54997.9258	57158.8789	55552.5078	58123.6289	90105.1719	51063.9023	75432.1016	83228.375	40385.8906	60223.9844	79600.2969	62318.7461	36941.3086	48381.0938	82068.7344	61389	40717.207	96795.0469	45586.4688	48393.1094	49017.9219	60985.7461	61648.4453	43736.3555	89953.5391	46662.9727	30305.4219	80522.6875	66356.3047	38401.0156	43974.3633	45899.0234	61982.4648	63447.0898	107684.9688	109437.8047	75934.0469	65065.0586	42877.957	55264.7656	58112.1992	67477.5312	38945.6641	53589.6914	76716.1797	40533.9336	59097.4688	39276.3555	73053.1484	44854.8555	28920.1504	91819.8281	42696.875	58791.8008	34464.6836	37665.5742	73893.0625	59124.9766	65241.2852	59708.293	49276.1758	41531.0898	70935.1406	76356.8984	56981.8438	71236.4844	56525.8516	68042.1016	60998.0859	53352.3047	55238.6445	57818.3867	76625.5469	64425.1992	53064.9844	50933.1484	33879.5352	55727.6914	53427.9062	52112.1367	93869.8438	44851.1445	48722.7031	47825.6719	45274.4727	53306.7148	47685.8242	34226.5898	57309.7734	80660.8359	38399.1602	87457.3359	65471.043
0.8005	35324.6133	80819.3516	53293.5781	94358.0312	62903.4297	52439.7617	96938.4844	47699.0469	39359.4961	48913.0312	59619.8242	101584.8281	53286.4023	75053.3984	77441.6875	77206.5547	56751.6992	93566.8984	62424.7461	40520.1523	34870.1875	70260.7109	42381.4727	61941.6602	74587.5625	44419.2422	66857.9375	77034.2656	51761.0586	78259.1328	80963.9453	48477.0586	74486.3359	37894.2852	81224.8203	44599.875	60064.1523	43500.0781	52128.8359	59916.6055	100630.1094	38971.582	58861.9453	45709.4844	73987	35424.3516	52689.0547	42705.7695	81793.6875	69782.0859	70786.375	88762.4219	74312.5469	61309.4922	43218.918	69973.5156	84596.4062	58615.6836	82726.9219	71560.3828	53068.8008	81065.3594	36162.5938	55564.8789	29999.9941	32840.1484	74684.7188	81605.4766	72105.7578	75219.0703	33982.2656	59087.9648	37442.5703	64906.6289	71946.6641	34112.8398	55283.1562	57252.8008	60560.8711	58010.0078	89185.3203	90710.1875	93775.5938	64749.7109	105175.7109	88944.4375	63177.4023	62028.7227	63509.5977	42141.2461	37050.9883	74594.5625	74486.5859	34649.6562	33751.0195	91588.3438	75960.75	39280.0117	67192.4375	38272.1836	65340.7422	100740.2031	76400.6875	87416	73070.4844	54377.4062	51391.8555	60307.9297	44552.7227	88764.0859	61931.4883	53666.7578	56959.6289	52085.4609	53238.9961	58029.5625	34099.0078	71838.2109	127374.5938	58406.8945	75140.2422	32912.7148	70960.75	51898.1602	90261.6094	80259.8672	70527.4688	44892.9258	63738.5898	49371.5703	50592.9492	103072.6328	71921.9922	76471.8672	81547.3516	68509.5156	88335.2266	59005.0586	83855.9375	113043.8984	36187.793	97390.7031	79418.25	78345.1641	40767.0586	71683.0703	110178.8281	42104.668	32609.8535	101579.6406	63015.1992	42367.9258	75609.6875	80053.3047	57234.625	38715.4023	88809.8984	35518.1328	34431.9648	95797.9609	102845.1875	30166.916	54533.6328	57572.7383	75956.5547	89036	81494.0312	89252.25	64451.3672	86552.3359	34497.7109	55953.4258	42447.5	46673.4531	35922.9336	69758.875	93502.8516	36518.7266	43168.2109	49548.3906	87870.4688	59949.6367	26350.3164	95744.0781	42035.082	52476.832	37006.2773	33857.0898	72395.7188	53212.7305	46775.6875	56794.1094	45379.25	46267.4453	68203.3906	72600.9375	55525.0039	63322.9805	67687.9922	61771.2461	69579.2891	79524.9141	51493.0547	42550.9258	83273.3047	63272.3672	67729.6875	69138.2266	42611.625	72168.3828	56243.2578	51972.1641	105009.7734	57709.7617	37128.2734	68040.6172	36707.3281	86518.3438	66882.5	37043.043	51584.8359	110323.8906	48262.5586	79484.875	105879.4766
