X	Y_20180130_15100_1_1g	Y_20180130_15100_1_2g	Y_20180130_15100_1_3g	Y_20180130_15100_1_4g	Y_20180130_15100_1_5g	Y_20180130_15100_1_6g	Y_20180130_15100_1_7g	Y_20180130_15100_1_8g	Y_20180130_15100_1_9g	Y_20180130_15100_2_10g	Y_20180130_15100_2_11g	Y_20180130_15100_2_12g	Y_20180130_15100_2_13g	Y_20180130_15100_2_14g	Y_20180130_15100_2_1g	Y_20180130_15100_2_2g	Y_20180130_15100_2_3g	Y_20180130_15100_2_4g	Y_20180130_15100_2_5g	Y_20180130_15100_2_6g	Y_20180130_15100_2_7g	Y_20180130_15100_2_8g	Y_20180130_15100_2_9g	Y_20180130_15100_3_10g	Y_20180130_15100_3_11g	Y_20180130_15100_3_12g	Y_20180130_15100_3_13g	Y_20180130_15100_3_14g	Y_20180130_15100_3_15g	Y_20180130_15100_3_16g	Y_20180130_15100_3_17g	Y_20180130_15100_3_18g	Y_20180130_15100_3_19g	Y_20180130_15100_3_1g	Y_20180130_15100_3_20g	Y_20180130_15100_3_21g	Y_20180130_15100_3_22g	Y_20180130_15100_3_2g	Y_20180130_15100_3_3g	Y_20180130_15100_3_4g	Y_20180130_15100_3_5g	Y_20180130_15100_3_6g	Y_20180130_15100_3_7g	Y_20180130_15100_3_8g	Y_20180130_15100_3_9g	Y_20180130_15100_4_10g	Y_20180130_15100_4_11g	Y_20180130_15100_4_12g	Y_20180130_15100_4_13g	Y_20180130_15100_4_14g	Y_20180130_15100_4_15g	Y_20180130_15100_4_16g	Y_20180130_15100_4_17g	Y_20180130_15100_4_1g	Y_20180130_15100_4_2g	Y_20180130_15100_4_3g	Y_20180130_15100_4_4g	Y_20180130_15100_4_5g	Y_20180130_15100_4_6g	Y_20180130_15100_4_7g	Y_20180130_15100_4_8g	Y_20180130_15100_4_9g	Y_20180130_15100_5_10_1g	Y_20180130_15100_5_10_2g	Y_20180130_15100_5_11g	Y_20180130_15100_5_12g	Y_20180130_15100_5_13g	Y_20180130_15100_5_14_1g	Y_20180130_15100_5_14_2g	Y_20180130_15100_5_15g	Y_20180130_15100_5_16_1g	Y_20180130_15100_5_16_2g	Y_20180130_15100_5_17g	Y_20180130_15100_5_18g	Y_20180130_15100_5_19g	Y_20180130_15100_5_1g	Y_20180130_15100_5_20g	Y_20180130_15100_5_21g	Y_20180130_15100_5_22g	Y_20180130_15100_5_23g	Y_20180130_15100_5_24g	Y_20180130_15100_5_25g	Y_20180130_15100_5_26g	Y_20180130_15100_5_2g	Y_20180130_15100_5_3g	Y_20180130_15100_5_4g	Y_20180130_15100_5_5g	Y_20180130_15100_5_6g	Y_20180130_15100_5_7g	Y_20180130_15100_5_8g	Y_20180130_15100_5_9_1g	Y_20180130_15100_5_9_2g	Y_20180130_15100_6_10g	Y_20180130_15100_6_11_1g	Y_20180130_15100_6_11_2g	Y_20180130_15100_6_12g	Y_20180130_15100_6_14g	Y_20180130_15100_6_15g	Y_20180130_15100_6_16g	Y_20180130_15100_6_17g	Y_20180130_15100_6_18g	Y_20180130_15100_6_19g	Y_20180130_15100_6_1g	Y_20180130_15100_6_2g	Y_20180130_15100_6_3g	Y_20180130_15100_6_4g	Y_20180130_15100_6_5g	Y_20180130_15100_6_6g	Y_20180130_15100_6_7g	Y_20180130_15100_6_8g	Y_20180130_15100_6_9g	Y_20180130_15100_7_10g	Y_20180130_15100_7_11g	Y_20180130_15100_7_12g	Y_20180130_15100_7_1g	Y_20180130_15100_7_2g	Y_20180130_15100_7_3g	Y_20180130_15100_7_4g	Y_20180130_15100_7_5g	Y_20180130_15100_7_6g	Y_20180130_15100_7_7g	Y_20180130_15100_7_8g	Y_20180130_15100_7_9g
1.3342	23089.965	15183.934	23500.322	18864.133	16277.575	17085.338	15684.944	16561.201	21191.707	25639.443	20899.77	29336.734	50005.469	17422.711	17579.865	16625.396	15682.399	20580.732	17967.592	28078.498	19469.24	16913.547	20477.068	16282.279	30055.092	16555.213	16077.363	17094.199	14913.471	15945.378	15552.483	16602.227	16734.656	23613.42	27996.107	15355.304	16120.604	15488.216	15248.335	25521.311	25899.465	39284.758	16616.121	17026.885	35614.215	31211.629	36237.773	13353.324	56255.234	15726.821	16447.531	15837.358	15446.268	32407.293	16416.635	23242.643	14867.774	15600.406	16150.745	16906.654	15057.412	14763.488	25415.775	17138.838	25982.664	16197.259	17481.363	41034.77	15977.968	37732.262	14579.753	24878.365	43665.398	52941.738	15646.728	16694.77	15111.597	15291.189	15715.354	16668.535	20350.688	19325.053	16322.992	15139.657	20957.738	16899.324	21082.348	16415.375	17190.025	17073.488	29837.988	16921.785	15927.545	21017.971	30668.566	27752.492	15525.834	15442.018	36118.707	16621.787	17558.867	15899.516	15840.333	16333.873	14081.609	15192.104	16013.126	17155.475	16225.06	31617.873	23329.707	29387.061	16961.762	19998.309	17417.207	16806.154	15157.69	14419.487	18448.045	19109.752	16552.34	15981.301	14090.901
1.4676	30570.666	15337.492	17380.48	17924.111	15436.408	17965.43	15288.507	15752.437	24347.156	33568.789	17809.225	34398.094	44696.625	22222.92	22003.855	16731.498	15955.992	25797.467	NaN	19925.309	25912.557	15931.732	26311.678	15919.746	26521.527	16644.422	15304.953	17409.07	16850.365	16133.398	14917.093	16135.598	17207.814	18486.16	22787.031	16222.093	16103.005	16287.995	14322.059	18345.768	37168.504	37661.051	15648.201	17576.938	24865.826	36241.898	26126.502	14745.781	43319.414	16452.486	16350.571	15932.134	15388.694	23921.912	16892.703	32904.383	14841.66	16715.592	18593.324	17539.271	15676.73	15918.318	37023.438	18803.746	19552.488	16143.329	18968	25883.244	16359.631	33368.066	14959.763	22995.549	33012.699	38713.992	17525.195	17601.49	15819.623	15522.917	16771.629	16412.818	26758.74	24718.873	17428.629	14685.795	28144.795	16167.261	28491.748	19288.824	18778.17	17461.455	23179.891	17218.512	15963.102	28076.992	21763.15	NaN	14727.061	16366.66	26784.604	16926.986	21232.965	16577.867	15371.856	16062.59	14108.353	14853.855	16217.262	19113.041	17051.207	31216.578	20077.049	23980.305	16620.928	23425.836	19746.643	17571.537	14960.14	15121.105	20178.84	NaN	16855.836	16314.481	15453.737
1.6011	33331.422	16125.476	16263.001	NaN	15520.127	23816.516	15979.251	15303.942	22902.834	33906.578	16992.967	31001.387	30148.582	30284.271	30391.475	15758.196	17136.592	39595.867	NaN	17393.238	36978.293	17929.199	36539.148	15839.979	22610.545	19186.986	15720.909	19712.91	15857.222	16738.5	14782.839	16151.396	18437.574	17466.184	18568.479	16506.188	17312.301	18673.176	14759.849	NaN	49561.078	27339.713	17016.004	19448.877	19847.631	30278.752	20009.186	15028.993	28150.09	16637.025	16496.258	17044.934	15976.401	19423.357	18504.016	36429.422	14973.367	17146.639	23446.977	20180.703	16964.404	16966.398	48562.98	20310.639	17404.74	18668.797	21173.238	NaN	16340.844	23337.379	14823.559	18329.848	23637.4	25340.297	20771.676	15984.006	17363.975	14845.164	19656.018	16111.178	36498.18	36397.117	20203.566	15211.965	39044.336	15730.183	38529.418	21636.525	19790.184	20706.207	18920.775	18255.029	15081.242	39264.547	17970.102	NaN	15717.086	16462.258	20436.264	16684.654	27911.348	16620.99	17495.178	15506.725	13879.438	15771.47	16170.399	25309.229	17244.145	24294.127	17981.369	18536.785	16496.359	30973.43	24999.777	19428.24	15427.297	16595.65	24068.4	NaN	18658.803	16595.762	14830.619
1.7345	27042.184	17531.129	16197.322	NaN	16748.461	32415.859	16543.541	16211.538	18621.701	24535.441	16256.496	24417.129	22348.922	33972.613	33752.797	15840.834	22689.619	55030.195	NaN	NaN	40626.262	20146.098	36975.277	17542.334	17934.777	25746.641	16829.838	23531.818	16463.18	17597.83	14550.643	18533.674	20606.586	NaN	16424.684	17266.182	18756.588	21583.793	14199.636	NaN	40169.18	19740.691	18553.125	23216.576	NaN	23904.396	16888.475	15575.816	22059.756	17290.107	15016.843	17662.648	16604.078	17766.809	20793.51	28995.211	15120.338	17695.154	31207.924	28496.986	20355.082	19055.164	45247.555	25036.771	NaN	24877.66	28901.465	NaN	16364.731	19963.967	15913.349	15844.094	NaN	18581.381	27460.057	22113.088	19887.617	15368.873	25039.916	15640.43	34968.395	42363.633	25240.145	15985.246	36064.234	16452.195	34885.543	28501.992	22964.172	26254.701	NaN	18060.248	14817.423	41008.793	NaN	NaN	15750.472	17677.328	17264.438	15791.92	34105.105	16710.623	20835.84	16493.758	13856.49	17101.939	17529.809	28570.395	19305.34	19101.996	17387.918	NaN	16566.145	32429.051	38042.723	22354.557	15412.767	18319.711	29305.049	NaN	20072.674	17469.369	15111.161
1.8679	19668.324	22234.654	NaN	NaN	19239.424	39018.973	15990.917	17600.896	16684.639	20094.812	NaN	19297.643	18485.355	27117.311	28385.59	15841.902	30382.178	50262.008	NaN	NaN	31552.783	23914.715	29570.307	16723.268	16510.186	38942.023	16179.109	32903.109	19341.9	18818.037	14430.006	23696.891	28514.955	NaN	15292.195	19209.072	22612.777	25080.574	14588.78	NaN	26655.969	17714.488	20855.104	23966.613	NaN	22507.389	NaN	16563.789	NaN	16794.773	15674.701	20270.912	16560.895	NaN	26601.182	20910.529	14511.047	18803.195	33839.438	38763.77	25372.018	25371.646	32463.568	33887.664	NaN	34621.473	46168.438	NaN	17693.49	NaN	16517.035	15964.016	NaN	NaN	29438.568	29317.223	25614.004	15639.731	38729.973	16077.762	26268.635	33457.555	32686.982	15930.999	25468.387	17100.287	26284.188	35735.867	35546.336	31945.842	NaN	21753.113	15673.771	29592.607	NaN	NaN	15061.067	21528.615	NaN	16034.633	30109.916	16261.713	30245.379	16342.45	14188.494	20287.809	17652.795	24306.588	24490.668	16418.689	NaN	NaN	16517.66	24836.807	54453.926	35203.184	16232.741	24221.576	27561.551	NaN	23360.871	18177.094	14884.663
2.0013	16609.141	33342.219	NaN	NaN	25080.162	33072.121	18147.543	25372.955	16563.182	16273.957	NaN	16719.182	NaN	21341.094	20693.281	16433.4	33472.809	33455.531	NaN	NaN	22431.398	31214.609	22665.67	16987.902	15849.64	39714.605	17152.32	37222.719	25518.203	28008.527	15844.182	30550.869	40662.305	NaN	NaN	22084.586	29425.934	24873.789	16077.334	NaN	19942.633	17020.227	26487.279	21270.93	NaN	NaN	NaN	19590.525	NaN	19851.434	16366.68	27606.59	17190.57	NaN	34735.02	17743.266	14695.785	20634.148	27436.412	36211.039	26599.182	38571.18	26423.002	48879.207	NaN	32917.855	59110.32	NaN	17658.785	NaN	18201.363	NaN	NaN	NaN	25703.949	33333.027	34620.129	15518.976	46046.957	16322.142	19211.703	23189.742	45307.43	15842.541	20138.5	18041.607	19985.045	32135.762	58639.996	30696.195	NaN	26988.354	15812.784	21195.688	NaN	NaN	16342.562	26726.691	NaN	17043.207	24118.883	16974.414	32736.195	15695.9	14169.894	26912.557	21525.336	19671.559	36438.859	NaN	NaN	NaN	16321.081	19951.062	50746.551	55138.285	17559.258	29338.227	21218.039	NaN	32791.695	20373.062	14847.746
2.1348	15962.075	49466.793	NaN	NaN	37761.621	23524.316	23243.113	38220.336	NaN	15404.625	NaN	16313.113	NaN	17642.559	16908.367	17592.098	28967.506	22373.07	NaN	NaN	18937.59	36899.891	18896.938	16810.223	NaN	30514.484	17826.625	30162.947	43789.117	32054.643	19366.508	29190.664	40146.508	NaN	NaN	26575.717	37141.715	19591.875	15081.826	NaN	NaN	NaN	36021.582	21656.803	NaN	NaN	NaN	28050.055	NaN	22357.02	15855.137	36881.91	18545.873	NaN	34348.664	NaN	14928.768	26850.348	22122.293	26868	20373.465	46857.871	26418.957	48719.672	NaN	26084.232	48591.883	NaN	18973.682	NaN	22435.561	NaN	NaN	NaN	20146.693	25860.625	33309.363	17253.555	36535.41	16143.789	18583.828	18767.32	41186.23	15545	19307.715	23110.168	17635.545	23458.742	67777.336	24312.734	NaN	34640.305	17041.193	18222.656	NaN	NaN	16606.656	25789.084	NaN	17654.023	18795.357	17301.301	26489.418	17593.777	14765.29	37264.777	29456.375	17385.211	47175.715	NaN	NaN	NaN	15561.003	18705.992	35947.145	59849.707	20037.977	27324.836	19161.184	NaN	49291.773	25914.533	15172.944
2.2682	NaN	50880.637	NaN	NaN	43349.48	18046.75	30497.1	44524.562	NaN	NaN	NaN	NaN	NaN	15144.849	NaN	18973.385	21581.684	18254.137	NaN	NaN	16715.834	32036.713	16808.287	18970.725	NaN	20829.383	19078.969	22655.85	57141.301	27968.83	23500.676	22035.283	31420.061	NaN	NaN	25144.117	33334.035	16423.457	15336.746	NaN	NaN	NaN	37441.273	24033.338	NaN	NaN	NaN	37600.582	NaN	29865.072	16560.652	34082.414	22816.559	NaN	25566.199	NaN	15073.42	38404.336	19190.014	20873.391	18946.469	38666.461	NaN	32898.531	NaN	20834.756	33592.164	NaN	20082.139	NaN	23966.172	NaN	NaN	NaN	18094.781	21134.242	24583.158	21576.674	25568.229	16899.283	NaN	17785.645	27285.768	17958.293	NaN	31649.506	NaN	18897.438	51120.812	20009.359	NaN	31087.871	19200.307	NaN	NaN	NaN	18479.961	21797.273	NaN	18032.361	17616.359	18998.289	19705.182	18798.217	14441.341	35919.195	41445.43	17262.246	41052.023	NaN	NaN	NaN	16740.596	19052.059	27778.533	39202.129	25399.324	22865.391	16540.898	NaN	55342.391	37825.664	16544.436
2.4016	NaN	37081.828	NaN	NaN	35304.98	NaN	35082.391	35081.398	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22304.42	16636.035	17083.084	NaN	NaN	15599.657	24000.498	NaN	21985.004	NaN	18569.166	23077.145	19269.621	47619.285	20894.242	28923.842	18317.828	23171.805	NaN	NaN	21190.102	23415.805	15445.296	15634.284	NaN	NaN	NaN	29206.291	34744.176	NaN	NaN	NaN	32968.973	NaN	37945.988	17327.59	27583.35	31978.508	NaN	20065.314	NaN	14371.973	44880.648	18105.727	18347.77	18255.051	25516.447	NaN	23288.162	NaN	18241.551	23558.35	NaN	24211.867	NaN	20231.301	NaN	NaN	NaN	16396.846	18675.762	19742.564	30461.387	20634.275	17422.713	NaN	17943.957	20742.602	22286.463	NaN	36060.164	NaN	17519.562	31978.715	NaN	NaN	23060.941	24444.361	NaN	NaN	NaN	23552.758	19360.951	NaN	20306.979	16596.234	24081.166	17707.062	20880.213	14925.596	25791.529	43732.406	NaN	27600.412	NaN	NaN	NaN	18770.785	NaN	NaN	25013.775	26147.152	17413.559	NaN	NaN	40106.508	45509.688	19686.562
2.535	NaN	24140.641	NaN	NaN	23517.289	NaN	29184.004	24058.824	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30807.934	15892.824	NaN	NaN	NaN	NaN	18720.791	NaN	31515.258	NaN	16688.525	31059.912	17009.479	28426.367	18097.221	25195.986	16629.938	19450.098	NaN	NaN	17674.201	19413.793	NaN	14690.708	NaN	NaN	NaN	21011.023	47518.695	NaN	NaN	NaN	22319.781	NaN	36122.695	18180.127	19373.117	34868.508	NaN	17434.119	NaN	14420.636	36683.723	17402.953	NaN	16503.469	18865.295	NaN	19040.045	NaN	NaN	19467.678	NaN	31323.344	NaN	17045.717	NaN	NaN	NaN	16941.152	NaN	17075.473	40937.371	19612.822	20066.078	NaN	NaN	17852.057	28915.463	NaN	31454.74	NaN	NaN	NaN	NaN	NaN	19439.639	28278.182	NaN	NaN	NaN	33140.434	16851.035	NaN	24092.289	NaN	36498.879	16860.4	24964.529	14956.38	18709.82	31576.975	NaN	20370.387	NaN	NaN	NaN	22400.615	NaN	NaN	19928.762	21763.223	NaN	NaN	NaN	24990.836	36132.094	27444.867
2.6684	NaN	19064.346	NaN	NaN	18508.412	NaN	20579.371	17591.746	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36184.203	NaN	NaN	NaN	NaN	NaN	17511.859	NaN	45363.262	NaN	NaN	33730.711	NaN	19273.654	17290.301	20701.908	16436.385	17882.59	NaN	NaN	17579.908	17817.596	NaN	15845.702	NaN	NaN	NaN	18607.842	46192.625	NaN	NaN	NaN	18622.066	NaN	25659.26	20844.324	17484.064	29974.576	NaN	NaN	NaN	14561.885	25126.58	NaN	NaN	NaN	16941.543	NaN	18061.51	NaN	NaN	NaN	NaN	33395.773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16524.211	38220.484	NaN	27925.158	NaN	NaN	NaN	31825.111	NaN	23376.053	NaN	NaN	NaN	NaN	NaN	NaN	26088.703	NaN	NaN	NaN	43302.57	17338.777	NaN	30501.002	NaN	49455.383	14998.001	37942.105	14020.072	16887.295	23052.33	NaN	19241.426	NaN	NaN	NaN	29887.816	NaN	NaN	18099.73	19653.336	NaN	NaN	NaN	19613.307	24688.18	40241.309
2.8019	NaN	17219.975	NaN	NaN	16561.52	NaN	17710.678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31886.465	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49707.59	NaN	NaN	26303.896	NaN	17110.66	NaN	18612.498	15699.126	NaN	NaN	NaN	NaN	NaN	NaN	15859.039	NaN	NaN	NaN	16797.537	31342.492	NaN	NaN	NaN	16227.245	NaN	20686.256	25317.578	NaN	23338.209	NaN	NaN	NaN	14215.533	20453.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28701.295	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29133.697	NaN	51823.055	NaN	NaN	NaN	24233.674	NaN	19426.396	NaN	NaN	NaN	NaN	NaN	NaN	20816.936	NaN	NaN	NaN	35968.523	NaN	NaN	30914.545	NaN	46080.922	NaN	51606.031	14379.578	16380.554	18557.766	NaN	17335.164	NaN	NaN	NaN	33147.508	NaN	NaN	NaN	19172.484	NaN	NaN	NaN	17793.023	19624.68	42569.965
2.9353	NaN	16062.443	NaN	NaN	NaN	NaN	16593.984	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25442.848	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38318.82	NaN	NaN	20645.26	NaN	NaN	NaN	16621.184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17965.498	NaN	NaN	NaN	NaN	20968.752	NaN	NaN	NaN	NaN	NaN	18276.6	29122.449	NaN	20262.793	NaN	NaN	NaN	14327.957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22582.445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24717.217	NaN	74315.344	NaN	NaN	NaN	18292.121	NaN	16966.586	NaN	NaN	NaN	NaN	NaN	NaN	17833.283	NaN	NaN	NaN	25121.467	NaN	NaN	25215.914	NaN	31520.02	NaN	48154.383	14500.987	NaN	18437.039	NaN	NaN	NaN	NaN	NaN	27148.963	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31260.207
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	16760.279	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21228.553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26207.74	NaN	NaN	17164.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20730.293	NaN	NaN	NaN	NaN	18554.359	NaN	NaN	NaN	NaN	NaN	NaN	29818.922	NaN	17830.193	NaN	NaN	NaN	13198.214	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18399.17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22968.889	NaN	65045.477	NaN	NaN	NaN	16566.857	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16647.283	NaN	NaN	NaN	19044.246	NaN	NaN	20730.195	NaN	22970.412	NaN	32201.088	14316.115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21258.266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20819.293
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19431.451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20553.609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22485.51	NaN	NaN	NaN	NaN	16650.881	NaN	NaN	NaN	NaN	NaN	NaN	28120.172	NaN	NaN	NaN	NaN	NaN	14327.296	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17271.242	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41954.461	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15935.771	NaN	NaN	NaN	16354.896	NaN	NaN	18060.586	NaN	20366.057	NaN	22966.566	14599.216	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18386.59	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17005.822
3.3356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17055.014	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17534.926	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20626.906	NaN	NaN	NaN	NaN	15879.964	NaN	NaN	NaN	NaN	NaN	NaN	21578.551	NaN	NaN	NaN	NaN	NaN	14855.353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27918.936	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16386.715	NaN	18721.938	NaN	18329.818	14604.341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18126.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16100.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17284.473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17551.105	NaN	NaN	NaN	NaN	16657.508	NaN	NaN	NaN	NaN	NaN	NaN	18936.811	NaN	NaN	NaN	NaN	NaN	14605.588	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22030.623	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15815.408	NaN	18964.953	NaN	17396.043	16815.807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15941.137	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16206.124	NaN	NaN	NaN	NaN	NaN	15035.828	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18646.846	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20035.785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14780.877	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15875.941	NaN	NaN	NaN	NaN	NaN	15340.679	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17038.561	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30760.594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14812.613	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15808.307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51721.594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16151.87	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62012.391	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19738.832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50584.988	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
