X	Y_20181208_15693_1_11g	Y_20181208_15693_1_12g	Y_20181208_15693_1_1g	Y_20181208_15693_1_5g	Y_20181208_15693_10_10g	Y_20181208_15693_10_11g	Y_20181208_15693_10_14g	Y_20181208_15693_10_1g	Y_20181208_15693_10_2g	Y_20181208_15693_10_7g	Y_20181208_15693_10_8g	Y_20181208_15693_10_9g	Y_20181208_15693_11_14g	Y_20181208_15693_11_15g	Y_20181208_15693_11_1g	Y_20181208_15693_11_2g	Y_20181208_15693_11_3g	Y_20181208_15693_11_5g	Y_20181208_15693_11_7g	Y_20181208_15693_12_2g	Y_20181208_15693_12_4g	Y_20181208_15693_12_5g	Y_20181208_15693_12_6g	Y_20181208_15693_12_7g	Y_20181208_15693_12_8g	Y_20181208_15693_13_10g	Y_20181208_15693_13_11g	Y_20181208_15693_13_13g	Y_20181208_15693_13_14g	Y_20181208_15693_13_1g	Y_20181208_15693_13_4g	Y_20181208_15693_13_5g	Y_20181208_15693_13_7g	Y_20181208_15693_13_9g	Y_20181208_15693_14_10g	Y_20181208_15693_14_11g	Y_20181208_15693_14_1g	Y_20181208_15693_14_2g	Y_20181208_15693_14_4g	Y_20181208_15693_14_6g	Y_20181208_15693_14_8g	Y_20181208_15693_15_10g	Y_20181208_15693_15_1g	Y_20181208_15693_15_2g	Y_20181208_15693_15_3g	Y_20181208_15693_15_5g	Y_20181208_15693_15_9g	Y_20181208_15693_16_1g	Y_20181208_15693_16_3g	Y_20181208_15693_16_6g	Y_20181208_15693_17_10g	Y_20181208_15693_17_11g	Y_20181208_15693_17_2g	Y_20181208_15693_17_3g	Y_20181208_15693_17_5g	Y_20181208_15693_17_6g	Y_20181208_15693_17_7g	Y_20181208_15693_17_9g	Y_20181208_15693_18_10g	Y_20181208_15693_18_12g	Y_20181208_15693_18_1g	Y_20181208_15693_18_2g	Y_20181208_15693_18_6g	Y_20181208_15693_18_7g	Y_20181208_15693_18_8g	Y_20181208_15693_18_9g	Y_20181208_15693_19_2g	Y_20181208_15693_19_3g	Y_20181208_15693_19_5g	Y_20181208_15693_19_8g	Y_20181208_15693_2_10g	Y_20181208_15693_2_11g	Y_20181208_15693_2_1g	Y_20181208_15693_2_2g	Y_20181208_15693_2_3g	Y_20181208_15693_2_4g	Y_20181208_15693_2_6g	Y_20181208_15693_2_7g	Y_20181208_15693_2_8g	Y_20181208_15693_2_9g	Y_20181208_15693_20_2g	Y_20181208_15693_20_4g	Y_20181208_15693_20_5g	Y_20181208_15693_20_7g	Y_20181208_15693_4_10g	Y_20181208_15693_4_11g	Y_20181208_15693_4_1g	Y_20181208_15693_4_5g	Y_20181208_15693_4_6g	Y_20181208_15693_4_8g	Y_20181208_15693_4_9g	Y_20181208_15693_5_10g	Y_20181208_15693_5_11g	Y_20181208_15693_5_13g	Y_20181208_15693_5_15g	Y_20181208_15693_5_2g	Y_20181208_15693_5_3g	Y_20181208_15693_5_4g	Y_20181208_15693_5_5g	Y_20181208_15693_5_6g	Y_20181208_15693_5_8g	Y_20181208_15693_5_9g	Y_20181208_15693_6_11g	Y_20181208_15693_6_3g	Y_20181208_15693_6_4g	Y_20181208_15693_6_5g	Y_20181208_15693_6_6g	Y_20181208_15693_6_9g	Y_20181208_15693_7_3g	Y_20181208_15693_7_4g	Y_20181208_15693_7_6g	Y_20181208_15693_7_8g	Y_20181208_15693_7_9g	Y_20181208_15693_8_10g	Y_20181208_15693_8_2g	Y_20181208_15693_8_3g	Y_20181208_15693_8_6g	Y_20181208_15693_8_7g	Y_20181208_15693_9_12g	Y_20181208_15693_9_13g	Y_20181208_15693_9_14g	Y_20181208_15693_9_15g	Y_20181208_15693_9_4g	Y_20181208_15693_9_6g	Y_20181208_15693_9_8g
1.3342	13755.0498	17698.5332	11298.5439	15294.3994	15109.9229	14953.1484	12413.3135	15181.1084	13608.8232	17817.8574	16230.5205	14485.6064	12786.0625	17075.5977	14562.7041	13546.0381	13364.4395	15679.127	16104.2471	14971.4814	14239.3301	16486.0176	17526.7344	15373.2939	12204.8057	12740.2402	16975.623	12997.4238	12066.4697	14729.6934	18442.8613	11573.3232	14697.8369	15060.2324	13088.1367	15103.8291	11383.0664	17909.5078	12674.084	14057.4502	14384.6719	17538.0234	12445.6875	14253.7188	15189.6006	20283.2031	14761.8955	14488.5264	17981.4727	14720.8936	16710.1074	13663.752	13003.8086	16082.501	12773.3887	12669.1924	13945.7686	13933.3301	20295.877	15604.0986	13625.5117	14481.9551	14764.1279	13936.5205	14437.1533	11876.084	12659.1348	23004.8027	15588.8018	14436.0625	17317.1641	14716.7793	16755.9414	14528.1289	13392.8701	14980.6953	15923.1885	12391.3047	14571.0967	14028.5684	15476.1836	16908.4531	10858.957	14824.415	13112.9609	14436.999	12622.9287	15346.5889	14929.7021	15311.3555	13137.6904	13387.6582	15639.4414	14099.2275	12009.9053	13470.0283	12881.6729	13242.6348	16314.3242	12779.5068	14526.4805	12193.4463	14581.3896	13444.2656	17500.4277	15637.4141	12862.0088	17271.5918	14652.5957	12502.0039	13957.7451	16402.1973	12826.3887	14073.3633	12337.7852	16221.9092	13265.3359	12588.7832	12524.958	12309.1279	12879.6885	16180.834	15170.2344	15768.2295	14061.8965
1.4676	14845.7295	18540.2422	12058.0508	15933.6768	16172.0215	15790.623	12382.8984	15678.3008	14435.1836	17731.6895	16017.8643	13150.335	12464.5693	16094.1465	13813.7881	14644.6104	13007.5596	16125.9482	17224.1523	13875.0801	13812.5947	17978.7617	16168.5449	14436.0918	12354.835	11094.8799	18354.6426	12126.2617	12870.8535	14467.4395	17265.2363	11865.7744	15788.1406	15139.9346	13128.6143	14969.8535	11101.5234	19781.0566	13084.499	13690.582	14779.6484	17392.0645	13305.4863	14237.2197	15429.1748	19775.3789	15463.7393	14074.0986	14976.9756	15483.0049	16571.7148	13989.3633	14366.9941	16743.9668	13473.2969	12781.3379	14642.8994	13814.7188	19885.2656	15027.5098	15576.7197	15243.6914	14439.6777	13798.6133	15296.3818	12657.1416	11661.0312	20225.6641	16873.541	15183.2852	17245.8496	13465.043	18662.709	14659.5605	13179.21	14811.7676	17109.1875	12617.7549	15230.9404	14949.1309	16562.5527	16595.9238	10253.6104	15738.8848	13897.1309	13489.0752	13029.5166	15722.4639	14409.3213	15322.252	12550.9658	13011.7432	17000.8594	12998.3428	12284.7314	13267.3848	13597.5342	13634.6973	15780.1934	11941.3955	15117.1152	12792.7305	14509.8613	13882.7705	17249.5664	15012.3271	13368.1553	16580.5605	14417.4502	12225.6445	14131.167	16711.6738	14126.8623	12858.7871	13941.7461	16194.6104	11225.709	13397.3418	12538.002	13222.418	13131.832	17272.7422	15870.1045	16922.8184	14186.4268
1.6011	15018.7256	16728.5371	12406.5615	17280.7539	15960.3789	15861.3838	13288.334	16551.3945	15144.7402	17027.0469	15976.5781	13587.6934	12850.4189	16154.1934	14858.249	14217.3125	13495.085	15710.2578	16804.8555	13173.6416	13460.3096	16982.5898	13961.3564	14219.1943	12373.2441	NaN	19277.8223	12673.0293	12478.4814	13792.4258	14616.3721	12853.8525	14808.6602	15658.5752	13287.9629	15654.1934	NaN	21151.6113	12918.1641	13916.7627	16040.3711	15562.3984	14482.4805	13742.834	14989.8857	16192.0234	14864.4072	14250.9355	11948.5879	15031.333	15769.3672	13630.4961	16824.4062	16915.8281	14112.4395	11491.6445	15383.9209	12852.7959	19521.5391	15829.5146	16940.0312	15395.833	15990.207	13528.668	15127.1514	12803.0039	10606.1133	17178.7227	16003.875	16124.5957	14489.4346	13720.3027	18414.0078	14728.2598	13126.2344	14367.5996	17523.4434	12545.1885	15116.708	14467.1035	17633.4492	17678.5293	NaN	16063.8027	13240.4648	14877.1621	13284.5498	15213.5293	14167.6768	17152.8457	12223.5137	13409.7451	15814.0127	12885.876	12746.708	14247.1445	13774.875	13472.5928	13710.2354	11098.2764	14978.9951	14292.7754	14720.9717	12942.8516	16705.334	15667.1982	12763.0596	14426.0605	15260.252	12318	14714.2168	16840.1016	14275.2285	12250.8828	14671.2412	16517.4941	10734.2383	13491.1943	12984.9912	14141.8887	13228.7168	18840.9082	15360.0791	20822.6445	15399.8838
1.7345	13568.6162	16781.8887	12945.9697	17575.5156	16593.8789	16631.6914	14053.2285	16806.1484	16902.5645	15340.0039	13873.6426	14317.9199	12670.6299	16284.0479	14280.4307	15230.4961	13608.9131	15538.1318	14427.3467	13871.7656	15313.873	13733.0791	13580.2441	14287.5791	12421.6982	NaN	18567.2188	12184.0977	12676.2539	13218.8555	14250.0137	13244.5586	14588.291	15680.5947	12143.7148	15381.5215	NaN	20003.1152	13565.9385	13215.8975	17700.2539	14173.0449	14946.3398	13937.0625	14460.7168	13794.0586	15189.042	14669.4385	10266.2432	12999.2832	16536.7637	13777.7285	19707.1094	17759.7734	15467.1133	12019.0576	15587.5869	12576.2393	18874.1543	16606.7988	17720.709	13835.6885	15163.3945	13266.2598	15324.9102	13037.876	11407.8779	15411.4141	14265.5195	16256.2666	13331.1641	13806.5088	15966.2197	13356.3965	13735.5439	14618.6309	17668.1621	13329.2246	15139.0918	14266.6104	17082.7539	17831.0977	NaN	15506.4639	13838.4004	15451.6289	13371.7373	15119.3184	14634.042	18748.3379	13074.8896	13419.2529	14886.4375	12735.4023	12804.2432	15441.2725	13265.2969	15078.5557	11022.5449	NaN	15040.915	14211.0586	14349.4521	15645.6484	17200.793	15007.6719	13022.6094	13444.001	15957.5342	13070.8223	15194.6445	19571.0977	14266.3066	11644.7949	15408.0713	16689.1133	10497.6621	14138.8926	13014.5137	14979.542	13912.8555	17155.1055	16523.1719	20870.8477	14867.5479
1.8679	12077.7275	15665.3584	11939.9434	17384.7402	15246.6367	16292.4795	13959.627	15690.3047	16140.9678	16064.3613	12289.4619	14936.4561	12867.6064	15543.0703	14194.8945	16262.3105	13160.6338	15703.6895	12807.8398	14492.7012	17009.1777	11956.1035	NaN	15662.5908	12251.666	NaN	17389.9922	12166.791	13503.3613	14756.0518	12767.666	13072.7422	15477.3398	13100.6553	12028.3887	14670.0508	NaN	16457.8613	13889.5439	13318.792	17458.3262	12909.2031	15693.8379	12919.8027	14687.9717	NaN	15008.9229	15655.6797	NaN	10942.9092	17742.0938	12559.833	18837.4473	18069.5547	15600.9443	11795.2383	16622.832	12854.5723	15508.7549	17535.5078	14559.1592	15383.8398	15438.9014	14276.4961	15639.7061	13437.5576	10457.2686	13925.9746	13071.9277	15930.2139	12878.4375	13803.0234	13433.1104	11972.4072	14551.6152	14389.9482	16551.0977	13717.6641	15314.1924	14254.3018	17287.2012	17891.8848	NaN	15667.3574	13170.4561	14902.1582	13909.9053	15082.1777	14863.7393	18676.457	12990.3164	13756.7061	14042.4385	12570.0137	13162.7354	15003.3613	12596.7959	14755.4482	10079.2959	NaN	14686.2588	12741.2363	14424.8154	15326.3027	17241.3652	14188.6191	12685.333	12782.0908	16133.8936	13334.334	14513.0371	17322.3105	13923.2266	11204.5498	14426.6807	18340.7266	NaN	14431.0459	13254.1689	13206.8545	13439.8672	15021.125	17479.2402	17876.3457	14685.6191
2.0013	10659.9854	16193.0566	10081.6816	16405.0703	14311.4121	17696.1602	15259.3164	14062.6367	14637.4189	16699.9648	12195.7598	15447.9629	14011.8604	14274.4492	14061.4785	16915.3555	13503.3174	14931.7188	11704.5781	15047.5234	18241.877	NaN	NaN	15577.9688	12083.6055	NaN	15743.5928	13251.0254	14215.8506	15787.9355	11466.0781	13805.0967	14416.2324	12145.373	11227.5537	13968.0273	NaN	14733.3408	14484.3945	13223.7295	16340.9736	12859.8018	15850.54	13621.0029	14644.3838	NaN	15434.0127	17326.0801	NaN	10146.3047	18290.8398	13226.2832	15722.6445	17129.8027	15489.9658	11801.248	17211.9883	13031.9883	13392.1289	15636.6221	12680.6406	13958.8271	15263.1562	14165.1064	14407.3477	13690.6592	NaN	13246.1523	NaN	14925.707	12130.1855	14097.3955	12588.0439	10588.1182	12700.0039	13906.5596	17083.5195	12463.4785	15331.4795	15025.8252	17704.0449	16510.4414	NaN	14552.3252	11702.5127	14674.5576	13576.7334	14958.3564	15301.002	16796.0605	13055.0205	13865.2236	13785.0684	12159.3955	12943.1533	14399.4414	12979.7676	13411.8535	9394.7969	NaN	13986.7773	12555.5254	15094.7393	13589.1533	17450.5547	14794.9883	11851.6182	12357.3643	15088.3447	13835.3467	14416.668	14203.9443	14988.9268	NaN	12649.0547	18615.2344	NaN	16018.2979	13658.9453	12134.0068	13516.8691	12492.5312	18642.0156	14729.5801	13707.123
2.1347	10045.2441	17015.4727	9543.1865	14930.8779	13213.0264	18118.5293	16131.9023	12546.1543	13095.8086	15560.208	12220.9814	16269.377	13494.8613	15155.7656	15103.0352	19140.0391	14172.458	14871.2266	NaN	13870.4023	18672.3965	NaN	NaN	14700.3574	11378.7432	NaN	12760.4414	13244.7471	14416.2568	17409.6113	NaN	14808.9199	15553.165	11396.415	10862.8877	14181.9053	NaN	12897.5498	15076.8096	14291.9629	13671.9229	NaN	15548.75	13645.8838	13978.6768	NaN	15582.7793	19375.3027	NaN	9578.4346	16562.4863	13450.4609	13356.7363	13680.4531	15930.1396	13320.6641	17972.8047	13339.3623	11426.8711	14140.3896	11689.1201	13913.4795	15361.4004	13996.0166	12508.9004	14092.7344	NaN	NaN	NaN	14139.4229	NaN	14126.0215	12160.6865	NaN	11581.333	13293.5801	17779.5859	11264.1885	16219.2637	14230.6514	18076.2617	13849.2832	NaN	13656.6729	10513.6436	15855.0225	13244.4033	15448.7441	16198.4893	13594.8818	13501.2422	13336.4551	14240.668	11917.3711	13269.5244	11937.0156	13129.0869	12385.2637	9600.667	NaN	13953.2559	NaN	15714.7744	13046.0557	16762.2871	15802.875	11434.209	12565.8066	12786.876	14346.1748	14352.5498	13624.9199	15317.7197	NaN	11869.0176	16432.4395	NaN	16248.4893	13862.3887	11527.6025	13530.2217	10731.3711	18344.209	13018.2607	13512.1152
2.2682	9779.9814	15492.6611	9312.2725	12862.7412	11911.0137	17963.6465	18986.584	10936.9746	12289.1201	14368.4932	NaN	16202.7002	12388.1309	13946.4082	15168.2871	17835.9844	13777.0098	15488.002	NaN	12570.7139	18187.248	NaN	NaN	12995.4434	11822.9258	NaN	12464.8008	12111.1201	15008.3418	17089.0156	NaN	15180.9043	15152.4082	11087.0215	12015.9541	15017.9893	NaN	11291.5576	16481.084	14308.542	11420.3711	NaN	15909.8223	14444.1572	13908.9424	NaN	15018.4521	18995.8965	NaN	NaN	12749.6787	13077.6191	12709.4521	11392.7539	15597.46	13829.1816	20772.7715	12603.1162	11982.3301	13351.7402	11568.6191	13170.5703	15550.9609	13304.1396	10945.8945	13715.1797	NaN	NaN	NaN	14917.916	NaN	13711.793	NaN	NaN	12002.5967	13076.1777	17265.2285	10615.0303	16293.7891	14212.5723	20132.8047	13130.4072	NaN	13286.5439	9740.415	17488.1426	12064.6797	16096.7578	13593.3711	11848.5879	13614.9092	14621.4697	13078.0967	11686.541	14230.168	NaN	13701.5908	11801.8594	NaN	NaN	13840.3389	NaN	14749.5723	13798.0215	16861.4766	15957.1963	12240.1523	NaN	11551.5205	14423.3789	14113.4883	13419.3018	14818.4844	NaN	11220.4482	13590.3926	NaN	15948.2314	15007.9609	10500.4502	13917.8037	9704.1729	17900.6211	NaN	14358.2148
2.4016	9375.708	16225.5762	NaN	12104.8574	11853.7188	16080.4238	18084.3223	10912.1885	10815.043	12003.625	NaN	15953.9512	12695.1572	13412.0176	15335.9434	14547.1348	13075.709	17072.1191	NaN	11586.8613	14322.4805	NaN	NaN	12252.8965	12040.2744	NaN	12111.3418	NaN	14214.9102	13064.1826	NaN	13943.582	14681.5703	10380.7734	11499.7959	14193.5322	NaN	NaN	16795.6973	14886.2305	10540.543	NaN	16826.3594	12624.9805	14119.8408	NaN	14899.168	15085.8555	NaN	NaN	11043.0801	12927.0684	12379.3857	10188.7324	16018.9248	15026.8594	21052.2988	12395.9385	12903.2842	13370.2461	11347.2002	14208.9678	15987.5723	13222.1338	11003.1055	14009.4922	NaN	NaN	NaN	15121.9141	NaN	14155.8535	NaN	NaN	12714.1328	13953.584	16586.8477	10527.8643	17360.0781	15099.3447	20886.8906	11717.9199	NaN	12521.2119	9136.8291	17456.1973	12536.6846	14659.415	11984.5674	11468.2773	13425.0957	13765.3359	NaN	13872.8809	14911.1377	NaN	13330.6377	11273.6758	NaN	NaN	14007.5215	NaN	14290.2998	13552.291	15264.1699	13376.3701	12532.957	NaN	NaN	14478.2773	15546.6797	12866.1016	15604.2744	NaN	NaN	11896.4893	NaN	15131.1953	14236.9141	NaN	13914.373	NaN	17537.3516	NaN	14283.541
2.535	NaN	15642.0215	NaN	10611.832	11714.9365	15688.1963	15624.1826	10736.5957	NaN	10947.2832	NaN	15596.0889	12456.1787	11713.9434	13440.5059	12588.5117	11939.7559	17214.7188	NaN	10799.0986	12946.4521	NaN	NaN	NaN	12940.7461	NaN	NaN	NaN	14001.54	10885.7549	NaN	13216.4961	15339.1123	NaN	11814.0039	14131.3877	NaN	NaN	14272.0527	13995.6611	NaN	NaN	17066.2363	10143.4736	13793.0791	NaN	16143.2285	12180.9668	NaN	NaN	9572.4268	13124.6543	NaN	NaN	16912.4512	13895.6201	16239.9512	12758.8359	12851.2285	12454.8887	NaN	14043.1201	16554.8145	12149.3135	NaN	14465.2666	NaN	NaN	NaN	14461.4238	NaN	13992.7256	NaN	NaN	NaN	14142.5645	15469.0879	NaN	16723.2129	16925.8711	20759.1934	10576.1445	NaN	NaN	NaN	14355.4609	12654.6074	14348.9678	NaN	NaN	14608.9141	12250.7998	NaN	15270.3223	13252.0166	NaN	15097.417	11474.6992	NaN	NaN	13351.4453	NaN	15687.1016	14644.2646	14086.1396	11232.8291	10729.6914	NaN	NaN	14972.3818	16638.8867	11965.6201	14394.9209	NaN	NaN	NaN	NaN	13698.9287	13701.999	NaN	14723.0361	NaN	17309.9609	NaN	12527.4238
2.6684	NaN	13248.8389	NaN	10654.5303	10838.3691	16023.1914	12800.9199	NaN	NaN	10575.0508	NaN	16382.5166	12417.877	10844.1533	11948.6094	12871.6836	11462.7178	18002.5742	NaN	11098.2012	NaN	NaN	NaN	NaN	14280.0957	NaN	NaN	NaN	14159.8145	9783.7188	NaN	12845.6152	14600.9814	NaN	12105.1553	14374.2979	NaN	NaN	13052.9082	12735.8516	NaN	NaN	14285.9121	NaN	13909.1689	NaN	16265.8066	11112.5381	NaN	NaN	9177.3271	13058.4131	NaN	NaN	16309.5947	12426.7695	13868.8809	13999.0703	NaN	11957.8477	NaN	14818.1484	15992.1875	11298.2021	NaN	14141.3291	NaN	NaN	NaN	14487.542	NaN	14073.0635	NaN	NaN	NaN	14833.1426	12457.2881	NaN	15924.6416	17263.791	17968.0977	9730.5371	NaN	NaN	NaN	10842.958	13040.9922	13526.0352	NaN	NaN	15411.1641	11771.5029	NaN	15351.5811	14898.9521	NaN	14196.0469	NaN	NaN	NaN	13667.5234	NaN	16415.3574	14281.3145	13625.1162	10143.3389	9940.3682	NaN	NaN	13987.9092	15314.4385	NaN	11813.0811	NaN	NaN	NaN	NaN	13895.7637	12932.5488	NaN	14878.4287	NaN	14834.4414	NaN	11729.1289
2.8019	NaN	11775.6396	NaN	NaN	10400.3389	16991.6973	10825.875	NaN	NaN	NaN	NaN	16867.1328	12984.8203	10182.1416	12587.9072	NaN	10895.7041	19109.418	NaN	NaN	NaN	NaN	NaN	NaN	14285.8711	NaN	NaN	NaN	13780.5059	9492.8398	NaN	12408.1377	16191.2051	NaN	12477.2559	14251.8398	NaN	NaN	NaN	11875.1084	NaN	NaN	12522.6885	NaN	14651.2793	NaN	14398.4404	11220.4561	NaN	NaN	NaN	13729.3545	NaN	NaN	15368.5654	12085.0928	13245.9219	14538.1982	NaN	11418.0371	NaN	15165.5645	15323.124	NaN	NaN	13492.7842	NaN	NaN	NaN	13894.0342	NaN	13766.7227	NaN	NaN	NaN	14341.0693	11228.7207	NaN	16564.459	15806.9512	13412.9531	NaN	NaN	NaN	NaN	10006.8857	14050.3174	12285.0059	NaN	NaN	14501.2734	11732.0566	NaN	14064.501	15409.0645	NaN	13646.1699	NaN	NaN	NaN	14427.292	NaN	16156.9609	13548.7461	12546.9131	NaN	9563.6074	NaN	NaN	14607.207	12275.9609	NaN	10111.8613	NaN	NaN	NaN	NaN	14355.5752	12553.1543	NaN	14613.6855	NaN	12520.8584	NaN	10529.7207
2.9353	NaN	11592.916	NaN	NaN	NaN	18028.0195	9905.8809	NaN	NaN	NaN	NaN	15849.2842	13184.6572	NaN	NaN	NaN	NaN	19988.7441	NaN	NaN	NaN	NaN	NaN	NaN	12584.0674	NaN	NaN	NaN	14131.6523	NaN	NaN	12607.6143	16688.9238	NaN	11838.0176	15282.0654	NaN	NaN	NaN	11829.1123	NaN	NaN	11605.9717	NaN	15007.665	NaN	12528.6611	NaN	NaN	NaN	NaN	13787.3232	NaN	NaN	16018.0117	11005.5674	12250.8711	15449.4473	NaN	NaN	NaN	13202.1221	13779.4355	NaN	NaN	13532.6699	NaN	NaN	NaN	14918.9531	NaN	13137.7949	NaN	NaN	NaN	14863.1719	10410.7314	NaN	16945.6387	13207.6514	11295.9316	NaN	NaN	NaN	NaN	NaN	13030.3438	12246.999	NaN	NaN	12746.6074	11554.5771	NaN	12278.3535	16471.8711	NaN	11132.8242	NaN	NaN	NaN	13542.8965	NaN	15681.8252	12464.6924	NaN	NaN	NaN	NaN	NaN	15087.1846	10571.2422	NaN	NaN	NaN	NaN	NaN	NaN	15344.6777	11864.3682	NaN	14607.1279	NaN	11244.8467	NaN	10189.6572
3.0687	NaN	NaN	NaN	NaN	NaN	18272.4688	9689.1709	NaN	NaN	NaN	NaN	16165.7764	12546.1787	NaN	NaN	NaN	NaN	18445.418	NaN	NaN	NaN	NaN	NaN	NaN	11509.4219	NaN	NaN	NaN	12719.8447	NaN	NaN	13119.876	17368.8945	NaN	10665.3789	15550.7178	NaN	NaN	NaN	11399.1865	NaN	NaN	10742.7305	NaN	15231.1279	NaN	10813.3945	NaN	NaN	NaN	NaN	13810.4473	NaN	NaN	16475.6074	NaN	NaN	13724.3252	NaN	NaN	NaN	11279.2705	11201.8359	NaN	NaN	14455.4219	NaN	NaN	NaN	14731.1807	NaN	13989.5742	NaN	NaN	NaN	14810.2705	NaN	NaN	16289.6377	12275.4873	11145.0088	NaN	NaN	NaN	NaN	NaN	10368.8594	NaN	NaN	NaN	11104.0332	11180.9033	NaN	11850.291	14493.6289	NaN	NaN	NaN	NaN	NaN	13199.2988	NaN	17101.0977	11505.5264	NaN	NaN	NaN	NaN	NaN	15170.2734	9760.291	NaN	NaN	NaN	NaN	NaN	NaN	15628.2588	11094.3125	NaN	14358.9355	NaN	11031.0518	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	17804.4297	9358.3994	NaN	NaN	NaN	NaN	17364.1309	12452.9707	NaN	NaN	NaN	NaN	15377.9463	NaN	NaN	NaN	NaN	NaN	NaN	10716.917	NaN	NaN	NaN	11387.3906	NaN	NaN	13401.4736	17911.9102	NaN	10576.0283	13174.21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14017.334	NaN	9653.0176	NaN	NaN	NaN	NaN	14006.29	NaN	NaN	16688.6738	NaN	NaN	11423.3184	NaN	NaN	NaN	9973.1123	9704.834	NaN	NaN	16338.3281	NaN	NaN	NaN	14329.915	NaN	14255.6406	NaN	NaN	NaN	14837.6094	NaN	NaN	16837.6055	12415.0068	11590.0645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10529.5625	NaN	NaN	11352.7012	11699.7578	NaN	NaN	NaN	NaN	NaN	12701.3262	NaN	18906.2383	11655.8682	NaN	NaN	NaN	NaN	NaN	14855.2812	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13757.5273	11365.5771	NaN	12881.8418	NaN	10628.5977	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	16455.6172	8691.1182	NaN	NaN	NaN	NaN	17091.3438	11532.2314	NaN	NaN	NaN	NaN	12614.7031	NaN	NaN	NaN	NaN	NaN	NaN	10053.4102	NaN	NaN	NaN	10824.6797	NaN	NaN	13797.2998	18290.6348	NaN	10208.9326	11408.3662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12248.335	NaN	9455.8672	NaN	NaN	NaN	NaN	14537.4688	NaN	NaN	16785.9258	NaN	NaN	10242.1426	NaN	NaN	NaN	9773.8213	9915.959	NaN	NaN	18313.4805	NaN	NaN	NaN	14567.2041	NaN	12672.7197	NaN	NaN	NaN	12870.1895	NaN	NaN	16948.8496	NaN	11506.4902	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10085.8828	NaN	NaN	NaN	10489.5625	NaN	NaN	NaN	NaN	NaN	12359.4736	NaN	21892.875	NaN	NaN	NaN	NaN	NaN	NaN	16015.2236	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11372.29	10955.5654	NaN	10749.9863	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	16005.6221	NaN	NaN	NaN	NaN	NaN	16517.1211	11118.5557	NaN	NaN	NaN	NaN	10587.1143	NaN	NaN	NaN	NaN	NaN	NaN	9692.0205	NaN	NaN	NaN	10203.0869	NaN	NaN	13058.0615	14986.5322	NaN	9817.0137	10460.9502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15755.2412	NaN	NaN	15396.9863	NaN	NaN	9580.7354	NaN	NaN	NaN	10130.708	NaN	NaN	NaN	17629.7715	NaN	NaN	NaN	14319.208	NaN	11483.291	NaN	NaN	NaN	11307.6123	NaN	NaN	15926.8779	NaN	11468.1123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9828.2432	NaN	NaN	NaN	9708.2031	NaN	NaN	NaN	NaN	NaN	12886.4316	NaN	23723.168	NaN	NaN	NaN	NaN	NaN	NaN	15850.5605	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10124.7549	10005.8359	NaN	9768.2842	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	12116.5068	NaN	NaN	NaN	NaN	NaN	16407.6582	11129.4658	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13128.127	11287.418	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16331.8057	NaN	NaN	13981.8125	NaN	NaN	NaN	NaN	NaN	NaN	10994.1641	NaN	NaN	NaN	14132.6006	NaN	NaN	NaN	13909.8516	NaN	11751.5596	NaN	NaN	NaN	10122.835	NaN	NaN	12757.2617	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9429.6797	NaN	NaN	NaN	9356.9043	NaN	NaN	NaN	NaN	NaN	13748.9775	NaN	19481.9609	NaN	NaN	NaN	NaN	NaN	NaN	15505.3477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10050.6357	9821.4609	NaN	9509.5547	NaN	NaN	NaN	NaN
