x	Y_20181208_15693_1_11g	Y_20181208_15693_1_13g	Y_20181208_15693_1_15g	Y_20181208_15693_1_2g	Y_20181208_15693_1_3g	Y_20181208_15693_10_4g	Y_20181208_15693_10_6g	Y_20181208_15693_12_8g	Y_20181208_15693_13_11g	Y_20181208_15693_13_13g	Y_20181208_15693_13_14g	Y_20181208_15693_13_8g	Y_20181208_15693_14_5g	Y_20181208_15693_14_9g	Y_20181208_15693_16_3g	Y_20181208_15693_17_1g	Y_20181208_15693_18_11g	Y_20181208_15693_18_12g	Y_20181208_15693_18_1g	Y_20181208_15693_18_4g	Y_20181208_15693_19_7g	Y_20181208_15693_19_8g	Y_20181208_15693_3_3g	Y_20181208_15693_3_6g	Y_20181208_15693_4_4g	Y_20181208_15693_4_7g	Y_20181208_15693_4_8g	Y_20181208_15693_5_12g	Y_20181208_15693_5_6g	Y_20181208_15693_6_1g	Y_20181208_15693_6_5g	Y_20181208_15693_6_8g	Y_20181208_15693_7_10g	Y_20181208_15693_7_1g	Y_20181208_15693_7_4g	Y_20181208_15693_7_7g	Y_20181208_15693_8_4g	Y_20181208_15693_9_4g	Y_20181208_15693_9_8g	Y_20181208_15693b_1_1g	Y_20181208_15693b_1_4g	Y_20181208_15693b_1_7g	Y_20181208_15693b_10_18g	Y_20181208_15693b_10_3g	Y_20181208_15693b_10_9g	Y_20181208_15693b_11_12g	Y_20181208_15693b_11_1g	Y_20181208_15693b_11_2g	Y_20181208_15693b_11_3g	Y_20181208_15693b_13_17g	Y_20181208_15693b_13_20g	Y_20181208_15693b_13_9g	Y_20181208_15693b_2_10g	Y_20181208_15693b_2_12g	Y_20181208_15693b_3_13g	Y_20181208_15693b_3_15g	Y_20181208_15693b_3_5g	Y_20181208_15693b_3_9g	Y_20181208_15693b_4_11g	Y_20181208_15693b_4_15g	Y_20181208_15693b_4_17g	Y_20181208_15693b_4_18g	Y_20181208_15693b_4_8g	Y_20181208_15693b_5_12g	Y_20181208_15693b_5_18g	Y_20181208_15693b_5_24g	Y_20181208_15693b_5_6g	Y_20181208_15693b_6_11g	Y_20181208_15693b_6_12g	Y_20181208_15693b_6_14g	Y_20181208_15693b_6_5g	Y_20181208_15693b_6_6g	Y_20181208_15693b_7_10g	Y_20181208_15693b_7_2g	Y_20181208_15693b_7_4g	Y_20181208_15693b_7_7g	Y_20181208_15693b_7_9g	Y_20181208_15693b_8_10g	Y_20181208_15693b_8_11g	Y_20181208_15693b_8_14g	Y_20181208_15693b_8_17g	Y_20181208_15693b_8_4g	Y_20181208_15693b_8_8g	Y_20181208_15693b_8_9g	Y_20181208_15693b_9_11g	Y_20181208_15693b_9_5g	Y_20181208_15693b_9_7g
1.3342	14967.1328	12448.8818	14087.4326	12834.7578	12547.1152	13890.1934	11927.3887	10487.3135	17656.957	11933.9785	18045.3652	12038.8213	11710.1865	13243.2705	13419.1074	12465.4092	11804.9551	14695.458	15064.5234	11888.8896	14729.5967	14548.9893	14504.3574	17041.6074	14474.0986	13406.6172	13616.3945	16231.6074	14991.9512	11774.3896	16490.0371	12904.7285	14176.2441	15554.5078	15902.2939	11256.0518	15421.1904	13642.4326	12714.3643	14462.1553	12451.6621	14729.6807	13646.6328	13479.3359	11337.5342	14831.6514	11023.0068	15175.9463	14837.7529	14464.623	13253.1787	11673.4971	11244.9199	16260.7295	14281.5293	14400.2969	17744.8535	12395.0322	14275.5762	10885.4678	12616.6709	11875.6006	18054.5703	11956.1699	15780.1885	16014.5898	10754.7051	14610.3145	13743.8457	15932.5342	12015.4844	12856.2139	14270.5811	12860.7559	12826.1279	13188.2295	18428.5664	17508.4648	15760.0918	14314.3633	11590.1729	14444.6904	13343.0977	18869.3301	15095.3857	13544.7334	13279.4434
1.4676	14647.9414	11699.1973	13739.1787	12508.2549	13768.7881	13828.6387	11904.7559	10685.8184	16533.8516	11638.9688	17064.2715	12739.0811	12089.2871	12729.4414	14285.9121	12697.1504	11462.835	16590.4785	13676.3857	12351.2295	14175.5762	13664.1016	15647.0674	16151.9268	15109.1211	14009.1133	13788.7061	15610.3223	14742.8027	11508.3789	16961.7695	14025.791	14386.7373	16423.2031	14069.3916	11400.709	13314.0059	12764.7432	11784.0547	14472.5107	12622.5391	15122.4238	13471.6953	12977.125	11353.2549	15122.6719	11180.1982	13528.6963	14810.1914	12559.5596	13852.1436	11390.4902	11348.9316	15110.7207	13593.0029	15091.4395	17852.1699	13386.3301	13956.6797	12048.498	12536.8896	12053.3555	16767.6758	12907.6855	14825.8164	15805.2344	11847.3438	14676.9297	13074.8008	17059.668	12230.1436	12853.7598	15013.8994	12268.8135	13009.5312	13040.9473	17241.6504	18219.7109	15562.123	14025.3213	12021.6533	13316.7754	14339.9717	17050.3652	14254.0332	13184.3193	12306.9834
1.6011	14490.6875	10805.9365	13364.4492	11875.248	13739.0635	14557.0674	11463.1514	11125.9238	15079.457	12207.7441	15571.0293	12183.4668	12407.9277	13603.9502	14132.6475	12085.0312	10702.7275	16103.8311	13053.6523	11756.1592	13603.8711	13509.1377	16121.8701	15837.0996	15509.2275	14628.4482	13796.2334	14462.9932	15431.7236	10995.167	15810.3965	12378.1318	13475.3408	16464.1875	14177.9932	11554.3486	13140.7549	13470.2656	12576.0605	15359.9092	12543.5176	13702.251	12292.0127	12548.4219	10738.335	14635.3369	11583.4893	13649.7842	14115.5479	12683.3545	13422.0322	11077.2061	11851.0449	14980.2432	14136.1738	14954.4541	17004.6719	13399.2148	13378.3369	12582.3389	12054.3506	11967.4033	17827.5176	13003.1016	15654.6211	17417.5508	12894.1992	15069.1387	13182.6748	15962.6475	13324.7803	12812.8027	14837.3154	11927.1074	13709.3643	12731.3965	16985.8516	18612.4961	15201.6104	12737.0156	11875.5928	13183.3359	15965.5947	15623.6426	14179.1689	12879.0908	11817.5225
1.7345	14502.8604	10591.8447	13842.6162	11757.2471	14757.5547	13510.3301	11790.0127	11207.1963	15525.9854	11686.1689	15318.2344	11718.9307	11708.5674	13724.5674	13356.4531	12058.8564	11010.2061	17253.0938	13898.8066	11908.9873	13045.25	12796.7568	15621.7939	15962.6807	15009.1523	13387.6992	13956.3232	13779.707	15439.4033	11125.9893	13927.1592	13800.3105	13794.0752	14899.21	14282.9238	11475.1357	12308.3184	13517.5137	13566.2275	14517.4814	13734.1006	13063.7197	12096.458	12600.7393	11140.1875	13776.125	11929.9629	12714.4668	12373.8789	12440.2236	13374.7393	11365.1777	12608.5537	13574.5186	14223.2998	14257.3154	15664.6143	12644.2197	13213.4756	12746.1045	11639.9092	11502.1953	17070.2461	13431.0918	15648.3516	18915.7383	13279.667	15018.4561	12676.8926	15376.7168	12740.207	13963.2109	15477.9629	12169.3037	13910.0166	14283.4434	17362.1172	16843.9531	15535.7129	12945.8389	12377.4297	13244.2158	17581.7695	15584.4502	14100.4678	12716.877	12124.7949
1.8679	14922.1865	10820.9805	13803.6201	13654.958	15432.8545	13400.6709	11846.9346	11419.6553	16761.3555	12213.6221	15165.5488	11324.2109	12457.1855	14144.8633	13514.1875	11538.1348	11176.1328	15932.5596	13068.8223	12801.7275	13202.5557	13468.0566	15833.9053	15949.7871	14134.2246	13794.5771	12146.4561	13530.8467	15115.4258	11618.1465	13235.3838	13099.9268	12606.834	15198.542	14335.5879	11258.9854	13044.7373	13300.7354	14358.4365	13757.8965	14043.5059	12999.833	11702.7656	12143.2275	11742.249	12890.5449	12397.2178	12740.2148	11632.4404	11735.1416	13507.8564	11471.4746	13193.9541	13175.1504	14486.624	12990.3037	15981.415	13286.0117	13298.2578	12378.7471	11405.0586	11969.4834	15951.1992	13842.5029	14241.7012	17535.1289	14090.4619	15499.6523	11739.7295	15349.5186	12114.1846	13620.4434	14895.2754	12023.5176	13143.04	14585.7891	17952.7422	14357.7793	15139.8721	13731.7383	12892.0986	13833.6885	16035.376	17744.7422	13751.8613	13305.5957	11238.9795
2.0013	14045.0986	10836.1133	14467.2959	14572.8799	15008.6631	13069.6943	11453.4482	11273.9736	15747.957	11646.1113	14842.8096	12103.3193	12850.7549	12801.0371	14547.0371	10912.3105	11800.8428	15660.0186	12084.5186	13581.4336	13058.5703	13211.6045	15101.4189	15916.5205	14893.8291	13118.6758	12495.2266	13183.1504	15004.2109	12226.8408	12326.9189	13093.8213	12630.7471	14569.6045	14197.6631	11012.6025	13058.917	13752.0059	14621.1006	13686.3818	13826.2305	12956.4014	11746.5879	12157.8887	11871.2363	13223.3389	12227.3867	12214.7686	11864.6855	13193.2275	13714.6465	11732.9971	13512.1172	12478.8516	15331.1758	13658.5723	17808.7695	12544.9033	13221.7402	12446.8486	12529.4863	12670.29	15136.833	13886.2451	14496.918	17008.0664	14252.9785	15239.5518	11954.4199	15890.8115	11573.5801	13468.541	15518.3975	12262.1885	12793.8721	14439.4229	15866.6094	13106.7275	13393.7568	14120.5039	12273.8242	14186.7646	14877.6191	17323.0195	13436.0654	13332.2871	11553.7549
2.1347	13933.4004	11438.21	14390.457	17108.6035	14519.2197	13428.3936	11213.4834	11561.5059	14644.7549	11500.4443	13337.1338	10823.2852	13032.9336	14055.4326	14665.6885	10742.3271	11546.6494	15784.6387	11668.1787	14794.8838	12769.7344	12741.3916	15985.3564	15982.9824	14539.6055	12294.5498	11842.2295	12744.4463	15046.6006	12861.8447	12482.3438	12568.9062	13325.5635	13693.8438	14428.7734	11272.4053	13182.501	14546.0752	14467.167	13458.5361	14278.7461	12397.7627	11827.0586	13202.3193	11849.875	12039.9229	11855.6797	12115.9619	11704.6943	13651.7393	14372.3174	12145.3438	13868.2178	12077.2422	15854.7344	14066.5928	16736.2832	12779.4805	12076.541	11539.7188	12731.3262	12935.4092	13799.5986	13638.3457	13021.7852	16535.2266	14539.4902	13778.4697	12805.7939	15939.0195	11437.2334	13103.4902	14218.7656	13086.9609	13542.6104	13803.75	13912.0566	12685.2168	13297.252	14973.4639	11522.0244	14192.7246	13446.2783	16126.5801	13257.9707	13523.6396	11890.6465
2.2682	15060.6455	12385.0742	14454.9307	17430.1953	13817.6709	12323.8164	10822.5303	11765.1309	14165.0645	11021.8086	13196.6445	10584.6787	12490.4463	15510.3164	14014.2939	10901.7412	11331.6494	15055.624	11613.8672	16330.1562	13336.7559	12312.583	15810.9658	15013.7861	14261.1562	12287.2881	11413.9082	13545.0117	15160.207	12474.8408	12855.125	12493.9727	12971.168	13156.5166	13899.7852	12050.584	14885.4023	13866.1787	13729.1553	13047.4297	14188.2812	11659.7676	11838.8945	13691.8955	13184.7793	11887.627	11038.2666	11386.0996	11087.1211	13083.2666	14917.4512	12736.001	12758.2832	11276.166	13997.9043	14138.0361	14148.4912	12475.8984	12184.6631	11287.2451	12596.6543	13788.2725	13891.459	12650.5293	13229.8867	15258.3193	13229.6016	13043.6016	13010.21	14570.5664	11221.4033	12308.0273	13785.0615	13971.2471	13076.5137	12778.7725	12829.4072	12590.7275	12594.417	16391.1992	11315.8203	14126.6924	12587.7275	13611.4111	12547.6016	14197.6123	11672.1602
2.4016	14769.6191	13083.5332	13106.1182	14091.1855	12776.667	11403.4473	10956.3779	10903.2871	14806.4092	11511.2168	12506.5088	10346.2197	12370.1641	15082.2559	13528.0361	11902.5352	11351.5938	14591.1611	11900.9287	16068.7051	13303.6348	12204.249	14357.835	14023.8916	15904.1279	12044.6172	11273.8994	13125.7207	13942.9404	11869.6973	12347.6924	12213.9932	13058.0986	12270.7324	13551.9961	12295.6543	14602.3779	13410.5762	13392.2588	12896.3027	15921.3477	11232.7646	12063.3438	15347.8037	12616.084	13182.2412	10950.3604	11709.5371	11199.417	11728.9541	14023.6406	11933.3975	12599.5098	10572.166	12854.2246	13450.6699	12811.0674	11304.6465	11611.9971	11803.458	12047.0908	13762.416	14845.6309	13290.9902	13178.9004	13566.9111	13689.2412	13410.2461	12432.2666	15327.1133	11449.2002	11369.6162	14147.8633	14427.3174	11943.5127	11487.5459	12897.8535	12320.5967	11695.9922	16691.4531	11313.0811	13734.627	12338.5889	12519.293	11701.6924	14170.9883	12007.2256
2.535	13154.9863	13155.7168	13458.9834	13047.4189	12923.8467	10801.4189	11291.708	11120.54	14302.4092	11166.5664	12132.7812	10585.8027	11660.3008	15688.8623	13183.6973	12551.1885	12445.9131	13203.3389	11933.5752	15478.6543	12576.7168	12771.1797	14394.4033	13899.0781	15353.167	13320.7559	10713.8945	12666.8809	14257.3486	11548.9424	12103.4512	12386.2441	13772.0117	11703.4912	13282.6553	11505.3008	13999.8994	13199.7598	13697.1426	13006.7715	17214.3359	11716.6113	13021.5625	15288.9775	12801.5176	12918.9082	11853.9746	12528.7588	11156.8281	11361.1328	13429.7314	11629.0771	11367.8213	10982.0732	12283.1289	14086.46	11830.1123	11873.0957	10893.6973	11624.4463	12309.6436	13173.7051	13873.8945	12761.4424	13514.0654	13068.4053	13000.6348	13432.7568	12742.2207	14177.0684	11017.1826	10419.5391	13561.124	14418.2744	11288.7344	11821.9951	12365.9385	11876.8701	11011.042	16135.3623	10959.9814	12538.1943	11305.8516	11989.6992	11355.5527	14300.1182	11619.0117
2.6684	13595.4463	13104.8408	13431.8447	12480.959	12367.3613	11322.0352	11057.7354	11308.4395	13404.4395	10834.0078	11684.0957	10562.3887	11946.9424	14094.9521	13075.2363	11811.8027	12538.1914	12462.6582	11793.3906	14476.5713	11780.9941	13664.8291	13538.3496	12844.2256	14858.6572	12609.8545	10841.4619	12958.7197	13565.0088	12372.415	12152.207	12809.3164	12860.1699	12324.4629	13175.6641	11502.7188	13804.3779	12469.0176	12998.8652	12123.1191	17326.1738	12565.6445	13249.7881	14172.8389	13543.2051	13141.5957	11812.6133	12014.3916	11963.3213	11491.374	13834.125	11199.4766	11430.0547	10702.6797	11966.335	13096.0566	11871.2314	12021.8789	10476.6055	11482.9482	11912.6904	12664.3486	13371.8877	12840.5518	14298.7432	13115.6689	12359.5527	13312.2041	12115.9619	13491.3711	11039.8564	9675.5303	12587.873	14923.9512	11114.0459	12064.3799	12751.9639	12156.5986	11486.0947	16817.0312	11103.9902	12427.2979	11716.5586	11628.417	11442.1016	13851.3516	11302.7812
