x	Y_20181208_15794_1_13g	Y_20181208_15794_1_17g	Y_20181208_15794_1_19g	Y_20181208_15794_10_14g	Y_20181208_15794_10_2g	Y_20181208_15794_10_4g	Y_20181208_15794_10_7g	Y_20181208_15794_11_10g	Y_20181208_15794_11_11g	Y_20181208_15794_11_7g	Y_20181208_15794_11_8g	Y_20181208_15794_11_9g	Y_20181208_15794_12_12g	Y_20181208_15794_13_10g	Y_20181208_15794_13_11g	Y_20181208_15794_13_12g	Y_20181208_15794_13_15g	Y_20181208_15794_13_2g	Y_20181208_15794_13_7g	Y_20181208_15794_14_1g	Y_20181208_15794_15_4g	Y_20181208_15794_15_7g	Y_20181208_15794_15_9g	Y_20181208_15794_16_12g	Y_20181208_15794_16_15g	Y_20181208_15794_18_5g	Y_20181208_15794_19_11g	Y_20181208_15794_19_20g	Y_20181208_15794_2_1g	Y_20181208_15794_2_3g	Y_20181208_15794_20_11g	Y_20181208_15794_20_2g	Y_20181208_15794_20_6g	Y_20181208_15794_21_4g	Y_20181208_15794_22_13g	Y_20181208_15794_22_1g	Y_20181208_15794_22_7g	Y_20181208_15794_22_8g	Y_20181208_15794_23_11g	Y_20181208_15794_23_15g	Y_20181208_15794_23_18g	Y_20181208_15794_24_11g	Y_20181208_15794_24_12g	Y_20181208_15794_24_3g	Y_20181208_15794_24_4g	Y_20181208_15794_26_10g	Y_20181208_15794_26_17g	Y_20181208_15794_26_5g	Y_20181208_15794_26_8g	Y_20181208_15794_27_14g	Y_20181208_15794_27_1g	Y_20181208_15794_29_4g	Y_20181208_15794_29_7g	Y_20181208_15794_3_10g	Y_20181208_15794_3_16g	Y_20181208_15794_3_17g	Y_20181208_15794_3_4g	Y_20181208_15794_3_6g	Y_20181208_15794_3_9g	Y_20181208_15794_30_5g	Y_20181208_15794_30_6g	Y_20181208_15794_30_7g	Y_20181208_15794_30_9g	Y_20181208_15794_4_1g	Y_20181208_15794_5_10g	Y_20181208_15794_5_16g	Y_20181208_15794_5_9g	Y_20181208_15794_6_14g	Y_20181208_15794_6_1g	Y_20181208_15794_7_15g	Y_20181208_15794_7_16g	Y_20181208_15794_7_2g	Y_20181208_15794_7_6g	Y_20181208_15794_7_9g	Y_20181208_15794_8_15g	Y_20181208_15794_8_7g	Y_20181208_15794_9_4g	Y_20181208_15794_9_6g	Y_20181208_15794b_1_4g	Y_20181208_15794b_10_3g	Y_20181208_15794b_2_7g	Y_20181208_15794b_2_8g	Y_20181208_15794b_3_4g	Y_20181208_15794b_3_6g	Y_20181208_15794b_6_10g	Y_20181208_15794b_6_12g	Y_20181208_15794b_6_5g
2.6684	13551.7725	11421.0986	11466.8809	13112.5586	11546.6826	11453.1885	12716.9131	11261.8779	12972.959	12161.2949	11881.667	11752.9326	11059.6133	13972.3008	12768.5586	12403.8164	11856.0391	14449.4863	14677.04	11073.5293	12571.1475	16240.5205	10846.2031	11386.6748	12234.7197	13342.7002	12901.9443	11884.9082	11635.2324	11622.4336	15479.2285	12379.4229	11153.376	12577.4307	12548.0166	11115.166	10990.9482	12152.7979	11134.6494	10776.9434	12825.1562	12043.7969	12026.8662	11509.5098	10910.4111	10441.5156	11574.4629	13590.2617	11810.5918	12024.0703	12404.8398	12619.1602	12275.916	11901.0566	11094.0713	11499.3721	15690.2354	NaN	11884.168	12010.9883	11845.6387	12804.5898	11558.1406	13588.2139	12460.1611	14481.0967	11583.749	12227.2471	12282.5098	11929.0303	10972.5117	13594.7041	11760.0801	11298.9551	12831.7988	11350.2402	13156.6943	11041.4248	12509.2881	12864.1045	15344.625	11809.1289	13064.4316	11484.1025	12052.959	10249.6406	11008.5469
2.8019	13036.9346	11171.3359	12102.6104	13718.415	10990.6904	11829.167	11968.165	11308.5303	12902.9258	11915.6934	11917.5186	11733.8359	10896.8564	12692.0518	12283.5811	12940.7998	11459.4453	13652.9277	14450.3779	10719.7373	12334.0879	15398.7725	10605.1221	11323.7334	12034.3428	12648.8545	14219.4561	11749.5557	11374.5674	11923.001	14646.6836	12065.1211	10856.96	12304.5654	12573.8281	11164.9531	11153.1562	13061.3193	11521.459	10697.9014	12322.0791	12091.8496	12024.0615	11643.4297	11177.3652	10039.5332	11917.2666	13486.9619	NaN	11890.7109	12599.6875	12945.291	11781.9941	11190.958	11213.7617	11428.1182	13764.5723	NaN	11734.9531	12520.502	11869.1768	13053.2666	11074.5264	13984.0801	12180.584	13322.5537	11083.4346	12101.6328	12084.167	11689.7129	11373.8564	13427.7012	11761.0332	10891.6924	12705.9336	11492.4111	12180.4502	10358.3447	12900.208	13133.7578	14774.0371	NaN	NaN	11152.3916	11809.334	10801.457	10746.8984
2.9353	14666.7979	10948.1484	11838.8896	14207.9307	11230.6064	12040.9385	12234.3916	12041.2021	13476.6416	NaN	12128.2178	11972.9902	11439.7949	12987.3633	12334.9629	11698.5996	11884.5107	12650.8545	14877.5674	10797.2637	12760.2617	14853.1729	11128.1465	11671.1826	12312.0322	12452.8086	15339.5977	11835.085	11636.2715	11652.9326	13640.9834	11279.8984	10850.8496	12019.374	12940.79	10802.9092	10888.499	12607.0479	11548.4834	10816.2871	11267.3721	12638.9512	11489.3955	11957.1992	11002.4229	9980.4932	10885.9316	13290.8271	NaN	11712.3213	13116.9258	13007.3721	11430.5273	11572.0312	10568.7275	11914.2891	12847.7832	NaN	11206.999	12083.7764	12177.2295	11968.0645	11474.6582	14437.1377	12034.8555	13020.0254	12120.5566	12154.21	11995.583	11831.3916	11856.4453	12967.4658	11568.874	11730.9707	12299.5391	12013.8252	11409.793	10210.9268	12362.1162	12355.4141	NaN	NaN	NaN	10976.1357	11632.9258	NaN	11332.5312
3.0687	NaN	10510.6719	11974.8164	14985.1982	10545.7324	NaN	12439.9248	11816.292	13735.8818	NaN	12313.0996	10941.1152	11463.2529	12770.4199	12362.8008	NaN	NaN	11728.251	14574.5586	10984.1387	12724.5469	13938.041	10956.501	12094.9199	12686.4688	12306.4883	14909.7295	11775.8477	11455.4453	11603.0195	12968.0244	11274.3369	10694.8301	12925.5752	13080.7354	NaN	10739.4443	NaN	12023	11056.9268	11983.4814	11963.1699	12057.5342	12003.4775	NaN	9977.7568	10674.9746	13893.3857	NaN	11796.4141	12223.0137	NaN	11581.0615	11988.0127	11444.9316	NaN	12694.8711	NaN	11395.3047	12528.1924	12336.0674	11806.751	11022.4863	15142.2324	11508.582	12112.9141	12298.3311	12409.499	11956.6133	11719.7393	12103.2754	12136.1846	11522.5195	11894.7002	12619.3223	11909.1055	11381.7891	NaN	12857.4824	12740.6406	NaN	NaN	NaN	10903.4434	11282.0586	NaN	NaN
3.2021	NaN	10761.999	11849.6299	14841.2119	10658.1162	NaN	12417.4219	12015.1172	13132.2217	NaN	NaN	11157.4316	11685.4072	12805.1357	12796.6191	NaN	NaN	12174.3838	14493.501	11241.0234	NaN	12258.9111	10893.9414	11936.2451	11940.4971	11244.7168	13920.3857	11642.2666	12781.084	11434.4844	12549.2529	10747.9688	11365.8037	12751.4004	12931.373	NaN	10991.1621	NaN	NaN	NaN	11920.8896	12474.7178	12551.4893	11989.1914	NaN	NaN	11317.7256	14186.2842	NaN	11472.1777	12403.8301	NaN	11540.373	11604.6484	NaN	NaN	11574.6807	NaN	NaN	13096.8828	NaN	12179.7793	11489.6846	15438.1963	12374.8242	11499.8799	11669.1885	12711.4512	12292.0332	11324.5469	NaN	12719.9912	11380.2363	11765.2402	11933.8262	12440.9502	11564.957	NaN	NaN	12912.1729	NaN	NaN	NaN	NaN	11743.6787	NaN	NaN
3.3355	NaN	NaN	11612.4434	NaN	10854.959	NaN	NaN	11479.8193	13042.5059	NaN	NaN	NaN	11448.2041	12762.9424	NaN	NaN	NaN	12487.0674	14833.0322	11674.0566	NaN	11931.2627	11236.9785	NaN	11778.1055	NaN	12514.6172	NaN	NaN	11506.5332	12385.1631	10510.5811	11482.7256	12518.7773	12481.8721	NaN	11220.8447	NaN	NaN	NaN	NaN	NaN	12329.8008	NaN	NaN	NaN	11520.7891	NaN	NaN	11902.8965	12689.4404	NaN	12301.9033	NaN	NaN	NaN	11555.7012	NaN	NaN	12994.834	NaN	NaN	NaN	15300.4531	12064.6211	11213.8125	11973.4404	13047.71	11905.1699	NaN	NaN	12941.9209	11479.5352	11319.1748	NaN	12035.1465	11448.7129	NaN	NaN	12460.3164	NaN	NaN	NaN	NaN	12657.2744	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11767.5928	12880.4961	NaN	NaN	NaN	11267.2637	12718.7295	NaN	NaN	NaN	12019.7139	14173.3428	11993.5586	NaN	12071.2734	NaN	NaN	NaN	NaN	12298.5967	NaN	NaN	11185.1777	12304.0537	10522.334	NaN	12170.9902	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11713.5508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12907.459	NaN	12320.4951	NaN	NaN	NaN	12055.8701	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11572.5879	NaN	12531.9541	11462.6904	NaN	NaN	NaN	12211.3184	11634.4727	NaN	12741.124	11810.9346	NaN	NaN	12837.5762	NaN	NaN	NaN	NaN	12170.0479	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11300.4326	12621.8828	NaN	NaN	NaN	NaN	12745.4082	NaN	NaN	NaN	NaN	NaN	11922.1641	NaN	11254.4385	NaN	NaN	NaN	NaN	11860.0771	NaN	NaN	11234.5586	12115.083	11133.1611	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11948.9434	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11385.8848	NaN	NaN	13149.3115	11882.0469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12187.3115	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11938.1436	NaN	NaN	NaN	NaN	NaN	12978.7441	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11203.0195	NaN	NaN	NaN	NaN	11164.9766	NaN	NaN	11860.0615	12680.2891	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13775.1875	12407.8525	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11982.0996	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10796.6006	NaN	NaN	NaN	NaN	11388.3076	NaN	NaN	11491.9326	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10776.1025	NaN	NaN	NaN	NaN	11661.165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11332.085	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11244.71	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
