x	Y_20180130_15100b_13_2g	Y_20180130_15100b_14_2g	Y_20180130_15100b_17_2g	Y_20180130_15100b_18_16g	Y_20180130_15100b_2_5g	Y_20180130_15100b_6_6g	Y_20180130_15100b_8_7g	Y_20180130_15100b_9_1g
0	13838.884	11208.684	12432.212	11713.073	12906.9	11042.877	12699.902	11880.33
0.1334	14240.862	12207.53	13539.906	13454.583	14228.734	11213.426	13613.206	13134.332
0.2668	16035.236	14249.391	14338.594	14642.766	17272.945	11872.236	14953.185	14696.094
0.4003	18905.502	17276.123	16662.818	17769.951	21050.518	14785.957	17112.416	16022.989
0.5337	20831.461	17203.896	16208.877	18700.031	19000.758	17664.42	19209.182	15463.192
0.6671	19825.969	15005.771	15477.287	19258.193	17469.975	18603.004	18445.752	14748.879
0.8005	18076.998	14573.908	15316.423	18920.578	16684.869	17611.051	16295.73	13792.055
0.934	15843.901	13418.634	14598.137	17938.9	18178.676	17562.084	15499.162	14021.417
1.0674	14928.976	13498.524	13976.201	16385.344	17826.645	16659.742	14346.576	14591.082
1.2008	13625.167	13769.552	14266.179	15279.745	17295.199	18090.6	15047.892	14939.357
1.3342	14593.513	13366.555	13891.456	17008.736	17122.857	18211.529	15930.3	15433.2
1.4676	14846.96	13321.21	13478.158	17358.158	16341.586	18018.896	15940.273	16514.531
1.6011	15363.431	13665.389	13543.45	15769.989	15570.994	17401.373	15899.124	15624.781
1.7345	16065.08	13253.076	13905.089	15559.516	16650.141	17722.506	16620.945	14442.8
1.8679	16161.313	12892.954	13769.455	15332.655	15673.428	16784.338	17114.213	14429.931
2.0013	15227.827	12406.376	13307.586	16207.176	14601.474	17218.961	17646.838	13903.858
2.1348	14770.424	13744.358	13220.125	15237.458	14299.329	15655.501	16885.674	15285.684
2.2682	15937.891	13081.171	12546.976	14847.745	13420.618	15134.27	17304.936	17112.242
2.4016	15103.139	12609.578	13209.214	14577.972	13173.905	15465.025	15486.616	16461.998
2.535	13821.437	11931.695	12648.32	14397.022	12272.019	14620.17	15312.724	15409.56
2.6684	13854.291	11652.037	13192.264	15001.771	12607.761	14367.221	14920.665	13561.463
2.8019	13115.949	11909.986	13093.557	13265.322	12246.084	13377.498	13799.471	13202.682
2.9353	13003.742	11825.849	12632.885	13452.478	12512.824	12631.497	12893.753	12614.052
3.0687	12328.992	11584.925	NaN	12956.013	NaN	12980.553	12949.275	12573.111
3.2021	12407.466	NaN	NaN	12493.756	NaN	NaN	NaN	11686.176
3.3356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11612.658
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
