x	Y_20181208_15693b_1_13g	Y_20181208_15693b_10_14g	Y_20181208_15693b_10_1g	Y_20181208_15693b_11_1g	Y_20181208_15693b_2_13g	Y_20181208_15693b_6_4g	Y_20181208_15693b_7_3g	Y_20181208_15693b_8_4g
0	10650.0029	9872.2725	10656.124	11205.6045	11507.2764	10446.0889	11058.1738	10151.9814
0.1334	10579.4004	11066.0742	10699.0371	13004.3164	13362.8213	11788.9502	12384.1104	10270.4658
0.2668	11651.5039	12670.8457	11813.5225	15922.7891	15693.2637	12762.2471	14455.917	10978.3525
0.4003	12890.2822	15035.7646	15101.6582	18570.459	18774.5918	15383.8379	14800.1758	11744.1396
0.5337	14195.2803	16053.3623	20249.4453	17251.793	20403.7949	16633.4707	14069.4844	14540.6611
0.6671	14187.5928	15900.0156	23208.1133	15439.3252	20798.0898	16103.7949	13788.9492	15095.7236
0.8005	14959.9092	15081.2783	20792.8184	15600.1172	18196.0703	14093.3223	13139.0029	14153.1836
0.934	14496.1475	14447.502	17488.1875	15149.5771	17895.0098	13400.4209	13792.3672	13191.0918
1.0674	15547.3369	13409.3115	16188.7529	14415.5762	16962.4258	13107.9688	14538.6807	13145.3164
1.2008	16599.4961	13554.624	15320.3887	14986.3965	16440.8496	13415.918	15162.6768	13507.8506
1.3342	16774.5449	13648.3525	15576.502	14705.2061	15876.5576	13283.4111	14556.2061	13863.0986
1.4676	15921.5879	14298.1895	15722.3516	13253.2803	15922.2803	14040.2686	15065.291	13467.4248
1.6011	16106.96	13169.124	14309.2764	13220.7412	15745.6016	15476.126	16012.9697	13785.7529
1.7345	16268.9883	13342.8047	14069.3174	13372.2607	15837.6865	14780.5781	15899.918	13312.5967
1.8679	15683.4414	12585.3408	14361.1953	13190.3037	14998.1553	15240.7822	15633.6475	14018.7578
2.0013	15225.9844	12714.3105	14619.293	13646.0605	14870.8213	16281.8779	15787.9395	15100.9951
2.1347	15502.6406	11757.7305	15080.0762	13932.8623	14221.709	16325.6035	14729.3965	15125.3799
2.2682	16401.6875	11905.1523	15297.0703	14392.9121	14264.7139	16270.6514	14640.332	14634.0186
2.4016	18323.1816	11794.2637	16248.4639	14632.1582	14946.7822	16524.7344	14763.2998	14135.7109
2.535	20838.2598	11499.6943	16652.2148	16499.8809	13588.2676	16643.7305	15054.2354	13197.9395
2.6684	21367.2891	12230.7656	16778.7773	15962.8359	14005.9092	17909.2363	14739.9521	12561.0098
2.8019	20794.2695	12164.3389	16696.0547	15271.2256	13712.6494	17700.8359	13177.3691	12616.3369
2.9353	18674.2852	12170.7178	16368.6426	13734.1914	13747.9902	14568.7646	12439.4189	12671.498
3.0687	16951.0391	12424.0986	16687.8184	12978.9414	13536.6748	13353.1797	11219.0723	11684.8867
3.2021	15354.1885	11863.876	15632.2012	12299.2861	14081.7725	12051.9199	11669.4688	11681.2139
3.3355	14150.248	11651.0781	13314.5908	12572.3398	14091.083	11934.2529	10966.8906	10915.6504
3.469	13386.2363	12460.7646	12567.4004	13330.4414	NaN	11771.9385	11007.5762	10856.3008
3.6024	13494.8359	11299.2822	11736.9434	12781.6455	NaN	11537.7393	10897.3701	11332.252
3.7358	NaN	NaN	11352.7324	NaN	NaN	NaN	10907.5576	11141.0078
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10448.7383
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
