x	Y_20181208_15692b_1_1g	Y_20181208_15692b_10_2g	Y_20181208_15692b_10_5g	Y_20181208_15692b_11_15g	Y_20181208_15692b_11_5g	Y_20181208_15692b_15_2g	Y_20181208_15692b_2_2g	Y_20181208_15692b_7_2g
0	10258.4209	11170.6523	10392.123	15117.458	10091.2812	12356.0674	9899.4072	10148.333
0.1334	10888.4854	11867.1748	11158.2861	15408.0742	10468.376	13514.4219	10136.7578	11873.6797
0.2668	13660.2217	13704.7275	12544.1787	17681.6562	11063.7939	16364.3877	11033.2002	15981.6387
0.4003	16539.8047	15435.3369	15126.0479	21132.3887	14318.21	16569.4355	11825.9834	18848.7695
0.5337	18193.6582	17111.1094	15684.2451	22352.3027	18216.6191	14017.2354	12871.876	18142.1582
0.6671	17377.0586	16595.8535	14699.2852	22631.6523	21462.3418	12465.4355	13913.7314	15653.3721
0.8005	13545.0303	15175.3955	13207.2324	20850.2539	19335.1211	12379.7979	14100.3369	16097.3311
0.934	12714.4922	13320.5322	13331.7041	18983.457	18533.043	13793.9072	13596.54	15396.8037
1.0674	11859.248	13164.998	14006.4365	17296.1562	16946.5488	14281.3115	12640.7207	14995.3955
1.2008	12453.584	12717.4053	13417.5059	18013.9258	15912.0049	13357.1221	12261.1094	14482.0342
1.3342	13708.5146	12274.6426	13095.9238	16233.6494	14890.4287	12312.9404	12281.0234	14907.6113
1.4676	14487.1172	12276.7217	12613.9863	14985.0361	13548.8447	11880.8945	12016.8262	14824.1055
1.6011	14287.0166	13091.2188	13111.3848	14015.8086	13280.2393	11784	11221.5195	14427.1084
1.7345	14413.1074	13477.8623	13221.71	13483.2773	12689.7158	11334.9766	11522.0156	14680.0713
1.8679	14498.4355	13742.084	13834.7451	14430.3545	12362.5713	11719.9062	11466.96	14891.2959
2.0013	13529.8623	14771.7217	13282.542	15090.668	11787.2529	12568.5332	12611.2207	18578.4531
2.1347	13534.1924	15514.8096	12804.8887	14869.6172	12301.4736	12294.6699	12578.2666	20068.1523
2.2682	13540.9404	16752.4277	12909.1611	15094.5371	12590.6514	11795.335	13556.0918	20657.9609
2.4016	13233.7021	16489.1953	13413.1875	14702.9619	13555.2373	12008.416	13723.2979	19241.4141
2.535	13895.8477	14910.1465	13228.2744	14687.0762	13502.9092	12378.6865	14683.7939	17695.0488
2.6684	14063.1465	14081.6475	13321.6924	12929.3145	12909.333	12170.3584	14331.6279	16754.7637
2.8019	15491.5752	13747.6094	13084.2607	12746.6396	11991.4141	12060.4873	13257.0088	15644.6318
2.9353	15404.4912	12953.9111	13541.2979	13175.1797	11676.7217	12140.9277	13199.5596	NaN
3.0687	15557.3877	13282.0234	13060.3467	13872.1787	11844.2705	11722.8848	12409.25	NaN
3.2021	15113.7871	12715.3125	12597.2207	13279.249	12087.2373	11889.833	12678.9561	NaN
3.3355	14364.623	13093.7441	NaN	12867.6748	13108.5625	12168.0557	12418.8291	NaN
3.469	14405.5596	NaN	NaN	12899.0195	12709.7314	12415.2285	11991.2754	NaN
3.6024	13709.1592	NaN	NaN	12920.3633	NaN	NaN	12417.2012	NaN
3.7358	12402.1338	NaN	NaN	NaN	NaN	NaN	12690.125	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
