x	Y_20181208_15100_10_2g	Y_20181208_15100_14_2g	Y_20181208_15100_16_3g	Y_20181208_15100_19_2g	Y_20181208_15100_2_1g	Y_20181208_15100_2_3g	Y_20181208_15100_5_5g	Y_20181208_15100_6_4g	Y_20181208_15100_6_7g	Y_20181208_15100_7_1g	Y_20181208_15100_7_2g	Y_20181208_15100_8_1g
0	28453	31028.4062	30529.9355	28361.4746	30478.1875	36204.3789	30237.6191	27908.8047	26947.5254	30788.2383	32137.3477	30032.0957
0.1334	28021.5781	31700.4609	29444.1016	29235.2031	29129.9746	35695.6445	30319.0547	27662.5586	28028.0645	29426.3828	32734.623	29629.5859
0.2668	28711.9512	31690.4336	29240.625	28214.6973	28701.873	34429.6055	31177.1133	29512.3027	27900.0254	29600.207	32125.0117	29330.5957
0.4003	29471.5996	31573.0391	30954.7773	28858.2617	28682.0762	35804.5898	31338.6562	29176.9453	27994.1191	28125.4004	32298.8613	28822.5332
0.5337	29301.9648	30582.9863	29852.2324	28903.6367	28227.8711	34690.6719	31479.2129	29342.6094	28526.4434	29934.0625	31401.502	30661.5859
0.6671	27665.1406	32779.8086	29080.4395	29839.7617	30728.248	36249.457	32922.8203	28136.5352	27939.2754	30379.8281	32935.1602	29749.1309
0.8005	28735.3027	33184.8086	29474.248	29541.1367	32084.0684	35574.4141	32673.3809	28437.6172	30464.8242	30527.3906	32230.7031	30583.1543
0.934	29180.0234	36003.1953	30938.7227	32575.2734	31844.9219	34651.0234	31134.6152	31675.0742	30178.6445	31626.6621	32475.9277	30311.0156
1.0674	28942.1328	37593.6055	30547.0664	35414.5156	33613.8867	35068.5	32709.9766	37810.668	33152.3594	34693.2891	31522.1973	31117.4844
1.2008	28595.209	42675.9219	33407.3984	42113.4922	38821.7344	35830.1406	33685.7734	49103.5352	41032.0625	44601.0391	33191.7812	32491.6445
1.3342	30124.1543	59189.8242	35541.6523	52845.582	48703.7344	41042.9219	33769.1992	51852.875	50358.9141	65315.0703	37614.8047	35720.207
1.4676	33597.2969	82934.2266	41734.082	68794.6875	50994.8555	47488.4336	37574.0195	45679.75	51039.7891	81583.6719	44050.8203	47280.4141
1.6011	42278.582	79328.5156	51987.8242	60271.5234	39720.2305	58625.625	46462.9023	36102.1445	39072.6445	69086.7734	44925.7734	73627
1.7345	60523.7969	55807.1719	61319.0234	43433.5078	35713.1797	58631.9531	62866.3125	31942.4492	31863.2441	48998.2031	38035.7344	101454.4609
1.8679	72388.5	39442.4609	56748.5742	35042.0664	32731.9414	46865.2383	72437.5	29023.1816	29290.9121	37315.0312	32990.0391	94916.9609
2.0013	64960.3164	35225.3828	43935.3086	34116.1484	32131.4941	38325.6445	58319.4336	29455.0137	28204.4648	31792.0605	30709.9551	61921.7969
2.1347	47730.6406	33782.9805	37713.1875	NaN	NaN	34308.1133	42282.2383	NaN	NaN	28820.9355	NaN	42854.1758
2.2682	35849.9922	32089.7324	35380.1055	NaN	NaN	33262.6211	35906.1992	NaN	NaN	NaN	NaN	35410.4414
2.4016	31525.3066	NaN	NaN	NaN	NaN	32559.9414	32514.5898	NaN	NaN	NaN	NaN	32572.0879
2.535	29526.6152	NaN	NaN	NaN	NaN	NaN	32790.5078	NaN	NaN	NaN	NaN	31463.0352
2.6684	29811.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30524.6133
2.8019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2.9353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
