x	Y_20180212_14590_37_2g
0	38891.215
0.1334	37006.75
0.2668	37242.137
0.4003	38879.809
0.5337	38494.828
0.6671	38693.117
0.8005	38941.316
0.934	40641.957
1.0674	40141.18
1.2008	40101.57
1.3342	40741.285
1.4676	41337.547
1.6011	40431.754
1.7345	41734.973
1.8679	43620.949
2.0013	45122.652
2.1348	45558.234
2.2682	48958.426
2.4016	60083.875
2.535	75963.141
2.6684	75183.766
2.8019	58088.867
2.9353	46835.488
3.0687	NaN
3.2021	NaN
