x	Y_20181208_15693_1_1g	Y_20181208_15693_10_10g	Y_20181208_15693_13_5g	Y_20181208_15693_17_2g	Y_20181208_15693_18_1g	Y_20181208_15693_2_1g	Y_20181208_15693_20_7g	Y_20181208_15693_5_5g	Y_20181208_15693_5_9g	Y_20181208_15693_6_3g	Y_20181208_15693_9_13g	Y_20181208_15693_9_15g
0	9312.2725	10400.3389	9954.3223	12379.3857	11347.2002	12160.6865	12521.2119	9600.667	12555.5254	11655.8682	10500.4502	9704.1729
0.1334	9543.1865	10838.3691	10834.8369	12709.4521	11568.6191	12588.0439	13286.5439	9394.7969	12741.2363	11505.5264	11527.6025	10731.3711
0.2668	10081.6816	11714.9365	11630.9814	13356.7363	11689.1201	13433.1104	13656.6729	10079.2959	14211.0586	12464.6924	12134.0068	12492.5312
0.4003	11939.9434	11853.7188	13086.7861	15722.6445	12680.6406	15966.2197	14552.3252	11022.5449	14292.7754	13548.7461	13206.8545	15021.125
0.5337	12945.9697	11911.0137	13251.5918	18837.4473	14559.1592	18414.0078	15667.3574	13710.2354	12792.7305	14281.3145	14979.542	17155.1055
0.6671	12406.5615	13213.0264	12591.8164	19707.1094	17720.709	18662.709	15506.4639	15780.1934	12193.4463	14644.2646	14141.8887	18840.9082
0.8005	12058.0508	14311.4121	13128.127	16824.4062	16940.0312	16755.9414	16063.8027	16314.3242	12456.6172	13552.291	13222.418	17272.7422
0.934	11298.5439	15246.6367	13058.0615	14366.9941	15576.7197	14547.5723	15738.8848	14726.6787	12686.957	13798.0215	12309.1279	16180.834
1.0674	11948.9443	16593.8789	13797.2998	13003.8086	13625.5117	12949.6738	14824.415	14434.9746	13197.29	13046.0557	11504.1943	14569.1465
1.2008	11044.1777	15960.3789	13401.4736	12360.1406	13049.7461	12996.5576	14568.248	14603.7412	14274.5352	13589.1533	11812.1064	14901.5234
1.3342	11431.9062	16172.0215	13119.876	12751.3115	12961.7646	13115.582	15574.75	13621.1094	14189.8555	15326.3027	11149.4893	13588.3994
1.4676	11238.1357	15109.9229	12607.6143	12179.3281	12677.25	13676.0049	14903.3184	13605.0811	14116.6484	15645.6484	11193.0088	13840.8486
1.6011	10575.3457	15124.7451	12408.1377	11594.4766	12395.1523	14516.6523	15165.2256	11780.6416	13605.4434	12942.8516	11000.7197	13384.6895
1.7345	11160.6064	14265.4746	12845.6152	11326.0068	12090.458	13890.6992	13766.249	11712.2598	13775.6055	13882.7705	11078.7314	13025.2695
1.8679	10985.8447	13232.001	13216.4961	10890.2832	12713.9795	12962.3682	14262.2559	11896.584	13878.3174	13444.2656	10456.0322	12916.209
2.0013	10504.3564	13621.1367	13943.582	10771.0283	12669.8145	11810.3936	13623.4766	11887.5098	13549.9131	13887.6416	10261.0938	12335.209
2.1347	10351.2588	12714.4648	15180.9043	10529.9258	12421.1406	11754.2705	13871.373	11899.9365	NaN	13119.5703	10522.2969	11805.7393
2.2682	10303.3955	13012.1709	14808.9199	9855.2871	12269.2422	NaN	14208.793	NaN	NaN	13675.3711	10916.9463	11495.9795
2.4016	NaN	12714.043	13805.0967	10159.2393	11965.3467	NaN	13617.7578	NaN	NaN	13759.7207	NaN	NaN
2.535	NaN	11988.1885	13072.7422	NaN	NaN	NaN	NaN	NaN	NaN	14313.8135	NaN	NaN
2.6684	NaN	12139.2334	13244.5586	NaN	NaN	NaN	NaN	NaN	NaN	13550.3418	NaN	NaN
2.8019	NaN	11876.4893	12853.8525	NaN	NaN	NaN	NaN	NaN	NaN	13180.2314	NaN	NaN
