x	Y_20181208_15100_1_3g	Y_20181208_15100_13_6g	Y_20181208_15100_15_4g	Y_20181208_15100_16_3g	Y_20181208_15100_17_1g	Y_20181208_15100_19_1g	Y_20181208_15100_19_2g	Y_20181208_15100_2_3g	Y_20181208_15100_25_1g	Y_20181208_15100_9_1g
0	13042.3926	13428.8467	11525.2441	10053.0107	12889.9023	13750.6338	11921.5176	13192.4062	11573.2871	11524.1406
0.1334	13451.8027	14395.042	11609.3467	10528.042	13783.7588	14743.4453	12475.8818	13989.7637	11823.4453	11815.5605
0.2668	14884.7119	16764.207	13847.8203	11943.2412	15308.2012	16571.9863	14170.1973	16223.3428	13253.0869	12740.0674
0.4003	15272.5918	18981.7852	16033.8193	14049.6758	20053.1973	20834.4121	16393.5195	20472.2656	16464.5352	12550.1641
0.5337	17257.7754	20143.4688	18621.9766	17023.8105	23111.2012	20908.7129	19682.7207	24786.8633	17877.8008	12451.1064
0.6671	16601.3633	18586.5234	17123.6055	16272.4609	21865.6074	20916.4707	20318.5762	23792.5273	15757.1445	14432.3408
0.8005	14397.5977	16187.1621	17544.2578	16502.9043	17646.6211	21124.2031	16208.9072	21145.1152	14177.5918	16059.2646
0.934	14467.3037	15505.4639	17296.541	16469.3359	16403.6074	19440.8574	17674.8203	17938.4199	14357.959	17409.4863
1.0674	13980.9287	14697.3926	16971.9688	16145.2373	16826.5078	17901.2207	16605.584	17033.7109	14562.665	15129.2539
1.2008	13631.1611	14862.4648	15227.3115	15745.1855	15454.9902	15919.832	17222.0352	16695.2305	14541.1348	14697.8916
1.3342	13502.2617	16619.5078	14669.2871	15798.127	13662.6162	15230.4111	17310.1621	16191.1133	14232.5713	15673.0264
1.4676	13348.0449	18051.668	13767.5156	16804.2891	12086.1064	14644.6064	15891.1846	15469.3213	13822.7842	17077.9121
1.6011	12566.6709	18727.5801	14361.8506	16469.1074	12227.374	13467.7578	15537.5625	15904.9834	14320.5176	16328.5273
1.7345	12812.9531	16467.2695	13268.04	16738.9453	12278.5186	13085.1504	14633.7529	14870.5859	13849.335	15091.3096
1.8679	13943.3545	14086.3096	13434.2998	15278.5713	12079.5791	12056.1484	14443.252	14083.043	14064.0254	15067.9521
2.0013	14332.3115	12746.1084	13431.3945	14276.9131	11781.4424	11276.5791	14226.417	13312.5947	14137.7383	15248.4316
2.1347	12974.2246	11923.4014	13903.7979	13919.7178	12172.46	11674.9736	13934.2021	13405.9814	14473.5908	16389.7305
2.2682	12052.0713	11591.0898	12875.9219	13355.0488	11795.5752	11965.123	13825.6592	11590.1221	13973.793	15436.8955
2.4016	12093.9277	11516.5225	13485.7773	13005.0713	12046.7822	12384.041	12601.0859	11675.2363	13163.8994	14287.0039
2.535	11595.0713	11364.4199	13535.877	13704.043	12243.5771	12444.3379	11887.665	11715.6055	12994.3242	14262.7578
2.6684	11621.0752	11842.2324	NaN	13711.915	NaN	11964.3223	11817.002	NaN	12464.7617	14485.9297
2.8019	11583.96	11670.9609	NaN	NaN	NaN	11905.7109	12229.9727	NaN	NaN	14173.4883
2.9353	NaN	11892.6094	NaN	NaN	NaN	12772.7031	12151.1055	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
