x	Y_20181208_15100_1_1g	Y_20181208_15100_13_8g	Y_20181208_15100_16_4g	Y_20181208_15100_3_3g	Y_20181208_15100_6_2g	Y_20181208_15100_7_5g
0	30006.9316	28875.3867	30903.6074	31523.9863	31566.4902	30646.2109
0.1334	28640.1523	30860.1133	29872.3848	30072.2109	31851.5449	30392.3926
0.2668	28747.4219	28574.2305	31930.0312	29132.5137	33083.5508	30542.5703
0.4003	29763.6406	28247.4766	31225.959	30197.5938	31200.9336	31225
0.5337	28595.248	29606.377	31353.125	30480.3047	31536.2207	30051.4395
0.6671	28975.0508	29022.1719	29644.5742	29882.2227	31336.7305	29353.4473
0.8005	29384.4824	28631.3906	30246.0352	31776.998	30849.9336	30849.9707
0.934	29460.2031	29842.9238	30882.4375	30825.9121	31034.8164	30844.4004
1.0674	29694.5195	30208.582	30496.5371	33490.1484	31102.2637	30641.1504
1.2008	30530.877	30069.4395	30772.9531	30961.8887	31380.0039	31115.1289
1.3342	31797.9492	31162.1758	32778.8828	29560.1582	32276.1875	31723.0938
1.4676	30481.2031	31007.9785	33122.7969	29651.1367	32199.623	32128.082
1.6011	31623.4219	31440.0625	31865.0156	30593.875	35183.3164	31734.6133
1.7345	31337.9824	31898.4551	34100.9766	31171.3496	35732.0469	34225.457
1.8679	34931.4648	32777.4844	36623.4258	32546.209	40012.7266	39762.0273
2.0013	36293.0898	36436.3125	42180.6367	39575.0156	51412.3984	48868.332
2.1347	43545.5273	42890.3086	57261.7422	47595.9336	69120.2812	72453.0469
2.2682	50836.6172	60066.25	90497.375	53033.9023	75621.3828	94268.8203
2.4016	47969.7383	68739.9375	108505.2266	52900.3086	60541.9531	78435.8125
2.535	40867.4883	57832.9883	92265.0391	42151.4023	44201.1719	51048.1055
2.6684	34077.8359	42321.3359	59793.0781	37303.1016	39262.6484	39350.2812
2.8019	33502.7188	33825.7305	46464.7031	34529.5938	37419.918	34711.4375
2.9353	33881.8047	31555.5762	46060.3047	31994.7148	35138.3359	32664.3105
3.0687	33084.668	30073.4316	48572.4727	NaN	34133.25	31136.3027
3.2021	NaN	29418.2383	NaN	NaN	34741.2891	NaN
3.3355	NaN	30099.7539	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN
