x	Y_20180224_15102_10_1g	Y_20180224_15102_11_3g	Y_20180224_15102_12_10g	Y_20180224_15102_12_1g	Y_20180224_15102_14_2g	Y_20180224_15102_18_6g	Y_20180224_15102_20_5g	Y_20180224_15102_26_6g	Y_20180224_15102_27_3g
0	12763.939	11800.711	13045.184	12600.312	14166.955	13901.968	14436.408	13742.51	12639.715
0.1334	13512.704	12541.837	15086.302	14032.759	15282.061	14368.591	16819.691	15057.969	13697.552
0.2668	14222.405	14480.646	18713.533	18921.521	20938.871	18038.859	23038.822	17592.42	17063.473
0.4003	19600.396	18680.084	22586.693	23458.379	27091.799	27825.535	27631.35	25382.389	22881.627
0.5337	25674.127	27655.223	23226.75	24338.473	26983.238	38121.082	26748.914	33754.93	28159.938
0.6671	29661.371	38846.277	21116.168	23461.906	23932.547	39310.84	25303.254	37070.91	29553.92
0.8005	27168.389	40947.703	20610.891	20118.689	22630.176	34042.742	23528.541	38996.688	28326.199
0.934	23486.326	34050.5	21564.848	18552.262	21529.625	28761.582	23576.711	36684.129	23512.156
1.0674	21314.066	26935.18	22090.236	18769.457	19892.367	28521.59	22354.959	32253.17	22537.488
1.2008	21200.48	26135.492	21442.562	20521.465	19731.543	26761.75	22112.311	31719.543	21254.814
1.3342	21587.758	26189.199	21396.754	20069.447	21420.35	24516.646	20581.422	32093.957	19055.299
1.4676	22595.109	25083.094	21657.264	19877.678	22839.793	21981.945	20056.918	29881.023	17429.207
1.6011	23745.584	25727.936	21430.219	18590.5	24355.316	21070.875	21730.635	26953.967	18432.771
1.7345	24248.807	25887.264	21777.867	18688.045	24183.891	19162.463	23532.438	26373.006	17982.154
1.8679	24091.543	24473.141	22975.682	18538.525	24883.531	17845.516	24255.049	25457.037	18396.451
2.0013	22908.795	20819.582	21803.41	18543.475	22853.877	16995.496	22238.084	25147.576	19987.469
2.1348	22557.412	19008.562	20176.809	17919.598	19772.625	16200.382	19807.971	24530.877	20727.799
2.2682	20769.639	19660.871	20092.621	17089.773	18827.625	15702.946	19149.852	24148.957	21058.166
2.4016	19835.646	19306.91	19998.242	17810.135	18499.648	15138.246	17644.373	23833.537	21262.523
2.535	21457.398	19524.229	19952.312	19409.654	17105.756	15574.919	17161.234	24334.025	20267.947
2.6684	22118.188	19301.094	20468.805	19096.605	17099.809	15255.618	17297.258	22640.721	18918.699
2.8019	19120.221	20021.176	20497.041	19241.455	17671.631	14949.286	16542.434	21288.896	18408.998
2.9353	17681.838	19448.168	19659.074	17778.932	16835.148	15508.691	16047.555	22193.107	18036.156
3.0687	17458.566	18300.799	19198.434	17650.258	16241.967	15912.257	16416.678	23012.375	17239.863
3.2021	17038.82	18131.143	17844.592	18177.172	16257.311	14182.133	17079.738	21542.871	16467.996
3.3356	17599.242	19252.328	16531.648	18996.615	15800.186	15458.54	15914.461	20388.996	16614.078
3.469	17919.145	18661.719	15790.205	18168.648	17029.811	15292.419	15630.347	20139.912	16754.799
3.6024	16459.141	16996.514	15017.732	16874.609	17901.867	15483.916	14647.151	19259.574	16464.529
3.7358	15107.519	14943.707	15153.002	18482.48	17851.18	15442.065	13656.655	18402.293	15854.77
3.8692	14379.175	15209.355	15121.124	NaN	NaN	15610.8	NaN	17829.6	15680.019
4.0027	14089.471	14848.983	15050.9	NaN	NaN	NaN	NaN	17497.5	15442.419
4.1361	NaN	14367.039	NaN	NaN	NaN	NaN	NaN	16579.506	NaN
4.2695	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.3369	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.4703	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.6037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.7371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.8706	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.1374	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.2708	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.4043	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.5377	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.6711	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.8045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
6.9379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.0714	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.2048	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.3382	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.4716	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.6051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.7385	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
7.8719	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.0053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.1387	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.2722	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.4056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.539	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.6724	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.8058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
8.9393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.0727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.2061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.3395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.6064	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.7398	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.8732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10.0066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10.1401	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
