x	Y_20180212_14590_14_1g
0	13944.156
0.1334	13600.894
0.2668	15408.649
0.4003	17581.309
0.5337	18145.945
0.6671	17201.48
0.8005	18105.463
0.934	18253.189
1.0674	17415.666
1.2008	17315.307
1.3342	16933.773
1.4676	18608.047
1.6011	19337.615
1.7345	20599.559
1.8679	22889.363
2.0013	22448.803
2.1348	20446.197
2.2682	18535.844
2.4016	17316.887
2.535	NaN
2.6684	NaN
2.8019	NaN
2.9353	NaN
