x	Y_20180212_14590_11_1g	Y_20180212_14590_12_1g	Y_20180212_14590_12_2g	Y_20180212_14590_18_3g	Y_20180212_14590_19_1g	Y_20180212_14590_1_1g	Y_20180212_14590_1_2g	Y_20180212_14590_1_5g	Y_20180212_14590_21_1g	Y_20180212_14590_21_2g	Y_20180212_14590_23_1g	Y_20180212_14590_26_1g	Y_20180212_14590_2_2g	Y_20180212_14590_2_4g	Y_20180212_14590_31_1g	Y_20180212_14590_31_2g	Y_20180212_14590_34_1g	Y_20180212_14590_37_1g	Y_20180212_14590_40_2g	Y_20180212_14590_40_3g	Y_20180212_14590_41_1g	Y_20180212_14590_41_2g	Y_20180212_14590_44_1g	Y_20180212_14590_5_1g	Y_20180212_14590_5_2g	Y_20180212_14590_9_1g
0	35803.875	41051.805	38003.766	41864.926	40136.461	35421.41	38614.875	40165.094	40254.906	40804.336	41101.07	37447.543	34903.227	36705.273	40629.676	37514.988	37189.5	37651.688	30429.852	36608.48	37972.051	40304.184	41042.156	40269.805	37556.035	37380.535
0.1334	35692.879	39947.992	37328.574	44007.645	40374.574	35904.109	40092.051	42065.789	41520.957	41062.703	41682.16	38094.188	34957.566	35085.59	40613.277	38200.016	38493.441	37528.289	31173.67	36480.555	37020.867	40511.25	41588.684	39829.34	37143.641	36757.004
0.2668	35271.891	40737.816	38493.613	44132.434	42357.426	36614.633	39304.664	41562.016	40970.988	41768.57	41253.438	35929.77	35713.859	38016.785	39848.418	38982.516	37661.332	37498.012	32427.732	36001.457	37642.207	41696.145	42207.18	38567.09	38301.312	38938.875
0.4003	35995.711	41220.695	38934.363	43342.391	39309.688	37720.027	39682.352	41248.66	39505.625	43697.07	41490.875	37104.414	35679.895	36561.109	39284.059	38780.793	37859.441	38656.992	32003.914	36249.605	38327.5	40919.297	41228.906	41157.574	37888.02	39546.477
0.5337	35345.922	40435.207	39661.02	42580.562	41910.074	39123.566	41353.848	44479.289	41046.488	43066.344	42304.406	38075.297	35551.094	37761.434	41181.375	39229.59	40557.641	38049.766	31735.48	36651.602	39532.016	42345.062	41485.586	41464.535	37987.504	40279.68
0.6671	36011.848	41463.191	38981.141	42146.559	40278.648	39443.051	40837.277	46664.535	40480.496	41613.602	42514.457	37410.867	35833.664	40128.023	42629.195	39298.395	39365.684	39260.703	32043.768	33766.031	39548.617	42907.746	42671.277	41036.555	38964.922	39652.469
0.8005	37984.086	42457.582	40815.664	41825.418	40180.785	38925.074	41368.973	54204.262	40400.543	40668.688	43991.293	36053.895	35998.348	43058.809	43179.941	40244.398	39523.758	40157.191	34523.133	38263.723	41037.512	44709.941	42190.215	42037.57	40871.648	39208.637
0.934	37890.344	49505.363	45713.77	43626.664	42633.777	45737.254	42549.152	76622.094	39952.945	42905.66	48131.199	37218.195	36474.828	50832.77	44098.641	42863.609	41701.105	39953.48	35178.047	41269.141	40354.199	47709.105	42812.559	44231.074	41448.062	38990.117
1.0674	39923.656	57914.941	54280.93	43778.414	41121.184	57801.594	43946.336	118460.703	41995.277	45649.656	56888.676	39437.48	40777.023	76167.594	50070.234	50715.938	43748.742	42931.934	38724.75	42995.875	41762.516	58825.242	44691.094	52646.441	43887.109	38882.152
1.2008	42328.293	82456.734	79042.617	46524.555	44157.051	74866.148	44216.66	139062.078	45328.961	51586.703	77311.344	44503.945	46663.875	117721.758	67629.234	67554.625	51440.605	51849.59	43581.43	51094.371	42678.773	78318.125	46361.652	75510.336	53613.289	40694.031
1.3342	54629.785	100744.016	102263.328	54958.418	48650.297	75386.414	46743.348	103402.883	49684.645	65990.727	87697.5	51417.73	60034.219	125606.922	100087.875	95901.805	74207.648	66549.344	59130.504	71490.578	40951.832	87495.695	51386.805	88927.273	73196.484	41744.395
1.4676	74482.055	85218.273	86440.242	72913.406	62194.234	58142.57	55724.895	66257.922	70355.477	92185.844	72730.562	60322.141	66531.812	86810.352	115138.555	96142.625	114205.719	74544.414	77597.258	92839.82	45384.996	69441.273	68710.945	73322.523	90443.93	43707.703
1.6011	78872.812	61046.969	62709.262	95891.109	86102.609	46399.688	71261.211	50267.867	90237.586	102577.258	56506.242	56747.102	55377.453	54624.859	87844.961	73823.047	119408.766	62985.246	74657.141	84413.336	55854.016	54465.059	87498.703	54483.773	79092.656	47010.062
1.7345	59248.773	50568.414	48508.988	93940.18	97355.461	NaN	79473.211	NaN	86552.375	73930.055	NaN	48378.809	42894.176	44676.469	61978.359	52618.684	81786.289	47646.277	53387.094	56562.469	62748.008	45771.301	87898.258	47410.844	57750.539	49411.41
1.8679	46006.871	46720.453	44578.016	70509.734	76053.203	NaN	67031.328	NaN	68341.18	52343.406	NaN	44872.57	38889.887	NaN	50632.895	45304.637	55654.902	NaN	42302.629	46805.82	57615.43	NaN	66916.805	44473.102	45592.277	63471.367
2.0013	41538.879	45570.238	NaN	57294.23	55664.77	NaN	51122.762	NaN	54084.613	45224.23	NaN	45630.289	35876.938	NaN	44911.109	43685.906	44886.762	NaN	NaN	41880.699	49953.223	NaN	50218.758	NaN	40973.656	79306.453
2.1348	38162.914	NaN	NaN	52349.191	NaN	NaN	45363.316	NaN	48237.312	42710.062	NaN	NaN	NaN	NaN	41818.84	NaN	40637.496	NaN	NaN	NaN	NaN	NaN	44120.59	NaN	NaN	74321.117
2.2682	NaN	NaN	NaN	54802.125	NaN	NaN	43748.105	NaN	46813.508	39513.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42451.184	NaN	NaN	59443.305
2.4016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41103.523	NaN	NaN	50275.883
2.535	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44293.402
2.6684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43110.852
2.8019	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
