x	Y_20181208_15100_1_2g	Y_20181208_15100_1_7g	Y_20181208_15100_12_2g	Y_20181208_15100_14_8g	Y_20181208_15100_14_9g	Y_20181208_15100_15_1g	Y_20181208_15100_15_7g	Y_20181208_15100_17_11g	Y_20181208_15100_22_14g	Y_20181208_15100_22_15g	Y_20181208_15100_22_2g	Y_20181208_15100_24_2g	Y_20181208_15100_25_3g	Y_20181208_15100_27_6g	Y_20181208_15100_29_1g	Y_20181208_15100_29_4g	Y_20181208_15100_30_2g	Y_20181208_15100_4_6g
0	30775.9609	25633.9375	28411.8633	30319.2344	24947.1016	26940.7715	29848.3828	27198.3242	31825.5781	31397.9023	30451.6953	27825.7246	30552.0469	26244.2871	27933.1875	32118.9688	25961.0254	28476.7285
0.1334	30430.6914	24791.2949	28393.2188	29908.0547	25777.4004	25102.6719	29330.9727	27977	31204.5977	32069.1992	29741.3086	28643.5859	30712.5059	26402.2051	29539.5566	31113.8789	27601.9219	26843.0586
0.2668	30327.6855	25011.3066	28276.3438	29061.918	26348.1836	25314.9941	29301.9863	27494.7402	31220.9238	31967.2285	29826.1367	28263.1621	30633.2188	26699.3652	30333.9336	32012.832	26789.4297	26826.6289
0.4003	32591.293	25588.2812	28857.5996	29211.2988	25401.8379	26170.7832	29869.6465	27606.9883	30913.1582	31376.416	30918.5195	29948.9277	30641.334	27249.6914	30492.6406	31629.8848	27021.7383	27310.6816
0.5337	30863.5879	24895.8906	29181.9844	30985.373	25962.7617	26905.6914	29210.9629	28574.1016	31097.0391	31834.2109	29502.5508	28248.9805	30126.2422	29542.8457	31510.875	31975.5645	26306.2559	27359.7441
0.6671	31458.7363	25293.418	29423.4082	30649.3633	24948	27815.4121	29758.0137	29051.5547	30814.2246	32704.3047	28581.5977	29565.9668	30361.7168	30188.5547	28778.457	32251.0879	26922.5566	26819.4609
0.8005	31540.9434	26201.1699	28122.5137	30794.0703	24557.4629	27574.832	30526.3262	27948.0352	31876.8027	30832.6484	29760.5977	29244.541	29789.8574	29884.0488	29912.3867	32756.4512	26625.8906	25993.3184
0.934	30062.5117	27060.3906	28236.25	30985.5762	25652.791	27000.377	29808.7148	27837.1172	32410.1133	30224.6445	29081.332	27661.7422	30473.7129	29381.2109	29723.8613	31402.3691	26427.8711	26626.248
1.0674	31442.4082	25896.4297	29652.0938	30470.7422	26169.502	27570.7012	30941.5254	28512.7773	32936.5664	31373.75	30184.752	27750.2188	30967.7598	27793.8496	29216.125	30229.4824	27169.1328	25369.5508
1.2008	31221.8789	25995.0371	28375.0918	30658.8379	25152.8926	27288.2695	31116.1152	30038.5254	32563.4102	31657.2227	28948.5273	29681.7363	30280.4941	27900.9238	30374.5527	31477.1465	28540.9551	25705.7188
1.3342	32358.2578	25457.4609	28452.5488	31064.4922	25521.7129	27139.2676	30180.9043	27999.377	34044.6562	31631.7168	28961.9551	29591.873	31490.918	28357.9746	31013.5859	30900.0586	28091.75	26900.1621
1.4676	31566.2949	26172.1172	29126.4961	32009.8828	25876.7168	26664.793	31278.6875	28557.3398	34392.4141	32158.9375	28022.0801	29498.7598	31796.3477	28749.252	30484	31979.418	28295.9199	25793.3926
1.6011	30510.8535	26003.5234	28083.0469	30025.9902	24931.9082	26056.8906	31335.9336	28431.1953	33084.3047	31961.3086	28635.8789	30142.25	31322.8418	28681.6035	30009.4648	30209.3027	27935.8809	25397.4023
1.7345	31599.6816	26365.2539	28012.0078	29625.4531	25180.4316	25686.9766	31009.8359	29295.3555	32174.3555	32233.9648	29469.957	30069.4414	30766.6816	29390.1699	31122.3535	32269.0723	28360.7051	28074.8633
1.8679	32459.0664	26317.0488	28943.2461	29590.6016	26266.7598	26213.5254	30993.1992	28126.5566	31948.7129	32551.9766	29272.7539	29432.8086	30905.166	27716.3477	32106.8027	32879.9531	29195.9004	27304.6836
2.0013	32235.9863	25891.0059	29205.5625	28882.3359	25414.752	25898.2227	30715.6855	28817.918	30714.6152	32622.959	30146.1367	29462.7969	31655.4062	27575.9277	33872.2148	31711.9531	29672.1562	27468.5703
2.1347	32725.0605	26601.1133	28401.0547	29435.9238	26459.1758	26277.7852	30547.002	28967.3301	29800.2324	33742.0234	30497.793	28994.9453	33800.8672	28476.8613	36340.8203	32881.0391	30907.9961	29764.9648
2.2682	33553.0078	28088.5469	28208.3711	29061.4316	27156.0449	26396.2227	31647.0059	30251.0645	31094.1191	35445.5234	33630.5156	30698.9941	34551.6172	29219.6465	46216.6562	31587.8848	35796.7539	33051.0117
2.4016	34618.457	27391.918	30013.2383	30592.1152	30990.8945	28177.2402	32571.2305	32568.5312	33492.125	36587.6211	38090.6094	33159.8281	35883.4531	31878.2559	70818.5938	34447.25	45400.9102	44499.957
2.535	37113.8086	28753.4863	32835.3906	29985.0312	37137.5469	29949.4746	35510.582	35361.4531	33799	39004.6953	49222.6836	36469.3867	43538.4805	34208.3828	115116.4688	39204.0547	65610.2188	63001.0586
2.6684	42162.957	31504.873	37995.6211	30843.1797	51379.7266	32340.8496	43882.8594	43987.3086	39395.4141	52706.0352	78545.1484	43643.8164	65157.0469	45992.9219	124708.8516	55362.3125	74463.2969	74188.5234
2.8019	56042.9414	40343.6172	50527.6328	30313.2734	67806.9375	36941.9609	61930.4219	63759.4219	47611.5039	79894.6719	121244.6484	65336.9375	87254.1094	60950.1094	92245	79226.5234	58924.9375	61632.5547
2.9353	83250.25	52239.6992	79186.1875	30161.7832	62413.6133	47847.6172	72938.5	84084.9297	62418.9297	112574.2266	123848.3984	100712.2422	80524.2734	86796.8672	56238.4922	95213.1875	41317.1484	41423.0742
3.0687	88748.0781	51341.4648	122511.7344	32712.1367	45078.0312	74947.4062	60340.7422	78384.8125	64663.6641	112224.1406	76917.3438	108653.7734	54060.3086	102368.0312	38266.9375	80481.8125	33499.5977	32530.7305
3.2021	62929.918	51649.7266	144984.9688	36239.5859	32972.1055	95067.7344	42652.3516	52837.7109	52014.2773	74294.2422	45668.9766	78153.8438	43335.9961	83684.9609	34618.1797	53972.043	30234.9375	29752.6797
3.3355	46891.7891	NaN	106182.9453	43407.8945	29834.5723	86180.2266	34044.5391	36921.4141	42445.6875	49329.9688	35990.1211	49945.5078	37546.1328	57090.8789	31478.8711	43408.0078	29342.8926	28781.3398
3.469	40024.6289	NaN	63259.7734	60320.3086	27350.9336	59281.707	31757.1152	31034.1211	35962.8516	39424.7344	33489.2109	39067.3477	35540.1836	40390.4883	29493.3184	38259.2578	30693.8613	28734.8867
3.6024	36586.4492	NaN	43689.7148	84145.5625	27090.0234	39452.7617	30066.7461	29869.2344	33890.7578	36633.0391	31736.791	34801.5508	36078.6445	35003.8828	NaN	36680.457	29471.4336	27502.3789
3.7358	35042.6641	NaN	36081.3672	85561.1797	26577.4805	31386.5469	NaN	29630.5801	33838.6562	37180.1094	30726.209	32386.3398	35031.3672	32796.3125	NaN	38452.2578	NaN	NaN
3.8692	33059.8516	NaN	31673.8145	60702.6055	NaN	27919.1094	NaN	29431.7539	32615.0449	35764.6289	31585.6328	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	43555.8906	NaN	29372.4004	NaN	NaN	NaN	34284.6484	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.1361	NaN	NaN	NaN	36519.6211	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.2695	NaN	NaN	NaN	32874.2422	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.4029	NaN	NaN	NaN	32297.9766	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.5363	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.6698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.8032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4.9366	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.07	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.2035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
5.3369	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
