x	Y_20181208_15100_14_2g	Y_20181208_15100_2_1g	Y_20181208_15100_2_3g	Y_20181208_15100_6_7g	Y_20181208_15100_7_1g	Y_20181208_15100_7_2g
0	31028.4062	30478.1875	36204.3789	26947.5254	30788.2383	32137.3477
0.1334	31700.4609	29129.9746	35695.6445	28028.0645	29426.3828	32734.623
0.2668	31690.4336	28701.873	34429.6055	27900.0254	29600.207	32125.0117
0.4003	31573.0391	28682.0762	35804.5898	27994.1191	28125.4004	32298.8613
0.5337	30582.9863	28227.8711	34690.6719	28526.4434	29934.0625	31401.502
0.6671	32779.8086	30728.248	36249.457	27939.2754	30379.8281	32935.1602
0.8005	33184.8086	32084.0684	35574.4141	30464.8242	30527.3906	32230.7031
0.934	36003.1953	31844.9219	34651.0234	30178.6445	31626.6621	32475.9277
1.0674	37593.6055	33613.8867	35068.5	33152.3594	34693.2891	31522.1973
1.2008	42675.9219	38821.7344	35830.1406	41032.0625	44601.0391	33191.7812
1.3342	59189.8242	48703.7344	41042.9219	50358.9141	65315.0703	37614.8047
1.4676	82934.2266	50994.8555	47488.4336	51039.7891	81583.6719	44050.8203
1.6011	79328.5156	39720.2305	58625.625	39072.6445	69086.7734	44925.7734
1.7345	55807.1719	35713.1797	58631.9531	31863.2441	48998.2031	38035.7344
1.8679	39442.4609	32731.9414	46865.2383	29290.9121	37315.0312	32990.0391
2.0013	35225.3828	32131.4941	38325.6445	28204.4648	31792.0605	30709.9551
2.1347	33782.9805	NaN	34308.1133	NaN	28820.9355	NaN
2.2682	32089.7324	NaN	33262.6211	NaN	NaN	NaN
2.4016	NaN	NaN	32559.9414	NaN	NaN	NaN
2.535	NaN	NaN	NaN	NaN	NaN	NaN
2.6684	NaN	NaN	NaN	NaN	NaN	NaN
2.8019	NaN	NaN	NaN	NaN	NaN	NaN
2.9353	NaN	NaN	NaN	NaN	NaN	NaN
3.0687	NaN	NaN	NaN	NaN	NaN	NaN
3.2021	NaN	NaN	NaN	NaN	NaN	NaN
3.3355	NaN	NaN	NaN	NaN	NaN	NaN
3.469	NaN	NaN	NaN	NaN	NaN	NaN
3.6024	NaN	NaN	NaN	NaN	NaN	NaN
3.7358	NaN	NaN	NaN	NaN	NaN	NaN
3.8692	NaN	NaN	NaN	NaN	NaN	NaN
4.0027	NaN	NaN	NaN	NaN	NaN	NaN
