x	Y_20180212_14590_11_1g	Y_20180212_14590_12_1g	Y_20180212_14590_12_2g	Y_20180212_14590_18_3g	Y_20180212_14590_19_1g	Y_20180212_14590_1_1g	Y_20180212_14590_1_2g	Y_20180212_14590_1_5g	Y_20180212_14590_21_1g	Y_20180212_14590_21_2g	Y_20180212_14590_23_1g	Y_20180212_14590_26_1g	Y_20180212_14590_2_2g	Y_20180212_14590_2_4g	Y_20180212_14590_31_1g	Y_20180212_14590_31_2g	Y_20180212_14590_34_1g	Y_20180212_14590_37_1g	Y_20180212_14590_40_2g	Y_20180212_14590_40_3g	Y_20180212_14590_41_1g	Y_20180212_14590_41_2g	Y_20180212_14590_44_1g	Y_20180212_14590_5_1g	Y_20180212_14590_5_2g	Y_20180212_14590_9_1g
0	13808.517	12835.466	13826.381	13301.799	14323.329	13164.557	17994.619	15208.671	13396.885	15697.947	13864.616	14585.314	13206.183	12307.191	16778.918	14623.701	12561.7	14709.553	10941.557	15913.776	13315.756	17795.639	13898.544	12249.812	13214.231	12987.938
0.1334	14046.51	14461.355	15659.877	14094.34	15320.339	14379.037	18268.576	16972.184	13523.394	15550.642	14654.729	14749.443	13809.658	12795.356	15752.085	15961.433	13358.018	14824.891	10722.453	15989.029	14092.516	18183.193	13881.926	13173.684	14265.904	13471.657
0.2668	15039.283	16169.851	19777.004	15483.448	15783.423	16459.076	19324.471	20298.008	14853.373	17438.824	14949.939	16894.646	14578.6	14205.712	16690.109	17191.768	15482.911	15846.722	12311.103	17505.395	15529.438	20254.639	14373.911	16502.672	16786.264	14081.9
0.4003	16351.201	20304.531	18798.512	20215.248	18694.898	17950.379	22016.496	23453.996	15266.313	21524.377	18202.562	19908.377	17630.092	17035.447	17753.207	19095.139	18049.906	18219.375	13659.428	19736.377	19037.053	25825.293	15264.663	20585.664	18890.172	14937.418
0.5337	17328.891	20211.52	18355.27	22974.795	24203.943	19219.92	23799.701	22273.551	17663.217	23811.627	18672.855	25644.496	19105.312	17039.65	20040.07	20676.047	18731.648	20118.793	15145.903	20315.75	25676.703	28760.396	19598.137	20883.936	20109.947	17007.951
0.6671	18811.449	19707.463	17731.248	22349.744	29322.574	17297.143	24645.213	20946.242	20673.676	24302.816	16762.178	28083.268	18557.18	16143.076	20630.621	20983.08	19152.377	19630.152	15498.656	18812.146	27226.879	28032.82	25243.641	19998.311	19084.619	18942.746
0.8005	17284.783	19156.947	17227.283	19823.648	26218.049	18279.916	21599.6	19745.635	25275.09	21629.52	17440.828	27147.652	15866.441	16149.015	19348.217	20190.158	18572.041	18328.125	14683.083	17904.797	25218.025	27521.492	26894.367	18247.887	17042.393	21426.16
0.934	16683.605	18126.244	17431.654	18569.648	23520.482	17980.916	19766.682	18913.209	24311.447	18817.535	17235.994	24280.6	16218.162	15591.122	18441.201	19825.971	17436.137	17524.506	14333.32	18322.465	21811.791	26922.514	23673.586	16217.815	17650.754	21526.09
1.0674	16128.744	17727.174	16953.352	17638.557	21132.979	19449.242	19428.305	17329.832	21340.23	18216.379	17695.34	21896.857	16276.013	16587.322	19105.486	19997.502	16888.682	17177.967	14946.381	15912.964	21382.43	25551.449	22341.723	16884.361	18815.469	20025.424
1.2008	15386.928	17771.816	17870.055	17022.533	21428.457	22294.186	18732.031	18475.4	19179.406	17061.537	17839.076	21029.164	16957.352	17939.027	19810.662	21832.57	17338.602	17021.756	15289.411	15860.772	20434.545	28485.012	20186.756	18297.842	20540.707	18470.01
1.3342	14947.512	19303.238	16661.252	17056.625	20723.314	27407.846	19003.949	20113.258	18338.738	17807.727	20539.994	19218.322	17270.242	21207.912	20504.461	24651.975	18034.723	16680.51	14070.895	15158.729	21622.15	35522.715	20181.738	23053.197	21826.414	16990.34
1.4676	15699.817	18921.807	18256.352	18256.475	20632.438	34985.258	18606.582	21158.406	16850.355	18591.637	24982.986	19713.756	19550.402	24008.309	22912.6	27025.391	19668.605	18284.008	14709.016	17398.559	22880.457	37949.484	19247.131	27409.051	24691.105	17669.863
1.6011	16424.41	18470.625	20656.609	20153.627	20678.059	41766.273	19150.035	21608.18	19651.898	20916.555	29603.156	22239.176	19824.629	23413.162	21858.512	21538.328	24518.492	21042.162	14888.948	22777.027	24861.381	35010.5	18937.746	33940.875	26633.139	18457.883
1.7345	18402.129	17334.029	23106.713	23136.336	23949.029	NaN	21178.812	NaN	22763.621	25357.354	NaN	26317.434	20532.416	23395.852	20985.594	18377.51	27864.818	21412.871	15965.154	26434.354	28307.225	30034.137	19457.543	33646.273	23786.812	18412.311
1.8679	20652.848	16837.512	25796.771	29221.322	30417.199	NaN	22114.338	NaN	27065.568	27445.65	NaN	25574.324	18960.836	NaN	19233.285	16755.902	28100.887	NaN	17300.246	28228.533	33073.418	NaN	18793.703	29683.621	19574.828	18980.719
2.0013	20294.02	17007.357	NaN	34086.234	39103.617	NaN	23371.318	NaN	25705.723	26859.051	NaN	22051.268	19638.283	NaN	18477.252	16784.992	25520.275	NaN	NaN	27480.645	35505.41	NaN	18053.062	NaN	17151.145	19552.805
2.1348	21872.844	NaN	NaN	34773.004	NaN	NaN	24349.684	NaN	22758.568	25135.156	NaN	NaN	NaN	NaN	17468.221	NaN	19843.332	NaN	NaN	NaN	NaN	NaN	17734.672	NaN	NaN	21634.602
2.2682	NaN	NaN	NaN	30312.738	NaN	NaN	22885.205	NaN	19620.107	22258.799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16165.763	NaN	NaN	22405.098
2.4016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15931.385	NaN	NaN	23183.623
2.535	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23180.918
